"groep_100","jaar","groep_titel","log_index","n_soorten","msi","msi_variant","periode","post_break","log_msi","gam_fit_log","gam_fit_se","gam_fit_msi","gam_fit_lower","gam_fit_upper"
200,1978,"Rietvogels",5.63938508826022,6,281.289696947314,"robuust","1958-1983","pre",5.63938508826022,6.12578170486815,0.0709519195240071,457.502205225118,398.105060916169,525.761383952668
200,1979,"Rietvogels",5.91685786640298,6,371.243383005173,"robuust","1958-1983","pre",5.91685786640298,6.18976082089906,0.0758297403350464,487.729437574267,420.369686401915,565.882869225432
200,1980,"Rietvogels",6.24745111615893,6,516.694151436455,"robuust","1958-1983","pre",6.24745111615893,6.25373994360159,0.0809668486072095,519.953790706872,443.653973813077,609.375685620145
200,1981,"Rietvogels",6.59849921841964,6,733.992799352279,"robuust","1958-1983","pre",6.59849921841964,6.31771907349481,0.08631698013029,554.307215408337,468.032525502392,656.48533448382
200,1982,"Rietvogels",6.49755837875641,6,663.519590116178,"robuust","1958-1983","pre",6.49755837875641,6.38169821071383,0.0918429308455876,590.930380345783,493.580549416435,707.480703663207
200,1983,"Rietvogels",6.52841368813152,6,684.31181808148,"robuust","1958-1983","pre",6.52841368813152,6.4456773550389,0.0975148299262483,629.973248029597,520.374262560619,762.655499678422
200,1984,"Rietvogels",6.62641621729807,6,754.772377696453,"robuust","1984-2025","post",6.62641621729807,6.44427701731025,0.153436133664637,629.091690105811,465.700253964549,849.809187757738
200,1985,"Rietvogels",6.47372783930415,6,647.894477225614,"robuust","1984-2025","post",6.47372783930415,6.50331547128797,0.123427968584418,667.350550809437,523.950205881773,849.998249196512
200,1986,"Rietvogels",6.3339362023404,6,563.36977265331,"robuust","1984-2025","post",6.3339362023404,6.56496243598071,0.102804384368495,709.785233309954,580.25394424184,868.232060159667
200,1987,"Rietvogels",6.37825423113257,6,588.898728673479,"robuust","1984-2025","post",6.37825423113257,6.62870606154929,0.0907825153318464,756.502669179454,633.191137473165,903.828646053802
200,1988,"Rietvogels",6.91638798218554,6,1008.67007244081,"robuust","1984-2025","post",6.91638798218554,6.69371170300532,0.0850937240350833,807.313204794684,683.295901653933,953.839484560461
200,1989,"Rietvogels",7.00313122099411,6,1100.07234080704,"robuust","1984-2025","post",7.00313122099411,6.75883822104762,0.0828749954234665,861.640578184521,732.455970108443,1013.60971344699
