"group_code","groep_titel","analysis_mode","msi_variant","weggelaten_soort_id","weggelaten_soort","baseline_trend_pct_per_jaar","loso_trend_pct_per_jaar","verschil_procentpunt","richtingsomslag"
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",125,"Tortelduif",-1.28173355742911,-1.00639518952956,0.275338367899547,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",127,"Koekoek",-1.28173355742911,-1.46026685924051,-0.178533301811401,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",151,"Oeverzwaluw",-1.28173355742911,-1.339165622925,-0.0574320654958882,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",152,"Boerenzwaluw",-1.28173355742911,-1.12656673786883,0.155166819560282,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",155,"Boompieper",-1.28173355742911,-1.31999684033951,-0.0382632829104002,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",158,"Gele Kwikstaart",-1.28173355742911,-1.23824401773172,0.0434895396973944,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",167,"Nachtegaal",-1.28173355742911,-1.3731710624685,-0.0914375050393934,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",170,"Gekraagde Roodstaart",-1.28173355742911,-1.342746017089,-0.0610124596598927,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",171,"Paapje",-1.28173355742911,-0.73527450289822,0.54645905453089,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",182,"Sprinkhaanrietzanger",-1.28173355742911,-1.36763895794074,-0.0859054005116322,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",186,"Rietzanger",-1.28173355742911,-1.48460133072978,-0.202867773300675,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",187,"Bosrietzanger",-1.28173355742911,-1.46554751447706,-0.183813957047951,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",188,"Kleine Karekiet",-1.28173355742911,-1.51374867924059,-0.23201512181148,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",190,"Spotvogel",-1.28173355742911,-1.24920818470344,0.0325253727256669,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",192,"Braamsluiper",-1.28173355742911,-1.47824250376688,-0.19650894633777,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",193,"Grasmus",-1.28173355742911,-1.39169739945291,-0.109963842023797,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",194,"Tuinfluiter",-1.28173355742911,-1.56958168398673,-0.287848126557622,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",200,"Fitis",-1.28173355742911,-1.33630769692653,-0.0545741394974208,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",203,"Grauwe Vliegenvanger",-1.28173355742911,-1.17878990726665,0.102943650162457,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",205,"Bonte Vliegenvanger",-1.28173355742911,-0.766951258301407,0.514782299127703,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",218,"Wielewaal",-1.28173355742911,-1.41420314565434,-0.132469588225226,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",219,"Grauwe Klauwier",-1.28173355742911,-1.16622752280514,0.115506034623969,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","robuust",66,"Boomvalk",-5.13072172445345,-5.1934650555393,-0.0627433310858576,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","robuust",151,"Oeverzwaluw",-5.13072172445345,-5.58896966935936,-0.45824794490591,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","robuust",152,"Boerenzwaluw",-5.13072172445345,-5.46503270209205,-0.334310977638609,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","robuust",169,"Zwarte Roodstaart",-5.13072172445345,-5.43237599004667,-0.301654265593221,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","robuust",203,"Grauwe Vliegenvanger",-5.13072172445345,-5.55757689257453,-0.426855168121088,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","robuust",205,"Bonte Vliegenvanger",-5.13072172445345,-3.79696840427597,1.33375332017748,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","robuust",219,"Grauwe Klauwier",-5.13072172445345,-4.86784596781182,0.262875756641622,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",34,"Krakeend",-1.23086571236343,-1.31771708951616,-0.0868513771527302,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",35,"Wintertaling",-1.23086571236343,-1.08806864116295,0.142797071200473,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",36,"Wilde Eend",-1.23086571236343,-1.21544917964268,0.0154165327207467,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",72,"Waterral",-1.23086571236343,-1.43108809972956,-0.200222387366134,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",77,"Waterhoen",-1.23086571236343,-1.21784602242622,0.0130196899372104,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",78,"Meerkoet",-1.23086571236343,-1.26657561713255,-0.0357099047691212,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",122,"Holenduif",-1.23086571236343,-1.16108620486672,0.0697795074967034,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",123,"Houtduif",-1.23086571236343,-1.23261302652317,-0.00174731415973906,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",124,"Turkse Tortel",-1.23086571236343,-1.23171764747673,-0.000851935113299618,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",125,"Tortelduif",-1.23086571236343,-1.06042259536053,0.170443117002894,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",144,"Grote Bonte Specht",-1.23086571236343,-1.38258657394237,-0.151720861578941,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",150,"Veldleeuwerik",-1.23086571236343,-1.15836325299542,0.0725024593680068,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",165,"Heggenmus",-1.23086571236343,-1.29955122474248,-0.068685512379052,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",166,"Roodborst",-1.23086571236343,-1.31116830378207,-0.0803025914186462,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",169,"Zwarte Roodstaart",-1.23086571236343,-1.16228885152462,0.0685768608388093,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",172,"Roodborsttapuit",-1.23086571236343,-1.32886991258337,-0.0980042002199477,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",179,"Grote Lijster",-1.23086571236343,-1.17799784572915,0.0528678666342763,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",207,"Staartmees",-1.23086571236343,-1.38032490622929,-0.149459193865864,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",208,"Glanskop",-1.23086571236343,-1.30655821967653,-0.0756925073131076,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",209,"Matkop",-1.23086571236343,-1.05169276398593,0.179172948377493,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",210,"Kuifmees",-1.23086571236343,-1.17192594480086,0.0589397675625714,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",212,"Zwarte Mees",-1.23086571236343,-1.286508327763,-0.0556426153995759,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",213,"Pimpelmees",-1.23086571236343,-1.40318735059808,-0.172321638234652,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",214,"Koolmees",-1.23086571236343,-1.3355108617966,-0.104645149433169,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",215,"Boomklever",-1.23086571236343,-0.668513681367133,0.562352030996294,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",222,"Gaai",-1.23086571236343,-1.35193115445952,-0.121065442096091,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",223,"Ekster",-1.23086571236343,-1.26480930094905,-0.0339435885856276,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",224,"Kauw",-1.23086571236343,-1.27647039458531,-0.0456046822218781,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",226,"Zwarte Kraai",-1.23086571236343,-1.33360591242528,-0.102740200061857,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",231,"Huismus",-1.23086571236343,-1.21055234715952,0.0203133652039056,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",232,"Ringmus",-1.23086571236343,-0.892649729063455,0.338215983299972,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",233,"Vink",-1.23086571236343,-1.42317867080336,-0.192312958439933,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",236,"Groenling",-1.23086571236343,-1.27020246411883,-0.0393367517554033,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",237,"Putter",-1.23086571236343,-1.34478667963431,-0.113920967270886,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",239,"Kneu",-1.23086571236343,-1.25161436770868,-0.0207486553452485,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",240,"Barmsijs",-1.23086571236343,-0.981459166489174,0.249406545874253,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",246,"Goudvink",-1.23086571236343,-1.2820728931691,-0.051207180805668,FALSE
"fg_v1_zaad","Zaadeters","binair","robuust",251,"Rietgors",-1.23086571236343,-1.23766714872293,-0.00680143635950481,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",8,"Woudaap",-1.66277591897204,-1.62404271640529,0.0387332025667431,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",11,"Blauwe Reiger",-1.66277591897204,-1.5798362692536,0.0829396497184387,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",29,"Bergeend",-1.66277591897204,-1.57632846308623,0.0864474558858075,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",37,"Soepeend",-1.66277591897204,-1.68076066063955,-0.0179847416675094,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",44,"Kuifeend",-1.66277591897204,-1.63892914419097,0.0238467747810667,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",64,"Torenvalk",-1.66277591897204,-1.58319119555408,0.0795847234179581,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",69,"Patrijs",-1.66277591897204,-1.80520103371555,-0.142425114743516,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",70,"Kwartel",-1.66277591897204,-1.65142073965872,0.0113551793133215,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",80,"Scholekster",-1.66277591897204,-1.5897897981847,0.0729861207873328,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",84,"Kleine Plevier",-1.66277591897204,-1.72589695694012,-0.0631210379680835,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",88,"Kievit",-1.66277591897204,-1.6539509143363,0.00882500463573743,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",93,"Watersnip",-1.66277591897204,-1.66749714150788,-0.00472122253584173,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",94,"Houtsnip",-1.66277591897204,-1.63029012906046,0.0324857899115738,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",97,"Wulp",-1.66277591897204,-1.41607848942849,0.246697429543552,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",105,"Kokmeeuw",-1.66277591897204,-1.64086909665127,0.0219068223207719,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",122,"Holenduif",-1.66277591897204,-1.63334641329036,0.0294295056816773,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",125,"Tortelduif",-1.66277591897204,-1.57166613121255,0.0911097877594913,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",141,"Draaihals",-1.66277591897204,-1.66569586770684,-0.00291994873480306,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",142,"Groene Specht",-1.66277591897204,-1.70088764449748,-0.0381117255254471,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",143,"Zwarte Specht",-1.66277591897204,-1.14870601321542,0.51406990575662,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",144,"Grote Bonte Specht",-1.66277591897204,-1.75465852326084,-0.0918826042888066,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",147,"Kuifleeuwerik",-1.66277591897204,-1.69865120342573,-0.0358752844536903,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",148,"Boomleeuwerik",-1.66277591897204,-1.85252015727209,-0.189744238300049,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",150,"Veldleeuwerik",-1.66277591897204,-1.62588007957363,0.0368958393984098,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",155,"Boompieper",-1.66277591897204,-1.68251780880968,-0.0197418898376434,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",156,"Graspieper",-1.66277591897204,-1.76081594212809,-0.0980400231560541,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",158,"Gele Kwikstaart",-1.66277591897204,-1.6268283835438,0.0359475354282379,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",162,"Witte Kwikstaart",-1.66277591897204,-1.7782439706503,-0.115468051678258,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",165,"Heggenmus",-1.66277591897204,-1.74823713192583,-0.0854612129537968,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",166,"Roodborst",-1.66277591897204,-1.71249094918947,-0.0497150302174343,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",167,"Nachtegaal",-1.66277591897204,-1.70171457881697,-0.0389386598449337,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",168,"Blauwborst",-1.66277591897204,-1.80895420978762,-0.14617829081558,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",170,"Gekraagde Roodstaart",-1.66277591897204,-1.72603994921978,-0.063264030247745,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",171,"Paapje",-1.66277591897204,-1.29501697121973,0.367758947752306,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",172,"Roodborsttapuit",-1.66277591897204,-1.78885292815836,-0.126077009186321,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",173,"Tapuit",-1.66277591897204,-1.14855934113272,0.514216577839322,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",175,"Merel",-1.66277591897204,-1.70473717560543,-0.0419612566333938,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",176,"Kramsvogel",-1.66277591897204,-1.63409782635507,0.0286780926169627,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",177,"Zanglijster",-1.66277591897204,-1.75002346823808,-0.0872475492660452,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",179,"Grote Lijster",-1.66277591897204,-1.63982995305516,0.0229459659168763,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",180,"Cetti's Zanger",-1.66277591897204,-1.70726952344789,-0.0444936044758482,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",182,"Sprinkhaanrietzanger",-1.66277591897204,-1.73361588619095,-0.0708399672189164,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",184,"Snor",-1.66277591897204,-1.63763981556785,0.0251361034041886,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",189,"Grote Karekiet",-1.66277591897204,-1.65824294851425,0.00453297045778234,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",190,"Spotvogel",-1.66277591897204,-1.6562232946369,0.00655262433513215,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",194,"Tuinfluiter",-1.66277591897204,-1.76798004286485,-0.10520412389281,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",195,"Zwartkop",-1.66277591897204,-1.76728339210939,-0.10450747313735,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",198,"Tjiftjaf",-1.66277591897204,-1.94782302442819,-0.285047105456149,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",200,"Fitis",-1.66277591897204,-1.71453234850155,-0.0517564295295148,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",207,"Staartmees",-1.66277591897204,-1.83426761372348,-0.171491694751447,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",219,"Grauwe Klauwier",-1.66277591897204,-1.63439891252483,0.0283770064472111,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",223,"Ekster",-1.66277591897204,-1.68906938442658,-0.026293465454541,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",224,"Kauw",-1.66277591897204,-1.69088198210879,-0.0281060631367569,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",231,"Huismus",-1.66277591897204,-1.65324883590425,0.00952708306778405,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",233,"Vink",-1.66277591897204,-1.7780408563109,-0.115264937338866,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",239,"Kneu",-1.66277591897204,-1.67903834476382,-0.0162624257917798,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",240,"Barmsijs",-1.66277591897204,-1.5289697268742,0.133806192097841,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",248,"Appelvink",-1.66277591897204,-1.72033780981308,-0.0575618908410402,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",249,"Geelgors",-1.66277591897204,-1.66365318091383,-0.000877261941789609,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","gewogen","volledig",251,"Rietgors",-1.66277591897204,-1.67332546600942,-0.0105495470373862,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",1,"Dodaars",-1.32733243645838,-1.40058847676247,-0.0732560403040816,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",2,"Fuut",-1.32733243645838,-1.41355217594064,-0.0862197394822517,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",4,"Geoorde Fuut",-1.32733243645838,-1.42595952399442,-0.0986270875360407,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",5,"Aalscholver",-1.32733243645838,-1.44919964741587,-0.121867210957483,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",7,"Roerdomp",-1.32733243645838,-1.39818790491635,-0.0708554684579643,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",17,"Knobbelzwaan",-1.32733243645838,-1.44552134447677,-0.118188908018391,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",21,"Grauwe Gans",-1.32733243645838,-1.46090153373084,-0.133569097272457,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",22,"Soepgans",-1.32733243645838,-1.30160225143404,0.0257301850243419,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",25,"Grote Canadese Gans",-1.32733243645838,-1.4063753373822,-0.0790429009238203,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",29,"Bergeend",-1.32733243645838,-1.26160857401982,0.0657238624385603,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",34,"Krakeend",-1.32733243645838,-1.39935877680967,-0.0720263403512833,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",35,"Wintertaling",-1.32733243645838,-1.20634851594289,0.120983920515494,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",36,"Wilde Eend",-1.32733243645838,-1.3191945012214,0.00813793523698481,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",37,"Soepeend",-1.32733243645838,-1.34657268870592,-0.0192402522475321,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",39,"Zomertaling",-1.32733243645838,-1.4286598199458,-0.101327383487415,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",40,"Slobeend",-1.32733243645838,-1.21576360200146,0.111568834456921,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",41,"Krooneend",-1.32733243645838,-1.46460960731085,-0.137277170852468,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",42,"Tafeleend",-1.32733243645838,-1.38112702825142,-0.0537945917930327,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",44,"Kuifeend",-1.32733243645838,-1.26321029712638,0.0641221393320013,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",69,"Patrijs",-1.32733243645838,-1.56140229874425,-0.234069862285868,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",70,"Kwartel",-1.32733243645838,-1.30815108440305,0.0191813520553308,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",71,"Gewone Fazant",-1.32733243645838,-1.14893304804461,0.178399388413775,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",77,"Waterhoen",-1.32733243645838,-1.31780506965589,0.00952736680249755,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",78,"Meerkoet",-1.32733243645838,-1.35264833381161,-0.0253158973532286,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",80,"Scholekster",-1.32733243645838,-1.21993953350641,0.107392902951975,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",84,"Kleine Plevier",-1.32733243645838,-1.37065396576458,-0.043321529306195,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",88,"Kievit",-1.32733243645838,-1.3227102155419,0.00462222091648368,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",93,"Watersnip",-1.32733243645838,-1.33016416459807,-0.00283172813968502,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",94,"Houtsnip",-1.32733243645838,-1.29752961175275,0.0298028247056381,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",97,"Wulp",-1.32733243645838,-0.958296597873542,0.369035838584841,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",98,"Tureluur",-1.32733243645838,-1.36974830983481,-0.0424158733764224,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",105,"Kokmeeuw",-1.32733243645838,-1.30926757918115,0.0180648572772335,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",107,"Kleine Mantelmeeuw",-1.32733243645838,-0.947916756869283,0.379415679589101,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",108,"Zilvermeeuw",-1.32733243645838,-0.849917630834551,0.477414805623833,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",116,"Visdief",-1.32733243645838,-1.30715599384005,0.020176442618336,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",132,"Ransuil",-1.32733243645838,-1.29207492643788,0.0352575100205033,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",135,"Nachtzwaluw",-1.32733243645838,-1.27841282242435,0.0489196140340376,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",147,"Kuifleeuwerik",-1.32733243645838,-1.35688035464985,-0.0295479181914637,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",148,"Boomleeuwerik",-1.32733243645838,-1.4610231791739,-0.13369074271552,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",150,"Veldleeuwerik",-1.32733243645838,-1.26458372447779,0.0627487119805981,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",155,"Boompieper",-1.32733243645838,-1.34877201288157,-0.0214395764231878,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",156,"Graspieper",-1.32733243645838,-1.46368005830451,-0.136347621846122,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",158,"Gele Kwikstaart",-1.32733243645838,-1.29742763313738,0.0299048033210014,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",166,"Roodborst",-1.32733243645838,-1.36081567141761,-0.0334832349592307,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",167,"Nachtegaal",-1.32733243645838,-1.37747877827682,-0.0501463418184356,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",168,"Blauwborst",-1.32733243645838,-1.42758760620832,-0.100255169749941,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",170,"Gekraagde Roodstaart",-1.32733243645838,-1.34844515010737,-0.0211127136489853,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",171,"Paapje",-1.32733243645838,-1.05514582697364,0.272186609484748,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",172,"Roodborsttapuit",-1.32733243645838,-1.4068236945923,-0.0794912581339124,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",175,"Merel",-1.32733243645838,-1.35079860804297,-0.0234661715845852,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",182,"Sprinkhaanrietzanger",-1.32733243645838,-1.36928794184874,-0.0419555053903564,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",184,"Snor",-1.32733243645838,-1.30852968382684,0.0188027526315415,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",186,"Rietzanger",-1.32733243645838,-1.43330561972608,-0.105973183267694,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",197,"Fluiter",-1.32733243645838,-1.2391960235319,0.0881364129264872,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",198,"Tjiftjaf",-1.32733243645838,-1.52677236638884,-0.199439929930456,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",200,"Fitis",-1.32733243645838,-1.35650885792687,-0.0291764214684909,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",212,"Zwarte Mees",-1.32733243645838,-1.37734709595941,-0.0500146595010298,FALSE
"fg_v1_grondbroed","Grondbroeders","gewogen","volledig",249,"Geelgors",-1.32733243645838,-1.32810382243069,-0.00077138597230908,FALSE
