"group_code","groep_titel","analysis_mode","msi_variant","weggelaten_soort_id","weggelaten_soort","baseline_trend_pct_per_jaar","loso_trend_pct_per_jaar","verschil_procentpunt","richtingsomslag"
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",190,"Spotvogel",-1.41277157013706,-1.39397952599524,0.0187920441418243,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",192,"Braamsluiper",-1.41277157013706,-1.54243348929896,-0.129661919161894,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",193,"Grasmus",-1.41277157013706,-1.50375315015097,-0.0909815800139047,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",194,"Tuinfluiter",-1.41277157013706,-1.64319698443393,-0.230425414296864,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",197,"Fluiter",-1.41277157013706,-1.29752264656408,0.115248923572986,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",200,"Fitis",-1.41277157013706,-1.45221672080558,-0.0394451506685156,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",203,"Grauwe Vliegenvanger",-1.41277157013706,-1.34854302978342,0.0642285403536391,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",205,"Bonte Vliegenvanger",-1.41277157013706,-0.986726566227136,0.426045003909925,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",218,"Wielewaal",-1.41277157013706,-1.54638624640783,-0.133614676270766,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","volledig",219,"Grauwe Klauwier",-1.41277157013706,-1.34454026271458,0.0682313074224838,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",61,"Sperwer",-2.48624010095619,-2.99011974585984,-0.503879644903649,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",66,"Boomvalk",-2.48624010095619,-2.29633050328124,0.189909597674953,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",67,"Slechtvalk",-2.48624010095619,-2.62118689893153,-0.134946797975333,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",135,"Nachtzwaluw",-2.48624010095619,-2.58873351696962,-0.102493416013427,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",136,"Gierzwaluw",-2.48624010095619,-2.48990996532888,-0.00366986437269068,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",151,"Oeverzwaluw",-2.48624010095619,-2.60159944148711,-0.115359340530918,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",152,"Boerenzwaluw",-2.48624010095619,-2.38575810100844,0.100481999947755,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",169,"Zwarte Roodstaart",-2.48624010095619,-2.47977671109284,0.00646338986335371,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",197,"Fluiter",-2.48624010095619,-2.53013997297087,-0.0438998720146744,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",201,"Goudhaan",-2.48624010095619,-3.16249941079363,-0.676259309837435,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",202,"Vuurgoudhaan",-2.48624010095619,-2.54764734217107,-0.0614072412148725,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",203,"Grauwe Vliegenvanger",-2.48624010095619,-2.42212474032182,0.0641153606343758,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",205,"Bonte Vliegenvanger",-2.48624010095619,-1.46227252229458,1.02396757866161,FALSE
"fg_v1_lucht","Luchtfoerageerders","binair","volledig",219,"Grauwe Klauwier",-2.48624010095619,-2.21939439669988,0.266845704256313,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",21,"Grauwe Gans",-1.46923265864363,-1.60527743414698,-0.136044775503352,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",22,"Soepgans",-1.46923265864363,-1.44654150387741,0.022691154766219,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",25,"Grote Canadese Gans",-1.46923265864363,-1.55219212200709,-0.0829594633634634,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",34,"Krakeend",-1.46923265864363,-1.54364230504372,-0.0744096464000976,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",35,"Wintertaling",-1.46923265864363,-1.33486374561149,0.134368913032135,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",36,"Wilde Eend",-1.46923265864363,-1.46606149402071,0.00317116462291711,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",69,"Patrijs",-1.46923265864363,-1.70641609067261,-0.237183432028987,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",70,"Kwartel",-1.46923265864363,-1.45132632342546,0.0179063352181652,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",71,"Gewone Fazant",-1.46923265864363,-1.30158778217729,0.167644876466333,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",72,"Waterral",-1.46923265864363,-1.65182593204204,-0.182593273398413,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",77,"Waterhoen",-1.46923265864363,-1.46274982117858,0.00648283746504941,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",78,"Meerkoet",-1.46923265864363,-1.49516115012381,-0.0259284914801872,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",122,"Holenduif",-1.46923265864363,-1.42401155722346,0.0452211014201676,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",123,"Houtduif",-1.46923265864363,-1.46670018205511,0.00253247658851263,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",124,"Turkse Tortel",-1.46923265864363,-1.47837981531198,-0.00914715666835431,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",125,"Tortelduif",-1.46923265864363,-1.32682104968503,0.142411608958593,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",126,"Halsbandparkiet",-1.46923265864363,-1.54998473113926,-0.0807520724956379,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",144,"Grote Bonte Specht",-1.46923265864363,-1.60056295766965,-0.131330299026022,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",147,"Kuifleeuwerik",-1.46923265864363,-1.49472130277323,-0.0254886441296009,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",150,"Veldleeuwerik",-1.46923265864363,-1.41523231645465,0.0540003421889756,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",165,"Heggenmus",-1.46923265864363,-1.51769932925124,-0.0484666706076164,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",166,"Roodborst",-1.46923265864363,-1.53961991860457,-0.0703872599609467,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",169,"Zwarte Roodstaart",-1.46923265864363,-1.4345598195792,0.0346728390644313,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",172,"Roodborsttapuit",-1.46923265864363,-1.54380847683694,-0.074575818193312,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",179,"Grote Lijster",-1.46923265864363,-1.44806917805186,0.0211634805917682,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",207,"Staartmees",-1.46923265864363,-1.58968719265704,-0.120454534013414,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",208,"Glanskop",-1.46923265864363,-1.53561306988075,-0.0663804112371214,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",209,"Matkop",-1.46923265864363,-1.33251672266179,0.136715935981835,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",210,"Kuifmees",-1.46923265864363,-1.4357471394348,0.0334855192088312,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",212,"Zwarte Mees",-1.46923265864363,-1.52364030168953,-0.0544076430459062,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",213,"Pimpelmees",-1.46923265864363,-1.61112093111033,-0.141888272466706,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",214,"Koolmees",-1.46923265864363,-1.54677440759209,-0.077541748948462,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",215,"Boomklever",-1.46923265864363,-1.05936146264031,0.40987119600332,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",222,"Gaai",-1.46923265864363,-1.57150419295814,-0.102271534314513,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",223,"Ekster",-1.46923265864363,-1.48613765769834,-0.0169049990547121,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",224,"Kauw",-1.46923265864363,-1.50544959089599,-0.0362169322523642,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",226,"Zwarte Kraai",-1.46923265864363,-1.55660427667944,-0.0873716180358142,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",231,"Huismus",-1.46923265864363,-1.46081953659065,0.00841312205297484,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",232,"Ringmus",-1.46923265864363,-1.19756950949956,0.271663149144064,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",233,"Vink",-1.46923265864363,-1.63465839731649,-0.165425738672864,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",236,"Groenling",-1.46923265864363,-1.50370554114599,-0.0344728825023677,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",237,"Putter",-1.46923265864363,-1.57208765448835,-0.102854995844726,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",238,"Sijs",-1.46923265864363,-1.40863752209046,0.0605951365531654,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",239,"Kneu",-1.46923265864363,-1.48324100464517,-0.0140083460015483,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",240,"Barmsijs",-1.46923265864363,-1.26650450244512,0.202728156198506,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",242,"Kleine Barmsijs",-1.46923265864363,-1.0694418227068,0.399790835936831,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",243,"Kruisbek",-1.46923265864363,-1.35590761965861,0.113325038985013,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",245,"Roodmus",-1.46923265864363,-1.44809081910549,0.0211418395381413,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",246,"Goudvink",-1.46923265864363,-1.51264202568053,-0.0434093670369062,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",248,"Appelvink",-1.46923265864363,-1.55092323786643,-0.081690579222804,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",249,"Geelgors",-1.46923265864363,-1.4695120274702,-0.000279368826572313,FALSE
"fg_v1_zaad","Zaadeters","binair","volledig",251,"Rietgors",-1.46923265864363,-1.45018643549575,0.0190462231478783,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",29,"Bergeend",-1.40845871193914,-1.26109399064036,0.147364721298782,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",44,"Kuifeend",-1.40845871193914,-1.38459887944515,0.0238598324939887,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",64,"Torenvalk",-1.40845871193914,-1.26325539988089,0.145203312058251,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",80,"Scholekster",-1.40845871193914,-1.27380330632673,0.134655405612416,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",84,"Kleine Plevier",-1.40845871193914,-1.44411264929868,-0.0356539373595366,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",88,"Kievit",-1.40845871193914,-1.39047077297045,0.0179879389686888,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",94,"Houtsnip",-1.40845871193914,-1.37512025518991,0.0333384567492323,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",97,"Wulp",-1.40845871193914,-0.998925128467942,0.4095335834712,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",122,"Holenduif",-1.40845871193914,-1.34855856234556,0.0599001495935836,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",125,"Tortelduif",-1.40845871193914,-1.26053978823539,0.147918923703749,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",142,"Groene Specht",-1.40845871193914,-1.46468541685553,-0.0562267049163845,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",144,"Grote Bonte Specht",-1.40845871193914,-1.54924466570047,-0.140785953761324,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",148,"Boomleeuwerik",-1.40845871193914,-1.55246343632621,-0.14400472438707,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",150,"Veldleeuwerik",-1.40845871193914,-1.3424632351409,0.0659954767982418,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",155,"Boompieper",-1.40845871193914,-1.43477049012497,-0.026311778185828,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",156,"Graspieper",-1.40845871193914,-1.56474376078259,-0.156285048843452,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",158,"Gele Kwikstaart",-1.40845871193914,-1.37219802757312,0.0362606843660185,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",162,"Witte Kwikstaart",-1.40845871193914,-1.49360191091692,-0.0851431989777773,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",165,"Heggenmus",-1.40845871193914,-1.47884580038068,-0.070387088441537,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",166,"Roodborst",-1.40845871193914,-1.48263163784687,-0.0741729259077228,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",167,"Nachtegaal",-1.40845871193914,-1.46663403892837,-0.0581753269892293,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",170,"Gekraagde Roodstaart",-1.40845871193914,-1.44876399306999,-0.040305281130848,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",171,"Paapje",-1.40845871193914,-1.10037113162378,0.308087580315364,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",172,"Roodborsttapuit",-1.40845871193914,-1.50988736876979,-0.101428656830649,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",173,"Tapuit",-1.40845871193914,-0.996316497317906,0.412142214621236,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",175,"Merel",-1.40845871193914,-1.47903161445576,-0.0705729025166191,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",177,"Zanglijster",-1.40845871193914,-1.54672084326585,-0.138262131326705,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",179,"Grote Lijster",-1.40845871193914,-1.35323000223196,0.055228709707178,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",182,"Sprinkhaanrietzanger",-1.40845871193914,-1.46322233538875,-0.0547636234496052,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",190,"Spotvogel",-1.40845871193914,-1.38786360374722,0.0205951081919231,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",194,"Tuinfluiter",-1.40845871193914,-1.57626936479736,-0.167810652858214,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",195,"Zwartkop",-1.40845871193914,-1.5756243349448,-0.167165623005661,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",198,"Tjiftjaf",-1.40845871193914,-1.63400559390653,-0.225546881967387,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",200,"Fitis",-1.40845871193914,-1.44574893485044,-0.0372902229113015,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",207,"Staartmees",-1.40845871193914,-1.54332378803173,-0.134865076092583,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",219,"Grauwe Klauwier",-1.40845871193914,-1.34927133290741,0.0591873790317332,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",223,"Ekster",-1.40845871193914,-1.45495765385573,-0.046498941916584,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",224,"Kauw",-1.40845871193914,-1.45197040033004,-0.0435116883908959,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",231,"Huismus",-1.40845871193914,-1.39201914780693,0.016439564132209,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",233,"Vink",-1.40845871193914,-1.58579425023234,-0.1773355382932,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",239,"Kneu",-1.40845871193914,-1.43359442867704,-0.0251357167379007,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",240,"Barmsijs",-1.40845871193914,-1.18963791767016,0.218820794268981,FALSE
"fg_v1_bodem_insect","Bodemfoeragerende insecteneters","binair","robuust",251,"Rietgors",-1.40845871193914,-1.4389037597649,-0.0304450478257556,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",1,"Dodaars",-1.92123343531646,-2.02254167864182,-0.10130824332536,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",2,"Fuut",-1.92123343531646,-2.06047613459798,-0.139242699281517,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",4,"Geoorde Fuut",-1.92123343531646,-2.04128378775713,-0.12005035244067,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",17,"Knobbelzwaan",-1.92123343531646,-2.07982054074435,-0.158587105427888,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",29,"Bergeend",-1.92123343531646,-1.7702698872087,0.150963548107763,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",34,"Krakeend",-1.92123343531646,-2.02826812284727,-0.107034687530805,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",35,"Wintertaling",-1.92123343531646,-1.81769659831126,0.103536837005203,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",36,"Wilde Eend",-1.92123343531646,-1.91935893199222,0.00187450332423955,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",39,"Zomertaling",-1.92123343531646,-2.00750349187955,-0.086270056563087,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",40,"Slobeend",-1.92123343531646,-1.80174314726913,0.11949028804733,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",42,"Tafeleend",-1.92123343531646,-2.01222729897669,-0.090993863660227,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",44,"Kuifeend",-1.92123343531646,-1.9116758907782,0.00955754453826341,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",77,"Waterhoen",-1.92123343531646,-1.92624919392388,-0.00501575860741843,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",78,"Meerkoet",-1.92123343531646,-1.97997987244739,-0.0587464371309299,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",80,"Scholekster",-1.92123343531646,-1.78392815278623,0.137305282530231,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",84,"Kleine Plevier",-1.92123343531646,-1.97363853941876,-0.0524051041023044,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",88,"Kievit",-1.92123343531646,-1.91442775811608,0.00680567720038328,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",94,"Houtsnip",-1.92123343531646,-1.90003838912235,0.0211950461941113,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",97,"Wulp",-1.92123343531646,-1.47755922273637,0.443674212580092,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",98,"Tureluur",-1.92123343531646,-1.96720051893987,-0.0459670836234105,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",107,"Kleine Mantelmeeuw",-1.92123343531646,-1.49543552627074,0.425797909045722,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",108,"Zilvermeeuw",-1.92123343531646,-1.35810265625773,0.563130779058729,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",132,"Ransuil",-1.92123343531646,-1.83292825440805,0.0883051809084101,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",148,"Boomleeuwerik",-1.92123343531646,-2.09606524270775,-0.174831807391285,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",150,"Veldleeuwerik",-1.92123343531646,-1.86166171499543,0.0595717203210278,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",155,"Boompieper",-1.92123343531646,-1.96492049689302,-0.0436870615765583,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",156,"Graspieper",-1.92123343531646,-2.10926214510254,-0.188028709786081,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",158,"Gele Kwikstaart",-1.92123343531646,-1.88914112507579,0.0320923102406723,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",166,"Roodborst",-1.92123343531646,-2.01823080133148,-0.096997366015017,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",167,"Nachtegaal",-1.92123343531646,-1.99995479411977,-0.0787213588033131,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",170,"Gekraagde Roodstaart",-1.92123343531646,-1.97912265065121,-0.0578892153347499,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",171,"Paapje",-1.92123343531646,-1.58616786373169,0.335065571584769,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",172,"Roodborsttapuit",-1.92123343531646,-2.04870406526323,-0.127470629946769,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",175,"Merel",-1.92123343531646,-2.01500759477646,-0.0937741594600028,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",182,"Sprinkhaanrietzanger",-1.92123343531646,-1.99697294785302,-0.0757395125365545,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",186,"Rietzanger",-1.92123343531646,-2.066789429907,-0.14555599459054,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",198,"Tjiftjaf",-1.92123343531646,-2.18543442643778,-0.264200991121322,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",200,"Fitis",-1.92123343531646,-1.97686968976147,-0.0556362544450129,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",212,"Zwarte Mees",-1.92123343531646,-1.99462057447539,-0.0733871391589314,FALSE
"fg_v1_grondbroed","Grondbroeders","binair","robuust",251,"Rietgors",-1.92123343531646,-1.9718939214065,-0.0506604860900373,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",27,"Nijlgans",-2.72747041123899,-2.89865764030138,-0.171187229062397,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",29,"Bergeend",-2.72747041123899,-2.55321855127043,0.174251859968555,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",36,"Wilde Eend",-2.72747041123899,-2.74616440205723,-0.0186939908182415,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",64,"Torenvalk",-2.72747041123899,-2.58104447867485,0.146425932564132,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",122,"Holenduif",-2.72747041123899,-2.7304875285885,-0.00301711734951304,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",131,"Bosuil",-2.72747041123899,-2.7777443903485,-0.0502739791095164,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",142,"Groene Specht",-2.72747041123899,-2.85864165339745,-0.131171242158468,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",144,"Grote Bonte Specht",-2.72747041123899,-3.01538020534434,-0.287909794105357,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",146,"Kleine Bonte Specht",-2.72747041123899,-3.0035264272036,-0.27605601596461,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",151,"Oeverzwaluw",-2.72747041123899,-2.80490918673908,-0.0774387755000938,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",162,"Witte Kwikstaart",-2.72747041123899,-2.89321886149122,-0.165748450252234,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",169,"Zwarte Roodstaart",-2.72747041123899,-2.70422471384957,0.023245697389418,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",170,"Gekraagde Roodstaart",-2.72747041123899,-2.84502298363228,-0.117552572393298,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",173,"Tapuit",-2.72747041123899,-2.12057210424856,0.606898306990422,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",203,"Grauwe Vliegenvanger",-2.72747041123899,-2.70574881404168,0.0217215971973106,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",205,"Bonte Vliegenvanger",-2.72747041123899,-2.36179222230011,0.365678188938878,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",208,"Glanskop",-2.72747041123899,-2.88512400024559,-0.157653589006601,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",209,"Matkop",-2.72747041123899,-2.55002715210422,0.177443259134769,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",210,"Kuifmees",-2.72747041123899,-2.73410961557257,-0.00663920433358056,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",212,"Zwarte Mees",-2.72747041123899,-2.89330745311969,-0.165837041880701,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",213,"Pimpelmees",-2.72747041123899,-3.01010877431215,-0.282638363073162,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",214,"Koolmees",-2.72747041123899,-2.87027556765598,-0.142805156416992,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",215,"Boomklever",-2.72747041123899,-2.06627722102278,0.661193190216203,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",217,"Boomkruiper",-2.72747041123899,-3.07618648247235,-0.348716071233368,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",224,"Kauw",-2.72747041123899,-2.83008889110797,-0.102618479868988,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",229,"Spreeuw",-2.72747041123899,-2.76421998981375,-0.0367495785747685,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",231,"Huismus",-2.72747041123899,-2.75147953410678,-0.0240091228677963,FALSE
"fg_v1_holenbroed","Holenbroeders","binair","robuust",232,"Ringmus",-2.72747041123899,-2.32876334086967,0.39870707036932,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",39,"Zomertaling",-1.28173355742911,-1.39488358009562,-0.113150022666508,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",40,"Slobeend",-1.28173355742911,-1.05993260489682,0.221800952532292,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",66,"Boomvalk",-1.28173355742911,-1.11572097431171,0.166012583117403,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",84,"Kleine Plevier",-1.28173355742911,-1.35916047610869,-0.0774269186795795,FALSE
"fg_v1_lange_trek","Langeafstandstrekkers","binair","robuust",98,"Tureluur",-1.28173355742911,-1.34682592843169,-0.0650923710025841,FALSE
