"chart_id","chart_title","soort_naam"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Paapje"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Ransuil"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Rietgors"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Rietzanger"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Roodborst"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Roodborsttapuit"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Scholekster"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Slobeend"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Sprinkhaanzanger"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Tafeleend"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Tjiftjaf"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Tureluur"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Veldleeuwerik"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Waterhoen"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Wilde Eend"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Wintertaling"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Wulp"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Zilvermeeuw"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Zomertaling"
"functioneel-grondbroed-gewogen","Grondbroeders — gewogen","Zwarte Mees"
"functioneel-holenbroed-binair","Holenbroeders — binair","Bergeend"
"functioneel-holenbroed-binair","Holenbroeders — binair","Bonte Vliegenvanger"
"functioneel-holenbroed-binair","Holenbroeders — binair","Boomklever"
"functioneel-holenbroed-binair","Holenbroeders — binair","Boomkruiper"
"functioneel-holenbroed-binair","Holenbroeders — binair","Bosuil"
"functioneel-holenbroed-binair","Holenbroeders — binair","Gekraagde Roodstaart"
"functioneel-holenbroed-binair","Holenbroeders — binair","Glanskop"
"functioneel-holenbroed-binair","Holenbroeders — binair","Grauwe Vliegenvanger"
"functioneel-holenbroed-binair","Holenbroeders — binair","Groene Specht"
"functioneel-holenbroed-binair","Holenbroeders — binair","Grote Bonte Specht"
"functioneel-holenbroed-binair","Holenbroeders — binair","Holenduif"
"functioneel-holenbroed-binair","Holenbroeders — binair","Huismus"
"functioneel-holenbroed-binair","Holenbroeders — binair","Kauw"
"functioneel-holenbroed-binair","Holenbroeders — binair","Kleine Bonte Specht"
"functioneel-holenbroed-binair","Holenbroeders — binair","Koolmees"
"functioneel-holenbroed-binair","Holenbroeders — binair","Kuifmees"
"functioneel-holenbroed-binair","Holenbroeders — binair","Matkop"
"functioneel-holenbroed-binair","Holenbroeders — binair","Nijlgans"
"functioneel-holenbroed-binair","Holenbroeders — binair","Oeverzwaluw"
"functioneel-holenbroed-binair","Holenbroeders — binair","Pimpelmees"
"functioneel-holenbroed-binair","Holenbroeders — binair","Ringmus"
"functioneel-holenbroed-binair","Holenbroeders — binair","Spreeuw"
"functioneel-holenbroed-binair","Holenbroeders — binair","Tapuit"
"functioneel-holenbroed-binair","Holenbroeders — binair","Torenvalk"
"functioneel-holenbroed-binair","Holenbroeders — binair","Wilde Eend"
"functioneel-holenbroed-binair","Holenbroeders — binair","Witte Kwikstaart"
"functioneel-holenbroed-binair","Holenbroeders — binair","Zwarte Mees"
"functioneel-holenbroed-binair","Holenbroeders — binair","Zwarte Roodstaart"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Bergeend"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Bonte Vliegenvanger"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Boomklever"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Boomkruiper"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Bosuil"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Gekraagde Roodstaart"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Glanskop"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Grauwe Vliegenvanger"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Groene Specht"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Grote Bonte Specht"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Holenduif"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Huismus"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Kauw"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Kleine Bonte Specht"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Koolmees"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Kuifmees"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Matkop"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Nijlgans"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Oeverzwaluw"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Pimpelmees"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Ringmus"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Spreeuw"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Tapuit"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Torenvalk"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Wilde Eend"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Witte Kwikstaart"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Zwarte Mees"
"functioneel-holenbroed-gewogen","Holenbroeders — gewogen","Zwarte Roodstaart"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Boerenzwaluw"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Bonte Vliegenvanger"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Boompieper"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Boomvalk"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Bosrietzanger"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Braamsluiper"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Fitis"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Gekraagde Roodstaart"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Gele Kwikstaart"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Grasmus"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Grauwe Klauwier"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Grauwe Vliegenvanger"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Kleine Karekiet"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Kleine Plevier"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Koekoek"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Nachtegaal"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Oeverzwaluw"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Paapje"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Rietzanger"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Slobeend"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Spotvogel"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Sprinkhaanzanger"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Tuinfluiter"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Tureluur"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Wielewaal"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Zomertaling"
"functioneel-lange-trek-binair","Langeafstandstrekkers — binair","Zomertortel"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Boerenzwaluw"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Bonte Vliegenvanger"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Boompieper"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Boomvalk"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Bosrietzanger"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Braamsluiper"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Fitis"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Gekraagde Roodstaart"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Gele Kwikstaart"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Grasmus"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Grauwe Klauwier"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Grauwe Vliegenvanger"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Kleine Karekiet"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Kleine Plevier"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Koekoek"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Nachtegaal"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Oeverzwaluw"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Paapje"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Rietzanger"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Slobeend"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Spotvogel"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Sprinkhaanzanger"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Tuinfluiter"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Tureluur"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Wielewaal"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Zomertaling"
"functioneel-lange-trek-gewogen","Langeafstandstrekkers — gewogen","Zomertortel"
"functioneel-lucht-binair","Luchtfoerageerders — binair","Boerenzwaluw"
"functioneel-lucht-binair","Luchtfoerageerders — binair","Bonte Vliegenvanger"
"functioneel-lucht-binair","Luchtfoerageerders — binair","Boomvalk"
"functioneel-lucht-binair","Luchtfoerageerders — binair","Grauwe Klauwier"
"functioneel-lucht-binair","Luchtfoerageerders — binair","Grauwe Vliegenvanger"
"functioneel-lucht-binair","Luchtfoerageerders — binair","Oeverzwaluw"
"functioneel-lucht-binair","Luchtfoerageerders — binair","Zwarte Roodstaart"
"functioneel-lucht-gewogen","Luchtfoerageerders — gewogen","Boerenzwaluw"
"functioneel-lucht-gewogen","Luchtfoerageerders — gewogen","Bonte Vliegenvanger"
"functioneel-lucht-gewogen","Luchtfoerageerders — gewogen","Boomvalk"
"functioneel-lucht-gewogen","Luchtfoerageerders — gewogen","Grauwe Klauwier"
"functioneel-lucht-gewogen","Luchtfoerageerders — gewogen","Grauwe Vliegenvanger"
"functioneel-lucht-gewogen","Luchtfoerageerders — gewogen","Oeverzwaluw"
"functioneel-lucht-gewogen","Luchtfoerageerders — gewogen","Zwarte Roodstaart"
"oranje-lijst","Oranje Lijst","Baardman"
"oranje-lijst","Oranje Lijst","Bruine Kiekendief"
"oranje-lijst","Oranje Lijst","Eider"
"oranje-lijst","Oranje Lijst","Kievit"
"oranje-lijst","Oranje Lijst","Kleine Barmsijs"
"oranje-lijst","Oranje Lijst","Kluut"
"oranje-lijst","Oranje Lijst","Kokmeeuw"
"oranje-lijst","Oranje Lijst","Kuifmees"
"oranje-lijst","Oranje Lijst","Roek"
"oranje-lijst","Oranje Lijst","Scholekster"
"oranje-lijst","Oranje Lijst","Sperwer"
"oranje-lijst","Oranje Lijst","Spreeuw"
"oranje-lijst","Oranje Lijst","Stormmeeuw"
"oranje-lijst","Oranje Lijst","Waterhoen"
"rode-en-oranje-lijst","Rode & Oranjelijst","Baardman"
"rode-en-oranje-lijst","Rode & Oranjelijst","Blauwe Kiekendief"
"rode-en-oranje-lijst","Rode & Oranjelijst","Boerenzwaluw"
"rode-en-oranje-lijst","Rode & Oranjelijst","Bontbekplevier"
"rode-en-oranje-lijst","Rode & Oranjelijst","Bonte Strandloper"
"rode-en-oranje-lijst","Rode & Oranjelijst","Boomvalk"
"rode-en-oranje-lijst","Rode & Oranjelijst","Brilduiker"
"rode-en-oranje-lijst","Rode & Oranjelijst","Bruine Kiekendief"
"rode-en-oranje-lijst","Rode & Oranjelijst","Buidelmees"
"rode-en-oranje-lijst","Rode & Oranjelijst","Draaihals"
"rode-en-oranje-lijst","Rode & Oranjelijst","Drieteenstrandloper"
"rode-en-oranje-lijst","Rode & Oranjelijst","Duinpieper"
"rode-en-oranje-lijst","Rode & Oranjelijst","Dwergmeeuw"
"rode-en-oranje-lijst","Rode & Oranjelijst","Dwergstern"
"rode-en-oranje-lijst","Rode & Oranjelijst","Eider"
"rode-en-oranje-lijst","Rode & Oranjelijst","Engelse Kwikstaart"
"rode-en-oranje-lijst","Rode & Oranjelijst","Europese Kanarie"
"rode-en-oranje-lijst","Rode & Oranjelijst","Gele Kwikstaart"
"rode-en-oranje-lijst","Rode & Oranjelijst","Goudplevier"
"rode-en-oranje-lijst","Rode & Oranjelijst","Graspieper"
"rode-en-oranje-lijst","Rode & Oranjelijst","Graszanger"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grauwe Gors"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grauwe Kiekendief"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grauwe Klauwier"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grauwe Vliegenvanger"
"rode-en-oranje-lijst","Rode & Oranjelijst","Griel"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grote Karekiet"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grote Lijster"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grote Mantelmeeuw"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grote Stern"
"rode-en-oranje-lijst","Rode & Oranjelijst","Grutto"
"rode-en-oranje-lijst","Rode & Oranjelijst","Hop"
"rode-en-oranje-lijst","Rode & Oranjelijst","Huismus"
"rode-en-oranje-lijst","Rode & Oranjelijst","Huiszwaluw"
"rode-en-oranje-lijst","Rode & Oranjelijst","Keep"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kemphaan"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kievit"
"rode-en-oranje-lijst","Rode & Oranjelijst","Klapekster"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kleine Barmsijs"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kleine Zilverreiger"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kleinst Waterhoen"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kluut"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kneu"
"rode-en-oranje-lijst","Rode & Oranjelijst","Koekoek"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kokmeeuw"
"rode-en-oranje-lijst","Rode & Oranjelijst","Korhoen"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kraanvogel"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kramsvogel"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kuifleeuwerik"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kuifmees"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kwak"
"rode-en-oranje-lijst","Rode & Oranjelijst","Kwartelkoning"
"rode-en-oranje-lijst","Rode & Oranjelijst","Lachstern"
"rode-en-oranje-lijst","Rode & Oranjelijst","Matkop"
"rode-en-oranje-lijst","Rode & Oranjelijst","Middelste Zaagbek"
"rode-en-oranje-lijst","Rode & Oranjelijst","Nachtzwaluw"
"rode-en-oranje-lijst","Rode & Oranjelijst","Noordse Stern"
"rode-en-oranje-lijst","Rode & Oranjelijst","Oehoe"
"rode-en-oranje-lijst","Rode & Oranjelijst","Oeverloper"
"rode-en-oranje-lijst","Rode & Oranjelijst","Ortolaan"
"rode-en-oranje-lijst","Rode & Oranjelijst","Paapje"
"rode-en-oranje-lijst","Rode & Oranjelijst","Patrijs"
"rode-en-oranje-lijst","Rode & Oranjelijst","Pijlstaart"
"rode-en-oranje-lijst","Rode & Oranjelijst","Porseleinhoen"
"rode-en-oranje-lijst","Rode & Oranjelijst","Raaf"
"rode-en-oranje-lijst","Rode & Oranjelijst","Ransuil"
"rode-en-oranje-lijst","Rode & Oranjelijst","Ringmus"
"rode-en-oranje-lijst","Rode & Oranjelijst","Roek"
"rode-en-oranje-lijst","Rode & Oranjelijst","Roerdomp"
"rode-en-oranje-lijst","Rode & Oranjelijst","Roodhalsfuut"
"rode-en-oranje-lijst","Rode & Oranjelijst","Roodkopklauwier"
"rode-en-oranje-lijst","Rode & Oranjelijst","Roodmus"
"rode-en-oranje-lijst","Rode & Oranjelijst","Scholekster"
"rode-en-oranje-lijst","Rode & Oranjelijst","Slobeend"
"rode-en-oranje-lijst","Rode & Oranjelijst","Smient"
"rode-en-oranje-lijst","Rode & Oranjelijst","Snor"
"rode-en-oranje-lijst","Rode & Oranjelijst","Sperwer"
"rode-en-oranje-lijst","Rode & Oranjelijst","Spotvogel"
"rode-en-oranje-lijst","Rode & Oranjelijst","Spreeuw"
"rode-en-oranje-lijst","Rode & Oranjelijst","Steenuil"
"rode-en-oranje-lijst","Rode & Oranjelijst","Steltkluut"
"rode-en-oranje-lijst","Rode & Oranjelijst","Stormmeeuw"
"rode-en-oranje-lijst","Rode & Oranjelijst","Strandplevier"
"rode-en-oranje-lijst","Rode & Oranjelijst","Tapuit"
"rode-en-oranje-lijst","Rode & Oranjelijst","Torenvalk"
"rode-en-oranje-lijst","Rode & Oranjelijst","Tureluur"
"rode-en-oranje-lijst","Rode & Oranjelijst","Veldleeuwerik"
"rode-en-oranje-lijst","Rode & Oranjelijst","Velduil"
"rode-en-oranje-lijst","Rode & Oranjelijst","Visdief"
"rode-en-oranje-lijst","Rode & Oranjelijst","Waterhoen"
"rode-en-oranje-lijst","Rode & Oranjelijst","Watersnip"
"rode-en-oranje-lijst","Rode & Oranjelijst","Wielewaal"
"rode-en-oranje-lijst","Rode & Oranjelijst","Wilde Zwaan"
"rode-en-oranje-lijst","Rode & Oranjelijst","Wintertaling"
"rode-en-oranje-lijst","Rode & Oranjelijst","Woudaap"
"rode-en-oranje-lijst","Rode & Oranjelijst","Wulp"
"rode-en-oranje-lijst","Rode & Oranjelijst","Zeearend"
"rode-en-oranje-lijst","Rode & Oranjelijst","Zomertaling"
"rode-en-oranje-lijst","Rode & Oranjelijst","Zomertortel"
"rode-en-oranje-lijst","Rode & Oranjelijst","Zwarte Mees"
"rode-en-oranje-lijst","Rode & Oranjelijst","Zwarte Stern"
"rode-lijst","Rode Lijst Totaal","Blauwe Kiekendief"
"rode-lijst","Rode Lijst Totaal","Boerenzwaluw"
"rode-lijst","Rode Lijst Totaal","Bontbekplevier"
"rode-lijst","Rode Lijst Totaal","Bonte Strandloper"
"rode-lijst","Rode Lijst Totaal","Boomvalk"
"rode-lijst","Rode Lijst Totaal","Brilduiker"
"rode-lijst","Rode Lijst Totaal","Buidelmees"
"rode-lijst","Rode Lijst Totaal","Draaihals"
"rode-lijst","Rode Lijst Totaal","Drieteenstrandloper"
"rode-lijst","Rode Lijst Totaal","Duinpieper"
"rode-lijst","Rode Lijst Totaal","Dwergmeeuw"
"rode-lijst","Rode Lijst Totaal","Dwergstern"
"rode-lijst","Rode Lijst Totaal","Engelse Kwikstaart"
"rode-lijst","Rode Lijst Totaal","Europese Kanarie"
"rode-lijst","Rode Lijst Totaal","Gele Kwikstaart"
"rode-lijst","Rode Lijst Totaal","Goudplevier"
"rode-lijst","Rode Lijst Totaal","Graspieper"
"rode-lijst","Rode Lijst Totaal","Graszanger"
"rode-lijst","Rode Lijst Totaal","Grauwe Gors"
"rode-lijst","Rode Lijst Totaal","Grauwe Kiekendief"
"rode-lijst","Rode Lijst Totaal","Grauwe Klauwier"
"rode-lijst","Rode Lijst Totaal","Grauwe Vliegenvanger"
"rode-lijst","Rode Lijst Totaal","Griel"
"rode-lijst","Rode Lijst Totaal","Grote Karekiet"
"rode-lijst","Rode Lijst Totaal","Grote Lijster"
"rode-lijst","Rode Lijst Totaal","Grote Mantelmeeuw"
"rode-lijst","Rode Lijst Totaal","Grote Stern"
"rode-lijst","Rode Lijst Totaal","Grutto"
"rode-lijst","Rode Lijst Totaal","Hop"
"rode-lijst","Rode Lijst Totaal","Huismus"
"rode-lijst","Rode Lijst Totaal","Huiszwaluw"
"rode-lijst","Rode Lijst Totaal","Keep"
"rode-lijst","Rode Lijst Totaal","Kemphaan"
"rode-lijst","Rode Lijst Totaal","Klapekster"
"rode-lijst","Rode Lijst Totaal","Kleine Zilverreiger"
"rode-lijst","Rode Lijst Totaal","Kleinst Waterhoen"
"rode-lijst","Rode Lijst Totaal","Kneu"
"rode-lijst","Rode Lijst Totaal","Koekoek"
"rode-lijst","Rode Lijst Totaal","Korhoen"
"rode-lijst","Rode Lijst Totaal","Kraanvogel"
"rode-lijst","Rode Lijst Totaal","Kramsvogel"
"rode-lijst","Rode Lijst Totaal","Kuifleeuwerik"
"rode-lijst","Rode Lijst Totaal","Kwak"
"rode-lijst","Rode Lijst Totaal","Kwartelkoning"
"rode-lijst","Rode Lijst Totaal","Lachstern"
"rode-lijst","Rode Lijst Totaal","Matkop"
"rode-lijst","Rode Lijst Totaal","Middelste Zaagbek"
"rode-lijst","Rode Lijst Totaal","Nachtzwaluw"
"rode-lijst","Rode Lijst Totaal","Noordse Stern"
"rode-lijst","Rode Lijst Totaal","Oehoe"
"rode-lijst","Rode Lijst Totaal","Oeverloper"
"rode-lijst","Rode Lijst Totaal","Ortolaan"
"rode-lijst","Rode Lijst Totaal","Paapje"
"rode-lijst","Rode Lijst Totaal","Patrijs"
"rode-lijst","Rode Lijst Totaal","Pijlstaart"
"rode-lijst","Rode Lijst Totaal","Porseleinhoen"
"rode-lijst","Rode Lijst Totaal","Raaf"
"rode-lijst","Rode Lijst Totaal","Ransuil"
"rode-lijst","Rode Lijst Totaal","Ringmus"
"rode-lijst","Rode Lijst Totaal","Roerdomp"
"rode-lijst","Rode Lijst Totaal","Roodhalsfuut"
"rode-lijst","Rode Lijst Totaal","Roodkopklauwier"
"rode-lijst","Rode Lijst Totaal","Roodmus"
"rode-lijst","Rode Lijst Totaal","Slobeend"
"rode-lijst","Rode Lijst Totaal","Smient"
"rode-lijst","Rode Lijst Totaal","Snor"
"rode-lijst","Rode Lijst Totaal","Spotvogel"
"rode-lijst","Rode Lijst Totaal","Steenuil"
"rode-lijst","Rode Lijst Totaal","Steltkluut"
"rode-lijst","Rode Lijst Totaal","Strandplevier"
"rode-lijst","Rode Lijst Totaal","Tapuit"
"rode-lijst","Rode Lijst Totaal","Torenvalk"
"rode-lijst","Rode Lijst Totaal","Tureluur"
"rode-lijst","Rode Lijst Totaal","Veldleeuwerik"
"rode-lijst","Rode Lijst Totaal","Velduil"
"rode-lijst","Rode Lijst Totaal","Visdief"
"rode-lijst","Rode Lijst Totaal","Watersnip"
"rode-lijst","Rode Lijst Totaal","Wielewaal"
"rode-lijst","Rode Lijst Totaal","Wilde Zwaan"
"rode-lijst","Rode Lijst Totaal","Wintertaling"
"rode-lijst","Rode Lijst Totaal","Woudaap"
"rode-lijst","Rode Lijst Totaal","Wulp"
"rode-lijst","Rode Lijst Totaal","Zeearend"
"rode-lijst","Rode Lijst Totaal","Zomertaling"
"rode-lijst","Rode Lijst Totaal","Zomertortel"
"rode-lijst","Rode Lijst Totaal","Zwarte Mees"
"rode-lijst","Rode Lijst Totaal","Zwarte Stern"
"vogelrichtlijn","Vogelrichtlijn","Aalscholver"
"vogelrichtlijn","Vogelrichtlijn","Alk"
"vogelrichtlijn","Vogelrichtlijn","Bergeend"
"vogelrichtlijn","Vogelrichtlijn","Blauwborst"
"vogelrichtlijn","Vogelrichtlijn","Blauwe Kiekendief"
"vogelrichtlijn","Vogelrichtlijn","Bontbekplevier"
"vogelrichtlijn","Vogelrichtlijn","Bonte Strandloper"
"vogelrichtlijn","Vogelrichtlijn","Boomleeuwerik"
"vogelrichtlijn","Vogelrichtlijn","Brandgans"
"vogelrichtlijn","Vogelrichtlijn","Brilduiker"
"vogelrichtlijn","Vogelrichtlijn","Bruine Kiekendief"
"vogelrichtlijn","Vogelrichtlijn","Dodaars"
"vogelrichtlijn","Vogelrichtlijn","Draaihals"
"vogelrichtlijn","Vogelrichtlijn","Drieteenstrandloper"
"vogelrichtlijn","Vogelrichtlijn","Duinpieper"
"vogelrichtlijn","Vogelrichtlijn","Dwerggans"
"vogelrichtlijn","Vogelrichtlijn","Dwergmeeuw"
"vogelrichtlijn","Vogelrichtlijn","Dwergstern"
"vogelrichtlijn","Vogelrichtlijn","Eider"
"vogelrichtlijn","Vogelrichtlijn","Fuut"
"vogelrichtlijn","Vogelrichtlijn","Geoorde Fuut"
"vogelrichtlijn","Vogelrichtlijn","Goudplevier"
"vogelrichtlijn","Vogelrichtlijn","Grauwe Gans"
"vogelrichtlijn","Vogelrichtlijn","Grauwe Kiekendief"
"vogelrichtlijn","Vogelrichtlijn","Grauwe Klauwier"
"vogelrichtlijn","Vogelrichtlijn","Groenpootruiter"
"vogelrichtlijn","Vogelrichtlijn","Grote jager"
"vogelrichtlijn","Vogelrichtlijn","Grote Karekiet"
"vogelrichtlijn","Vogelrichtlijn","Grote Mantelmeeuw"
"vogelrichtlijn","Vogelrichtlijn","Grote Stern"
"vogelrichtlijn","Vogelrichtlijn","Grote Zaagbek"
"vogelrichtlijn","Vogelrichtlijn","Grote Zilverreiger"
"vogelrichtlijn","Vogelrichtlijn","Grutto"
"vogelrichtlijn","Vogelrichtlijn","IJsvogel"
"vogelrichtlijn","Vogelrichtlijn","Jan-van-gent"
"vogelrichtlijn","Vogelrichtlijn","Kanoet"
"vogelrichtlijn","Vogelrichtlijn","Kemphaan"
"vogelrichtlijn","Vogelrichtlijn","Kievit"
"vogelrichtlijn","Vogelrichtlijn","Kleine Mantelmeeuw"
"vogelrichtlijn","Vogelrichtlijn","Kleine rietgans"
"vogelrichtlijn","Vogelrichtlijn","Kleine Zilverreiger"
"vogelrichtlijn","Vogelrichtlijn","Kleine Zwaan"
"vogelrichtlijn","Vogelrichtlijn","Kluut"
"vogelrichtlijn","Vogelrichtlijn","Kolgans"
"vogelrichtlijn","Vogelrichtlijn","Korhoen"
"vogelrichtlijn","Vogelrichtlijn","Kraanvogel"
"vogelrichtlijn","Vogelrichtlijn","Krakeend"
"vogelrichtlijn","Vogelrichtlijn","Krombekstrandloper"
"vogelrichtlijn","Vogelrichtlijn","Krooneend"
"vogelrichtlijn","Vogelrichtlijn","Kuifduiker"
"vogelrichtlijn","Vogelrichtlijn","Kuifeend"
"vogelrichtlijn","Vogelrichtlijn","Kwartelkoning"
"vogelrichtlijn","Vogelrichtlijn","Lepelaar"
"vogelrichtlijn","Vogelrichtlijn","Meerkoet"
"vogelrichtlijn","Vogelrichtlijn","Middelste Zaagbek"
"vogelrichtlijn","Vogelrichtlijn","Nachtzwaluw"
"vogelrichtlijn","Vogelrichtlijn","Nonnetje"
"vogelrichtlijn","Vogelrichtlijn","Noordse Stern"
"vogelrichtlijn","Vogelrichtlijn","Oeverzwaluw"
"vogelrichtlijn","Vogelrichtlijn","Paapje"
"vogelrichtlijn","Vogelrichtlijn","Parelduiker"
"vogelrichtlijn","Vogelrichtlijn","Pijlstaart"
"vogelrichtlijn","Vogelrichtlijn","Porseleinhoen"
"vogelrichtlijn","Vogelrichtlijn","Purperreiger"
