"chart_id","chart_title","serie","jaar","fit_1990","lower_1990","upper_1990"
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2014,51.4340612052294,34.9734817727353,75.6419583630259
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2015,51.8542333597546,35.1996848315542,76.3887952461864
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2016,52.9244652784403,36.0070023355788,77.7903975150173
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2017,54.7058966291614,37.4382921966947,79.9378110058319
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2018,57.2757529678536,39.5532391705207,82.9391459923611
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2019,60.730719926877,42.4314676572408,86.9218187933074
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2020,65.1902552527493,46.1752478815276,92.0356592523833
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2021,70.7998112517053,50.9118361650844,98.4567371921812
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2022,77.7338964717675,56.6800707435923,106.608170762853
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2023,86.1988318522973,61.7842224400468,120.261100961668
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2024,96.4349959011618,67.5708104388875,137.629079391729
"6430-ruigten-en-zomen","H6430 - Ruigten en zomen","meijendel",2025,108.718555982108,73.9696953140557,159.791443842663
"700","Bosrandvogels","landelijk",1990,100,93.6319084061645,106.801198119568
"700","Bosrandvogels","landelijk",1991,97.7737398383027,93.2217647200971,102.54798576997
"700","Bosrandvogels","landelijk",1992,95.6087434717374,92.0198003665737,99.3376620230635
"700","Bosrandvogels","landelijk",1993,93.5339332646633,90.0397232332087,97.1637445985818
"700","Bosrandvogels","landelijk",1994,91.6085522305766,87.9983761745478,95.3668375100037
"700","Bosrandvogels","landelijk",1995,89.9248907252615,86.4014178757334,93.592051736704
"700","Bosrandvogels","landelijk",1996,88.5992273012818,85.3116208646447,92.0135263968165
"700","Bosrandvogels","landelijk",1997,87.7527681186906,84.6062780666358,91.0162754875914
"700","Bosrandvogels","landelijk",1998,87.4883174763413,84.2794350019034,90.8193759802522
"700","Bosrandvogels","landelijk",1999,87.869145932485,84.5327164653449,91.3372612374246
"700","Bosrandvogels","landelijk",2000,88.9049451064537,85.5310330983723,92.4119466122988
"700","Bosrandvogels","landelijk",2001,90.5476782359245,87.2170143822916,94.0055342639795
"700","Bosrandvogels","landelijk",2002,92.6984500455575,89.3529445806249,96.1692161481605
"700","Bosrandvogels","landelijk",2003,95.2246927614804,91.7241819793363,98.8587950946363
"700","Bosrandvogels","landelijk",2004,97.9841702146065,94.2831412211281,101.830480914159
"700","Bosrandvogels","landelijk",2005,100.849029067561,97.0413069389696,104.806159198435
"700","Bosrandvogels","landelijk",2006,103.721541471555,99.9080981298174,107.680542084354
"700","Bosrandvogels","landelijk",2007,106.535521834788,102.684460997376,110.531012213237
"700","Bosrandvogels","landelijk",2008,109.243706295029,105.227234128427,113.413485243841
"700","Bosrandvogels","landelijk",2009,111.798909319758,107.577756325969,116.185692581416
"700","Bosrandvogels","landelijk",2010,114.141668621882,109.830343394467,118.622232373389
"700","Bosrandvogels","landelijk",2011,116.20657704732,111.934760944652,120.641420369246
"700","Bosrandvogels","landelijk",2012,117.952857181587,113.695915149531,122.369185374882
"700","Bosrandvogels","landelijk",2013,119.413652868597,115.021196375086,123.973849523534
"700","Bosrandvogels","landelijk",2014,120.747631357058,116.165300386659,125.510719894928
"700","Bosrandvogels","landelijk",2015,122.272465588707,117.629727197651,127.098448643177
"700","Bosrandvogels","landelijk",2016,124.466771821694,119.901599530474,129.20575995966
"700","Bosrandvogels","landelijk",2017,127.941500919824,123.35399139141,132.699618982554
"700","Bosrandvogels","landelijk",2018,133.393022281007,128.443275290977,138.533514915056
"700","Bosrandvogels","landelijk",2019,141.549229295469,136.002991070749,147.321644593231
"700","Bosrandvogels","landelijk",2020,153.108081332187,147.074287371349,159.389414616264
"700","Bosrandvogels","landelijk",2021,168.656905035447,162.356275639467,175.202045649914
"700","Bosrandvogels","landelijk",2022,188.567421220127,181.489012680573,195.921900838107
"700","Bosrandvogels","landelijk",2023,212.900706982322,202.988856188493,223.296548808978
"700","Bosrandvogels","landelijk",2024,241.429799197238,226.055328449544,257.849918160316
"700","Bosrandvogels","meijendel",1958,72.8283596074774,57.978653334396,91.4814273543925
"700","Bosrandvogels","meijendel",1959,74.9373560261583,61.9723996160675,90.6146504408593
"700","Bosrandvogels","meijendel",1960,77.0639549333575,65.6270972348273,90.4939179119886
"700","Bosrandvogels","meijendel",1961,79.2295344829879,69.0141162972324,90.9570312739438
"700","Bosrandvogels","meijendel",1962,81.4527062354216,71.4415540629093,92.8667277762702
"700","Bosrandvogels","meijendel",1963,83.748454114911,73.8607414306488,94.9598315801221
"700","Bosrandvogels","meijendel",1964,86.1272778826408,76.3300467945807,97.182018182652
"700","Bosrandvogels","meijendel",1965,88.5942747460188,78.8354271709484,99.561146548407
"700","Bosrandvogels","meijendel",1966,91.148215111208,81.350220898761,102.126300656248
"700","Bosrandvogels","meijendel",1967,93.7806122284756,83.8350351413133,104.906060039494
"700","Bosrandvogels","meijendel",1968,96.4748635182924,86.2401192861424,107.924239529301
"700","Bosrandvogels","meijendel",1969,99.2055564384548,88.5106922796669,111.192695196265
"700","Bosrandvogels","meijendel",1970,101.938063617638,90.5942621757527,114.702284278826
"700","Bosrandvogels","meijendel",1971,104.62859660609,92.447628393258,118.414538242046
"700","Bosrandvogels","meijendel",1972,107.224881210523,94.0409496704409,122.257114490036
"700","Bosrandvogels","meijendel",1973,109.667623334152,95.3584742363901,126.123951794227
"700","Bosrandvogels","meijendel",1974,111.892888573113,96.3968293657057,129.879982522425
"700","Bosrandvogels","meijendel",1975,113.835420003174,97.1623142353584,133.369639754663
"700","Bosrandvogels","meijendel",1976,115.43279136418,97.6680576000584,136.428732684435
"700","Bosrandvogels","meijendel",1977,116.630127170767,97.9313293663787,138.899233288047
"700","Bosrandvogels","meijendel",1978,117.384923518823,97.9710278036544,140.645868257452
"700","Bosrandvogels","meijendel",1979,117.671388451976,97.8054977637688,141.572365325102
"700","Bosrandvogels","meijendel",1980,117.483645125094,97.4508845686588,141.634495499675
"700","Bosrandvogels","meijendel",1981,116.837209701506,96.9203538576595,140.846922524467
"700","Bosrandvogels","meijendel",1982,115.768390584684,96.2244226177238,139.281898440815
"700","Bosrandvogels","meijendel",1983,114.331588762366,95.3725033664774,137.059547852041
"700","Bosrandvogels","meijendel",1984,112.594833540213,94.3754375322281,134.331525992864
"700","Bosrandvogels","meijendel",1985,110.634160500895,93.2485205314596,131.261251116668
"700","Bosrandvogels","meijendel",1986,108.52766171259,92.0140037526634,128.005008764348
"700","Bosrandvogels","meijendel",1987,106.349956130749,90.7020192027665,124.697479377253
"700","Bosrandvogels","meijendel",1988,104.167726622316,89.3490516488231,121.444101189904
"700","Bosrandvogels","meijendel",1989,102.036668746442,87.9938506246296,118.320560981984
"700","Bosrandvogels","meijendel",1990,100,86.6717270975418,115.377878517937
