"plot_id","jaar","oppervlakte_km2","plot_naam","kavel_nummer","geteld","referentie_oppervlakte_km2","oppervlakte_factor","analyse_reeks"
3512,2019,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2019,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2019,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2019,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2019,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2019,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2019,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2019,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2019,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2019,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2019,0.23652066,"Meijendel k 54a","54a",FALSE,0.23652066,1,"sandra_1997_2022"
3521,2019,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2019,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2019,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2019,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2019,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2019,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2019,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2019,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2019,0.46368324,"Meijendel k 8","8",FALSE,0.46368324,1,"sandra_1997_2022"
3497,2019,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2020,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2020,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2020,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2020,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2020,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2020,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2020,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2020,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2020,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2020,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2020,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2020,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2020,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2020,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2020,0.23652066,"Meijendel k 54a","54a",TRUE,0.23652066,1,"sandra_1997_2022"
3521,2020,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2020,0.2051323,"Meijendel k 62","62",FALSE,0.2051323,1,"sandra_1997_2022"
3498,2020,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2020,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2020,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2020,0.47182172,"Meijendel k 73","73",FALSE,0.47182172,1,"sandra_1997_2022"
3528,2020,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2020,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2020,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2020,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2021,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2021,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2021,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2021,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2021,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2021,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2021,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2021,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2021,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2021,0.42910686,"Meijendel k 1a","1a",TRUE,0.42910686,1,"sandra_1997_2022"
3505,2021,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2021,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2021,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2021,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2021,0.23652066,"Meijendel k 54a","54a",TRUE,0.23652066,1,"sandra_1997_2022"
3521,2021,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2021,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2021,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2021,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2021,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2021,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2021,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2021,0.48348721,"Meijendel k 75","75",TRUE,0.48348721,1,"sandra_1997_2022"
3530,2021,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2021,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
3502,2022,0.62196178,"Meijendel k 10-12-76","10-12-76",TRUE,0.62196178,1,"sandra_1997_2022"
3519,2022,0.70955652,"Meijendel k 12a","12a",TRUE,0.70955652,1,"sandra_1997_2022"
3511,2022,0.14552799,"Meijendel k 13","13",TRUE,0.14552799,1,"sandra_1997_2022"
3506,2022,0.55621728,"Meijendel k 13s","13s",TRUE,0.55621728,1,"sandra_1997_2022"
3512,2022,0.40580915,"Meijendel k 14","14",TRUE,0.40580915,1,"sandra_1997_2022"
3524,2022,0.31589047,"Meijendel k 15","15",TRUE,0.31589047,1,"sandra_1997_2022"
3525,2022,0.38696592,"Meijendel k 16","16",TRUE,0.38696592,1,"sandra_1997_2022"
3513,2022,0.57219326,"Meijendel k 17a","17a",TRUE,0.57219326,1,"sandra_1997_2022"
3529,2022,0.22014556,"Meijendel k 17b","17b",TRUE,0.22014556,1,"sandra_1997_2022"
3534,2022,0.42910686,"Meijendel k 1a","1a",FALSE,0.42910686,1,"sandra_1997_2022"
3505,2022,0.29445564,"Meijendel k 1b","1b",TRUE,0.29445564,1,"sandra_1997_2022"
3504,2022,0.31860243,"Meijendel k 3","3",TRUE,0.31860243,1,"sandra_1997_2022"
3581,2022,0.2709021,"Meijendel k 4-5","4-5",TRUE,0.2709021,1,"sandra_1997_2022"
3507,2022,0.39893068,"Meijendel k 45","45",TRUE,0.39893068,1,"sandra_1997_2022"
12381,2022,0.23652066,"Meijendel k 54a","54a",TRUE,0.23652066,1,"sandra_1997_2022"
3521,2022,0.28185771,"Meijendel k 6","6",TRUE,0.28185771,1,"sandra_1997_2022"
3520,2022,0.2051323,"Meijendel k 62","62",TRUE,0.2051323,1,"sandra_1997_2022"
3498,2022,0.31891561,"Meijendel k 7","7",TRUE,0.31891561,1,"sandra_1997_2022"
3501,2022,0.48463054,"Meijendel k 71","71",TRUE,0.48463054,1,"sandra_1997_2022"
3526,2022,0.08998431,"Meijendel k 72","72",TRUE,0.08998431,1,"sandra_1997_2022"
3527,2022,0.47182172,"Meijendel k 73","73",TRUE,0.47182172,1,"sandra_1997_2022"
3528,2022,0.12519234,"Meijendel k 74","74",TRUE,0.12519234,1,"sandra_1997_2022"
3531,2022,0.48348721,"Meijendel k 75","75",FALSE,0.48348721,1,"sandra_1997_2022"
3530,2022,0.46368324,"Meijendel k 8","8",TRUE,0.46368324,1,"sandra_1997_2022"
3497,2022,0.46461197,"Meijendel k 83","83",TRUE,0.46461197,1,"sandra_1997_2022"
