"soort_id","euring_code","soort_naam","engelse_naam","analyse_categorie","basisjaar","basisjaar_toelichting","eerste_jaar","laatste_jaar","n_jaren_index","trend_pct_per_jaar","trend_p","trend_r2","trend_uitleg","trendduiding_type","model"
229,15820,"Spreeuw","starling","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,-5.72309332136307,0.00983404936409183,0.256193696053328,"sterke afname","eigen_trendduiding_op_basis_van_trim_index","model2_basis"
232,15980,"Ringmus","Tree Sparrow","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,-25.3632294152878,1.13033867490211e-05,0.865951245496202,"sterke afname","eigen_trendduiding_op_basis_van_trim_index","model2_basis"
233,16360,"Vink","chaffinch","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,8.96258221573567,4.91437283129244e-14,0.909751835797201,"sterke toename","eigen_trendduiding_op_basis_van_trim_index","model3_overdisp"
236,16490,"Groenling","greenfinch","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,10.7589779566356,0.000996384122060398,0.369066032999048,"sterke toename","eigen_trendduiding_op_basis_van_trim_index","model2_basis"
237,16530,"Putter","goldfinch","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,13.506380010731,0.00527117109224854,0.343088557590392,"sterke toename","eigen_trendduiding_op_basis_van_trim_index","model2_basis"
238,16540,"Sijs","Eurasian Siskin","trim_bruikbaar",1998,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1998,2022,25,3.22856318365636,0.0765584056793431,0.985607675906187,"onzeker","eigen_trendduiding_op_basis_van_trim_index","model2_basis"
239,16600,"Kneu","common linnet","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,-3.03988840830841,0.00686766514754257,0.26707076157895,"matige afname","eigen_trendduiding_op_basis_van_trim_index","model3_overdisp"
242,16634,"Kleine Barmsijs","Lesser Redpoll","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,-10.0980102415535,0.151989212174836,0.269610058152664,"onzeker","eigen_trendduiding_op_basis_van_trim_index","model2_basis"
243,16660,"Kruisbek","Crossbill","trim_bruikbaar",1998,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1998,2022,25,-37.1597240693988,7.2205207266821e-07,0.959852955814011,"sterke afname","eigen_trendduiding_op_basis_van_trim_index","model2_basis"
246,17100,"Goudvink","bullfinch","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,-9.0091572776245,3.44698073193599e-13,0.893917242062677,"sterke afname","eigen_trendduiding_op_basis_van_trim_index","model3_overdisp"
248,17170,"Appelvink","hawfinch","trim_bruikbaar",2001,"index_100 = eerste analysejaar vanaf eerste positieve jaar",2001,2022,22,19.523818770599,0.0119157977923219,0.334557526093498,"sterke toename","eigen_trendduiding_op_basis_van_trim_index","model2_basis"
251,18770,"Rietgors","reed bunting","trim_bruikbaar",1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",1997,2022,26,-5.70138113102355,1.51764338201876e-08,0.743206033884554,"sterke afname","eigen_trendduiding_op_basis_van_trim_index","model3_overdisp"
