"id","euring_code","soort_naam","engelse_naam","n_jaren_eerste_venster","n_jaren_laatste_venster","som_territoria","in_sandra_selectie","selectie_reden"
121,6658,"Stadsduif","Feral Pigeon",0,1,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
275,31660,"Steen/Boommarter","Stone/Pine Marten",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
385,2960,"Steenarend","Golden Eagle",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
430,5610,"Steenloper","Ruddy Turnstone",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
130,7570,"Steenuil","Little owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
81,4550,"Steltkluut","Black-winged Stilt",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
382,2942,"Steppearend","Steppe Eagle",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
379,2620,"Steppekiekendief","Pallid Harrier",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
106,5900,"Stormmeeuw","common gull",5,0,97,TRUE,"aanwezig_in_sandra_plots_1997_2022"
312,520,"Stormvogeltje","Storm Petrel",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
86,4770,"Strandplevier","Kentish Plover",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
299,10,"Struisvogel","Ostrich",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
490,8780,"Syrische bonte specht","Syrian Woodpecker",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
558,16410,"Syrische kanarie","Syrian Serin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
42,1980,"Tafeleend","pochard",5,5,1270,TRUE,"aanwezig_in_sandra_plots_1997_2022"
216,14860,"Taigaboomkruiper","Treecreeper",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
541,15430,"Taigagaai","Siberian Jay",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
346,1575,"Taigarietgans of Rietgans","Bean Goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
585,23300,"Tamboerijnduif","Tambourine Dove",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
173,11460,"Tapuit","Wheatear",3,0,7,TRUE,"aanwezig_in_sandra_plots_1997_2022"
418,5020,"Temmincks strandloper","Temminck's Stint",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
559,16980,"Tibetaanse roodmus","Tibetan Rosefinch",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
574,20250,"Tijgervink","Red Munia",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
198,13110,"Tjiftjaf","Common Chiffchaff",5,5,7145,TRUE,"aanwezig_in_sandra_plots_1997_2022"
542,15530,"Toerkestanse loopkraai","Pander's Ground Jay",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
64,3040,"Torenvalk","kestrel",5,1,27,TRUE,"aanwezig_in_sandra_plots_1997_2022"
125,6870,"Tortelduif","turtle dove",5,1,212,TRUE,"aanwezig_in_sandra_plots_1997_2022"
462,6940,"Trekduif","Passenger Pigeon",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
549,15870,"Treurmaina","Bhat shalik",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
620,36000,"Tristanalbatros","snowy albatross",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
345,1550,"Trompetzwaan","Trumpeter Swan",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
194,12760,"Tuinfluiter","garden warbler",5,5,1929,TRUE,"aanwezig_in_sandra_plots_1997_2022"
98,5460,"Tureluur","Redshank",5,2,11,TRUE,"aanwezig_in_sandra_plots_1997_2022"
124,6840,"Turkse Tortel","Collared Dove",3,5,19,TRUE,"aanwezig_in_sandra_plots_1997_2022"
535,14510,"Tweekleurige mees","Tufted Titmouse",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
376,2510,"Vale gier","Griffon Vulture",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
478,7960,"Vale gierzwaluw","Pallid Swift",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
311,463,"Vale pijlstormvogel","Balearic Shearwater",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
516,11760,"Veery","Hermit Thrush",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
150,9760,"Veldleeuwerik","Skylark",2,1,8,TRUE,"aanwezig_in_sandra_plots_1997_2022"
133,7680,"Velduil","Short-eared Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
233,16360,"Vink","chaffinch",5,5,3697,TRUE,"aanwezig_in_sandra_plots_1997_2022"
63,3010,"Visarend","Osprey",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
116,6150,"Visdief","Common Tern",2,0,3,TRUE,"aanwezig_in_sandra_plots_1997_2022"
262,31353,"vleermuis spec.","Bat sp.",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
354,1880,"Vlekbekeend","Spot-billed Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
436,5790,"Vorkstaartmeeuw","Sabine's Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
412,4650,"Vorkstaartplevier","Collared Pratincole",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
272,31611,"Vos","Red Fox",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
202,13150,"Vuurgoudhaan","Common Firecrest",1,0,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
553,16130,"Vuurvink","Red-billed Firefinch",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
397,3380,"Waaierhoen","Sage Grouse",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
77,4240,"Waterhoen","moorhen",5,5,392,TRUE,"aanwezig_in_sandra_plots_1997_2022"
497,10141,"Waterpieper","Water Pipit",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
72,4070,"Waterral","water rail",5,5,178,TRUE,"aanwezig_in_sandra_plots_1997_2022"
185,12420,"Waterrietzanger","Aquatic Warbler",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
93,5190,"Watersnip","Common Snipe",0,0,3,TRUE,"aanwezig_in_sandra_plots_1997_2022"
157,10500,"Waterspreeuw","White-throated Dipper",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
609,34310,"Watertrapper","African Finfoot",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
53,2310,"Wespendief","Honey Buzzard",0,0,2,TRUE,"aanwezig_in_sandra_plots_1997_2022"
273,31652,"Wezel","Least Weasel",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
218,15080,"Wielewaal","golden oriole",5,5,65,TRUE,"aanwezig_in_sandra_plots_1997_2022"
36,1860,"Wilde Eend","mallard",5,5,1424,TRUE,"aanwezig_in_sandra_plots_1997_2022"
19,1540,"Wilde Zwaan","Whooper Swan",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
164,10660,"Winterkoning","wren",5,5,5145,TRUE,"aanwezig_in_sandra_plots_1997_2022"
35,1840,"Wintertaling","Teal",3,1,15,TRUE,"aanwezig_in_sandra_plots_1997_2022"
548,15700,"Witborstraaf","Pied Crow",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
488,8640,"Witbuikspecht","White-bellied Woodpecker",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
458,6620,"Witbuikzandhoen","pintailed sandgrouse",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
100,5530,"Witgat","Green Sandpiper",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
533,13480,"Withalsvliegenvanger","Collared Flycatcher",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
598,30300,"Witkapnoddy","Black Noddy",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
563,18400,"Witkeelgors","White-throated Sparrow",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
365,2260,"Witkopeend","White-Headed Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
582,20450,"Witkopnon","White-Headed Munia",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
373,2440,"Witkopzeearend","Bald Eagle",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
359,2020,"Witoogeend","Ferruginous Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
491,8840,"Witrugspecht","White-backed Woodpecker",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
315,660,"Witstaartkeerkringvogel","Tropic",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
336,1380,"Witte ibis","White Ibis",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
162,10201,"Witte Kwikstaart","White Wagtail",5,5,53,TRUE,"aanwezig_in_sandra_plots_1997_2022"
161,10200,"Witte Kwikstaart (spec)","white wagtail",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
463,6970,"Witvleugelduif","White-winged Dove",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
114,6060,"Witvleugelstern","White-winged Tern",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
119,6260,"Witwangstern","Whiskered Tern",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
8,980,"Woudaap","Little Bittern",0,0,4,TRUE,"aanwezig_in_sandra_plots_1997_2022"
97,5410,"Wulp","Curlew",2,0,5,TRUE,"aanwezig_in_sandra_plots_1997_2022"
310,462,"Yelkouanpijlstormvogel","Yelkouan Shearwater",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
482,8080,"Yucatánamazilia","Buff-bellied Hummingbird",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
283,31770,"Zandhagedis","Sand Lizard",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
562,18350,"Zanggors","Song Sparrow",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
177,12000,"Zanglijster","song thrush",5,5,1271,TRUE,"aanwezig_in_sandra_plots_1997_2022"
618,35790,"Zebraduif","Zebra Dove",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
581,20441,"Zebravink","Zebra Finch",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
450,6340,"Zeekoet","Guillemot",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
108,5920,"Zilvermeeuw","European Herring Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
414,4860,"Zilverplevier","Grey Plover",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
39,1910,"Zomertaling","Garganey",0,0,3,TRUE,"aanwezig_in_sandra_plots_1997_2022"
43,2009,"Zwaan spec.","Swan sp.",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
369,2330,"Zwaluwstaartwouw","Milano Tijereta",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
343,1510,"Zwartbuikfluiteend","Tree Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
457,6610,"Zwartbuikzandhoen","Black-bellied Sandgrouse",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
367,2280,"Zwarte gier","Black Vulture",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
291,4440,"Zwarte Ibis","Glossy Ibis",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
226,15671,"Zwarte Kraai","carrion crow",5,5,938,TRUE,"aanwezig_in_sandra_plots_1997_2022"
600,30600,"Zwarte kroonkraan","crowned crane",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
212,14610,"Zwarte Mees","coal tit",3,3,42,TRUE,"aanwezig_in_sandra_plots_1997_2022"
290,3020,"Zwarte Ooievaar","Black Stork",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
169,11210,"Zwarte Roodstaart","Black Redstart",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
426,5450,"Zwarte ruiter","Spotted Redshank",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
143,8630,"Zwarte Specht","Black Woodpecker",0,0,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
120,6270,"Zwarte Stern","Black Tern",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
513,11580,"Zwarte tapuit","Black Wheatear",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
54,2380,"Zwarte Wouw","Black Kite",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
454,6380,"Zwarte zeekoet","Black Guillemot",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
18,1528,"Zwarte Zwaan","Black Swan",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
195,12770,"Zwartkop","blackcap",5,5,4227,TRUE,"aanwezig_in_sandra_plots_1997_2022"
252,18810,"Zwartkopgors","Black-Headed Bunting",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
103,5750,"Zwartkopmeeuw","Mediterranean Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
578,20293,"Zwartkopnon","Chestnut Munia",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
520,12410,"Zwartkoprietzanger","Moustached Warbler",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
622,36020,"Zwartmasker dwergpapegaai","masked lovebird",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
523,12800,"Zwartmaskerboszanger","Black-faced Warbler",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
304,140,"Zwartrugalbatros","Black-browed albatros",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
305,170,"Zwartvoetalbatros","Black-footed Albatross",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
