"id","euring_code","soort_naam","engelse_naam","n_jaren_eerste_venster","n_jaren_laatste_venster","som_territoria","in_sandra_selectie","selectie_reden"
547,15620,"Huiskraai","House Crow",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
271,31594,"Huismuis (zoogdier)","House Mouse",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
231,15910,"Huismus","Pardal comú",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
153,10010,"Huiszwaluw","Common House Martin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
253,30006,"hybride Brandgans x Canadese Gans","Hybrid Barnacle x Canada Goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
199,13115,"Iberische Tjiftjaf","Iberian Chiffchaff",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
302,40,"IJsduiker","Great Northern Diver",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
362,2120,"IJseend","Long-tailed Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
364,2170,"IJslandse brilduiker","Barrow's Goldeneye",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
137,8310,"IJsvogel","kingfisher",0,3,16,TRUE,"aanwezig_in_sandra_plots_1997_2022"
467,7360,"Indische dwergooruil","Indian Scops Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
23,1620,"Indische Gans","Bar-headed Goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
443,6040,"Ivoormeeuw","Ivory Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
493,9000,"Ivoorsnavelspecht","Ivory-billed Woodpecker",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
339,1410,"Japanse kuifibis","Crested Ibis",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
401,3710,"Japanse kwartel","Japanese Quail",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
438,5870,"Japanse meeuw","Japanese Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
534,14070,"Japanse nachtegaal","Pekin Robin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
503,10470,"Japanse pestvogel","Japanese Waxwing",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
332,1270,"Kaalkopooievaar","Wood Stork",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
589,26660,"Kaapse casarca","South African Shelduck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
472,7550,"Kabouteruil","Elf Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
480,7990,"Kaffergierzwaluw","White-rumped Swift",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
406,3990,"Kalkoen","Turkey",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
366,2270,"Kalkoengier","Turkey Vulture",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
415,4960,"Kanoetstrandloper","Knot",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
568,18880,"Kardinaal","Common Cardinal",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
224,15600,"Kauw","jackdaw",5,5,306,TRUE,"aanwezig_in_sandra_plots_1997_2022"
234,16380,"Keep","Brambling",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
383,2950,"Keizerarend","Imperial Eagle",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
591,27760,"Keizerspinguïn","Emperor Penguin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
583,20600,"Kelpmeeuw","Kelp Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
91,5170,"Kemphaan","Ruff",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
128,7350,"Kerkuil","Barn Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
88,4930,"Kievit","lapwing",5,5,315,TRUE,"aanwezig_in_sandra_plots_1997_2022"
220,15200,"Klapekster","Northern Shrike",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
75,4100,"Klein Waterhoen","Little Crake",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
455,6470,"Kleine alk","Little Auk",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
242,16634,"Kleine Barmsijs","Lesser Redpoll",4,1,11,TRUE,"aanwezig_in_sandra_plots_1997_2022"
146,8870,"Kleine Bonte Specht","lesser spotted woodpecker",0,5,79,TRUE,"aanwezig_in_sandra_plots_1997_2022"
440,5980,"Kleine burgemeester","Iceland Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
434,5670,"Kleine jager","Arctic Skua",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
188,12510,"Kleine Karekiet","reed warbler",5,5,4613,TRUE,"aanwezig_in_sandra_plots_1997_2022"
539,15190,"Kleine klapekster","Lesser Gray Shrike",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
107,5910,"Kleine Mantelmeeuw","Lesser Black-backed Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
323,900,"Kleine pelikaan","Pink-Backed Pelican",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
84,4690,"Kleine Plevier","little ringed plover",5,5,60,TRUE,"aanwezig_in_sandra_plots_1997_2022"
347,1580,"Kleine rietgans","Pink-footed Goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
417,5010,"Kleine strandloper","Little Stint",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
387,3030,"Kleine torenvalk","Lesser Kestrel",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
204,13430,"Kleine Vliegenvanger","Red-breasted Flycatcher",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
9,1190,"Kleine Zilverreiger","Little Egret",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
74,4110,"Kleinst Waterhoen","Baillon's Crake",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
82,4560,"Kluut","Pied Avocet",0,0,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
239,16600,"Kneu","common linnet",5,5,996,TRUE,"aanwezig_in_sandra_plots_1997_2022"
409,4310,"Knobbelmeerkoet","Crested Coot",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
17,1520,"Knobbelzwaan","mute swan",5,5,242,TRUE,"aanwezig_in_sandra_plots_1997_2022"
127,7240,"Koekoek","cuckoo",5,5,550,TRUE,"aanwezig_in_sandra_plots_1997_2022"
13,1290,"Koereiger","Cattle Egret",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
105,5820,"Kokmeeuw","Black-headed Gull",0,0,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
20,1590,"Kolgans","White-fronted goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
260,31311,"Konijn","European Rabbit",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
473,7590,"Konijnuiltje","Burrowing Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
284,31802,"Konikpaard","Konik Horse",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
403,3930,"Koningsfazant","Reeves' pheasant",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
590,27750,"Koningspinguïn","King Penguin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
214,14640,"Koolmees","great tit",5,5,5908,TRUE,"aanwezig_in_sandra_plots_1997_2022"
178,12010,"Koperwiek","Redwing",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
68,3320,"Korhoen","Black Grouse",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
495,9680,"Kortteenleeuwerik","Short-toed Lark",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
34,1820,"Krakeend","gadwall",5,5,926,TRUE,"aanwezig_in_sandra_plots_1997_2022"
176,11980,"Kramsvogel","Fieldfare",2,0,3,TRUE,"aanwezig_in_sandra_plots_1997_2022"
183,12370,"Krekelzanger","River Warbler",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
322,890,"Kroeskoppelikaan","Dalmatian Pelican",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
421,5090,"Krombekstrandloper","Curlew Sandpiper",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
41,1960,"Krooneend","red-crested pochard",3,5,616,TRUE,"aanwezig_in_sandra_plots_1997_2022"
594,27990,"Kroonkraan","Gray Crowned-Crane",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
243,16660,"Kruisbek","Crossbill",2,0,3,TRUE,"aanwezig_in_sandra_plots_1997_2022"
308,363,"Kuhls pijlstormvogel","Cory's Shearwater",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
3,110,"Kuifduiker","Slavonian Grebe",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
44,2030,"Kuifeend","tufted duck",5,5,2198,TRUE,"aanwezig_in_sandra_plots_1997_2022"
465,7160,"Kuifkoekoek","Great Spotted Cuckoo",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
147,9720,"Kuifleeuwerik","Crested Lark",0,0,2,TRUE,"aanwezig_in_sandra_plots_1997_2022"
230,15890,"Kuifmaina","Crested Myna",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
210,14540,"Kuifmees","crested tit",5,5,97,TRUE,"aanwezig_in_sandra_plots_1997_2022"
6,1040,"Kwak","Black-crowned Night heron",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
70,3700,"Kwartel","Quail",0,1,3,TRUE,"aanwezig_in_sandra_plots_1997_2022"
76,4210,"Kwartelkoning","Corncrake",1,0,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
360,2100,"Labradoreend","extinct",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
113,6050,"Lachstern","Gull-billed Tern",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
404,3970,"Ladyamherstfazant","Lady Amhersts pheasant",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
374,2460,"Lammergier","Lammergeier",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
390,3140,"Lannervalk","Lanner",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
15,1440,"Lepelaar","Spoonbill",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
477,7940,"Madeiragierzwaluw","Plain Swift",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
32,1780,"Mandarijneend","Mandarin Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
356,1950,"Marmereend","Marbled Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
277,31663,"marter spec","Marten sp.",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
460,6920,"Maskerduif","Namaqua Dove",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
209,14420,"Matkop","Willow Tit",3,0,25,TRUE,"aanwezig_in_sandra_plots_1997_2022"
78,4290,"Meerkoet","Eurasian coot",5,5,3555,TRUE,"aanwezig_in_sandra_plots_1997_2022"
613,34690,"Melba-astrilde","Melba Finch",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
175,11870,"Merel","blackbird",5,5,5528,TRUE,"aanwezig_in_sandra_plots_1997_2022"
145,8830,"Middelste Bonte Specht","Middle Spotted Woodpecker",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
433,5660,"Middelste jager","Pomarine Skua",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
50,2210,"Middelste Zaagbek","Red-breasted Merganser",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
394,3291,"Moerassneeuwhoen","Red Grouse",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
371,2370,"Moeraswouw","Snail Kite",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
257,31141,"Mol","European Mole",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
377,2550,"Monniksgier","Monk Vulture",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
579,20390,"Monniksparkiet","Monk Parakeet",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
512,11550,"Monnikstapuit","Hooded Wheatear",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
476,7790,"Moorse nachtzwaluw","Red-necked Nightjar",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
575,20260,"Muskaatvink","Tila munia",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
30,1750,"Muskuseend","Muscovy Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
167,11040,"Nachtegaal","nightingale",5,5,6493,TRUE,"aanwezig_in_sandra_plots_1997_2022"
135,7780,"Nachtzwaluw","Nightjar",0,1,4,TRUE,"aanwezig_in_sandra_plots_1997_2022"
617,35660,"Nandoe","Common Rhea",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
576,20270,"Napoleonnetje","Black-rumped Waxbill",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
599,30470,"Narina-trogon","Narina Trogon",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
27,1700,"Nijlgans","Egyptian goose",5,5,245,TRUE,"aanwezig_in_sandra_plots_1997_2022"
49,2200,"Nonnetje","Smew",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
247,17101,"Noordse Goudvink","Northern Bullfinch",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
509,11030,"Noordse nachtegaal","Thrush Nightingale",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
309,461,"Noordse pijlstormvogel","Manx Shearwater",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
117,6160,"Noordse Stern","Arctic Tern",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
307,220,"Noordse stormvogel","Fulmar",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
544,15570,"Notenkraker","Nutcracker",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
475,7650,"Oeraluil","Ural Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
102,5560,"Oeverloper","Common Sandpiper",2,0,2,TRUE,"aanwezig_in_sandra_plots_1997_2022"
498,10145,"Oeverpieper","Rock Pipit",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
151,9810,"Oeverzwaluw","sand martin",0,2,13,TRUE,"aanwezig_in_sandra_plots_1997_2022"
14,1340,"Ooievaar","White Stork",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
501,10410,"Oranjebuikbladvogel","Orange-bellied Leafbird",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
580,20430,"Oranjekaakje","Orange-cheeked Waxbill",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
191,12600,"Orpheusspotvogel","Melodious Warbler",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
250,18660,"Ortolaan","Ortolan Bunting",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
595,30040,"Ovambosperwer","Ovambo Sparrowhawk",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
171,11370,"Paapje","Whinchat",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
422,5100,"Paarse strandloper","Purple Sandpiper",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
456,6540,"Papegaaiduiker","Puffin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
301,30,"Parelduiker","Black-throated Diver",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
69,3670,"Patrijs","Partridge",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
616,34840,"Pels visuil","Pel's Fishing Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
510,11170,"Perzische roodborst","Irania",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
504,10480,"Pestvogel","Bohemian Waxwing",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
38,1890,"Pijlstaart","Pintail",0,0,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
213,14620,"Pimpelmees","blue tit",5,5,3102,TRUE,"aanwezig_in_sandra_plots_1997_2022"
427,5470,"Poelruiter","Marsh Sandpiper",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
110,5927,"Pontische Meeuw","pontic gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
73,4080,"Porseleinhoen","Spotted Crake",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
408,4270,"Purperkoet","Kalim",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
12,1240,"Purperreiger","Purple Heron",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
237,16530,"Putter","goldfinch",4,5,66,TRUE,"aanwezig_in_sandra_plots_1997_2022"
228,15720,"Raaf","Raven",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
328,1080,"Ralreiger","Squacco Heron",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
132,7670,"Ransuil","Long-eared Owl",0,1,5,TRUE,"aanwezig_in_sandra_plots_1997_2022"
286,31831,"Ree","European Roe Deer",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
96,5380,"Regenwulp","Whimbrel",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
306,201,"Reuzenalbatros","Snowy Albatross",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
453,6370,"Reuzenalk","Great Auk",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
251,18770,"Rietgors","reed bunting",5,5,817,TRUE,"aanwezig_in_sandra_plots_1997_2022"
186,12430,"Rietzanger","sedge warbler",5,5,245,TRUE,"aanwezig_in_sandra_plots_1997_2022"
232,15980,"Ringmus","Tree Sparrow",2,0,5,TRUE,"aanwezig_in_sandra_plots_1997_2022"
439,5890,"Ringsnavelmeeuw","Ring-billed Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
586,25700,"Ringtaling","Ringed Teal",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
483,8150,"Robijnkeelkolibrie","Ruby-Throated Hummingbird",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
337,1390,"Rode ibis","Scarlet Ibis",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
400,3580,"Rode patrijs","Perdiu roja",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
514,11620,"Rode rotslijster","Rock Thrush",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
55,2390,"Rode Wouw","Red Kite",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
225,15630,"Roek","Rook",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
7,950,"Roerdomp","bittern",0,5,67,TRUE,"aanwezig_in_sandra_plots_1997_2022"
571,20100,"Roetkopalbatros","Light-mantled Albatross",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
530,13300,"Roetvliegenvanger","Siberian Flycatcher",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
166,10990,"Roodborst","robin",5,5,2754,TRUE,"aanwezig_in_sandra_plots_1997_2022"
519,12030,"Roodborstlijster","American Robin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
172,11390,"Roodborsttapuit","stonechat",5,5,928,TRUE,"aanwezig_in_sandra_plots_1997_2022"
48,100,"Roodhalsfuut","Red-necked Grebe",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
352,1690,"Roodhalsgans","Red-breasted Goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
605,32620,"Roodkeeldraaihals","Red-throated Wryneck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
300,20,"Roodkeelduiker","Red-throated Diver",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
358,1990,"Roodkopeend","Redhead",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
221,15230,"Roodkopklauwier","Capsigrany",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
489,8690,"Roodkopspecht","Red-Headed Woodpecker",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
596,30090,"Roodmasker Agapornis / Roodmaskerdwergpapagaai","Red-faced Lovebird",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
612,34680,"Roodmaskerastrilde","Red-faced Pytilia",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
245,16790,"Roodmus","Common Rosefinch",1,0,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
316,670,"Roodpootgent","Red-footed Booby",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
313,640,"Roodsnavelkeerkringvogel","Tropic",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
314,650,"Roodstaartkeerkringvogel","Red-tailed Tropicbird",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
557,16390,"Roodvoorhoofdkanarie","Red-fronted Serin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
522,12790,"Roodwangboszanger","Rufous-faced Warbler",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
350,1640,"Ross' gans","Ross's Goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
441,6010,"Ross' meeuw","Ross' Gull",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
432,5650,"Rosse franjepoot","Grey Phalarope",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
602,31360,"Rosse graszanger","Rufous Cisticola",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
424,5340,"Rosse grutto","Bar-tailed Godwit",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
506,10690,"Rosse spotlijster","Brown Thrasher",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
52,2250,"Rosse Stekelstaart","Ruddy Duck",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
269,31590,"Rosse Woelmuis","Bank Vole",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
351,1680,"Rotgans","Dark-bellied Brent Goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
459,6650,"Rotsduif","Rock Dove",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
551,16040,"Rotsmus","Rock Sparrow",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
496,9910,"Rotszwaluw","Crag Martin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
163,10202,"Rouwkwikstaart","Pied Wagtail",0,0,1,TRUE,"aanwezig_in_sandra_plots_1997_2022"
340,1460,"Roze lepelaar","Roseate Spoonbill",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
321,880,"Roze pelikaan","White Pelican",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
280,31762,"Rugstreeppad","Natterjack Toad",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
381,2900,"Ruigpootbuizerd","Rough-legged Buzzard",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
134,7700,"Ruigpootuil","Boreal Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
391,3160,"Sakervalk","Saker",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
139,8410,"Scharrelaar","Roller",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
80,4500,"Scholekster","oystercatcher",5,0,17,TRUE,"aanwezig_in_sandra_plots_1997_2022"
615,34750,"Secretarisvogel","Secretarybird",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
592,27940,"shamalijster","White-rumped Shama",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
353,1830,"Siberische taling","Baikal Teal",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
238,16540,"Sijs","Eurasian Siskin",2,1,4,TRUE,"aanwezig_in_sandra_plots_1997_2022"
555,16150,"Sint Helenafazantje","Common Waxbill",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
378,2560,"Slangenarend","Short-toed Snake Eagle",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
67,3200,"Slechtvalk","Peregrine Falcon",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
40,1940,"Slobeend","shoveler",5,5,71,TRUE,"aanwezig_in_sandra_plots_1997_2022"
461,6930,"Smaragdduif","Emerald Dove",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
65,3090,"Smelleken","Merlin",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
33,1790,"Smient","Eurasian Wigeon",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
484,8270,"Smyrna-ijsvogel","White-breasted Kingfisher",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
349,1630,"Sneeuwgans","Snow Goose",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
564,18500,"Sneeuwgors","Snow Bunting",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
470,7490,"Sneeuwuil","Snowy Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
552,16110,"Sneeuwvink","Snowfinch",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
184,12380,"Snor","Savi's Warbler",1,0,2,TRUE,"aanwezig_in_sandra_plots_1997_2022"
37,1869,"Soepeend","hybrid duck",5,4,76,TRUE,"aanwezig_in_sandra_plots_1997_2022"
22,1619,"Soepgans","Domestic Goose",0,1,5,TRUE,"aanwezig_in_sandra_plots_1997_2022"
384,2952,"Spaanse keizerarend","Spanish Eagle",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
550,15920,"Spaanse mus","Spanish Sparrow",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
61,2690,"Sperwer","Sparrowhawk",3,5,28,TRUE,"aanwezig_in_sandra_plots_1997_2022"
471,7500,"Sperweruil","Hawk Owl",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
266,31580,"spitsmuis spec.","Shrew sp.",0,0,0,FALSE,"geen_territoria_in_sandra_plots_1997_2022"
190,12590,"Spotvogel","Icterine Warbler",5,2,28,TRUE,"aanwezig_in_sandra_plots_1997_2022"
229,15820,"Spreeuw","starling",5,2,131,TRUE,"aanwezig_in_sandra_plots_1997_2022"
182,12360,"Sprinkhaanrietzanger","grasshopper warbler",5,5,1033,TRUE,"aanwezig_in_sandra_plots_1997_2022"
207,14370,"Staartmees","long-tailed tit",5,5,1014,TRUE,"aanwezig_in_sandra_plots_1997_2022"
