"soort_id","euring_code","soort_naam","engelse_naam","jaar","basisjaar","basisjaar_toelichting","trim_index","trim_se","index_100","model_config","model_overdispersion","model_serial_correlation","model_warnings"
4,120,"Geoorde Fuut","black-necked grebe",2013,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0.928571428571428,0.29254128862232,92.8571428571428,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2014,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0.214285714285714,0.14749749483776,21.4285714285714,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2015,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0.214285714285714,0.142420132486667,21.4285714285714,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2016,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0.142857142857143,0.130329120876553,14.2857142857143,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2017,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0.0714285714285714,0.120726082119323,7.14285714285714,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2018,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0,0.114201648033528,0,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2019,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0,0.109500593744791,0,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2020,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0.0714285714285714,0.106829024095348,7.14285714285714,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2021,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0,0.100671068868981,0,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
4,120,"Geoorde Fuut","black-necked grebe",2022,1997,"index_100 = eerste analysejaar vanaf eerste positieve jaar",0.00899018223702413,0.0936975237864726,0.899018223702413,"model2_basis",FALSE,FALSE,"Data ends with 2 years without positive observations."
