"soort_id","euring_code","soort_naam","analyse_categorie","basisjaar_index_gebrugged","basisjaar_toelichting","eerste_jaar","laatste_jaar","n_jaren_index","overall_trend_pct_per_jaar","overall_p","overall_r2","overall_uitleg","trend_pre_pct_per_jaar","trend_pre_p","trend_pre_r2","trend_pre_uitleg","trend_post_pct_per_jaar","trend_post_p","trend_post_r2","trend_post_uitleg","trendduiding_type","brugfactor","brugmethode"
72,4070,"Waterral","brugbare_tijdreeks",1960,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1960,2025,66,5.52832685873657,6.14231704146096e-10,0.452564551844222,"sterke toename",16.5340087255872,0.000860207566586704,0.403056884377882,"sterke toename",0.00988817488549731,0.988782625176482,5.00377751447957e-06,"stabiel","eigen_trendduiding_op_basis_van_trim_index",4.04640158960229,"1981_1983_naar_1984_1986"
77,4240,"Waterhoen","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,-1.72025693833006,2.23863368368107e-07,0.335868362783836,"lichte afname",-1.05192091659577,0.133470782188103,0.0913339186666772,"onzeker",-4.06363412856335,3.92827362412014e-08,0.533964499071801,"matige afname","eigen_trendduiding_op_basis_van_trim_index",1.64479822138485,"1981_1983_naar_1984_1986"
78,4290,"Meerkoet","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,0.317101359666427,0.198871535626169,0.0248846502175639,"stabiel",4.8159739589728,2.93908080956821e-06,0.604781614055046,"matige toename",-2.05181570017631,1.6005567141575e-10,0.644523008558911,"matige afname","eigen_trendduiding_op_basis_van_trim_index",4.56248113858498,"1981_1983_naar_1984_1986"
80,4500,"Scholekster","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,-6.94475398520855,2.59446560151325e-16,0.640693114140961,"sterke afname",2.31025758362937,0.202232419783175,0.0668366109092153,"onzeker",-12.3861763816388,1.46861362116669e-15,0.799949489755165,"sterke afname","eigen_trendduiding_op_basis_van_trim_index",0.771330891793213,"1981_1983_naar_1984_1986"
84,4690,"Kleine Plevier","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,56,2.73829979693498,0.0501372060165121,0.0972374077673244,"onzeker",-27.1166006162128,0.000827971292824379,0.771314603817318,"sterke afname",7.0557514508274,0.0192364652550539,0.180594184138586,"sterke toename","eigen_trendduiding_op_basis_van_trim_index",1,"fallback_1"
88,4930,"Kievit","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,-2.24528076742286,1.604495676627e-08,0.385656635428003,"matige afname",-5.95314838345556,4.46812614790608e-10,0.807971013464722,"sterke afname",0.732957527999067,0.29263460158563,0.0276446024528923,"stabiel","eigen_trendduiding_op_basis_van_trim_index",0.515272844456028,"1981_1983_naar_1984_1986"
93,5190,"Watersnip","alleen_post_bruikbaar",2010,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",2010,2025,16,-1.63680675558139,0.787704384990302,0.107142857142896,"onzeker",NA,NA,NA,"onvoldoende_data",-1.63680675558139,0.787704384990302,0.107142857142896,"onzeker","eigen_trendduiding_op_basis_van_trim_index",1,"alleen_post"
94,5290,"Houtsnip","brugbare_tijdreeks",1965,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1965,2025,61,-3.15224426122289,8.16131822062022e-12,0.549890897085834,"matige afname",5.3998620086527,0.000152700591674749,0.579677457236126,"sterke toename",-2.88983985760702,4.94477773636854e-05,0.34079765881864,"matige afname","eigen_trendduiding_op_basis_van_trim_index",2.63963661728729,"1981_1983_naar_1984_1986"
97,5410,"Wulp","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,68,-17.2602463043561,4.64571598685756e-25,0.809065431754969,"sterke afname",-0.143187103244691,0.821205299196623,0.00217049227022249,"stabiel",-27.3010511707707,8.77373829003053e-24,0.927093416584515,"sterke afname","eigen_trendduiding_op_basis_van_trim_index",0.763197335341754,"1981_1983_naar_1984_1986"
98,5460,"Tureluur","brugbare_tijdreeks",1958,"index_gebrugged = 100 in het eerste analysejaar vanaf eerste positieve jaar",1958,2025,56,2.03904003179607,0.0419943831184232,0.161282409921719,"matige toename",-16.9566720781759,0.0103674917427585,0.63273662863004,"sterke afname",-1.84336114076089,0.271857617140684,0.079829530041455,"onzeker","eigen_trendduiding_op_basis_van_trim_index",1,"fallback_1"
