"soort_id","euring_code","soort_naam","n_getelde_cellen","n_positieve_cellen","n_jaren_geteld","pre_model_gelukt","post_model_gelukt","pre_model","post_model","pre_model_overdispersion","post_model_overdispersion","pre_model_serial_correlation","post_model_serial_correlation","pre_model_aic","post_model_aic","pre_model_fallback_reden","post_model_fallback_reden","pre_fout","post_fout","pre_waarschuwingen","post_waarschuwingen","pre_modelpogingen","post_modelpogingen","pre_positieve_jaren","post_positieve_jaren","pre_actieve_plots","post_actieve_plots","n_actieve_plots","modelselectie_methode","analyse_categorie"
184,12380,"Snor",2153,8,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,"Data ends with 25 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 5, 7, 8, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 5, 7, 8, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 5, 7, 8, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model2_basis:ok:aic=NA",2,5,1,4,5,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
186,12430,"Rietzanger",2153,346,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 3, 4 || model3_overdisp_serialcor:fout:Found zero or less counts for year 3, 4 || model3_basis:fout:Found zero or less counts for year 3, 4 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",23,42,13,29,29,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
187,12500,"Bosrietzanger",2153,661,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3 || model3_basis:fout:Found zero or less counts for year 2, 3 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",20,42,27,40,42,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
188,12510,"Kleine Karekiet",2153,965,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",20,42,21,39,39,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
189,12530,"Grote Karekiet",2153,10,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,"Data ends with 14 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 2, 4, 7, 8, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 4, 7, 8, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model3_basis:fout:Found zero or less counts for year 2, 4, 7, 8, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model2_basis:ok:aic=NA",1,8,1,6,7,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
190,12590,"Spotvogel",2153,79,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,"Data ends with 1 years without positive observations.","Data ends with 1 years without positive observations.","model3_overdisp:fout:Found zero or less counts for year 4, 5, 6, 7, 8, 9, 11, 20 || model3_overdisp_serialcor:fout:Found zero or less counts for year 4, 5, 6, 7, 8, 9, 11, 20 || model3_basis:fout:Found zero or less counts for year 4, 5, 6, 7, 8, 9, 11, 20 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 2, 4, 5, 6, 7, 26, 32, 34, 39, 42 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 4, 5, 6, 7, 26, 32, 34, 39, 42 || model3_basis:fout:Found zero or less counts for year 2, 4, 5, 6, 7, 26, 32, 34, 39, 42 || model2_basis:ok:aic=NA",12,32,6,27,29,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
192,12740,"Braamsluiper",2153,1578,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,"Overdispersion 0.9 <1; consider setting overdisp=FALSE","Overdispersion 1.0 <1; consider setting overdisp=FALSE","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",26,42,36,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
193,12750,"Grasmus",2153,1990,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",26,42,41,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
194,12760,"Tuinfluiter",2153,1263,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2 || model3_basis:fout:Found zero or less counts for year 2 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",23,42,26,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
195,12770,"Zwartkop",2153,1610,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4 || model3_basis:fout:Found zero or less counts for year 2, 3, 4 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",22,42,32,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
197,13080,"Fluiter",2153,39,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,"Data ends with 1 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 3, 14, 15, 16, 18, 20, 21, 22, 23, 24, 27, 30, 31, 33, 36, 39 || model3_overdisp_serialcor:fout:Found zero or less counts for year 3, 14, 15, 16, 18, 20, 21, 22, 23, 24, 27, 30, 31, 33, 36, 39 || model3_basis:fout:Found zero or less counts for year 3, 14, 15, 16, 18, 20, 21, 22, 23, 24, 27, 30, 31, 33, 36, 39 || model2_basis:ok:aic=NA",0,23,0,13,13,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
198,13110,"Tjiftjaf",2153,1562,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 5, 8, 11, 12, 13, 14 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 5, 8, 11, 12, 13, 14 || model3_basis:fout:Found zero or less counts for year 2, 5, 8, 11, 12, 13, 14 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",19,42,28,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
200,13120,"Fitis",2153,2071,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",26,42,45,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
201,13140,"Goudhaan",2153,176,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 3, 4, 5, 6, 8, 12 || model3_overdisp_serialcor:fout:Found zero or less counts for year 3, 4, 5, 6, 8, 12 || model3_basis:fout:Found zero or less counts for year 3, 4, 5, 6, 8, 12 || model2_basis:ok:aic=NA",2,36,2,32,32,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
202,13150,"Vuurgoudhaan",2153,4,68,FALSE,TRUE,NA,"model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","model3_varianten_mislukt_fallback_naar_model2","te_weinig_data_pre",NA,NA,"Data ends with 5 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 24, 25, 26, 27, 28 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 24, 25, 26, 27, 28 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 24, 25, 26, 27, 28 || model2_basis:ok:aic=NA",0,4,0,4,4,"vaste_voorkeurhierarchie_eerste_werkende_model","alleen_post_bruikbaar"
203,13350,"Grauwe Vliegenvanger",2153,157,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 6, 7, 8, 9, 10, 19, 20 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 6, 7, 8, 9, 10, 19, 20 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 6, 7, 8, 9, 10, 19, 20 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 2, 5, 20, 23 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 5, 20, 23 || model3_basis:fout:Found zero or less counts for year 2, 5, 20, 23 || model2_basis:ok:aic=NA",11,37,8,30,34,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
205,13490,"Bonte Vliegenvanger",2153,23,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,"Data ends with 2 years without positive observations.",NA,"model3_overdisp:fout:Found zero or less counts for year 5, 6, 9, 10 || model3_overdisp_serialcor:fout:Found zero or less counts for year 5, 6, 9, 10 || model3_basis:fout:Found zero or less counts for year 5, 6, 9, 10 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 15, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 15, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 15, 16, 17, 18, 19, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41 || model2_basis:ok:aic=NA",6,13,4,8,10,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
206,13640,"Baardmannetje",2153,3,68,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","geen_model","te_weinig_data_pre","te_weinig_data_post",NA,NA,NA,NA,1,2,1,2,3,"vaste_voorkeurhierarchie_eerste_werkende_model","te_zeldzaam"
207,14370,"Staartmees",2153,1358,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,"Overdispersion 0.9 <1; consider setting overdisp=FALSE","Overdispersion 0.7 <1; consider setting overdisp=FALSE","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",25,42,35,53,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
208,14400,"Glanskop",2153,869,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 5, 6 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 5, 6 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 5, 6 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",16,42,16,48,48,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
209,14420,"Matkop",2153,142,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 3, 4, 5, 6, 7, 8, 13 || model3_overdisp_serialcor:fout:Found zero or less counts for year 3, 4, 5, 6, 7, 8, 13 || model3_basis:fout:Found zero or less counts for year 3, 4, 5, 6, 7, 8, 13 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 17, 18, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41 || model3_overdisp_serialcor:fout:Found zero or less counts for year 17, 18, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41 || model3_basis:fout:Found zero or less counts for year 17, 18, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41 || model2_basis:ok:aic=NA",12,23,10,26,28,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
210,14540,"Kuifmees",2153,163,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,"Overdispersion 0.9 <1; consider setting overdisp=FALSE","model3_overdisp:fout:Found zero or less counts for year 6 || model3_overdisp_serialcor:fout:Found zero or less counts for year 6 || model3_basis:fout:Found zero or less counts for year 6 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",10,42,2,18,18,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
212,14610,"Zwarte Mees",2153,85,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 4, 5, 8 || model3_overdisp_serialcor:fout:Found zero or less counts for year 4, 5, 8 || model3_basis:fout:Found zero or less counts for year 4, 5, 8 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 5, 8, 16, 27, 32, 38 || model3_overdisp_serialcor:fout:Found zero or less counts for year 5, 8, 16, 27, 32, 38 || model3_basis:fout:Found zero or less counts for year 5, 8, 16, 27, 32, 38 || model2_basis:ok:aic=NA",6,36,2,15,15,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
213,14620,"Pimpelmees",2153,1534,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 8 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 8 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 8 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",19,42,29,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
214,14640,"Koolmees",2153,1924,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",26,42,40,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
215,14790,"Boomklever",2153,198,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,"Overdispersion 1.0 <1; consider setting overdisp=FALSE","model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",6,41,5,22,24,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
217,14870,"Boomkruiper",2153,747,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 6 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 6 || model3_basis:fout:Found zero or less counts for year 2, 6 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",9,42,11,46,46,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
218,15080,"Wielewaal",2153,198,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 27 || model3_overdisp_serialcor:fout:Found zero or less counts for year 27 || model3_basis:fout:Found zero or less counts for year 27 || model2_basis:ok:aic=NA",11,41,3,38,38,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
219,15150,"Grauwe Klauwier",2153,53,68,TRUE,TRUE,"model2_basis","model2_basis",FALSE,FALSE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","model3_varianten_mislukt_fallback_naar_model2",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 11, 12, 14, 22, 23, 24 || model3_overdisp_serialcor:fout:Found zero or less counts for year 11, 12, 14, 22, 23, 24 || model3_basis:fout:Found zero or less counts for year 11, 12, 14, 22, 23, 24 || model2_basis:ok:aic=NA","model3_overdisp:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model3_basis:fout:Found zero or less counts for year 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40 || model2_basis:ok:aic=NA",19,5,12,10,17,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
222,15390,"Gaai",2153,1523,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,"Overdispersion 0.8 <1; consider setting overdisp=FALSE","Overdispersion 0.6 <1; consider setting overdisp=FALSE","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",25,42,34,53,53,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
223,15490,"Ekster",2153,1170,68,TRUE,TRUE,"model3_overdisp","model3_overdisp",TRUE,TRUE,FALSE,FALSE,NA,NA,"voorkeursmodel_gekozen","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",26,42,37,52,53,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
224,15600,"Kauw",2153,471,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,NA,"model3_overdisp:fout:Found zero or less counts for year 3, 4, 5, 6, 7, 11, 13 || model3_overdisp_serialcor:fout:Found zero or less counts for year 3, 4, 5, 6, 7, 11, 13 || model3_basis:fout:Found zero or less counts for year 3, 4, 5, 6, 7, 11, 13 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",17,42,21,39,40,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
225,15630,"Roek",2153,8,68,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","geen_model","te_weinig_data_pre","te_weinig_data_post",NA,NA,NA,NA,0,8,0,1,1,"vaste_voorkeurhierarchie_eerste_werkende_model","lokaal_incidenteel"
226,15671,"Zwarte Kraai",2153,1288,68,TRUE,TRUE,"model2_basis","model3_overdisp",FALSE,TRUE,FALSE,FALSE,NA,NA,"model3_varianten_mislukt_fallback_naar_model2","voorkeursmodel_gekozen",NA,NA,NA,"Overdispersion 0.6 <1; consider setting overdisp=FALSE","model3_overdisp:fout:Found zero or less counts for year 2, 3, 4 || model3_overdisp_serialcor:fout:Found zero or less counts for year 2, 3, 4 || model3_basis:fout:Found zero or less counts for year 2, 3, 4 || model2_basis:ok:aic=NA","model3_overdisp:ok:aic=NA || model3_overdisp_serialcor:ok:aic=NA || model3_basis:ok:aic=NA || model2_basis:ok:aic=NA",19,42,26,54,54,"vaste_voorkeurhierarchie_eerste_werkende_model","brugbare_tijdreeks"
227,15673,"Bonte Kraai",2153,1,68,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,"geen_model","geen_model","te_weinig_data_pre","te_weinig_data_post",NA,NA,NA,NA,0,1,0,1,1,"vaste_voorkeurhierarchie_eerste_werkende_model","te_zeldzaam"
