plot_id,jaar,bron,klasse,area_m2,pct
3490,2017,CBS_BBG2017,Bebouwd exclusief bedrijfsterrein,938.496057041041,0.27637074871454237
3490,2017,CBS_BBG2017,Bos,63043.16414205404,18.565114200060336
3490,2017,CBS_BBG2017,Droog natuurlijk terrein,245658.7930850367,72.34223741683066
3490,2017,CBS_BBG2017,Hoofdweg,686.0506194441878,0.2020299626507373
3490,2017,CBS_BBG2017,Water,29252.14593769008,8.614247671743737
3496,2017,CBS_BBG2017,Bos,517.5711875340438,0.24399680262470322
3496,2017,CBS_BBG2017,Droog natuurlijk terrein,211604.54761339602,99.75600319737529
3497,2017,CBS_BBG2017,Bos,47121.49679535187,10.142118469331214
3497,2017,CBS_BBG2017,Droog natuurlijk terrein,417490.4769046471,89.85788153066879
3498,2017,CBS_BBG2017,Bos,58661.772660658695,18.398642679953177
3498,2017,CBS_BBG2017,Droog natuurlijk terrein,228640.88144525734,71.7107869220942
3498,2017,CBS_BBG2017,Hoofdweg,736.1494194162876,0.23088545593813256
3498,2017,CBS_BBG2017,Water,30798.69813763266,9.6596849420145
3499,2017,CBS_BBG2017,Bebouwd exclusief bedrijfsterrein,491.6266224206945,0.3156361042367892
3499,2017,CBS_BBG2017,Bos,11077.596726155753,7.11208326704081
3499,2017,CBS_BBG2017,Droog natuurlijk terrein,100198.41907272564,64.3297925793309
3499,2017,CBS_BBG2017,Hoofdweg,12096.869868466416,7.766481115163905
3499,2017,CBS_BBG2017,Landbouw en overig agrarisch,2141.0427974669688,1.3746009202455756
3499,2017,CBS_BBG2017,Recreatie,59.86774011220939,0.03843652763439709
3499,2017,CBS_BBG2017,Water,29691.987627787654,19.062969486347612
3500,2017,CBS_BBG2017,Bos,6608.800903427422,2.2723070226944704
3500,2017,CBS_BBG2017,Droog natuurlijk terrein,241314.3807974667,82.97123338650947
3500,2017,CBS_BBG2017,Water,42917.83746696449,14.756459590796064
3501,2017,CBS_BBG2017,Bos,68226.95785239934,14.077346982722174
3501,2017,CBS_BBG2017,Droog natuurlijk terrein,415795.94379454484,85.79165712572382
3501,2017,CBS_BBG2017,Recreatie,504.7031126570625,0.1041359759217746
3501,2017,CBS_BBG2017,Water,130.1786717347051,0.026859915632232532
3502,2017,CBS_BBG2017,Bos,334.26529336935937,0.05374008273046341
3502,2017,CBS_BBG2017,Droog natuurlijk terrein,533559.2909045648,85.78072867150699
3502,2017,CBS_BBG2017,Hoofdweg,7357.979894717493,1.182947964131806
3502,2017,CBS_BBG2017,Water,80752.14604882724,12.982583281630738
3503,2017,CBS_BBG2017,Bebouwd exclusief bedrijfsterrein,477.43294744448076,0.08275792430854537
