plot_id,jaar,bron,klasse,area_m2,pct
3490,2010,CBS_BBG2010,Bebouwd exclusief bedrijfsterrein,933.7320751785929,0.27499462573206007
3490,2010,CBS_BBG2010,Bos,100522.39198342281,29.60497801886644
3490,2010,CBS_BBG2010,Droog natuurlijk terrein,208466.84815734153,61.39583763961998
3490,2010,CBS_BBG2010,Hoofdweg,372.4425807654831,0.10968854002867683
3490,2010,CBS_BBG2010,Water,29250.15730053367,8.614501175752853
3496,2010,CBS_BBG2010,Bos,7231.6485476762555,3.4093202603450465
3496,2010,CBS_BBG2010,Droog natuurlijk terrein,204882.43858546868,96.59067973965496
3497,2010,CBS_BBG2010,Droog natuurlijk terrein,454255.6832085714,97.75157175664042
3497,2010,CBS_BBG2010,Hoofdweg,10448.541025770013,2.24842824335959
3498,2010,CBS_BBG2010,Bos,16064.775512316246,5.036850989152776
3498,2010,CBS_BBG2010,Droog natuurlijk terrein,272249.8423684588,85.35954248342593
3498,2010,CBS_BBG2010,Water,30630.205917127725,9.60360652742129
3499,2010,CBS_BBG2010,Bebouwd exclusief bedrijfsterrein,491.6068716800965,0.3155589868496936
3499,2010,CBS_BBG2010,Bos,7273.723077809773,4.668951589742018
3499,2010,CBS_BBG2010,Droog natuurlijk terrein,100198.21650585272,64.31652913368593
3499,2010,CBS_BBG2010,Hoofdweg,15917.366813409628,10.217245596646196
3499,2010,CBS_BBG2010,Landbouw en overig agrarisch,2140.961748848067,1.374268260412107
3499,2010,CBS_BBG2010,Recreatie,59.82798666272561,0.03840316306406713
3499,2010,CBS_BBG2010,Water,29707.513011396753,19.069043269599987
3500,2010,CBS_BBG2010,Bos,5726.163986720052,1.9686505742117146
3500,2010,CBS_BBG2010,Droog natuurlijk terrein,239297.1620171488,82.2701718820553
3500,2010,CBS_BBG2010,Hoofdweg,2926.3696678380174,1.0060835387016152
3500,2010,CBS_BBG2010,Water,42917.76764198544,14.755094005031372
3501,2010,CBS_BBG2010,Bos,56249.76978935395,11.606205150540118
3501,2010,CBS_BBG2010,Droog natuurlijk terrein,427768.5552578221,88.2629320593609
3501,2010,CBS_BBG2010,Recreatie,504.05431936197385,0.10400323164768148
3501,2010,CBS_BBG2010,Water,130.1755362697908,0.026859558451290164
3502,2010,CBS_BBG2010,Bos,86.80287972413183,0.013955336081710137
3502,2010,CBS_BBG2010,Droog natuurlijk terrein,505469.10543207685,81.26448416969913
3502,2010,CBS_BBG2010,Hoofdweg,23130.546609157045,3.718707866724244
3502,2010,CBS_BBG2010,Water,93318.48437889642,15.002852627494926
3503,2010,CBS_BBG2010,Bebouwd exclusief bedrijfsterrein,477.4345991575119,0.08275827442025745
3503,2010,CBS_BBG2010,Bos,12887.345133754028,2.2338859542433824
3503,2010,CBS_BBG2010,Droog natuurlijk terrein,1242.9023395749741,0.2154440693607769
3503,2010,CBS_BBG2010,Hoofdweg,284.7192855438793,0.04935309842931242
3503,2010,CBS_BBG2010,Recreatie,562010.1531020058,97.41855860354627
3504,2010,CBS_BBG2010,Bos,4480.595730352388,1.406477185570811
3504,2010,CBS_BBG2010,Droog natuurlijk terrein,245469.58632519806,77.05389945786135
3504,2010,CBS_BBG2010,Hoofdweg,4504.790963919358,1.4140721675909411
3504,2010,CBS_BBG2010,Water,64113.701703395585,20.1255511889769
3505,2010,CBS_BBG2010,Droog natuurlijk terrein,222305.3287834989,75.48287454327591
3505,2010,CBS_BBG2010,Hoofdweg,5997.926268538459,2.0365715861396536
3505,2010,CBS_BBG2010,Water,66207.69213777402,22.480553870584437
3506,2010,CBS_BBG2010,Droog natuurlijk terrein,556217.2811499921,100.0
3507,2010,CBS_BBG2010,Bos,11900.376882887662,2.983615298033628
3507,2010,CBS_BBG2010,Droog natuurlijk terrein,289286.15827311965,72.52867836263172
3507,2010,CBS_BBG2010,Hoofdweg,8313.76071423005,2.0843931158883375
3507,2010,CBS_BBG2010,Water,89357.32128739973,22.403313223446297
3508,2010,CBS_BBG2010,Bos,7345.7247375477145,1.969578570609976
3508,2010,CBS_BBG2010,Droog natuurlijk terrein,336429.484266138,90.20543600619058
3508,2010,CBS_BBG2010,Hoofdweg,325.28978184374677,0.08721859400516041
3508,2010,CBS_BBG2010,Water,28858.714274589984,7.737766829194291
3509,2010,CBS_BBG2010,Bos,16232.083947112256,4.78978926699935
3509,2010,CBS_BBG2010,Droog natuurlijk terrein,322337.371115549,95.1158265046253
3509,2010,CBS_BBG2010,Recreatie,319.85806324042494,0.0943842283753556
3510,2010,CBS_BBG2010,Bos,44454.938781216406,11.910012773720762
3510,2010,CBS_BBG2010,Droog natuurlijk terrein,327556.2771490227,87.75626627576543
3510,2010,CBS_BBG2010,Hoofdweg,1245.6363151713015,0.3337209505138075
3511,2010,CBS_BBG2010,Droog natuurlijk terrein,145516.56827307513,99.99215003342258
3511,2010,CBS_BBG2010,Hoofdweg,11.4238987462899,0.00784996657742792
3512,2010,CBS_BBG2010,Droog natuurlijk terrein,366251.5212279364,90.2555927767243
3512,2010,CBS_BBG2010,Water,39542.1918929503,9.744407223275687
3513,2010,CBS_BBG2010,Droog natuurlijk terrein,515387.8754927178,90.07755756555436
3513,2010,CBS_BBG2010,Water,56772.26008560521,9.922442434445635
3514,2010,CBS_BBG2010,Bebouwd exclusief bedrijfsterrein,12066.47946918806,3.010265561896003
