plot_id,jaar,bron,klasse,area_m2,pct
3490,2015,CBS_BBG2015,Bebouwd exclusief bedrijfsterrein,933.7223651747935,0.2749759971599957
3490,2015,CBS_BBG2015,Bos,92006.63913368332,27.095438949230218
3490,2015,CBS_BBG2015,Droog natuurlijk terrein,217000.02363266976,63.90528931045342
3490,2015,CBS_BBG2015,Hoofdweg,372.43874454812243,0.10968112040881163
3490,2015,CBS_BBG2015,Water,29252.21991627501,8.614614622747554
3496,2015,CBS_BBG2015,Bos,517.5552600878375,0.24398929490693638
3496,2015,CBS_BBG2015,Droog natuurlijk terrein,211604.56275547756,99.75601070509306
3497,2015,CBS_BBG2015,Droog natuurlijk terrein,464611.9736999993,100.0
3498,2015,CBS_BBG2015,Bos,42626.37475291581,13.370135812781387
3498,2015,CBS_BBG2015,Droog natuurlijk terrein,245561.17265793742,77.02241271544914
3498,2015,CBS_BBG2015,Water,30630.266781927618,9.607451471769481
3499,2015,CBS_BBG2015,Bebouwd exclusief bedrijfsterrein,491.6216083029353,0.3156331604096723
3499,2015,CBS_BBG2015,Bos,11077.522611059409,7.112041887881785
3499,2015,CBS_BBG2015,Droog natuurlijk terrein,100198.5413354069,64.3299271960517
3499,2015,CBS_BBG2015,Hoofdweg,12096.872660222976,7.766489682989676
3499,2015,CBS_BBG2015,Landbouw en overig agrarisch,2141.0467885938747,1.3746046818439437
3499,2015,CBS_BBG2015,Recreatie,59.86483493666924,0.03843469597215315
3499,2015,CBS_BBG2015,Water,29691.804734541976,19.062868694851062
3500,2015,CBS_BBG2015,Bos,5726.009662169336,1.9687529570676223
3500,2015,CBS_BBG2015,Droog natuurlijk terrein,242200.64001029579,83.27496011302384
3500,2015,CBS_BBG2015,Water,42917.84869964116,14.756286929908535
3501,2015,CBS_BBG2015,Bos,58689.61549400929,12.10930120275838
3501,2015,CBS_BBG2015,Droog natuurlijk terrein,425341.1235506737,87.75971244044896
3501,2015,CBS_BBG2015,Recreatie,504.67470070404386,0.104128437523347
3501,2015,CBS_BBG2015,Water,130.17109150159283,0.026857919269304243
3502,2015,CBS_BBG2015,Bos,585.6599939720405,0.09417226177567634
3502,2015,CBS_BBG2015,Droog natuurlijk terrein,537154.5934144752,86.37274784975305
3502,2015,CBS_BBG2015,Water,84162.61154250382,13.533079888471272
3503,2015,CBS_BBG2015,Bebouwd exclusief bedrijfsterrein,477.4263201321486,0.08275680200527104
3503,2015,CBS_BBG2015,Bos,12887.485391117923,2.233909258633586
3503,2015,CBS_BBG2015,Droog natuurlijk terrein,1243.3113707795515,0.21551487340292735
3503,2015,CBS_BBG2015,Hoofdweg,284.64817414300614,0.04934074975630661
3503,2015,CBS_BBG2015,Recreatie,562009.9434535352,97.41847831620191
3504,2015,CBS_BBG2015,Bos,4480.360965329859,1.406241682245779
3504,2015,CBS_BBG2015,Droog natuurlijk terrein,241804.36814613416,75.8946397550276
3504,2015,CBS_BBG2015,Water,72320.60181392054,22.69911856272662
3505,2015,CBS_BBG2015,Bos,10520.29621328489,3.5723933340705285
3505,2015,CBS_BBG2015,Droog natuurlijk terrein,217761.21161930697,73.9455130384614
3505,2015,CBS_BBG2015,Water,66207.2348529075,22.482093627468068
3506,2015,CBS_BBG2015,Droog natuurlijk terrein,556217.2811499921,100.0
3507,2015,CBS_BBG2015,Bos,14872.61732289459,3.728125213848578
3507,2015,CBS_BBG2015,Droog natuurlijk terrein,294714.3585566694,73.87617170294328
3507,2015,CBS_BBG2015,Water,89343.22280712263,22.39570308320814
3508,2015,CBS_BBG2015,Bos,7340.97213370962,1.968365201926995
3508,2015,CBS_BBG2015,Droog natuurlijk terrein,336744.5803301562,90.29271624879979
3508,2015,CBS_BBG2015,Hoofdweg,10.840400207660357,0.002906681316189404
3508,2015,CBS_BBG2015,Water,28851.275918271247,7.736011867957025
3509,2015,CBS_BBG2015,Bos,21409.010212200585,6.3174715433548645
3509,2015,CBS_BBG2015,Droog natuurlijk terrein,317157.0440472178,93.58819397456372
3509,2015,CBS_BBG2015,Recreatie,319.68610802337935,0.0943344820814104
3510,2015,CBS_BBG2015,Bos,44453.469701806214,11.90949056182687
3510,2015,CBS_BBG2015,Droog natuurlijk terrein,327619.0918018574,87.7721470981145
3510,2015,CBS_BBG2015,Hoofdweg,1188.3220835116197,0.3183623400586219
3511,2015,CBS_BBG2015,Bos,2905.879403192219,1.9967838213292497
3511,2015,CBS_BBG2015,Droog natuurlijk terrein,142622.11276862878,98.00321617867074
3512,2015,CBS_BBG2015,Bos,10574.067781828397,2.605564777618729
3512,2015,CBS_BBG2015,Droog natuurlijk terrein,355673.260825497,87.64174203047055
3512,2015,CBS_BBG2015,Water,39578.99636672572,9.75269319191071
3513,2015,CBS_BBG2015,Bos,2054.9298735876228,0.3591364003608146
3513,2015,CBS_BBG2015,Droog natuurlijk terrein,513353.0520478255,89.71779017685911
3513,2015,CBS_BBG2015,Water,56778.48303259602,9.92307342278006
3514,2015,CBS_BBG2015,Bebouwd exclusief bedrijfsterrein,12647.103594218128,3.155728059292156
3514,2015,CBS_BBG2015,Bos,135278.74518316035,33.75499606056044
3514,2015,CBS_BBG2015,Droog natuurlijk terrein,61174.57570251927,15.264390270985759
3514,2015,CBS_BBG2015,Hoofdweg,2422.4074902524844,0.6044434783885275
3514,2015,CBS_BBG2015,Landbouw en overig agrarisch,154089.57704080248,38.44870869361948
3514,2015,CBS_BBG2015,Recreatie,1254.4897024880129,0.313022529209324
3514,2015,CBS_BBG2015,Semi-bebouwd,17923.427474446053,4.472285893637776
3514,2015,CBS_BBG2015,Water,15976.259417557678,3.986425014306542
3515,2015,CBS_BBG2015,Droog natuurlijk terrein,191379.1519500123,100.0
3516,2015,CBS_BBG2015,Bos,20817.235669452417,6.751227366947172
3516,2015,CBS_BBG2015,Droog natuurlijk terrein,286814.189954625,93.01656757875303
3516,2015,CBS_BBG2015,Recreatie,715.9983031622942,0.23220505429980415
3517,2015,CBS_BBG2015,Bos,45734.925630203106,20.870260505219726
3517,2015,CBS_BBG2015,Droog natuurlijk terrein,171705.16264739647,78.35437414980166
3517,2015,CBS_BBG2015,Hoofdweg,11.508492498110481,0.005251680923239889
3517,2015,CBS_BBG2015,Recreatie,1687.6210598121947,0.7701136640553687
3518,2015,CBS_BBG2015,Bos,41479.46737328109,13.465778991101296
3518,2015,CBS_BBG2015,Droog natuurlijk terrein,266094.95754228864,86.38432737492276
3518,2015,CBS_BBG2015,Recreatie,461.7265814384775,0.1498936339759335
3519,2015,CBS_BBG2015,Bos,61779.66112436748,8.706593931834513
3519,2015,CBS_BBG2015,Droog natuurlijk terrein,629573.5479625243,88.7256603965414
3519,2015,CBS_BBG2015,Water,18220.03629530386,2.5677456716240825
3520,2015,CBS_BBG2015,Bos,102292.51092332054,49.860099352433686
3520,2015,CBS_BBG2015,Droog natuurlijk terrein,102866.54862902996,50.13990064756633
3521,2015,CBS_BBG2015,Bos,23331.05038779527,8.276878732728234
3521,2015,CBS_BBG2015,Droog natuurlijk terrein,230810.79238368527,81.88199446708255
3521,2015,CBS_BBG2015,Water,27740.387730945426,9.841126800189233
3522,2015,CBS_BBG2015,Bos,13807.380042662113,7.07122790847999
3522,2015,CBS_BBG2015,Droog natuurlijk terrein,181454.04019955583,92.92877209152
3523,2015,CBS_BBG2015,Bos,357.3012240868005,0.09976925876731921
3523,2015,CBS_BBG2015,Droog natuurlijk terrein,259812.6094788293,72.5475025515407
3523,2015,CBS_BBG2015,Water,97957.66135822801,27.352728189691973
