plot_id,jaar,bron,klasse,area_m2,pct
3490,1996,CBS_BBG1996,BG96_11,1198.364030972025,0.35288088732307876
3490,1996,CBS_BBG1996,BG96_22,688.8355027067073,0.20284060363328477
3490,1996,CBS_BBG1996,BG96_51,26417.146896019698,7.779027070472182
3490,1996,CBS_BBG1996,BG96_60,56824.271531778584,16.732978328260334
3490,1996,CBS_BBG1996,BG96_61,218364.08409920195,64.30142240994599
3490,1996,CBS_BBG1996,BG96_78,36101.782657012016,10.630850700365134
3496,1996,CBS_BBG1996,BG96_60,95.51908638691378,0.045031103127798386
3496,1996,CBS_BBG1996,BG96_61,212022.50546173568,99.9549688968722
3497,1996,CBS_BBG1996,BG96_11,4009.363934893234,0.8629489039992081
3497,1996,CBS_BBG1996,BG96_51,601.249146357636,0.12940887889081037
3497,1996,CBS_BBG1996,BG96_60,18527.759060780772,3.9877919876305583
3497,1996,CBS_BBG1996,BG96_61,441473.6015579677,95.01985022947942
3498,1996,CBS_BBG1996,BG96_51,910.4878355200259,0.28549490966123703
3498,1996,CBS_BBG1996,BG96_60,43426.496745170414,13.616924116383474
3498,1996,CBS_BBG1996,BG96_61,245147.37993491156,76.86904355864638
3498,1996,CBS_BBG1996,BG96_78,29431.24648439579,9.228537415308901
3499,1996,CBS_BBG1996,BG96_11,7062.567268969818,4.533207652534997
3499,1996,CBS_BBG1996,BG96_20,758.689435921867,0.4869754334134846
3499,1996,CBS_BBG1996,BG96_44,36.508810723979764,0.023433691157328657
3499,1996,CBS_BBG1996,BG96_51,144731.9512222301,92.89822862708638
3499,1996,CBS_BBG1996,BG96_60,2754.105261115833,1.7677610095738323
3499,1996,CBS_BBG1996,BG96_61,452.42230104059945,0.290393586233961
3500,1996,CBS_BBG1996,BG96_60,6395.065676386131,2.198834461289664
3500,1996,CBS_BBG1996,BG96_61,244876.21272399006,84.19651689830386
3500,1996,CBS_BBG1996,BG96_78,39567.60869962346,13.604648640406486
3501,1996,CBS_BBG1996,BG96_41,489.4158663026344,0.10098741640974444
3501,1996,CBS_BBG1996,BG96_51,4565.688392473135,0.9420967047331282
3501,1996,CBS_BBG1996,BG96_60,54222.945117368035,11.188511682096419
3501,1996,CBS_BBG1996,BG96_61,425352.49540072994,87.76840419676071
3502,1996,CBS_BBG1996,BG96_60,502.09332555127753,0.08072735995864945
3502,1996,CBS_BBG1996,BG96_61,522997.2675610866,84.08832885686725
3502,1996,CBS_BBG1996,BG96_78,98462.41986336082,15.830943783174096
3503,1996,CBS_BBG1996,BG96_11,288.9333913062068,0.05008298966946127
3503,1996,CBS_BBG1996,BG96_20,513.0208017509356,0.08892573959055214
