plot_id,jaar,habitat_id,aandeel_m2_nieuw,habitat_code,habitat_code_raw,aandeel_m2_bestaand,verschil_m2
20247,2014,11.0,1556.5937891182227,H2190D,H2190D,,1556.5937891182227
20247,2014,,27753.03838145667,H0000,H0000,,27753.03838145667
20758,2014,1.0,4473.3055943200025,H2110,H2110,,4473.3055943200025
20758,2014,2.0,41977.413199530805,H2120,H2120,,41977.413199530805
20758,2014,3.0,70558.25459281246,H2130A,H2130A,,70558.25459281246
20758,2014,4.0,2065.6077494136666,H2130B,H2130B,,2065.6077494136666
20758,2014,5.0,50461.262289856946,H2160,H2160,500853.75,-450392.48771014303
20758,2014,5.0,5911.946974113131,H2160,ZGH2160,500853.75,-494941.8030258869
20758,2014,6.0,1090.0695333595775,H2180A,H2180Ao,,1090.0695333595775
20758,2014,7.0,64537.79391625929,H2180C,H2180C,,64537.79391625929
20758,2014,8.0,3627.1596900524364,H2190A,H2190Ae,,3627.1596900524364
20758,2014,11.0,199.85445028233028,H2190D,H2190D,,199.85445028233028
20758,2014,,233602.01692467078,H0000,H0000,,233602.01692467078
27371,2014,3.0,5361.874871528531,H2130A,H2130A,,5361.874871528531
27371,2014,4.0,43663.64423814435,H2130B,H2130B,,43663.64423814435
27371,2014,5.0,25642.84126797765,H2160,H2160,441140.34,-415497.49873202236
27371,2014,5.0,9.491289538548415,H2160,ZGH2160,441140.34,-441130.84871046146
27371,2014,6.0,21776.921506336468,H2180A,H2180Abe,,21776.921506336468
27371,2014,6.0,305592.4864354229,H2180A,H2180Ao,,305592.4864354229
27371,2014,7.0,1894.2557459264578,H2180C,H2180C,,1894.2557459264578
27371,2014,,43569.0954710047,H0000,H0000,,43569.0954710047
29455,2014,3.0,10629.630113757246,H2130A,H2130A,,10629.630113757246
29455,2014,4.0,39063.33309222325,H2130B,H2130B,,39063.33309222325
29455,2014,5.0,41002.11629354365,H2160,H2160,459940.66,-418938.5437064563
29455,2014,6.0,345053.77439604624,H2180A,H2180Ao,,345053.77439604624
29455,2014,7.0,159.10064245612443,H2180C,H2180C,,159.10064245612443
29455,2014,9.0,1532.1160255441,H2190B,H2190B,,1532.1160255441
29455,2014,10.0,537.0869537344944,H2190C,H2190C,,537.0869537344944
29455,2014,13.0,166.53544472462735,H2180B,H2180B,,166.53544472462735
29455,2014,,19095.043866042084,H0000,H0000,,19095.043866042084
29456,2014,3.0,31534.124554154474,H2130A,H2130A,,31534.124554154474
29456,2014,4.0,406.3602494606081,H2130B,H2130B,,406.3602494606081
29456,2014,5.0,24700.33656362703,H2160,H2160,,24700.33656362703
29456,2014,6.0,27018.895981459442,H2180A,H2180Ao,,27018.895981459442
29456,2014,11.0,14.277713933190464,H2190D,H2190D,,14.277713933190464
29456,2014,13.0,2883.217454678418,H2180B,H2180B,,2883.217454678418
29456,2014,,16331.075503736078,H0000,H0000,,16331.075503736078
29457,2014,3.0,14621.370553972267,H2130A,H2130A,,14621.370553972267
29457,2014,4.0,219444.0579735195,H2130B,H2130B,,219444.0579735195
29457,2014,5.0,32551.416558808378,H2160,H2160,398216.97,-365665.5534411916
29457,2014,6.0,96077.01106574053,H2180A,H2180Ao,,96077.01106574053
29457,2014,,32216.857950016198,H0000,H0000,,32216.857950016198
29459,2014,2.0,23604.958928865144,H2120,H2120,,23604.958928865144
29459,2014,3.0,54504.34050483171,H2130A,H2130A,,54504.34050483171
29459,2014,4.0,35726.57148862125,H2130B,H2130B,,35726.57148862125
29459,2014,5.0,98605.30111343451,H2160,H2160,307004.75,-208399.4488865655
29459,2014,6.0,18838.177552466983,H2180A,H2180Ao,,18838.177552466983
29459,2014,7.0,18353.577051407436,H2180C,H2180C,,18353.577051407436
29459,2014,,76367.86685314814,H0000,H0000,,76367.86685314814
100425,2014,3.0,14.851231912202067,H2130A,H2130A,,14.851231912202067
100425,2014,5.0,853.8995707030782,H2160,H2160,,853.8995707030782
100425,2014,6.0,967.5176262799187,H2180A,H2180Ao,,967.5176262799187
100425,2014,,407.03784711583324,H0000,H0000,,407.03784711583324
112100,2014,3.0,3873.8924911637496,H2130A,H2130A,,3873.8924911637496
112100,2014,4.0,201040.09850727298,H2130B,H2130B,,201040.09850727298
112100,2014,4.0,7982.521333260485,H2130B,ZGH2130B,,7982.521333260485
112100,2014,5.0,41619.075848805114,H2160,H2160,428481.34,-386862.2641511949
112100,2014,5.0,13867.02514249115,H2160,ZGH2160,428481.34,-414614.31485750887
112100,2014,6.0,4981.0909160773035,H2180A,H2180Ao,,4981.0909160773035
112100,2014,6.0,3068.836969177635,H2180A,ZGH2180Abe,,3068.836969177635
112100,2014,6.0,3241.50279478593,H2180A,ZGH2180Ao,,3241.50279478593
112100,2014,7.0,6771.131997767086,H2180C,H2180C,,6771.131997767086
112100,2014,7.0,22940.320928119316,H2180C,ZGH2180C,,22940.320928119316
112100,2014,9.0,954.7553600363041,H2190B,H2190B,,954.7553600363041
112100,2014,13.0,29403.58116512079,H2180B,H2180B,,29403.58116512079
112100,2014,13.0,1253.3246816555236,H2180B,ZGH2180B,,1253.3246816555236
112100,2014,,56933.74223162649,H0000,H0000,,56933.74223162649
