"plot_id","plot_label","totaal_aantal","detecties","geldige_bezoeken","gemiddeld_per_bezoek","waarnemingsfrequentie","soort_id","soort_naam","modelstatus"
"3529","M17b",0,0,133,0,0,29,"Bergeend","alleen_beschrijvend"
"3530","M8",0,0,76,0,0,29,"Bergeend","alleen_beschrijvend"
"3531","M75",0,0,137,0,0,29,"Bergeend","alleen_beschrijvend"
"3532","M77",4,2,142,0.028169014084507,0.0140845070422535,29,"Bergeend","alleen_beschrijvend"
"3533","M36",0,0,56,0,0,29,"Bergeend","alleen_beschrijvend"
"3534","M1a",0,0,91,0,0,29,"Bergeend","alleen_beschrijvend"
"3581","M4-5",6,4,98,0.0612244897959184,0.0408163265306122,29,"Bergeend","alleen_beschrijvend"
"3583","M75a",0,0,55,0,0,29,"Bergeend","alleen_beschrijvend"
"9917","M51",0,0,11,0,0,29,"Bergeend","alleen_beschrijvend"
"10626","M43",0,0,42,0,0,525,"Bladkoning","alleen_beschrijvend"
"12381","M54a",1,1,39,0.0256410256410256,0.0256410256410256,525,"Bladkoning","alleen_beschrijvend"
"12382","M54b",0,0,2,0,0,525,"Bladkoning","alleen_beschrijvend"
"20247","M52",0,0,19,0,0,525,"Bladkoning","alleen_beschrijvend"
"20758","M78/79",3,1,9,0.333333333333333,0.111111111111111,525,"Bladkoning","alleen_beschrijvend"
"27371","M53",0,0,27,0,0,525,"Bladkoning","alleen_beschrijvend"
"29455","M55",0,0,9,0,0,525,"Bladkoning","alleen_beschrijvend"
"29456","M16s",0,0,33,0,0,525,"Bladkoning","alleen_beschrijvend"
"29457","M42",5,4,62,0.0806451612903226,0.0645161290322581,525,"Bladkoning","alleen_beschrijvend"
"29459","M31",0,0,3,0,0,525,"Bladkoning","alleen_beschrijvend"
"3490","M33",3,2,76,0.0394736842105263,0.0263157894736842,525,"Bladkoning","alleen_beschrijvend"
"3496","M34",0,0,37,0,0,525,"Bladkoning","alleen_beschrijvend"
"3497","M83",0,0,135,0,0,525,"Bladkoning","alleen_beschrijvend"
"3498","M7",0,0,128,0,0,525,"Bladkoning","alleen_beschrijvend"
"3500","M46",0,0,31,0,0,525,"Bladkoning","alleen_beschrijvend"
"3501","M71",0,0,118,0,0,525,"Bladkoning","alleen_beschrijvend"
"3502","M10-12-76",2,2,85,0.0235294117647059,0.0235294117647059,525,"Bladkoning","alleen_beschrijvend"
"3504","M3",0,0,118,0,0,525,"Bladkoning","alleen_beschrijvend"
"3505","M1b",1,1,62,0.0161290322580645,0.0161290322580645,525,"Bladkoning","alleen_beschrijvend"
"3506","M13s",2,2,151,0.0132450331125828,0.0132450331125828,525,"Bladkoning","alleen_beschrijvend"
"3507","M45",1,1,49,0.0204081632653061,0.0204081632653061,525,"Bladkoning","alleen_beschrijvend"
"3508","M32",0,0,90,0,0,525,"Bladkoning","alleen_beschrijvend"
"3509","M63",0,0,52,0,0,525,"Bladkoning","alleen_beschrijvend"
"3510","M85",0,0,34,0,0,525,"Bladkoning","alleen_beschrijvend"
"3511","M13",2,1,75,0.0266666666666667,0.0133333333333333,525,"Bladkoning","alleen_beschrijvend"
"3512","M14",10,5,140,0.0714285714285714,0.0357142857142857,525,"Bladkoning","alleen_beschrijvend"
"3513","M17a",0,0,133,0,0,525,"Bladkoning","alleen_beschrijvend"
"3515","M35",0,0,23,0,0,525,"Bladkoning","alleen_beschrijvend"
"3516","M64",0,0,93,0,0,525,"Bladkoning","alleen_beschrijvend"
"3517","M84",0,0,75,0,0,525,"Bladkoning","alleen_beschrijvend"
"3518","M65",2,1,12,0.166666666666667,0.0833333333333333,525,"Bladkoning","alleen_beschrijvend"
"3519","M12a",0,0,65,0,0,525,"Bladkoning","alleen_beschrijvend"
"3520","M62",2,1,56,0.0357142857142857,0.0178571428571429,525,"Bladkoning","alleen_beschrijvend"
"3521","M6",0,0,102,0,0,525,"Bladkoning","alleen_beschrijvend"
"3522","M61",0,0,46,0,0,525,"Bladkoning","alleen_beschrijvend"
"3523","M2",4,3,94,0.0425531914893617,0.0319148936170213,525,"Bladkoning","alleen_beschrijvend"
