"soort_id","soort_naam","soortgroep","protocolgroep","telkarakteristiek","bron_soort_ids","voorlopige_klasse","geldige_bezoeken","detecties","winters","plots","maximum_bezoektotaal","pct_nul","trend_aantal_pct_per_jaar","trend_aantal_laag","trend_aantal_hoog","trend_detectie_pct_per_jaar","trend_detectie_laag","trend_detectie_hoog","trend_getrimd_pct_per_jaar","trend_vanaf_2012_pct_per_jaar","zelfde_trendrichting","robuust_tegen_extremen","robuust_met_telduur","modellen_geconvergeerd","voorspellingen_geldig","model_getest","advies","reden_status"
187,"Bosrietzanger","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","187","alleen_beschrijvend",3757,2,25,50,2,99.9467660367314,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
101,"Bosruiter","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","101","alleen_beschrijvend",3757,3,25,50,1,99.9201490550972,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
131,"Bosuil","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","131","alleen_beschrijvend",3757,23,25,50,2,99.3878094224115,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
192,"Braamsluiper","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","192","alleen_beschrijvend",3757,35,25,50,6,99.0684056428001,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
26,"Brandgans","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","26","alleen_beschrijvend",3757,7,25,50,16,99.81368112856,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
47,"Brilduiker","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","47","nader_beoordelen",3757,263,25,50,15,92.9997338301837,-7.97893098007723,-10.1620501755924,-5.74276060261563,-8.60346278001869,-10.8525334341228,-6.29765109891737,-7.09983108025728,-2.21218109835901,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
635,"Bruine boszanger","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","635","alleen_beschrijvend",3757,2,25,50,1,99.9467660367314,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
57,"Bruine Kiekendief","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","57","alleen_beschrijvend",3757,15,25,50,3,99.6007452754858,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
62,"Buizerd","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","62","kansrijk",3757,2024,25,50,8,46.1272291722119,-0.994274520392879,-1.54552231034424,-0.439940287518292,-1.54720558264345,-2.62551074508593,-0.456959489550157,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
180,"Cetti's Zanger","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","180","alleen_beschrijvend",3757,277,25,50,15,92.6270960873037,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
1,"Dodaars","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","1","kansrijk",3757,1317,25,50,26,64.9454351876497,2.31485942139653,1.49507069191739,3.14126968979769,4.26314820777856,2.75467773379039,5.79376349523,2.37190410137857,-0.915357983124121,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
141,"Draaihals","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","141","alleen_beschrijvend",3757,4,25,50,1,99.8935320734629,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
442,"Drieteenmeeuw","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","442","alleen_beschrijvend",3757,3,25,50,2,99.9201490550972,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
89,"Drieteenstrandloper","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","89","alleen_beschrijvend",3757,11,25,50,110,99.7072132020229,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
154,"Duinpieper","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","154","alleen_beschrijvend",3757,2,25,50,1,99.9467660367314,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
642,"Dwerggors","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","642","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
104,"Dwergmeeuw","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","104","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
223,"Ekster","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","223","kansrijk",3757,1897,25,50,34,49.5075858397658,-8.50024197113998,-9.18441745374439,-7.81091212980247,-14.7684835142644,-15.9987838465277,-13.5201639320799,-8.33919222447016,-13.9039871624458,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
56,"Europese Zeearend","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","56","alleen_beschrijvend",3757,2,25,50,1,99.9467660367314,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
200,"Fitis","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","200","nader_beoordelen",3757,163,25,50,19,95.6614319936119,-11.7978604004506,-14.4680641622611,-9.04429610131857,-10.9670136172201,-13.7349087052175,-8.11030806020013,-10.4614664802914,-5.59916968170813,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
640,"Frater","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","640","alleen_beschrijvend",3757,8,25,50,11,99.7870641469257,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
2,"Fuut","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","2","kansrijk",3757,867,25,50,29,76.9230769230769,2.51386614844182,1.44352472071321,3.59550086250946,3.74966877793943,2.13484177335512,5.39002738574024,2.32798070098246,-8.55058782644452,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
222,"Gaai","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","222","kansrijk",3757,2873,25,50,27,23.5294117647059,-1.42395534430184,-1.86275362224715,-0.983195080099175,-4.2980271118275,-5.63519418610796,-2.94191212821666,-1.36976288707583,-0.641256610822627,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"betrouwbaar","kernmodellen en gevoeligheidscontroles groen"
249,"Geelgors","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","249","alleen_beschrijvend",3757,4,25,50,1,99.8935320734629,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
170,"Gekraagde Roodstaart","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","170","alleen_beschrijvend",3757,92,25,50,16,97.551237689646,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
158,"Gele Kwikstaart","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","158;645","alleen_beschrijvend",3757,11,25,50,3,99.7072132020229,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
4,"Geoorde Fuut","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","4","alleen_beschrijvend",3757,27,25,50,4,99.2813414958744,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
71,"Gewone Fazant","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","71","alleen_beschrijvend",3757,177,25,50,17,95.288794250732,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
136,"Gierzwaluw","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","136","alleen_beschrijvend",3757,2,25,50,1,99.9467660367314,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
208,"Glanskop","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","208","kansrijk",3757,1169,25,50,18,68.8847484695236,-1.58925372677605,-2.55568703929501,-0.613235520904487,-2.57144140249201,-3.80689345486376,-1.32012187449203,-1.60107423550406,-13.5718526858644,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
201,"Goudhaan","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","201","kansrijk",3757,1375,25,50,46,63.4016502528613,-0.853753162920345,-1.89778768008509,0.201392297078962,-0.880036175770715,-2.06316063729458,0.317381002370976,-0.830495031313605,-6.16781458327016,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
87,"Goudplevier","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","87","alleen_beschrijvend",3757,4,25,50,1,99.8935320734629,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
246,"Goudvink","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","246","kansrijk",3757,903,25,50,19,75.9648655842427,-10.4536310595526,-11.518410571879,-9.37603808606209,-13.2528741802589,-14.6299993555717,-11.8535342487769,-10.3132863270165,-21.8862929185901,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
193,"Grasmus","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","193","alleen_beschrijvend",3757,57,25,50,5,98.4828320468459,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
643,"Grasparkiet","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","643","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
156,"Graspieper","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","156","kansrijk",3757,950,25,50,155,74.7138674474315,-0.647573169702143,-1.74694562816379,0.464100380162202,-0.502169717122436,-1.969079416501,0.986690444960381,-0.58408872367578,10.8714985766922,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
21,"Grauwe Gans","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","21","kansrijk",3757,492,25,50,535,86.9044450359329,14.4510779283771,11.4621174478509,17.5201901677134,9.70584163362167,7.5608798370828,11.8935779139281,13.2530837837006,5.8912628201693,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
203,"Grauwe Vliegenvanger","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","203","alleen_beschrijvend",3757,11,25,50,2,99.7072132020229,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
142,"Groene Specht","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","142","kansrijk",3757,679,25,50,4,81.9270694703221,-4.28435910303778,-5.39432752153558,-3.16136789364611,-6.4192200545321,-7.93864689675112,-4.87471582803581,-4.12345213820652,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
236,"Groenling","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","236","kansrijk",3757,649,25,50,53,82.7255789193506,5.2645567256993,3.52828196804811,7.02995057985965,4.14991916460008,2.65389828537816,5.66774222092827,4.77458976596254,-0.369847622954111,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
99,"Groenpootruiter","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","99","alleen_beschrijvend",3757,5,25,50,3,99.8669150918286,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
241,"Grote Barmsijs","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","241","alleen_beschrijvend",3757,21,25,50,14,99.4410433856801,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
144,"Grote Bonte Specht","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","144","kansrijk",3757,1879,25,50,26,49.9866915091829,2.59881259788945,2.06103157349391,3.13942730352199,6.14436780207224,4.7582559446411,7.54882003815882,2.49210011830403,1.99607397058255,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"betrouwbaar","kernmodellen en gevoeligheidscontroles groen"
25,"Grote Canadese Gans","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","25;644;646","nader_beoordelen",3757,198,25,50,36,94.729837636412,11.0206903356705,6.84573900613374,15.3587760940215,7.28341122288103,4.24124486780464,10.4143598650809,9.26709858159724,-0.906725679965636,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
160,"Grote Gele Kwikstaart","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","160","alleen_beschrijvend",3757,55,25,50,3,98.5360660101145,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
435,"Grote jager","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","435","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
244,"Grote Kruisbek","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","244","alleen_beschrijvend",3757,1,25,50,4,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
179,"Grote Lijster","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","179","nader_beoordelen",3757,123,25,50,11,96.7261112589832,-6.17350934224853,-9.40842917368195,-2.8230742788752,-4.65651150916988,-7.61582464659896,-1.60240362781566,-4.2544140495114,-3.97979332913199,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
112,"Grote Mantelmeeuw","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","112","alleen_beschrijvend",3757,32,25,50,26,99.148256587703,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
631,"Grote Pieper","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","631","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
628,"Grote toppereend","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","628","alleen_beschrijvend",3757,5,25,50,2,99.8669150918286,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
51,"Grote Zaagbek","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","51","nader_beoordelen",3757,210,25,50,20,94.4104338568006,21.602930116478,17.3470710499194,26.0131376148498,19.3592612982517,15.5204925468871,23.3255930923421,20.6616035520706,11.9151805657412,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
363,"Grote zee-eend","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","363","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
10,"Grote Zilverreiger","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","10","nader_beoordelen",3757,167,25,50,7,95.5549640670748,18.2707061349979,14.646458820972,22.0095245289186,20.5997231099584,16.4515118210252,24.8957011099333,17.417479416782,12.9100928139865,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
95,"Grutto","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","95","alleen_beschrijvend",3757,2,25,50,2,99.9467660367314,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
126,"Halsbandparkiet","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","126","nader_beoordelen",3757,233,25,50,18,93.7982432792121,-7.64784667079104,-10.2708285262009,-4.94818926270638,-6.78319062602395,-10.1852695540808,-3.25224485201361,-7.1872045609617,-10.0126460540008,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
60,"Havik","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","60","kansrijk",3757,721,25,50,3,80.8091562416822,-2.28982565728035,-3.33280574934772,-1.23559244588041,-2.68166017443977,-3.99286693085146,-1.35254575738769,-2.26275830294644,-6.67035022561577,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
165,"Heggenmus","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","165","kansrijk",3757,1869,25,50,68,50.2528613255257,-2.76578381298278,-3.41156985328457,-2.11568007532101,-2.95895664948782,-4.17179861324856,-1.73076444845065,-2.6322285205014,-4.19212185849539,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"betrouwbaar","kernmodellen en gevoeligheidscontroles groen"
122,"Holenduif","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","122","nader_beoordelen",3757,107,25,50,12,97.1519829651318,0.341493682878458,-3.78408839439067,4.64397402148766,-0.982107188390757,-4.08889268909172,2.22531437436795,-0.343737227832108,-4.25478974111676,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
123,"Houtduif","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","123","kansrijk",3757,1392,25,50,506,62.9491615650785,-5.23847427340278,-6.60928494545726,-3.84754252295716,-8.82221001312701,-9.97167384040004,-7.65807005949939,-4.97606737398099,-12.5921838205243,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
94,"Houtsnip","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","94","kansrijk",3757,973,25,50,35,74.101676869843,1.91620679118691,0.912545637410522,2.92985020936105,2.32871772769705,1.01953819629528,3.65486378929727,1.78006839804137,9.32942389442193,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
231,"Huismus","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","231","alleen_beschrijvend",3757,62,25,50,24,98.3497471386745,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
153,"Huiszwaluw","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","153","alleen_beschrijvend",3757,56,25,50,150,98.5094490284802,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
639,"hybride Zwarte Kraai x Bonte Kraai","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","639","alleen_beschrijvend",3757,3,25,50,2,99.9201490550972,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
302,"IJsduiker","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","302","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
362,"IJseend","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","362","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
641,"IJsgors","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","641","alleen_beschrijvend",3757,9,25,50,4,99.7604471652915,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
137,"IJsvogel","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","137","nader_beoordelen",3757,195,25,50,5,94.8096885813149,5.80064202964539,3.29811087554182,8.36380025741157,6.55190379213537,3.84385401252145,9.33057434828539,5.50023578808674,-4.31303686191455,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
625,"Jan-van-gent","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","625","alleen_beschrijvend",3757,1,25,50,1,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
415,"Kanoetstrandloper","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","415","alleen_beschrijvend",3757,2,25,50,2,99.9467660367314,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
224,"Kauw","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","224","kansrijk",3757,444,25,50,272,88.1820601543785,-17.9056647292659,-20.1944169745414,-15.5512731309317,-18.0444194867784,-20.4273667572097,-15.5901105249937,-17.8202795673311,-26.9932556557744,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"indicatief","kernmodellen bruikbaar; minimaal één gevoeligheidscontrole vraagt terughoudendheid"
234,"Keep","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","234","nader_beoordelen",3757,232,25,50,24,93.8248602608464,0.657397378393809,-2.27225862498426,3.67487782319833,1.20297884375387,-1.13912634397008,3.60057066140027,1.37313393416432,-2.02303510605568,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"betrouwbaar","kernmodellen en gevoeligheidscontroles groen"
128,"Kerkuil","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","128","alleen_beschrijvend",3757,3,25,50,1,99.9201490550972,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
88,"Kievit","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","88","alleen_beschrijvend",3757,84,25,50,14,97.7641735427203,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
220,"Klapekster","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","220","alleen_beschrijvend",3757,42,25,50,2,98.8820867713601,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
242,"Kleine Barmsijs","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","242","alleen_beschrijvend",3757,29,25,50,14,99.2281075326058,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
146,"Kleine Bonte Specht","overige_vogels","alle_volledige_bezoeken","overige vogelsoort","146","nader_beoordelen",3757,140,25,50,3,96.2736225712004,9.67355939111934,6.15052251183115,13.3135225799454,10.0681540012914,6.41965865560779,13.8417344906002,9.21458835471878,5.09205171360423,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"alleen_beschrijvend","minimaal één kernmodel, Hessiaan of voorspelling is niet stabiel"
24,"Kleine Canadese Gans","water_wetland","alle_volledige_bezoeken","water- of wetlandsoort","24","alleen_beschrijvend",3757,1,25,50,2,99.9733830183657,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"alleen_beschrijvend","onvoldoende winters of positieve bezoeken voor volledige modelvalidatie"
