"maand","totaal_aantal","detecties","geldige_bezoeken","gemiddeld_per_bezoek","waarnemingsfrequentie","schatting_aantal","ondergrens_aantal","bovengrens_aantal","schatting_detectie","ondergrens_detectie","bovengrens_detectie","maandindex","soort_id","soort_naam","modelstatus","weergavetype"
"okt",0,0,547,0,0,,,,,,,,643,"Grasparkiet","alleen_beschrijvend","beschrijvend"
"sep",1,1,508,0.00196850393700787,0.00196850393700787,,,,,,,,643,"Grasparkiet","alleen_beschrijvend","beschrijvend"
"dec",337,87,563,0.598579040852576,0.154529307282416,0.0860973957030393,0.0437058846256547,0.152143864607902,0.050103624436735,0.0248838484184047,0.0841891116717848,25.7603821369464,156,"Graspieper","indicatief","modelindex"
"feb",289,83,556,0.51978417266187,0.149280575539568,0.0929268508732816,0.0478170308224259,0.16639967893407,0.0479093593413556,0.0254468243009291,0.0819135681191092,27.8037584032784,156,"Graspieper","indicatief","modelindex"
"jan",299,84,562,0.53202846975089,0.149466192170818,0.0872590871561692,0.0459528490819264,0.153147120662324,0.0481791401097632,0.0252945556417746,0.0819001794395221,26.1079607775486,156,"Graspieper","indicatief","modelindex"
"mrt",739,147,451,1.63858093126386,0.325942350332594,0.351119511669309,0.188581611135632,0.630903979393622,0.210839796761686,0.120485355034342,0.310382106871425,105.05512649345,156,"Graspieper","indicatief","modelindex"
"nov",683,152,570,1.19824561403509,0.266666666666667,0.20416804618974,0.10798704155848,0.368474974527258,0.134392393577371,0.0774970337922675,0.212182809036387,61.0871774582118,156,"Graspieper","indicatief","modelindex"
"okt",2124,211,547,3.88299817184644,0.385740402193784,0.917697968720593,0.49431131724827,1.57805021334797,0.278773246678696,0.18085969536023,0.391034773237572,274.575672905138,156,"Graspieper","indicatief","modelindex"
"sep",1658,186,508,3.26377952755906,0.366141732283465,0.600299577443642,0.321471288627732,1.04456073825273,0.250650053994914,0.152058172747061,0.359328530732153,179.609921825426,156,"Graspieper","indicatief","modelindex"
"dec",442,26,563,0.785079928952043,0.0461811722912966,0.0361241854077166,0.00941755815970172,0.0994878175490914,0.00654311672799424,0.00224496744294467,0.0133771842158274,18.6133229242346,21,"Grauwe Gans","indicatief","modelindex"
"feb",766,97,556,1.37769784172662,0.174460431654676,0.160098074703613,0.0457629642020456,0.416641316356558,0.0419730703039442,0.0162245877444641,0.0789533212199907,82.4920238442258,21,"Grauwe Gans","indicatief","modelindex"
"jan",924,55,562,1.644128113879,0.097864768683274,0.113039530541019,0.031717284361457,0.304187326445503,0.0176209160379502,0.00623991727220768,0.035143461287916,58.2446707494315,21,"Grauwe Gans","indicatief","modelindex"
"mrt",1737,201,451,3.85144124168514,0.445676274944568,0.806812526658817,0.22091795899836,2.182878179245,0.24948706450025,0.125919931568011,0.386889858178083,415.717667499577,21,"Grauwe Gans","indicatief","modelindex"
"nov",555,31,570,0.973684210526316,0.0543859649122807,0.0329689517771561,0.00831951928106891,0.09363362578699,0.00757094081946681,0.00279615887402532,0.0165197660148382,16.9875594141602,21,"Grauwe Gans","indicatief","modelindex"
"okt",1626,39,547,2.97257769652651,0.0712979890310786,0.0913325297301106,0.0261034207388172,0.273410257739519,0.0114596587937464,0.00436748861242196,0.0238956131490309,47.0599364433187,21,"Grauwe Gans","indicatief","modelindex"
"sep",1302,43,508,2.56299212598425,0.0846456692913386,0.118163452250915,0.0318834679722714,0.33017660993498,0.0141186529140379,0.00509257776749932,0.0276562680240101,60.8848191250519,21,"Grauwe Gans","indicatief","modelindex"
"dec",0,0,563,0,0,,,,,,,,203,"Grauwe Vliegenvanger","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,203,"Grauwe Vliegenvanger","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,203,"Grauwe Vliegenvanger","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,203,"Grauwe Vliegenvanger","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,203,"Grauwe Vliegenvanger","alleen_beschrijvend","beschrijvend"
"okt",1,1,547,0.00182815356489945,0.00182815356489945,,,,,,,,203,"Grauwe Vliegenvanger","alleen_beschrijvend","beschrijvend"
"sep",12,10,508,0.0236220472440945,0.0196850393700787,,,,,,,,203,"Grauwe Vliegenvanger","alleen_beschrijvend","beschrijvend"
"dec",113,96,563,0.200710479573712,0.170515097690941,,,,,,,,142,"Groene Specht","alleen_beschrijvend","beschrijvend"
"feb",115,94,556,0.206834532374101,0.169064748201439,,,,,,,,142,"Groene Specht","alleen_beschrijvend","beschrijvend"
"jan",90,79,562,0.160142348754448,0.140569395017794,,,,,,,,142,"Groene Specht","alleen_beschrijvend","beschrijvend"
"mrt",111,79,451,0.246119733924612,0.175166297117517,,,,,,,,142,"Groene Specht","alleen_beschrijvend","beschrijvend"
"nov",123,104,570,0.215789473684211,0.182456140350877,,,,,,,,142,"Groene Specht","alleen_beschrijvend","beschrijvend"
"okt",180,134,547,0.329067641681901,0.244972577696527,,,,,,,,142,"Groene Specht","alleen_beschrijvend","beschrijvend"
"sep",132,93,508,0.259842519685039,0.183070866141732,,,,,,,,142,"Groene Specht","alleen_beschrijvend","beschrijvend"
"dec",302,102,563,0.536412078152753,0.181172291296625,0.361781984300234,0.234695797883387,0.561885089005906,0.146470918070721,0.104455083296726,0.199421441635097,89.6337798366442,236,"Groenling","indicatief","modelindex"
"feb",170,64,556,0.305755395683453,0.115107913669065,0.176493083316563,0.110256621608219,0.266274629437588,0.0893990113603306,0.06229912521446,0.124919463975475,43.7272801277989,236,"Groenling","indicatief","modelindex"
"jan",207,63,562,0.368327402135231,0.112099644128114,0.206734989416533,0.129417092635329,0.317926884387583,0.0871355707982475,0.0589106831813855,0.126813035478853,51.2199040583362,236,"Groenling","indicatief","modelindex"
"mrt",172,78,451,0.381374722838137,0.172949002217295,0.257590986124884,0.147933965664909,0.412454145115045,0.133265826924425,0.0908527708447917,0.181463120124748,63.8197996035674,236,"Groenling","indicatief","modelindex"
"nov",467,140,570,0.819298245614035,0.245614035087719,0.656142062026487,0.424401268122476,1.00009527960194,0.213424713009481,0.156469533743891,0.277374072802254,162.56335495257,236,"Groenling","indicatief","modelindex"
"okt",485,118,547,0.886654478976234,0.215722120658135,0.741856714431616,0.453522356926317,1.13076193006395,0.1883144898129,0.135802993236054,0.249016101462589,183.799703405122,236,"Groenling","indicatief","modelindex"
"sep",398,84,508,0.783464566929134,0.165354330708661,0.424756753226001,0.257094513392132,0.648750974249488,0.129813600052116,0.0869157783993743,0.177355922714864,105.236178015961,236,"Groenling","indicatief","modelindex"
"dec",0,0,563,0,0,,,,,,,,99,"Groenpootruiter","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,99,"Groenpootruiter","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,99,"Groenpootruiter","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,99,"Groenpootruiter","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,99,"Groenpootruiter","alleen_beschrijvend","beschrijvend"
"okt",2,1,547,0.0036563071297989,0.00182815356489945,,,,,,,,99,"Groenpootruiter","alleen_beschrijvend","beschrijvend"
"sep",6,4,508,0.0118110236220472,0.0078740157480315,,,,,,,,99,"Groenpootruiter","alleen_beschrijvend","beschrijvend"
"dec",8,3,563,0.0142095914742451,0.00532859680284192,,,,,,,,241,"Grote Barmsijs","alleen_beschrijvend","beschrijvend"
"feb",8,3,556,0.0143884892086331,0.00539568345323741,,,,,,,,241,"Grote Barmsijs","alleen_beschrijvend","beschrijvend"
"jan",17,6,562,0.0302491103202847,0.0106761565836299,,,,,,,,241,"Grote Barmsijs","alleen_beschrijvend","beschrijvend"
"mrt",5,1,451,0.0110864745011086,0.00221729490022173,,,,,,,,241,"Grote Barmsijs","alleen_beschrijvend","beschrijvend"
"nov",44,7,570,0.0771929824561404,0.012280701754386,,,,,,,,241,"Grote Barmsijs","alleen_beschrijvend","beschrijvend"
"okt",1,1,547,0.00182815356489945,0.00182815356489945,,,,,,,,241,"Grote Barmsijs","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,241,"Grote Barmsijs","alleen_beschrijvend","beschrijvend"
"dec",752,280,563,1.33570159857904,0.497335701598579,0.771692969315609,0.537521768342422,1.1206959770726,0.550147752028738,0.41474703392705,0.690423297259352,92.160220433388,144,"Grote Bonte Specht","betrouwbaar","modelindex"
"feb",725,267,556,1.30395683453237,0.48021582733813,0.79485605397351,0.550332724803441,1.14643575412994,0.527627781029375,0.396962780180142,0.669541612837291,94.9264954583926,144,"Grote Bonte Specht","betrouwbaar","modelindex"
"jan",659,251,562,1.17259786476868,0.446619217081851,0.70790570351243,0.504470238941014,1.02068989718432,0.486004783420179,0.342160017650297,0.618360571005222,84.5423611149629,144,"Grote Bonte Specht","betrouwbaar","modelindex"
"mrt",699,225,451,1.54988913525499,0.498891352549889,0.875367809072896,0.609984485421331,1.25869929378285,0.529265637399372,0.388855607473658,0.673458319477119,104.541693979663,144,"Grote Bonte Specht","betrouwbaar","modelindex"
"nov",768,289,570,1.34736842105263,0.507017543859649,0.817771272067741,0.576279395280657,1.18100258095382,0.576555931443153,0.445044880415525,0.705497960693568,97.6631687660637,144,"Grote Bonte Specht","betrouwbaar","modelindex"
"okt",852,276,547,1.55758683729433,0.504570383912249,0.903432131144527,0.62858349051016,1.3025628737891,0.569850493791229,0.433160390523055,0.698901312082609,107.893304284898,144,"Grote Bonte Specht","betrouwbaar","modelindex"
"sep",829,291,508,1.63188976377953,0.572834645669291,0.990343271844847,0.677455424014231,1.43664155884975,0.664893377451877,0.534872816026177,0.779560633306305,118.272755962632,144,"Grote Bonte Specht","betrouwbaar","modelindex"
"dec",21,3,563,0.0373001776198934,0.00532859680284192,,,,,,,,25,"Grote Canadese Gans","alleen_beschrijvend","beschrijvend"
"feb",219,61,556,0.393884892086331,0.109712230215827,,,,,,,,25,"Grote Canadese Gans","alleen_beschrijvend","beschrijvend"
"jan",68,17,562,0.120996441281139,0.0302491103202847,,,,,,,,25,"Grote Canadese Gans","alleen_beschrijvend","beschrijvend"
"mrt",366,101,451,0.811529933481153,0.223946784922395,,,,,,,,25,"Grote Canadese Gans","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,25,"Grote Canadese Gans","alleen_beschrijvend","beschrijvend"
"okt",98,7,547,0.179159049360146,0.0127970749542962,,,,,,,,25,"Grote Canadese Gans","alleen_beschrijvend","beschrijvend"
"sep",81,9,508,0.159448818897638,0.0177165354330709,,,,,,,,25,"Grote Canadese Gans","alleen_beschrijvend","beschrijvend"
"dec",11,11,563,0.019538188277087,0.019538188277087,,,,,,,,160,"Grote Gele Kwikstaart","alleen_beschrijvend","beschrijvend"
"feb",8,8,556,0.0143884892086331,0.0143884892086331,,,,,,,,160,"Grote Gele Kwikstaart","alleen_beschrijvend","beschrijvend"
"jan",2,2,562,0.00355871886120996,0.00355871886120996,,,,,,,,160,"Grote Gele Kwikstaart","alleen_beschrijvend","beschrijvend"
"mrt",1,1,451,0.00221729490022173,0.00221729490022173,,,,,,,,160,"Grote Gele Kwikstaart","alleen_beschrijvend","beschrijvend"
"nov",9,9,570,0.0157894736842105,0.0157894736842105,,,,,,,,160,"Grote Gele Kwikstaart","alleen_beschrijvend","beschrijvend"
"okt",27,21,547,0.0493601462522852,0.0383912248628885,,,,,,,,160,"Grote Gele Kwikstaart","alleen_beschrijvend","beschrijvend"
"sep",5,3,508,0.00984251968503937,0.00590551181102362,,,,,,,,160,"Grote Gele Kwikstaart","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,435,"Grote jager","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,435,"Grote jager","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,435,"Grote jager","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,435,"Grote jager","alleen_beschrijvend","beschrijvend"
"nov",1,1,570,0.00175438596491228,0.00175438596491228,,,,,,,,435,"Grote jager","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,435,"Grote jager","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,435,"Grote jager","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,244,"Grote Kruisbek","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,244,"Grote Kruisbek","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,244,"Grote Kruisbek","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,244,"Grote Kruisbek","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,244,"Grote Kruisbek","alleen_beschrijvend","beschrijvend"
"okt",4,1,547,0.00731261425959781,0.00182815356489945,,,,,,,,244,"Grote Kruisbek","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,244,"Grote Kruisbek","alleen_beschrijvend","beschrijvend"
"dec",7,7,563,0.0124333925399645,0.0124333925399645,,,,,,,,179,"Grote Lijster","alleen_beschrijvend","beschrijvend"
"feb",20,18,556,0.0359712230215827,0.0323741007194245,,,,,,,,179,"Grote Lijster","alleen_beschrijvend","beschrijvend"
"jan",8,6,562,0.0142348754448399,0.0106761565836299,,,,,,,,179,"Grote Lijster","alleen_beschrijvend","beschrijvend"
"mrt",32,24,451,0.0709534368070953,0.0532150776053215,,,,,,,,179,"Grote Lijster","alleen_beschrijvend","beschrijvend"
"nov",32,17,570,0.056140350877193,0.0298245614035088,,,,,,,,179,"Grote Lijster","alleen_beschrijvend","beschrijvend"
"okt",96,42,547,0.175502742230347,0.076782449725777,,,,,,,,179,"Grote Lijster","alleen_beschrijvend","beschrijvend"
"sep",10,9,508,0.0196850393700787,0.0177165354330709,,,,,,,,179,"Grote Lijster","alleen_beschrijvend","beschrijvend"
"dec",9,6,563,0.0159857904085258,0.0106571936056838,,,,,,,,112,"Grote Mantelmeeuw","alleen_beschrijvend","beschrijvend"
"feb",1,1,556,0.00179856115107914,0.00179856115107914,,,,,,,,112,"Grote Mantelmeeuw","alleen_beschrijvend","beschrijvend"
"jan",13,7,562,0.0231316725978648,0.0124555160142349,,,,,,,,112,"Grote Mantelmeeuw","alleen_beschrijvend","beschrijvend"
"mrt",6,2,451,0.0133037694013304,0.00443458980044346,,,,,,,,112,"Grote Mantelmeeuw","alleen_beschrijvend","beschrijvend"
"nov",78,11,570,0.136842105263158,0.0192982456140351,,,,,,,,112,"Grote Mantelmeeuw","alleen_beschrijvend","beschrijvend"
"okt",5,2,547,0.00914076782449726,0.0036563071297989,,,,,,,,112,"Grote Mantelmeeuw","alleen_beschrijvend","beschrijvend"
"sep",5,3,508,0.00984251968503937,0.00590551181102362,,,,,,,,112,"Grote Mantelmeeuw","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,631,"Grote Pieper","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,631,"Grote Pieper","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,631,"Grote Pieper","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,631,"Grote Pieper","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,631,"Grote Pieper","alleen_beschrijvend","beschrijvend"
"okt",1,1,547,0.00182815356489945,0.00182815356489945,,,,,,,,631,"Grote Pieper","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,631,"Grote Pieper","alleen_beschrijvend","beschrijvend"
"dec",2,2,563,0.00355239786856128,0.00355239786856128,,,,,,,,628,"Grote toppereend","alleen_beschrijvend","beschrijvend"
"feb",1,1,556,0.00179856115107914,0.00179856115107914,,,,,,,,628,"Grote toppereend","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,628,"Grote toppereend","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,628,"Grote toppereend","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,628,"Grote toppereend","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,628,"Grote toppereend","alleen_beschrijvend","beschrijvend"
"sep",3,2,508,0.00590551181102362,0.00393700787401575,,,,,,,,628,"Grote toppereend","alleen_beschrijvend","beschrijvend"
"dec",241,53,563,0.428063943161634,0.0941385435168739,,,,,,,,51,"Grote Zaagbek","alleen_beschrijvend","beschrijvend"
"feb",145,45,556,0.260791366906475,0.0809352517985611,,,,,,,,51,"Grote Zaagbek","alleen_beschrijvend","beschrijvend"
"jan",284,63,562,0.505338078291815,0.112099644128114,,,,,,,,51,"Grote Zaagbek","alleen_beschrijvend","beschrijvend"
"mrt",47,18,451,0.104212860310421,0.0399113082039911,,,,,,,,51,"Grote Zaagbek","alleen_beschrijvend","beschrijvend"
"nov",168,30,570,0.294736842105263,0.0526315789473684,,,,,,,,51,"Grote Zaagbek","alleen_beschrijvend","beschrijvend"
"okt",1,1,547,0.00182815356489945,0.00182815356489945,,,,,,,,51,"Grote Zaagbek","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,51,"Grote Zaagbek","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,363,"Grote zee-eend","alleen_beschrijvend","beschrijvend"
"feb",0,0,556,0,0,,,,,,,,363,"Grote zee-eend","alleen_beschrijvend","beschrijvend"
"jan",1,1,562,0.00177935943060498,0.00177935943060498,,,,,,,,363,"Grote zee-eend","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,363,"Grote zee-eend","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,363,"Grote zee-eend","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,363,"Grote zee-eend","alleen_beschrijvend","beschrijvend"
"sep",0,0,508,0,0,,,,,,,,363,"Grote zee-eend","alleen_beschrijvend","beschrijvend"
"dec",40,38,563,0.0710479573712256,0.0674955595026643,,,,,,,,10,"Grote Zilverreiger","alleen_beschrijvend","beschrijvend"
"feb",23,18,556,0.0413669064748201,0.0323741007194245,,,,,,,,10,"Grote Zilverreiger","alleen_beschrijvend","beschrijvend"
"jan",31,29,562,0.0551601423487545,0.0516014234875445,,,,,,,,10,"Grote Zilverreiger","alleen_beschrijvend","beschrijvend"
"mrt",10,10,451,0.0221729490022173,0.0221729490022173,,,,,,,,10,"Grote Zilverreiger","alleen_beschrijvend","beschrijvend"
"nov",37,27,570,0.0649122807017544,0.0473684210526316,,,,,,,,10,"Grote Zilverreiger","alleen_beschrijvend","beschrijvend"
"okt",31,25,547,0.056672760511883,0.0457038391224863,,,,,,,,10,"Grote Zilverreiger","alleen_beschrijvend","beschrijvend"
"sep",36,20,508,0.0708661417322835,0.0393700787401575,,,,,,,,10,"Grote Zilverreiger","alleen_beschrijvend","beschrijvend"
"dec",0,0,563,0,0,,,,,,,,95,"Grutto","alleen_beschrijvend","beschrijvend"
"feb",1,1,556,0.00179856115107914,0.00179856115107914,,,,,,,,95,"Grutto","alleen_beschrijvend","beschrijvend"
"jan",0,0,562,0,0,,,,,,,,95,"Grutto","alleen_beschrijvend","beschrijvend"
"mrt",0,0,451,0,0,,,,,,,,95,"Grutto","alleen_beschrijvend","beschrijvend"
"nov",0,0,570,0,0,,,,,,,,95,"Grutto","alleen_beschrijvend","beschrijvend"
"okt",0,0,547,0,0,,,,,,,,95,"Grutto","alleen_beschrijvend","beschrijvend"
"sep",2,1,508,0.00393700787401575,0.00196850393700787,,,,,,,,95,"Grutto","alleen_beschrijvend","beschrijvend"
"dec",145,35,563,0.257548845470693,0.0621669626998224,,,,,,,,126,"Halsbandparkiet","alleen_beschrijvend","beschrijvend"
"feb",162,41,556,0.29136690647482,0.0737410071942446,,,,,,,,126,"Halsbandparkiet","alleen_beschrijvend","beschrijvend"
"jan",184,37,562,0.327402135231317,0.0658362989323843,,,,,,,,126,"Halsbandparkiet","alleen_beschrijvend","beschrijvend"
"mrt",104,26,451,0.23059866962306,0.057649667405765,,,,,,,,126,"Halsbandparkiet","alleen_beschrijvend","beschrijvend"
"nov",180,36,570,0.31578947368421,0.0631578947368421,,,,,,,,126,"Halsbandparkiet","alleen_beschrijvend","beschrijvend"
"okt",168,34,547,0.307129798903108,0.0621572212065814,,,,,,,,126,"Halsbandparkiet","alleen_beschrijvend","beschrijvend"
"sep",108,24,508,0.21259842519685,0.047244094488189,,,,,,,,126,"Halsbandparkiet","alleen_beschrijvend","beschrijvend"
"dec",96,86,563,0.170515097690941,0.152753108348135,,,,,,,,60,"Havik","alleen_beschrijvend","beschrijvend"
"feb",130,110,556,0.233812949640288,0.197841726618705,,,,,,,,60,"Havik","alleen_beschrijvend","beschrijvend"
"jan",124,106,562,0.220640569395018,0.188612099644128,,,,,,,,60,"Havik","alleen_beschrijvend","beschrijvend"
"mrt",113,90,451,0.250554323725055,0.199556541019956,,,,,,,,60,"Havik","alleen_beschrijvend","beschrijvend"
"nov",130,116,570,0.228070175438596,0.203508771929825,,,,,,,,60,"Havik","alleen_beschrijvend","beschrijvend"
"okt",153,125,547,0.279707495429616,0.228519195612431,,,,,,,,60,"Havik","alleen_beschrijvend","beschrijvend"
"sep",101,88,508,0.198818897637795,0.173228346456693,,,,,,,,60,"Havik","alleen_beschrijvend","beschrijvend"
"dec",592,229,563,1.05150976909414,0.406749555950266,0.605365232326059,0.428978567102092,0.840460535636669,0.348479112860165,0.262665045194967,0.456477980933555,42.6125635566436,165,"Heggenmus","betrouwbaar","modelindex"
"feb",821,248,556,1.47661870503597,0.446043165467626,0.945658621568562,0.679153546734451,1.29547426701544,0.41806573680377,0.323989559436039,0.529906966194953,66.5663238697094,165,"Heggenmus","betrouwbaar","modelindex"
"jan",350,169,562,0.622775800711744,0.300711743772242,0.374393877114977,0.265442272138445,0.519046278844351,0.231733067093155,0.15985125246612,0.315722194632076,26.3541446251858,165,"Heggenmus","betrouwbaar","modelindex"
"mrt",2264,368,451,5.019955654102,0.815964523281596,3.89805143448984,2.83776253298697,5.30091464789128,0.871288202589931,0.812580793142223,0.917214300884571,274.389666980077,165,"Heggenmus","betrouwbaar","modelindex"
"nov",1066,280,570,1.87017543859649,0.491228070175439,1.0620464205016,0.776112594874387,1.47503983985442,0.463836976214521,0.365553150358109,0.573285717700045,74.7590350041019,165,"Heggenmus","betrouwbaar","modelindex"
"okt",1241,300,547,2.26873857404022,0.548446069469835,1.39262262197306,0.986089504923243,1.87828391478015,0.546841260755125,0.449804525894799,0.650521008761315,98.0287879454621,165,"Heggenmus","betrouwbaar","modelindex"
"sep",1825,275,508,3.59251968503937,0.541338582677165,1.66624502691285,1.19310780942879,2.24784068776087,0.534310016429066,0.42816894076071,0.640023184692256,117.28947801882,165,"Heggenmus","betrouwbaar","modelindex"
"dec",7,4,563,0.0124333925399645,0.00710479573712256,,,,,,,,122,"Holenduif","alleen_beschrijvend","beschrijvend"
"feb",34,21,556,0.0611510791366906,0.0377697841726619,,,,,,,,122,"Holenduif","alleen_beschrijvend","beschrijvend"
"jan",24,10,562,0.0427046263345196,0.0177935943060498,,,,,,,,122,"Holenduif","alleen_beschrijvend","beschrijvend"
"mrt",29,15,451,0.0643015521064302,0.0332594235033259,,,,,,,,122,"Holenduif","alleen_beschrijvend","beschrijvend"
"nov",23,9,570,0.0403508771929825,0.0157894736842105,,,,,,,,122,"Holenduif","alleen_beschrijvend","beschrijvend"
"okt",55,21,547,0.10054844606947,0.0383912248628885,,,,,,,,122,"Holenduif","alleen_beschrijvend","beschrijvend"
"sep",49,27,508,0.0964566929133858,0.0531496062992126,,,,,,,,122,"Holenduif","alleen_beschrijvend","beschrijvend"
"dec",3599,182,563,6.39253996447602,0.323268206039076,2.99066775893037,1.79403618719064,4.53526078321062,0.38656218303842,0.296179452308606,0.479905690586707,84.3901332772377,123,"Houtduif","indicatief","modelindex"
"feb",1580,180,556,2.84172661870504,0.323741007194245,2.12325991910602,1.23874905787567,3.23242424376096,0.399658094622813,0.305001069953173,0.491835530256267,59.9137724411287,123,"Houtduif","indicatief","modelindex"
"jan",2590,174,562,4.6085409252669,0.309608540925267,2.2851450156851,1.32877286100917,3.6271092069282,0.37481308934827,0.290727133216689,0.474525195448519,64.4818174321219,123,"Houtduif","indicatief","modelindex"
"mrt",1388,140,451,3.07760532150776,0.310421286031042,2.64351529511856,1.56347447344584,4.10472308175905,0.415814924901455,0.31911795001661,0.515988684265533,74.5942465221413,123,"Houtduif","indicatief","modelindex"
"nov",3699,207,570,6.48947368421053,0.363157894736842,3.60093060767202,2.15004904716777,5.76433932604737,0.437069322192368,0.342536420192833,0.529683252583503,101.610422286497,123,"Houtduif","indicatief","modelindex"
"okt",2345,241,547,4.28702010968921,0.440585009140768,4.79882411542408,2.8571408531496,7.5367937301061,0.54372808564275,0.452088354449696,0.639192564702999,135.412369182561,123,"Houtduif","indicatief","modelindex"
"sep",1779,268,508,3.50196850393701,0.52755905511811,6.36467381893975,3.90255700750886,9.87887770574195,0.643904512268699,0.551042530884666,0.723438507688378,179.597238858313,123,"Houtduif","indicatief","modelindex"
"dec",396,210,563,0.703374777975133,0.373001776198934,0.537162962254952,0.423411476499323,0.688669887451588,0.34505648371962,0.280242649781232,0.415205924670752,142.430761601127,94,"Houtsnip","indicatief","modelindex"
"feb",425,191,556,0.764388489208633,0.343525179856115,0.55904460052821,0.441159160361252,0.706985837189162,0.319566115600149,0.252091847809802,0.384643970269735,148.232759548374,94,"Houtsnip","indicatief","modelindex"
"jan",548,242,562,0.97508896797153,0.430604982206406,0.740301533282245,0.586969752747335,0.919327464205938,0.414029265955723,0.346011497707475,0.484347628718924,196.293710864277,94,"Houtsnip","indicatief","modelindex"
"mrt",134,93,451,0.297117516629712,0.206208425720621,0.238061755215759,0.176624460923716,0.312537392157322,0.173109721269218,0.128613298166003,0.230704788423755,63.122961719368,94,"Houtsnip","indicatief","modelindex"
"nov",358,193,570,0.628070175438596,0.33859649122807,0.486408696004768,0.376387736961685,0.611732199060242,0.311481447060096,0.252463448364707,0.383459182072831,128.973078729297,94,"Houtsnip","indicatief","modelindex"
"okt",45,37,547,0.0822669104204753,0.0676416819012797,0.0619118130612973,0.0440300939303281,0.0863327972051962,0.0513094948195361,0.0338622080820944,0.0731259024906432,16.4161479961492,94,"Houtsnip","indicatief","modelindex"
"sep",11,7,508,0.0216535433070866,0.0137795275590551,0.0170866145756444,0.00893125000098467,0.0293052292546685,0.0102430407017399,0.00437356810454293,0.0199960156827299,4.53057954140714,94,"Houtsnip","indicatief","modelindex"
"dec",47,7,563,0.08348134991119,0.0124333925399645,,,,,,,,231,"Huismus","alleen_beschrijvend","beschrijvend"
"feb",48,10,556,0.0863309352517986,0.0179856115107914,,,,,,,,231,"Huismus","alleen_beschrijvend","beschrijvend"
"jan",21,6,562,0.0373665480427046,0.0106761565836299,,,,,,,,231,"Huismus","alleen_beschrijvend","beschrijvend"
"mrt",101,14,451,0.223946784922395,0.0310421286031042,,,,,,,,231,"Huismus","alleen_beschrijvend","beschrijvend"
"nov",64,9,570,0.112280701754386,0.0157894736842105,,,,,,,,231,"Huismus","alleen_beschrijvend","beschrijvend"
"okt",53,9,547,0.0968921389396709,0.0164533820840951,,,,,,,,231,"Huismus","alleen_beschrijvend","beschrijvend"
"sep",53,7,508,0.104330708661417,0.0137795275590551,,,,,,,,231,"Huismus","alleen_beschrijvend","beschrijvend"
