"groep_100","jaar","log_index_spliced","msi","periode","n_soorten","density_per_km2","korte_beschrijving","post_break","log_msi","gam_fit_log","gam_fit_se","gam_fit_msi","gam_fit_lower","gam_fit_upper"
200,2018,4.58999071419928,98.493515566542,"1984-2025",7,32.5611306508749,"Rietvogels","post",4.58999071419928,4.72392413266,0.0622487072595656,112.609280531498,99.6751767402621,127.221746442106
200,2019,4.98380522960367,146.028999632402,"1984-2025",7,39.2559425604005,"Rietvogels","post",4.98380522960367,4.7423218647669,0.0603620612177191,114.700211120636,101.902067016761,129.105707237072
200,2020,4.91129576294082,135.815284853566,"1984-2025",7,41.7070370241632,"Rietvogels","post",4.91129576294082,4.76164365247428,0.0596577611592783,116.937973415408,104.033653755814,131.442943055707
200,2021,4.90921063070154,135.532387066677,"1984-2025",7,39.7124070087773,"Rietvogels","post",4.90921063070154,4.78139257995887,0.0620557766809804,119.270327917607,105.611076583875,134.696204050868
200,2022,4.68858952334159,108.699753165888,"1984-2025",7,34.3869884443819,"Rietvogels","post",4.68858952334159,4.80125271507048,0.068924736670517,121.662730832654,106.288833330244,139.260349463701
200,2023,4.96230930126324,142.923468440086,"1984-2025",7,37.5822395830191,"Rietvogels","post",4.96230930126324,4.82106674237669,0.0802824596164932,124.09740015285,106.029050886316,145.244766372649
200,2024,4.67606210206738,107.34651952709,"1984-2025",7,32.7132854670004,"Rietvogels","post",4.67606210206738,4.84079744894403,0.0951165642807206,126.570244804295,105.042915211295,152.50935141694
200,2025,4.8014122304328,121.682139455189,"1984-2025",7,34.691298076633,"Rietvogels","post",4.8014122304328,4.860476927091,0.112211424448311,129.085751920979,103.600539275346,160.840198956086
300,1958,4.13508254102419,62.4947492381909,"1958-1983",8,29.0211738484398,"Vogels van pionierbegroeiingen","pre",4.13508254102419,3.97797255932775,0.116852732136705,53.4086415326485,42.4760846886572,67.1550358577345
300,1959,4.02634162093314,56.0554635390742,"1958-1983",8,31.1681092670531,"Vogels van pionierbegroeiingen","pre",4.02634162093314,4.01030103836889,0.110055830840048,55.163474386496,44.4600756437012,68.4436286338329
300,1960,3.89723555465652,49.2660673319776,"1958-1983",9,26.0852250099562,"Vogels van pionierbegroeiingen","pre",3.89723555465652,4.04262952296282,0.103433845870052,56.975965610858,46.5207842131862,69.7808670295272
300,1961,4.45919574847648,86.4179793488233,"1958-1983",9,32.5869652139144,"Vogels van pionierbegroeiingen","pre",4.45919574847648,4.0749580210246,0.0970225962762196,58.8480101573236,48.6569050775619,71.1736246675802
300,1962,4.37808144747137,79.685006785957,"1958-1983",7,29.188324670132,"Vogels van pionierbegroeiingen","pre",4.37808144747137,4.10728654195561,0.0908666841525649,60.7815653766596,50.8656498946021,72.6305217232503
300,1963,3.97946943029313,53.4886472416318,"1958-1983",8,20.582405854551,"Vogels van pionierbegroeiingen","pre",3.97946943029313,4.1396150950984,0.0850215589101119,62.7786529869698,53.1422797178557,74.1624049962267
