"groep_100","jaar","territoria","surveyed_km2","density_per_km2","periode","korte_beschrijving","index_raw","index_spliced","bridge_factor"
400,2006,18,5.65793112,3.18137489096898,"1984-2025","Vogels van open heide",50.5869494826223,19.1807679068383,0.37916435173517
400,2007,36,6.1308353,5.8719567951858,"1984-2025","Vogels van open heide",93.3698139774189,35.4025049883814,0.37916435173517
400,2008,33,6.02064405,5.48114117458912,"1984-2025","Vogels van open heide",87.1554661769551,33.0462458331617,0.37916435173517
400,2009,26,5.98606767,4.34341899111876,"1984-2025","Vogels van open heide",69.0645788741561,26.1868262766819,0.37916435173517
400,2010,23,6.44975091,3.5660291879396,"1984-2025","Vogels van open heide",56.7033262555589,21.4998799409168,0.37916435173517
400,2011,22,6.44975091,3.41098444063788,"1984-2025","Vogels van open heide",54.2379642444477,20.5651025521813,0.37916435173517
400,2012,19,6.44975091,2.94585019873271,"1984-2025","Vogels van open heide",46.8418782111139,17.7607703859748,0.37916435173517
400,2013,17,6.44975091,2.63576070412927,"1984-2025","Vogels van open heide",41.9111541888914,15.8912156085037,0.37916435173517
400,2014,23,6.44975091,3.5660291879396,"1984-2025","Vogels van open heide",56.7033262555589,21.4998799409168,0.37916435173517
400,2015,26,6.57225335,3.95602521926517,"1984-2025","Vogels van open heide",62.9046417908937,23.8511977257773,0.37916435173517
400,2016,23,6.44975091,3.5660291879396,"1984-2025","Vogels van open heide",56.7033262555589,21.4998799409168,0.37916435173517
400,2017,28,6.57225335,4.26033485151634,"1984-2025","Vogels van open heide",67.7434603901932,25.6859052431447,0.37916435173517
400,2018,31,6.57225335,4.71679929989309,"1984-2025","Vogels van open heide",75.0016882891425,28.437966519196,0.37916435173517
400,2019,35,6.10857011,5.72965511891293,"1984-2025","Vogels van open heide",91.1070791675909,34.5445566110644,0.37916435173517
400,2020,31,6.44975091,4.80638716635337,"1984-2025","Vogels van open heide",76.426222344449,28.9780990508009,0.37916435173517
400,2021,22,6.57225335,3.34740595476284,"1984-2025","Vogels van open heide",53.2270045922946,20.1817826910423,0.37916435173517
400,2022,31,6.14314649,5.04627393314855,"1984-2025","Vogels van open heide",80.2406548364716,30.4243958738763,0.37916435173517
400,2023,35,6.57225335,5.32541856439542,"1984-2025","Vogels van open heide",84.6793254877415,32.1073815539309,0.37916435173517
400,2024,39,6.57225335,5.93403782889775,"1984-2025","Vogels van open heide",94.3569626863405,35.7767965886659,0.37916435173517
400,2025,38,6.57225335,5.78188301277217,"1984-2025","Vogels van open heide",91.9375533866907,34.8594428299822,0.37916435173517
500,1958,269,4.3072,62.4535661218425,"1958-1983","Weidevogels",117.850213821227,117.850213821227,0.439454872406687
500,1959,386,5.0372,76.629873739379,"1958-1983","Weidevogels",144.60098223472,144.60098223472,0.439454872406687
500,1960,379,5.022,75.4679410593389,"1958-1983","Weidevogels",142.40840904328,142.40840904328,0.439454872406687
500,1961,333,5.002,66.5733706517393,"1958-1983","Weidevogels",125.624307037983,125.624307037983,0.439454872406687
500,1962,348,5.002,69.5721711315474,"1958-1983","Weidevogels",131.283059607261,131.283059607261,0.439454872406687
500,1963,275,5.2472,52.4089037963104,"1958-1983","Weidevogels",98.8958822060152,98.8958822060152,0.439454872406687
500,1964,379,5.3272,71.1443159633579,"1958-1983","Weidevogels",134.249705326504,134.249705326504,0.439454872406687
500,1965,369,5.315,69.4261523988711,"1958-1983","Weidevogels",131.007521476513,131.007521476513,0.439454872406687
500,1966,358,5.395,66.3577386468953,"1958-1983","Weidevogels",125.217408289751,125.217408289751,0.439454872406687
500,1967,314,5.735,54.7515257192677,"1958-1983","Weidevogels",103.316422323519,103.316422323519,0.439454872406687
500,1968,288,5.6,51.4285714285714,"1958-1983","Weidevogels",97.045989776678,97.045989776678,0.439454872406687
500,1969,224,5.6,40,"1958-1983","Weidevogels",75.4802142707495,75.4802142707495,0.439454872406687
500,1970,284,5.625,50.4888888888889,"1958-1983","Weidevogels",95.272803790635,95.272803790635,0.439454872406687
500,1971,256,5.615,45.5921638468388,"1958-1983","Weidevogels",86.0326574056629,86.0326574056629,0.439454872406687
500,1972,236,5.645,41.806908768822,"1958-1983","Weidevogels",78.889860796709,78.889860796709,0.439454872406687
500,1973,293,5.715,51.2685914260717,"1958-1983","Weidevogels",96.7441066549852,96.7441066549852,0.439454872406687
500,1974,262,5.855,44.7480785653288,"1958-1983","Weidevogels",84.4398639578838,84.4398639578838,0.439454872406687
500,1975,272,5.505,49.4096276112625,"1958-1983","Weidevogels",93.2362319784009,93.2362319784009,0.439454872406687
500,1976,299,6.49,46.0708782742681,"1958-1983","Weidevogels",86.9359940945844,86.9359940945844,0.439454872406687
500,1977,285,6.175,46.1538461538462,"1958-1983","Weidevogels",87.0925549277879,87.0925549277879,0.439454872406687
500,1978,295,6.38,46.2382445141066,"1958-1983","Weidevogels",87.2518150857019,87.2518150857019,0.439454872406687
500,1979,273,6.37,42.8571428571429,"1958-1983","Weidevogels",80.8716581472317,80.8716581472317,0.439454872406687
500,1980,242,6.38,37.9310344827586,"1958-1983","Weidevogels",71.5760652567453,71.5760652567453,0.439454872406687
500,1981,264,6.38,41.3793103448276,"1958-1983","Weidevogels",78.0829802800857,78.0829802800857,0.439454872406687
500,1982,256,6.035,42.4192212096106,"1958-1983","Weidevogels",80.0452976524933,80.0452976524933,0.439454872406687
500,1983,225,6.38,35.2664576802508,"1958-1983","Weidevogels",66.5479945568913,66.5479945568913,0.439454872406687
500,1984,135,3.02300608,44.6575350586129,"1984-2025","Weidevogels",216.86683626907,95.303187861866,0.439454872406687
500,1985,173,5.13012052,33.7224046346576,"1984-2025","Weidevogels",163.763431969654,71.9666381011056,0.439454872406687
500,1986,114,4.23796013,26.8997339529006,"1984-2025","Weidevogels",130.631038887134,57.4064465264986,0.439454872406687
500,1987,151,5.02247314,30.0648695953006,"1984-2025","Weidevogels",146.001635410853,64.1611300606441,0.439454872406687
500,1988,131,4.70180252,27.8616550658533,"1984-2025","Weidevogels",135.302339894516,59.4592725146708,0.439454872406687
500,1989,114,4.70180252,24.2460204389869,"1984-2025","Weidevogels",117.744020976907,51.7431837150571,0.439454872406687
500,1990,123,4.85514176,25.3339667676356,"1984-2025","Weidevogels",123.027328217554,54.0649588243808,0.439454872406687
500,1991,103,5.55688703,18.5355576681572,"1984-2025","Weidevogels",90.0127547277351,39.5565436438513,0.439454872406687
500,1992,147,6.1308353,23.9771569136754,"1984-2025","Weidevogels",116.438360419379,51.1694048213421,0.439454872406687
500,1993,139,6.1308353,22.6722776258563,"1984-2025","Weidevogels",110.101578899957,48.3846753072555,0.439454872406687
500,1994,157,6.1308353,25.6082560234492,"1984-2025","Weidevogels",124.359337318657,54.6503167139505,0.439454872406687
500,1995,158,6.09164596,25.9371606684772,"1984-2025","Weidevogels",125.956570791301,55.3522287458752,0.439454872406687
500,1996,162,6.44975091,25.1172490628789,"1984-2025","Weidevogels",121.97489926167,53.6024637918558,0.439454872406687
500,1997,132,6.09164596,21.6690203053101,"1984-2025","Weidevogels",105.229540154758,46.2436341421236,0.439454872406687
500,1998,96,5.62796272,17.0576822868507,"1984-2025","Weidevogels",82.8358660364261,36.4026249397351,0.439454872406687
500,1999,140,6.09164596,22.9822942632076,"1984-2025","Weidevogels",111.607088042925,49.0462786355856,0.439454872406687
500,2000,130,5.70172844,22.8001037523983,"1984-2025","Weidevogels",110.722330753352,48.6574677337854,0.439454872406687
500,2001,139,6.44975091,21.5512198749393,"1984-2025","Weidevogels",104.657475292421,45.9922374510368,0.439454872406687
500,2002,141,6.09164596,23.1464535079448,"1984-2025","Weidevogels",112.404281528946,49.3966091972684,0.439454872406687
500,2003,142,6.2141484,22.851079642707,"1984-2025","Weidevogels",110.969880915777,48.766254858828,0.439454872406687
500,2004,119,6.2141484,19.1498484329727,"1984-2025","Weidevogels",92.9958861195595,40.8674952690178,0.439454872406687
500,2005,110,6.2141484,17.7015405682941,"1984-2025","Weidevogels",85.9625838079961,37.7766762990921,0.439454872406687
500,2006,76,5.65793112,13.432471761869,"1984-2025","Weidevogels",65.2310444462905,28.6661003140995,0.439454872406687
500,2007,115,6.1308353,18.7576397623991,"1984-2025","Weidevogels",91.0912343416912,40.0304867649956,0.439454872406687
500,2008,99,6.02064405,16.4434235237674,"1984-2025","Weidevogels",79.8528900520689,35.0917416091372,0.439454872406687
500,2009,122,5.98606767,20.3806583429419,"1984-2025","Weidevogels",98.9729704094399,43.4941540829913,0.439454872406687
500,2010,100,6.44975091,15.5044747301722,"1984-2025","Weidevogels",75.293147692389,33.0879406122567,0.439454872406687
500,2011,91,6.44975091,14.1090720044567,"1984-2025","Weidevogels",68.516764400074,30.1100259571536,0.439454872406687
500,2012,100,6.44975091,15.5044747301722,"1984-2025","Weidevogels",75.293147692389,33.0879406122567,0.439454872406687
500,2013,99,6.44975091,15.3494299828705,"1984-2025","Weidevogels",74.5402162154651,32.7570612061341,0.439454872406687
500,2014,94,6.44975091,14.5742062463618,"1984-2025","Weidevogels",70.7755588308456,31.1026641755213,0.439454872406687
500,2015,111,6.57225335,16.8891845899398,"1984-2025","Weidevogels",82.0176040701143,36.0430357317343,0.439454872406687
500,2016,100,6.44975091,15.5044747301722,"1984-2025","Weidevogels",75.293147692389,33.0879406122567,0.439454872406687
