"jaar","groep_100","soort_id","soort_naam","territoria","surveyed_km2","density_per_km2","periode","index_raw","bridge_factor","index_spliced","log_index_spliced"
2007,100,36,"Wilde Eend",41,6.1308353,6.68750635007272,"1984-2025",79.6130071787078,0.357681882326266,28.4761302653347,3.34906620179693
2007,500,36,"Wilde Eend",41,6.1308353,6.68750635007272,"1984-2025",79.6130071787078,0.357681882326266,28.4761302653347,3.34906620179693
2008,100,36,"Wilde Eend",37,6.02064405,6.14552192302417,"1984-2025",73.1608248819545,0.357681882326266,26.1683015563198,3.26454881402782
2008,500,36,"Wilde Eend",37,6.02064405,6.14552192302417,"1984-2025",73.1608248819545,0.357681882326266,26.1683015563198,3.26454881402782
2009,100,36,"Wilde Eend",49,5.98606767,8.18567425249304,"1984-2025",97.4483026874741,0.357681882326266,34.8554923347554,3.55121072406469
2009,500,36,"Wilde Eend",49,5.98606767,8.18567425249304,"1984-2025",97.4483026874741,0.357681882326266,34.8554923347554,3.55121072406469
2010,100,36,"Wilde Eend",52,6.44975091,8.06232685968953,"1984-2025",95.9798843631112,0.357681882326266,34.3302657044549,3.53602734715578
2010,500,36,"Wilde Eend",52,6.44975091,8.06232685968953,"1984-2025",95.9798843631112,0.357681882326266,34.3302657044549,3.53602734715578
2011,100,36,"Wilde Eend",43,6.44975091,6.66692413397404,"1984-2025",79.367981300265,0.357681882326266,28.3884889479146,3.34598374426792
2011,500,36,"Wilde Eend",43,6.44975091,6.66692413397404,"1984-2025",79.367981300265,0.357681882326266,28.3884889479146,3.34598374426792
2012,100,36,"Wilde Eend",55,6.44975091,8.5274611015947,"1984-2025",101.51718538406,0.357681882326266,36.310857956635,3.59211681380683
2012,500,36,"Wilde Eend",55,6.44975091,8.5274611015947,"1984-2025",101.51718538406,0.357681882326266,36.310857956635,3.59211681380683
2013,100,36,"Wilde Eend",53,6.44975091,8.21737160699125,"1984-2025",97.825651370094,0.357681882326266,34.9904631218483,3.55507554212648
2013,500,36,"Wilde Eend",53,6.44975091,8.21737160699125,"1984-2025",97.825651370094,0.357681882326266,34.9904631218483,3.55507554212648
2014,100,36,"Wilde Eend",36,6.44975091,5.58161090286198,"1984-2025",66.4476122513846,0.357681882326266,23.7671070261611,3.16830256703047
2014,500,36,"Wilde Eend",36,6.44975091,5.58161090286198,"1984-2025",66.4476122513846,0.357681882326266,23.7671070261611,3.16830256703047
2015,100,36,"Wilde Eend",52,6.57225335,7.91205043853034,"1984-2025",94.1908830268497,0.357681882326266,33.6903723390167,3.5172121092724
2015,500,36,"Wilde Eend",52,6.57225335,7.91205043853034,"1984-2025",94.1908830268497,0.357681882326266,33.6903723390167,3.5172121092724
2016,100,36,"Wilde Eend",40,6.44975091,6.20178989206887,"1984-2025",73.8306802793163,0.357681882326266,26.4078966957345,3.27366308268829
2016,500,36,"Wilde Eend",40,6.44975091,6.20178989206887,"1984-2025",73.8306802793163,0.357681882326266,26.4078966957345,3.27366308268829
2017,100,36,"Wilde Eend",47,6.57225335,7.15127635790242,"1984-2025",85.134067351191,0.357681882326266,30.4509134602651,3.41611599240103
2017,500,36,"Wilde Eend",47,6.57225335,7.15127635790242,"1984-2025",85.134067351191,0.357681882326266,30.4509134602651,3.41611599240103
2018,100,36,"Wilde Eend",36,6.57225335,5.47757338052101,"1984-2025",65.2090728647421,0.357681882326266,23.3241039270116,3.14948732914708
2018,500,36,"Wilde Eend",36,6.57225335,5.47757338052101,"1984-2025",65.2090728647421,0.357681882326266,23.3241039270116,3.14948732914708
2019,100,36,"Wilde Eend",35,6.10857011,5.72965511891293,"1984-2025",68.210039771936,0.357681882326266,24.3974954191755,3.19448048027551
2019,500,36,"Wilde Eend",35,6.10857011,5.72965511891293,"1984-2025",68.210039771936,0.357681882326266,24.3974954191755,3.19448048027551
2020,100,36,"Wilde Eend",56,6.44975091,8.68250584889642,"1984-2025",103.362952391043,0.357681882326266,36.9710553740284,3.61013531930951
2020,500,36,"Wilde Eend",56,6.44975091,8.68250584889642,"1984-2025",103.362952391043,0.357681882326266,36.9710553740284,3.61013531930951
2021,100,36,"Wilde Eend",55,6.57225335,8.36851488690709,"1984-2025",99.6249724322448,0.357681882326266,35.6340476662676,3.57330157592344
2021,500,36,"Wilde Eend",55,6.57225335,8.36851488690709,"1984-2025",99.6249724322448,0.357681882326266,35.6340476662676,3.57330157592344
2022,100,36,"Wilde Eend",43,6.14314649,6.99967029436734,"1984-2025",83.3292369715649,0.357681882326266,29.8053583328008,3.39468818717304
2022,500,36,"Wilde Eend",43,6.14314649,6.99967029436734,"1984-2025",83.3292369715649,0.357681882326266,29.8053583328008,3.39468818717304
2023,100,36,"Wilde Eend",44,6.57225335,6.69481190952567,"1984-2025",79.6999779457959,0.357681882326266,28.5072381330141,3.35015802460923
2023,500,36,"Wilde Eend",44,6.57225335,6.69481190952567,"1984-2025",79.6999779457959,0.357681882326266,28.5072381330141,3.35015802460923
2024,100,36,"Wilde Eend",43,6.57225335,6.54265709340009,"1984-2025",77.8886148106642,0.357681882326266,27.8593463572638,3.32716850638453
2024,500,36,"Wilde Eend",43,6.57225335,6.54265709340009,"1984-2025",77.8886148106642,0.357681882326266,27.8593463572638,3.32716850638453
2025,100,36,"Wilde Eend",46,6.57225335,6.99912154177684,"1984-2025",83.3227042160593,0.357681882326266,29.8030216845148,3.39460978718007
2025,500,36,"Wilde Eend",46,6.57225335,6.99912154177684,"1984-2025",83.3227042160593,0.357681882326266,29.8030216845148,3.39460978718007
1958,100,40,"Slobeend",28,4.3072,6.50074294205052,"1958-1983",86.1798947616489,0.181132603688568,86.1798947616489,4.45643691104108
1958,500,40,"Slobeend",28,4.3072,6.50074294205052,"1958-1983",86.1798947616489,0.181132603688568,86.1798947616489,4.45643691104108
1959,100,40,"Slobeend",52,5.0372,10.3231954260303,"1958-1983",136.853880141061,0.181132603688568,136.853880141061,4.91891378832596
1959,500,40,"Slobeend",52,5.0372,10.3231954260303,"1958-1983",136.853880141061,0.181132603688568,136.853880141061,4.91891378832596
1960,100,40,"Slobeend",46,5.022,9.15969733174034,"1958-1983",121.429467237009,0.181132603688568,121.429467237009,4.79933357764779
1960,500,40,"Slobeend",46,5.022,9.15969733174034,"1958-1983",121.429467237009,0.181132603688568,121.429467237009,4.79933357764779
1961,100,40,"Slobeend",42,5.002,8.39664134346262,"1958-1983",111.313687340276,0.181132603688568,111.313687340276,4.71235222772203
1961,500,40,"Slobeend",42,5.002,8.39664134346262,"1958-1983",111.313687340276,0.181132603688568,111.313687340276,4.71235222772203
1962,100,40,"Slobeend",53,5.002,10.5957616953219,"1958-1983",140.467272119872,0.181132603688568,140.467272119872,4.94497452299078
1962,500,40,"Slobeend",53,5.002,10.5957616953219,"1958-1983",140.467272119872,0.181132603688568,140.467272119872,4.94497452299078
1963,100,40,"Slobeend",43,5.2472,8.19484677542308,"1958-1983",108.638510857812,0.181132603688568,108.638510857812,4.68802595659026
1963,500,40,"Slobeend",43,5.2472,8.19484677542308,"1958-1983",108.638510857812,0.181132603688568,108.638510857812,4.68802595659026
1964,100,40,"Slobeend",75,5.3272,14.0786904940682,"1958-1983",186.640215737851,0.181132603688568,186.640215737851,5.22918278361612
1964,500,40,"Slobeend",75,5.3272,14.0786904940682,"1958-1983",186.640215737851,0.181132603688568,186.640215737851,5.22918278361612
1965,100,40,"Slobeend",80,5.315,15.0517403574788,"1958-1983",199.539869758029,0.181132603688568,199.539869758029,5.29601406477406
1965,500,40,"Slobeend",80,5.315,15.0517403574788,"1958-1983",199.539869758029,0.181132603688568,199.539869758029,5.29601406477406
1966,100,40,"Slobeend",74,5.395,13.7164040778499,"1958-1983",181.837410042935,0.181132603688568,181.837410042935,5.20311293638816
1966,500,40,"Slobeend",74,5.395,13.7164040778499,"1958-1983",181.837410042935,0.181132603688568,181.837410042935,5.20311293638816
1967,100,40,"Slobeend",65,5.735,11.333914559721,"1958-1983",150.252913044148,0.181132603688568,150.252913044148,5.01231996120839
1967,500,40,"Slobeend",65,5.735,11.333914559721,"1958-1983",150.252913044148,0.181132603688568,150.252913044148,5.01231996120839
1968,100,40,"Slobeend",54,5.6,9.64285714285714,"1958-1983",127.834683078688,0.181132603688568,127.834683078688,4.85073789071726
1968,500,40,"Slobeend",54,5.6,9.64285714285714,"1958-1983",127.834683078688,0.181132603688568,127.834683078688,4.85073789071726
1969,100,40,"Slobeend",36,5.6,6.42857142857143,"1958-1983",85.2231220524583,0.181132603688568,85.2231220524583,4.4452727826091
1969,500,40,"Slobeend",36,5.6,6.42857142857143,"1958-1983",85.2231220524583,0.181132603688568,85.2231220524583,4.4452727826091
1970,100,40,"Slobeend",49,5.625,8.71111111111111,"1958-1983",115.482591067628,0.181132603688568,115.482591067628,4.74911979191423
1970,500,40,"Slobeend",49,5.625,8.71111111111111,"1958-1983",115.482591067628,0.181132603688568,115.482591067628,4.74911979191423
1971,100,40,"Slobeend",43,5.615,7.65805877114871,"1958-1983",101.522349808212,0.181132603688568,101.522349808212,4.62027896939725
1971,500,40,"Slobeend",43,5.615,7.65805877114871,"1958-1983",101.522349808212,0.181132603688568,101.522349808212,4.62027896939725
1972,100,40,"Slobeend",39,5.645,6.90876882196634,"1958-1983",91.5890653294799,0.181132603688568,91.5890653294799,4.51731189042211
1972,500,40,"Slobeend",39,5.645,6.90876882196634,"1958-1983",91.5890653294799,0.181132603688568,91.5890653294799,4.51731189042211
1973,100,40,"Slobeend",52,5.715,9.09886264216973,"1958-1983",120.622986009895,0.181132603688568,120.622986009895,4.79266986322874
1973,500,40,"Slobeend",52,5.715,9.09886264216973,"1958-1983",120.622986009895,0.181132603688568,120.622986009895,4.79266986322874
1974,100,40,"Slobeend",32,5.855,5.46541417591802,"1958-1983",72.4546136815663,0.181132603688568,72.4546136815663,4.28296034764413
1974,500,40,"Slobeend",32,5.855,5.46541417591802,"1958-1983",72.4546136815663,0.181132603688568,72.4546136815663,4.28296034764413
1975,100,40,"Slobeend",31,5.505,5.63124432334241,"1958-1983",74.6530123539548,0.181132603688568,74.6530123539548,4.31285087620459
1975,500,40,"Slobeend",31,5.505,5.63124432334241,"1958-1983",74.6530123539548,0.181132603688568,74.6530123539548,4.31285087620459
1976,100,40,"Slobeend",34,6.49,5.23882896764253,"1958-1983",69.4507894144328,0.181132603688568,69.4507894144328,4.24061843579425
1976,500,40,"Slobeend",34,6.49,5.23882896764253,"1958-1983",69.4507894144328,0.181132603688568,69.4507894144328,4.24061843579425
1977,100,40,"Slobeend",21,6.175,3.40080971659919,"1958-1983",45.0842966863207,0.181132603688568,45.0842966863207,3.80853399710347
1977,500,40,"Slobeend",21,6.175,3.40080971659919,"1958-1983",45.0842966863207,0.181132603688568,45.0842966863207,3.80853399710347
1978,100,40,"Slobeend",24,6.38,3.76175548589342,"1958-1983",49.8693295186799,0.181132603688568,49.8693295186799,3.90940617488534
1978,500,40,"Slobeend",24,6.38,3.76175548589342,"1958-1983",49.8693295186799,0.181132603688568,49.8693295186799,3.90940617488534
1979,100,40,"Slobeend",22,6.37,3.45368916797488,"1958-1983",45.7853158767786,0.181132603688568,45.7853158767786,3.82396342566833
1979,500,40,"Slobeend",22,6.37,3.45368916797488,"1958-1983",45.7853158767786,0.181132603688568,45.7853158767786,3.82396342566833
1980,100,40,"Slobeend",18,6.38,2.82131661442006,"1958-1983",37.4019971390099,0.181132603688568,37.4019971390099,3.62172410243355
1980,500,40,"Slobeend",18,6.38,2.82131661442006,"1958-1983",37.4019971390099,0.181132603688568,37.4019971390099,3.62172410243355
1981,100,40,"Slobeend",20,6.38,3.13479623824451,"1958-1983",41.5577745988999,0.181132603688568,41.5577745988999,3.72708461809138
1981,500,40,"Slobeend",20,6.38,3.13479623824451,"1958-1983",41.5577745988999,0.181132603688568,41.5577745988999,3.72708461809138
1982,100,40,"Slobeend",23,6.035,3.81110190555095,"1958-1983",50.5235115546195,0.181132603688568,50.5235115546195,3.92243880327374
1982,500,40,"Slobeend",23,6.035,3.81110190555095,"1958-1983",50.5235115546195,0.181132603688568,50.5235115546195,3.92243880327374
1983,100,40,"Slobeend",23,6.38,3.60501567398119,"1958-1983",47.7914407887349,0.181132603688568,47.7914407887349,3.86684656046654
1983,500,40,"Slobeend",23,6.38,3.60501567398119,"1958-1983",47.7914407887349,0.181132603688568,47.7914407887349,3.86684656046654
1984,100,40,"Slobeend",16,3.02300608,5.2927448958356,"1984-2025",332.290552276056,0.181132603688568,60.188652914874,4.0974838447622
1984,500,40,"Slobeend",16,3.02300608,5.2927448958356,"1984-2025",332.290552276056,0.181132603688568,60.188652914874,4.0974838447622
1985,100,40,"Slobeend",19,5.13012052,3.70361669397974,"1984-2025",232.521472483901,0.181132603688568,42.1172197245086,3.74045667664715
1985,500,40,"Slobeend",19,5.13012052,3.70361669397974,"1984-2025",232.521472483901,0.181132603688568,42.1172197245086,3.74045667664715
1986,100,40,"Slobeend",14,4.23796013,3.30347609947902,"1984-2025",207.399736645219,0.181132603688568,37.5668543028718,3.62612212711772
1986,500,40,"Slobeend",14,4.23796013,3.30347609947902,"1984-2025",207.399736645219,0.181132603688568,37.5668543028718,3.62612212711772
1987,100,40,"Slobeend",16,5.02247314,3.18568154652192,"1984-2025",200.004326923503,0.181132603688568,36.2273044846336,3.58981310204624
1987,500,40,"Slobeend",16,5.02247314,3.18568154652192,"1984-2025",200.004326923503,0.181132603688568,36.2273044846336,3.58981310204624
1988,100,40,"Slobeend",21,4.70180252,4.46637218612916,"1984-2025",280.408995636084,0.181132603688568,50.7912114772601,3.92772333720165
1988,500,40,"Slobeend",21,4.70180252,4.46637218612916,"1984-2025",280.408995636084,0.181132603688568,50.7912114772601,3.92772333720165
1989,100,40,"Slobeend",16,4.70180252,3.40295023705079,"1984-2025",213.644949056064,0.181132603688568,38.6980658874363,3.65578962171801
1989,500,40,"Slobeend",16,4.70180252,3.40295023705079,"1984-2025",213.644949056064,0.181132603688568,38.6980658874363,3.65578962171801
1990,100,40,"Slobeend",13,4.85514176,2.67757372340864,"1984-2025",168.104163117963,0.181132603688568,30.4491447564442,3.41605790694518
1990,500,40,"Slobeend",13,4.85514176,2.67757372340864,"1984-2025",168.104163117963,0.181132603688568,30.4491447564442,3.41605790694518
1991,100,40,"Slobeend",8,5.55688703,1.43965496451707,"1984-2025",90.384810275428,0.181132603688568,16.3716360190855,2.79555032646789
1991,500,40,"Slobeend",8,5.55688703,1.43965496451707,"1984-2025",90.384810275428,0.181132603688568,16.3716360190855,2.79555032646789
1992,100,40,"Slobeend",25,6.1308353,4.07774777443459,"1984-2025",256.010271924395,0.181132603688568,46.3718071246838,3.83669166949397
1992,500,40,"Slobeend",25,6.1308353,4.07774777443459,"1984-2025",256.010271924395,0.181132603688568,46.3718071246838,3.83669166949397
1993,100,40,"Slobeend",17,6.1308353,2.77286848661552,"1984-2025",174.086984908588,0.181132603688568,31.532828844785,3.45102918868199
1993,500,40,"Slobeend",17,6.1308353,2.77286848661552,"1984-2025",174.086984908588,0.181132603688568,31.532828844785,3.45102918868199
1994,100,40,"Slobeend",17,6.1308353,2.77286848661552,"1984-2025",174.086984908588,0.181132603688568,31.532828844785,3.45102918868199
1994,500,40,"Slobeend",17,6.1308353,2.77286848661552,"1984-2025",174.086984908588,0.181132603688568,31.532828844785,3.45102918868199
1995,100,40,"Slobeend",16,6.09164596,2.62654791579516,"1984-2025",164.900646960296,0.181132603688568,29.8688835338477,3.39681725402185
1995,500,40,"Slobeend",16,6.09164596,2.62654791579516,"1984-2025",164.900646960296,0.181132603688568,29.8688835338477,3.39681725402185
1996,100,40,"Slobeend",16,6.44975091,2.48071595682755,"1984-2025",155.744985174485,0.181132603688568,28.2104946760919,3.33969406034729
1996,500,40,"Slobeend",16,6.44975091,2.48071595682755,"1984-2025",155.744985174485,0.181132603688568,28.2104946760919,3.33969406034729
1997,100,40,"Slobeend",4,6.09164596,0.65663697894879,"1984-2025",41.225161740074,0.181132603688568,7.46722088346192,2.01052289290196
1997,500,40,"Slobeend",4,6.09164596,0.65663697894879,"1984-2025",41.225161740074,0.181132603688568,7.46722088346192,2.01052289290196
1998,100,40,"Slobeend",4,5.62796272,0.710736761952112,"1984-2025",44.6216690582962,0.181132603688568,8.08243909745878,2.08969369547725
1998,500,40,"Slobeend",4,5.62796272,0.710736761952112,"1984-2025",44.6216690582962,0.181132603688568,8.08243909745878,2.08969369547725
1999,100,40,"Slobeend",8,6.09164596,1.31327395789758,"1984-2025",82.450323480148,0.181132603688568,14.9344417669238,2.70367007346191
1999,500,40,"Slobeend",8,6.09164596,1.31327395789758,"1984-2025",82.450323480148,0.181132603688568,14.9344417669238,2.70367007346191
2000,100,40,"Slobeend",6,5.70172844,1.05231248087992,"1984-2025",66.066568920354,0.181132603688568,11.9668096453139,2.48213695483112
2000,500,40,"Slobeend",6,5.70172844,1.05231248087992,"1984-2025",66.066568920354,0.181132603688568,11.9668096453139,2.48213695483112
2001,100,40,"Slobeend",14,6.44975091,2.1706264622241,"1984-2025",136.276862027675,0.181132603688568,24.6841828415804,3.20616266772277
2001,500,40,"Slobeend",14,6.44975091,2.1706264622241,"1984-2025",136.276862027675,0.181132603688568,24.6841828415804,3.20616266772277
2002,100,40,"Slobeend",8,6.09164596,1.31327395789758,"1984-2025",82.450323480148,0.181132603688568,14.9344417669238,2.70367007346191
2002,500,40,"Slobeend",8,6.09164596,1.31327395789758,"1984-2025",82.450323480148,0.181132603688568,14.9344417669238,2.70367007346191
2003,100,40,"Slobeend",1,6.2141484,0.160923096075401,"1984-2025",10.103117667912,0.181132603688568,1.83000400856087,0.604318157321351
2003,500,40,"Slobeend",1,6.2141484,0.160923096075401,"1984-2025",10.103117667912,0.181132603688568,1.83000400856087,0.604318157321351
2004,100,40,"Slobeend",1,6.2141484,0.160923096075401,"1984-2025",10.103117667912,0.181132603688568,1.83000400856087,0.604318157321351
2004,500,40,"Slobeend",1,6.2141484,0.160923096075401,"1984-2025",10.103117667912,0.181132603688568,1.83000400856087,0.604318157321351
2008,100,40,"Slobeend",1,6.02064405,0.166095187108761,"1984-2025",10.427833296517,0.181132603688568,1.88882059582847,0.635952610916748
2008,500,40,"Slobeend",1,6.02064405,0.166095187108761,"1984-2025",10.427833296517,0.181132603688568,1.88882059582847,0.635952610916748
2009,100,40,"Slobeend",2,5.98606767,0.334109153162981,"1984-2025",20.976131895638,0.181132603688568,3.79946138557171,1.33485931604716
2009,500,40,"Slobeend",2,5.98606767,0.334109153162981,"1984-2025",20.976131895638,0.181132603688568,3.79946138557171,1.33485931604716
2010,100,40,"Slobeend",1,6.44975091,0.155044747301722,"1984-2025",9.73406157340534,0.181132603688568,1.76315591725574,0.567105338107507
2010,500,40,"Slobeend",1,6.44975091,0.155044747301722,"1984-2025",9.73406157340534,0.181132603688568,1.76315591725574,0.567105338107507
2012,100,40,"Slobeend",1,6.44975091,0.155044747301722,"1984-2025",9.73406157340534,0.181132603688568,1.76315591725574,0.567105338107507
2012,500,40,"Slobeend",1,6.44975091,0.155044747301722,"1984-2025",9.73406157340534,0.181132603688568,1.76315591725574,0.567105338107507
2013,100,40,"Slobeend",5,6.44975091,0.775223736508609,"1984-2025",48.6703078670267,0.181132603688568,8.81577958627872,2.17654325054161
2013,500,40,"Slobeend",5,6.44975091,0.775223736508609,"1984-2025",48.6703078670267,0.181132603688568,8.81577958627872,2.17654325054161
2014,100,40,"Slobeend",2,6.44975091,0.310089494603444,"1984-2025",19.4681231468107,0.181132603688568,3.52631183451149,1.26025251866745
2014,500,40,"Slobeend",2,6.44975091,0.310089494603444,"1984-2025",19.4681231468107,0.181132603688568,3.52631183451149,1.26025251866745
2015,100,40,"Slobeend",4,6.57225335,0.608619264502334,"1984-2025",38.2105005072984,0.181132603688568,6.92116744513029,1.93458446134401
2015,500,40,"Slobeend",4,6.57225335,0.608619264502334,"1984-2025",38.2105005072984,0.181132603688568,6.92116744513029,1.93458446134401
2016,100,40,"Slobeend",6,6.44975091,0.930268483810331,"1984-2025",58.404369440432,0.181132603688568,10.5789355035345,2.35886480733556
2016,500,40,"Slobeend",6,6.44975091,0.930268483810331,"1984-2025",58.404369440432,0.181132603688568,10.5789355035345,2.35886480733556
2017,100,40,"Slobeend",1,6.57225335,0.152154816125583,"1984-2025",9.5526251268246,0.181132603688568,1.73029186128257,0.548290100224123
2017,500,40,"Slobeend",1,6.57225335,0.152154816125583,"1984-2025",9.5526251268246,0.181132603688568,1.73029186128257,0.548290100224123
2018,100,40,"Slobeend",1,6.57225335,0.152154816125583,"1984-2025",9.5526251268246,0.181132603688568,1.73029186128257,0.548290100224123
2018,500,40,"Slobeend",1,6.57225335,0.152154816125583,"1984-2025",9.5526251268246,0.181132603688568,1.73029186128257,0.548290100224123
2019,100,40,"Slobeend",4,6.10857011,0.654817727875763,"1984-2025",41.1109450234776,0.181132603688568,7.44653251220005,2.00774848943914
2019,500,40,"Slobeend",4,6.10857011,0.654817727875763,"1984-2025",41.1109450234776,0.181132603688568,7.44653251220005,2.00774848943914
2021,100,40,"Slobeend",7,6.57225335,1.06508371287908,"1984-2025",66.8683758877722,0.181132603688568,12.112043028978,2.49420024927944
2021,500,40,"Slobeend",7,6.57225335,1.06508371287908,"1984-2025",66.8683758877722,0.181132603688568,12.112043028978,2.49420024927944
2022,100,40,"Slobeend",1,6.14314649,0.162783030101566,"1984-2025",10.2198885527581,0.181132603688568,1.85115502296806,0.615809781012627
2022,500,40,"Slobeend",1,6.14314649,0.162783030101566,"1984-2025",10.2198885527581,0.181132603688568,1.85115502296806,0.615809781012627
2023,100,40,"Slobeend",9,6.57225335,1.36939334513025,"1984-2025",85.9736261414213,0.181132603688568,15.5726267515431,2.74551467756034
2023,500,40,"Slobeend",9,6.57225335,1.36939334513025,"1984-2025",85.9736261414213,0.181132603688568,15.5726267515431,2.74551467756034
2024,100,40,"Slobeend",4,6.57225335,0.608619264502334,"1984-2025",38.2105005072984,0.181132603688568,6.92116744513028,1.93458446134401
2024,500,40,"Slobeend",4,6.57225335,0.608619264502334,"1984-2025",38.2105005072984,0.181132603688568,6.92116744513028,1.93458446134401
1959,100,42,"Tafeleend",6,5.0372,1.19113793377273,"1958-1983",15.1031787180716,0.9983055335453,15.1031787180716,2.71490523279709
1960,100,42,"Tafeleend",4,5.022,0.796495420151334,"1958-1983",10.0992608308337,0.9983055335453,10.0992608308337,2.31246223610309
1961,100,42,"Tafeleend",4,5.002,0.79968012794882,"1958-1983",10.1396417218006,0.9983055335453,10.1396417218006,2.31645266438305
1962,100,42,"Tafeleend",6,5.002,1.19952019192323,"1958-1983",15.209462582701,0.9983055335453,15.209462582701,2.72191777249122
1963,100,42,"Tafeleend",6,5.2472,1.1434669919195,"1958-1983",14.4987291962704,0.9983055335453,14.4987291962704,2.67406100394925
1964,100,42,"Tafeleend",16,5.3272,3.00345397206788,"1958-1983",38.0826609794615,0.9983055335453,38.0826609794615,3.63975908614409
1965,100,42,"Tafeleend",27,5.315,5.07996237064911,"1958-1983",64.412002497463,0.9983055335453,64.412002497463,4.16529998992901
1966,100,42,"Tafeleend",36,5.395,6.6728452270621,"1958-1983",84.6091549642301,0.9983055335453,84.6091549642301,4.4380424754646
1967,100,42,"Tafeleend",35,5.735,6.10287707061901,"1958-1983",77.3821742038203,0.9983055335453,77.3821742038203,4.34875644662667
1968,100,42,"Tafeleend",39,5.6,6.96428571428571,"1958-1983",88.304510169885,0.9983055335453,88.304510169885,4.48079118410713
1969,100,42,"Tafeleend",34,5.6,6.07142857142857,"1958-1983",76.9834191224639,0.9983055335453,76.9834191224639,4.34359006259365
1970,100,42,"Tafeleend",45,5.625,8,"1958-1983",101.436975784894,0.9983055335453,101.436975784894,4.61943767739842
1971,100,42,"Tafeleend",42,5.615,7.47996438112199,"1958-1983",94.8431207249673,0.9983055335453,94.8431207249673,4.55222416581155
1972,100,42,"Tafeleend",49,5.645,8.68024800708592,"1958-1983",110.062263362706,0.9983055335453,110.062263362706,4.70104623622759
1973,100,42,"Tafeleend",52,5.715,9.09886264216973,"1958-1983",115.37013868798,0.9983055335453,115.37013868798,4.74814555705324
1974,100,42,"Tafeleend",63,5.855,10.7600341588386,"1958-1983",136.433165551842,0.9983055335453,136.433165551842,4.91583486506044
1975,100,42,"Tafeleend",63,5.505,11.4441416893733,"1958-1983",145.107390427981,0.9983055335453,145.107390427981,4.97747409193548
1976,100,42,"Tafeleend",81,6.49,12.4807395993837,"1958-1983",158.25106006503,0.9983055335453,158.25106006503,5.06418275967503
1977,100,42,"Tafeleend",63,6.175,10.2024291497976,"1958-1983",129.362944826889,0.9983055335453,129.362944826889,4.86262197959608
1978,100,42,"Tafeleend",98,6.38,15.3605015673981,"1958-1983",194.765353191998,0.9983055335453,194.765353191998,5.27179551703246
1979,100,42,"Tafeleend",107,6.37,16.7974882260597,"1958-1983",212.985800804231,0.9983055335453,212.985800804231,5.36122550059642
1980,100,42,"Tafeleend",82,6.38,12.8526645768025,"1958-1983",162.96692818106,0.9983055335453,162.96692818106,5.09354728562614
1981,100,42,"Tafeleend",79,6.38,12.3824451410658,"1958-1983",157.004723491509,0.9983055335453,157.004723491509,5.05627589082891
1982,100,42,"Tafeleend",56,6.035,9.27920463960232,"1958-1983",117.656807041302,0.9983055335453,117.656807041302,4.76777197190424
1983,100,42,"Tafeleend",85,6.38,13.3228840125392,"1958-1983",168.92913287061,0.9983055335453,168.92913287061,5.12947929485221
1984,100,42,"Tafeleend",34,3.02300608,11.2470829036507,"1984-2025",124.099727412229,0.9983055335453,123.889444587092,4.81938959200429
1985,100,42,"Tafeleend",69,5.13012052,13.449976414979,"1984-2025",148.406339768157,0.9983055335453,148.154870203755,4.99825814694368
1986,100,42,"Tafeleend",66,4.23796013,15.5735301832582,"1984-2025",171.837521528462,0.9983055335453,171.546348612574,5.1448534843946
1987,100,42,"Tafeleend",73,5.02247314,14.5346720560063,"1984-2025",160.374815019017,0.9983055335453,160.103065274788,5.07581776582056
1988,100,42,"Tafeleend",75,4.70180252,15.9513292361756,"1984-2025",176.006136616062,0.9983055335453,175.707900121745,5.16882295788025
1989,100,42,"Tafeleend",77,4.70180252,16.3766980158069,"1984-2025",180.69963359249,0.9983055335453,180.393444124991,5.19514026619762
1990,100,42,"Tafeleend",78,4.85514176,16.0654423404519,"1984-2025",177.265254669709,0.9983055335453,176.964884642087,5.17595132103895
1991,100,42,"Tafeleend",64,5.55688703,11.5172397161365,"1984-2025",127.080623621074,0.9983055335453,126.865289767306,4.84312581301344
1992,100,42,"Tafeleend",71,6.1308353,11.5808036793942,"1984-2025",127.781985083517,0.9983055335453,127.565462796278,4.8486296665328
1993,100,42,"Tafeleend",68,6.1308353,11.0914739464621,"1984-2025",122.382746277171,0.9983055335453,122.17537281897,4.80545749466759
1994,100,42,"Tafeleend",92,6.1308353,15.0061118099193,"1984-2025",165.576656727937,0.9983055335453,165.29609263743,5.10773836654052
1995,100,42,"Tafeleend",81,6.09164596,13.296898823713,"1984-2025",146.717289592945,0.9983055335453,146.468682067405,4.98681163132022
1996,100,42,"Tafeleend",87,6.44975091,13.4888930152498,"1984-2025",148.835743510157,0.9983055335453,148.583546335519,5.0011474016278
1997,100,42,"Tafeleend",62,6.09164596,10.1778731737062,"1984-2025",112.302122898304,0.9983055335453,112.111830718261,4.71949686169287
1998,100,42,"Tafeleend",81,5.62796272,14.3924194295303,"1984-2025",158.80520694192,0.9983055335453,158.536116845926,5.06598243389551
1999,100,42,"Tafeleend",69,6.09164596,11.3269878868666,"1984-2025",124.981394838435,0.9983055335453,124.769618057419,4.82646898124504
2000,100,42,"Tafeleend",65,5.70172844,11.4000518761991,"1984-2025",125.787579094165,0.9983055335453,125.574436260972,4.83289870036441
2001,100,42,"Tafeleend",80,6.44975091,12.4035797841377,"1984-2025",136.860453802443,0.9983055335453,136.6285483545,4.9172659176471
