"groep_100","jaar","territoria","surveyed_km2","density_per_km2","periode","korte_beschrijving"
600,1991,1706,5.55688703,307.006421183265,"1984-2025","Struweelvogels"
600,1992,1938,6.1308353,316.107007474169,"1984-2025","Struweelvogels"
600,1993,2240,6.1308353,365.366200589339,"1984-2025","Struweelvogels"
600,1994,2283,6.1308353,372.379926761366,"1984-2025","Struweelvogels"
600,1995,2400,6.09164596,393.982187369274,"1984-2025","Struweelvogels"
600,1996,2229,6.44975091,345.594741735538,"1984-2025","Struweelvogels"
600,1997,2141,6.09164596,351.46494298234,"1984-2025","Struweelvogels"
600,1998,1948,5.62796272,346.128803070678,"1984-2025","Struweelvogels"
600,1999,2096,6.09164596,344.077776969166,"1984-2025","Struweelvogels"
600,2000,2099,5.70172844,368.133982894492,"1984-2025","Struweelvogels"
600,2001,2419,6.44975091,375.053243722865,"1984-2025","Struweelvogels"
600,2002,2020,6.09164596,331.601674369139,"1984-2025","Struweelvogels"
600,2003,2020,6.2141484,325.06465407231,"1984-2025","Struweelvogels"
600,2004,2201,6.2141484,354.191734461958,"1984-2025","Struweelvogels"
600,2005,2049,6.2141484,329.731423858497,"1984-2025","Struweelvogels"
600,2006,1706,5.65793112,301.52364244406,"1984-2025","Struweelvogels"
600,2007,1976,6.1308353,322.30518409131,"1984-2025","Struweelvogels"
600,2008,1694,6.02064405,281.365246962242,"1984-2025","Struweelvogels"
600,2009,1614,5.98606767,269.626086602526,"1984-2025","Struweelvogels"
600,2010,1869,6.44975091,289.778632706918,"1984-2025","Struweelvogels"
600,2011,1911,6.44975091,296.29051209359,"1984-2025","Struweelvogels"
600,2012,1786,6.44975091,276.909918680875,"1984-2025","Struweelvogels"
600,2013,1699,6.44975091,263.421025665625,"1984-2025","Struweelvogels"
600,2014,1976,6.44975091,306.368420668202,"1984-2025","Struweelvogels"
600,2015,2030,6.57225335,308.874276734934,"1984-2025","Struweelvogels"
600,2016,1892,6.44975091,293.344661894858,"1984-2025","Struweelvogels"
600,2017,1819,6.57225335,276.769610532436,"1984-2025","Struweelvogels"
600,2018,1711,6.57225335,260.336890390873,"1984-2025","Struweelvogels"
600,2019,1916,6.10857011,313.657691652491,"1984-2025","Struweelvogels"
600,2020,1943,6.44975091,301.251944007245,"1984-2025","Struweelvogels"
600,2021,1832,6.57225335,278.747623142069,"1984-2025","Struweelvogels"
600,2022,1628,6.14314649,265.01077300535,"1984-2025","Struweelvogels"
600,2023,1743,6.57225335,265.205844506892,"1984-2025","Struweelvogels"
600,2024,1783,6.57225335,271.292037151915,"1984-2025","Struweelvogels"
600,2025,1725,6.57225335,262.467057816631,"1984-2025","Struweelvogels"
700,1958,297,4.3072,68.954309063893,"1958-1983","Bosrandvogels"
700,1959,720,5.0372,142.936552052728,"1958-1983","Bosrandvogels"
700,1960,763,5.022,151.931501393867,"1958-1983","Bosrandvogels"
700,1961,748,5.002,149.540183926429,"1958-1983","Bosrandvogels"
700,1962,666,5.002,133.146741303479,"1958-1983","Bosrandvogels"
700,1963,648,5.2472,123.494435127306,"1958-1983","Bosrandvogels"
700,1964,721,5.3272,135.343144616309,"1958-1983","Bosrandvogels"
700,1965,758,5.315,142.615239887112,"1958-1983","Bosrandvogels"
700,1966,825,5.395,152.91936978684,"1958-1983","Bosrandvogels"
700,1967,829,5.735,144.551002615519,"1958-1983","Bosrandvogels"
700,1968,809,5.6,144.464285714286,"1958-1983","Bosrandvogels"
700,1969,714,5.6,127.5,"1958-1983","Bosrandvogels"
700,1970,771,5.625,137.066666666667,"1958-1983","Bosrandvogels"
700,1971,783,5.615,139.447907390917,"1958-1983","Bosrandvogels"
700,1972,899,5.645,159.25597874225,"1958-1983","Bosrandvogels"
700,1973,1002,5.715,175.328083989501,"1958-1983","Bosrandvogels"
700,1974,1072,5.855,183.091374893254,"1958-1983","Bosrandvogels"
700,1975,1103,5.505,200.363306085377,"1958-1983","Bosrandvogels"
700,1976,1251,6.49,192.758089368259,"1958-1983","Bosrandvogels"
700,1977,1228,6.175,198.866396761134,"1958-1983","Bosrandvogels"
700,1978,1182,6.38,185.266457680251,"1958-1983","Bosrandvogels"
700,1979,1284,6.37,201.569858712716,"1958-1983","Bosrandvogels"
700,1980,1566,6.38,245.454545454545,"1958-1983","Bosrandvogels"
700,1981,1699,6.38,266.300940438871,"1958-1983","Bosrandvogels"
700,1982,1739,6.035,288.152444076222,"1958-1983","Bosrandvogels"
700,1983,1982,6.38,310.658307210031,"1958-1983","Bosrandvogels"
700,1984,848,3.02300608,280.515479479287,"1984-2025","Bosrandvogels"
700,1985,1615,5.13012052,314.807418988278,"1984-2025","Bosrandvogels"
700,1986,1325,4.23796013,312.650416557836,"1984-2025","Bosrandvogels"
700,1987,1536,5.02247314,305.825428466104,"1984-2025","Bosrandvogels"
700,1988,1460,4.70180252,310.519209130885,"1984-2025","Bosrandvogels"
700,1989,1549,4.70180252,329.44811982448,"1984-2025","Bosrandvogels"
700,1990,1514,4.85514176,311.834355172361,"1984-2025","Bosrandvogels"
700,1991,1429,5.55688703,257.158368036861,"1984-2025","Bosrandvogels"
700,1992,1549,6.1308353,252.657252103967,"1984-2025","Bosrandvogels"
700,1993,1726,6.1308353,281.527706346964,"1984-2025","Bosrandvogels"
700,1994,1694,6.1308353,276.308189195688,"1984-2025","Bosrandvogels"
700,1995,1756,6.09164596,288.263633758519,"1984-2025","Bosrandvogels"
700,1996,1859,6.44975091,288.228185233901,"1984-2025","Bosrandvogels"
700,1997,1801,6.09164596,295.650799771693,"1984-2025","Bosrandvogels"
700,1998,1546,5.62796272,274.699758494491,"1984-2025","Bosrandvogels"
700,1999,1578,6.09164596,259.043288195298,"1984-2025","Bosrandvogels"
700,2000,1541,5.70172844,270.26892217266,"1984-2025","Bosrandvogels"
700,2001,1755,6.44975091,272.103531514522,"1984-2025","Bosrandvogels"
700,2002,1442,6.09164596,236.717630911039,"1984-2025","Bosrandvogels"
700,2003,1489,6.2141484,239.614490056272,"1984-2025","Bosrandvogels"
700,2004,1636,6.2141484,263.270185179356,"1984-2025","Bosrandvogels"
700,2005,1523,6.2141484,245.085875322836,"1984-2025","Bosrandvogels"
700,2006,1229,5.65793112,217.217207833382,"1984-2025","Bosrandvogels"
700,2007,1549,6.1308353,252.657252103967,"1984-2025","Bosrandvogels"
700,2008,1289,6.02064405,214.096696183193,"1984-2025","Bosrandvogels"
700,2009,1611,5.98606767,269.124922872781,"1984-2025","Bosrandvogels"
700,2010,1768,6.44975091,274.119113229444,"1984-2025","Bosrandvogels"
700,2011,1774,6.44975091,275.049381713254,"1984-2025","Bosrandvogels"
700,2012,1785,6.44975091,276.754873933573,"1984-2025","Bosrandvogels"
700,2013,1992,6.44975091,308.84913662503,"1984-2025","Bosrandvogels"
700,2014,2273,6.44975091,352.416710616814,"1984-2025","Bosrandvogels"
700,2015,2255,6.57225335,343.109110363191,"1984-2025","Bosrandvogels"
700,2016,2209,6.44975091,342.493846789503,"1984-2025","Bosrandvogels"
700,2017,2054,6.57225335,312.525992321948,"1984-2025","Bosrandvogels"
700,2018,2130,6.57225335,324.089758347493,"1984-2025","Bosrandvogels"
700,2019,2301,6.10857011,376.683897960533,"1984-2025","Bosrandvogels"
700,2020,2301,6.44975091,356.757963541262,"1984-2025","Bosrandvogels"
700,2021,2118,6.57225335,322.263900553986,"1984-2025","Bosrandvogels"
700,2022,1506,6.14314649,245.151243332959,"1984-2025","Bosrandvogels"
700,2023,1850,6.57225335,281.486409832329,"1984-2025","Bosrandvogels"
700,2024,1886,6.57225335,286.96398321285,"1984-2025","Bosrandvogels"
700,2025,1948,6.57225335,296.397581812637,"1984-2025","Bosrandvogels"
800,1958,32,4.3072,7.4294205052006,"1958-1983","Bosvogels"
800,1959,68,5.0372,13.4995632494243,"1958-1983","Bosvogels"
800,1960,77,5.022,15.3325368379132,"1958-1983","Bosvogels"
800,1961,90,5.002,17.9928028788485,"1958-1983","Bosvogels"
800,1962,72,5.002,14.3942423030788,"1958-1983","Bosvogels"
800,1963,58,5.2472,11.0535142552218,"1958-1983","Bosvogels"
800,1964,81,5.3272,15.2049857335936,"1958-1983","Bosvogels"
800,1965,86,5.315,16.1806208842897,"1958-1983","Bosvogels"
800,1966,95,5.395,17.6088971269694,"1958-1983","Bosvogels"
800,1967,104,5.735,18.1342632955536,"1958-1983","Bosvogels"
800,1968,98,5.6,17.5,"1958-1983","Bosvogels"
800,1969,92,5.6,16.4285714285714,"1958-1983","Bosvogels"
800,1970,95,5.625,16.8888888888889,"1958-1983","Bosvogels"
800,1971,118,5.615,21.0151380231523,"1958-1983","Bosvogels"
800,1972,134,5.645,23.7378210806023,"1958-1983","Bosvogels"
800,1973,158,5.715,27.6465441819773,"1958-1983","Bosvogels"
800,1974,174,5.855,29.7181895815542,"1958-1983","Bosvogels"
800,1975,229,5.505,41.5985467756585,"1958-1983","Bosvogels"
800,1976,221,6.49,34.0523882896764,"1958-1983","Bosvogels"
800,1977,322,6.175,52.1457489878543,"1958-1983","Bosvogels"
800,1978,360,6.38,56.4263322884013,"1958-1983","Bosvogels"
800,1979,379,6.37,59.4976452119309,"1958-1983","Bosvogels"
800,1980,421,6.38,65.987460815047,"1958-1983","Bosvogels"
800,1981,496,6.38,77.742946708464,"1958-1983","Bosvogels"
800,1982,415,6.035,68.7655343827672,"1958-1983","Bosvogels"
800,1983,489,6.38,76.6457680250784,"1958-1983","Bosvogels"
800,1984,318,3.02300608,105.193304804733,"1984-2025","Bosvogels"
800,1985,481,5.13012052,93.7599805160133,"1984-2025","Bosvogels"
800,1986,391,4.23796013,92.2613682068783,"1984-2025","Bosvogels"
800,1987,398,5.02247314,79.2438284697327,"1984-2025","Bosvogels"
800,1988,371,4.70180252,78.9059086216152,"1984-2025","Bosvogels"
800,1989,380,4.70180252,80.8200681299563,"1984-2025","Bosvogels"
800,1990,457,4.85514176,94.1270147382885,"1984-2025","Bosvogels"
800,1991,507,5.55688703,91.2381333762691,"1984-2025","Bosvogels"
800,1992,589,6.1308353,96.0717375656789,"1984-2025","Bosvogels"
800,1993,616,6.1308353,100.475705162068,"1984-2025","Bosvogels"
800,1994,616,6.1308353,100.475705162068,"1984-2025","Bosvogels"
800,1995,670,6.09164596,109.986693973922,"1984-2025","Bosvogels"
800,1996,665,6.44975091,103.104756955645,"1984-2025","Bosvogels"
800,1997,685,6.09164596,112.44908264498,"1984-2025","Bosvogels"
800,1998,614,5.62796272,109.098092959649,"1984-2025","Bosvogels"
800,1999,628,6.09164596,103.09200569496,"1984-2025","Bosvogels"
800,2000,490,5.70172844,85.9388526051935,"1984-2025","Bosvogels"
800,2001,635,6.44975091,98.4534145365933,"1984-2025","Bosvogels"
800,2002,601,6.09164596,98.6597060870557,"1984-2025","Bosvogels"
800,2003,661,6.2141484,106.37016650584,"1984-2025","Bosvogels"
800,2004,732,6.2141484,117.795706327194,"1984-2025","Bosvogels"
800,2005,584,6.2141484,93.9790881080342,"1984-2025","Bosvogels"
800,2006,537,5.65793112,94.9110175805746,"1984-2025","Bosvogels"
800,2007,629,6.1308353,102.596134004774,"1984-2025","Bosvogels"
800,2008,608,6.02064405,100.985873762127,"1984-2025","Bosvogels"
800,2009,545,5.98606767,91.0447442369124,"1984-2025","Bosvogels"
800,2010,745,6.44975091,115.508336739783,"1984-2025","Bosvogels"
800,2011,718,6.44975091,111.322128562636,"1984-2025","Bosvogels"
800,2012,778,6.44975091,120.62481340074,"1984-2025","Bosvogels"
800,2013,736,6.44975091,114.112934014067,"1984-2025","Bosvogels"
800,2014,865,6.44975091,134.113706415989,"1984-2025","Bosvogels"
800,2015,877,6.57225335,133.439773742137,"1984-2025","Bosvogels"
800,2016,773,6.44975091,119.849589664231,"1984-2025","Bosvogels"
800,2017,790,6.57225335,120.202304739211,"1984-2025","Bosvogels"
800,2018,780,6.57225335,118.680756577955,"1984-2025","Bosvogels"
800,2019,733,6.10857011,119.995348633234,"1984-2025","Bosvogels"
800,2020,777,6.44975091,120.469768653438,"1984-2025","Bosvogels"
800,2021,785,6.57225335,119.441530658583,"1984-2025","Bosvogels"
800,2022,740,6.14314649,120.459442275159,"1984-2025","Bosvogels"
800,2023,822,6.57225335,125.07125885523,"1984-2025","Bosvogels"
800,2024,843,6.57225335,128.266509993867,"1984-2025","Bosvogels"
800,2025,813,6.57225335,123.701865510099,"1984-2025","Bosvogels"
900,1958,1,4.3072,0.232169390787519,"1958-1983","Vogels van bebouwing/overige"
900,1959,5,5.0372,0.992614944810609,"1958-1983","Vogels van bebouwing/overige"
900,1960,5,5.022,0.995619275189168,"1958-1983","Vogels van bebouwing/overige"
900,1961,5,5.002,0.999600159936026,"1958-1983","Vogels van bebouwing/overige"
900,1962,2,5.002,0.39984006397441,"1958-1983","Vogels van bebouwing/overige"
900,1963,2,5.2472,0.381155663973167,"1958-1983","Vogels van bebouwing/overige"
900,1964,3,5.3272,0.563147619762727,"1958-1983","Vogels van bebouwing/overige"
900,1965,2,5.315,0.376293508936971,"1958-1983","Vogels van bebouwing/overige"
900,1966,4,5.395,0.741427247451344,"1958-1983","Vogels van bebouwing/overige"
900,1967,12,5.735,2.0924149956408,"1958-1983","Vogels van bebouwing/overige"
900,1968,8,5.6,1.42857142857143,"1958-1983","Vogels van bebouwing/overige"
900,1969,5,5.6,0.892857142857143,"1958-1983","Vogels van bebouwing/overige"
900,1970,8,5.625,1.42222222222222,"1958-1983","Vogels van bebouwing/overige"
900,1971,10,5.615,1.78094390026714,"1958-1983","Vogels van bebouwing/overige"
900,1972,16,5.645,2.83436669619132,"1958-1983","Vogels van bebouwing/overige"
900,1973,17,5.715,2.97462817147857,"1958-1983","Vogels van bebouwing/overige"
900,1974,21,5.855,3.5866780529462,"1958-1983","Vogels van bebouwing/overige"
900,1975,31,5.505,5.63124432334241,"1958-1983","Vogels van bebouwing/overige"
900,1976,42,6.49,6.47149460708783,"1958-1983","Vogels van bebouwing/overige"
900,1977,50,6.175,8.09716599190283,"1958-1983","Vogels van bebouwing/overige"
900,1978,54,6.38,8.46394984326019,"1958-1983","Vogels van bebouwing/overige"
900,1979,41,6.37,6.43642072213501,"1958-1983","Vogels van bebouwing/overige"
900,1980,44,6.38,6.89655172413793,"1958-1983","Vogels van bebouwing/overige"
900,1981,63,6.38,9.87460815047022,"1958-1983","Vogels van bebouwing/overige"
900,1982,47,6.035,7.78790389395195,"1958-1983","Vogels van bebouwing/overige"
900,1983,58,6.38,9.09090909090909,"1958-1983","Vogels van bebouwing/overige"
900,1984,43,3.02300608,14.2242519075582,"1984-2025","Vogels van bebouwing/overige"
900,1985,77,5.13012052,15.0093939703389,"1984-2025","Vogels van bebouwing/overige"
900,1986,50,4.23796013,11.7981289267108,"1984-2025","Vogels van bebouwing/overige"
900,1987,62,5.02247314,12.3445159927724,"1984-2025","Vogels van bebouwing/overige"
900,1988,51,4.70180252,10.8469038805994,"1984-2025","Vogels van bebouwing/overige"
900,1989,48,4.70180252,10.2088507111524,"1984-2025","Vogels van bebouwing/overige"
900,1990,51,4.85514176,10.5043276841416,"1984-2025","Vogels van bebouwing/overige"
900,1991,44,5.55688703,7.91810230484387,"1984-2025","Vogels van bebouwing/overige"
900,1992,55,6.1308353,8.97104510375609,"1984-2025","Vogels van bebouwing/overige"
900,1993,66,6.1308353,10.7652541245073,"1984-2025","Vogels van bebouwing/overige"
900,1994,60,6.1308353,9.78659465864301,"1984-2025","Vogels van bebouwing/overige"
900,1995,62,6.09164596,10.1778731737062,"1984-2025","Vogels van bebouwing/overige"
900,1996,51,6.44975091,7.90728211238781,"1984-2025","Vogels van bebouwing/overige"
900,1997,50,6.09164596,8.20796223685987,"1984-2025","Vogels van bebouwing/overige"
900,1998,51,5.62796272,9.06189371488943,"1984-2025","Vogels van bebouwing/overige"
900,1999,42,6.09164596,6.89468827896229,"1984-2025","Vogels van bebouwing/overige"
900,2000,32,5.70172844,5.61233323135958,"1984-2025","Vogels van bebouwing/overige"
900,2001,45,6.44975091,6.97701362857748,"1984-2025","Vogels van bebouwing/overige"
900,2002,36,6.09164596,5.90973281053911,"1984-2025","Vogels van bebouwing/overige"
900,2003,31,6.2141484,4.98861597833743,"1984-2025","Vogels van bebouwing/overige"
900,2004,27,6.2141484,4.34492359403583,"1984-2025","Vogels van bebouwing/overige"
900,2005,30,6.2141484,4.82769288226203,"1984-2025","Vogels van bebouwing/overige"
900,2006,26,5.65793112,4.59531928695519,"1984-2025","Vogels van bebouwing/overige"
900,2007,28,6.1308353,4.56707750736674,"1984-2025","Vogels van bebouwing/overige"
900,2008,22,6.02064405,3.65409411639275,"1984-2025","Vogels van bebouwing/overige"
900,2009,24,5.98606767,4.00930983795578,"1984-2025","Vogels van bebouwing/overige"
900,2010,23,6.44975091,3.5660291879396,"1984-2025","Vogels van bebouwing/overige"
900,2011,26,6.44975091,4.03116342984477,"1984-2025","Vogels van bebouwing/overige"
900,2012,25,6.44975091,3.87611868254304,"1984-2025","Vogels van bebouwing/overige"
900,2013,26,6.44975091,4.03116342984477,"1984-2025","Vogels van bebouwing/overige"
900,2014,25,6.44975091,3.87611868254304,"1984-2025","Vogels van bebouwing/overige"
900,2015,29,6.57225335,4.41248966764192,"1984-2025","Vogels van bebouwing/overige"
900,2016,27,6.44975091,4.18620817714649,"1984-2025","Vogels van bebouwing/overige"
900,2017,22,6.57225335,3.34740595476284,"1984-2025","Vogels van bebouwing/overige"
900,2018,23,6.57225335,3.49956077088842,"1984-2025","Vogels van bebouwing/overige"
900,2019,23,6.10857011,3.76520193528564,"1984-2025","Vogels van bebouwing/overige"
900,2020,24,6.44975091,3.72107393524132,"1984-2025","Vogels van bebouwing/overige"
900,2021,31,6.57225335,4.71679929989309,"1984-2025","Vogels van bebouwing/overige"
900,2022,25,6.14314649,4.06957575253915,"1984-2025","Vogels van bebouwing/overige"
900,2023,24,6.57225335,3.651715587014,"1984-2025","Vogels van bebouwing/overige"
900,2024,24,6.57225335,3.651715587014,"1984-2025","Vogels van bebouwing/overige"
900,2025,18,6.57225335,2.7387866902605,"1984-2025","Vogels van bebouwing/overige"
