EURING,VARIABELE,WAARDE,VARNR
6700,BPHOLBROED,-,63
6700,BQKOLBROED,-,64
6700,BRNESTPER, 33,65
6700,Broed-eco1,8,2
6700,Broedvogel,1,1
6700,BSNESTVLIE,-,66
6700,BTGESLRIJP,1,67
6700,BULEEF_MAX,16,68
6700,BVOVERLEV,64,69
6700,BWONVKLEED,3,70
6700,BXGEW_MAN,  529,71
6700,BYGEW_VR, 510,72
6700,BZLENG_MAN,254,73
6700,CALENG_VR,249,74
6700,Kolonievogel,o,15
6700,Nest-pl1,7,4
6700,Nest-pl2,10,5
6700,Nest-pl2,3,5
6700,Openh-max,5,12
6700,Openh-min,1,11
6700,Openh-opt.,2,10
6700,Pendelaar,x,14
6700,Ter-gem,2,16
6700,Ter-max,5,18
6700,Ter-min,1,17
6700,Vocht-opt,x,21
6700,Voedsel-eco1,6,6
6700,Voedsel-eco2,3,7
6700,Voedsel-eco2,5,7
6700,Voedsel-eco2,8,7
6700,Voedsel-pl1,3,8
6700,Voedsel-pl2,7,9
6700,Voedselrijk-max,3,29
6700,Voedselrijk-min,1?,28
6700,Voedselrijk-opt,3,27
6700,Zout-max,4?,32
6700,Zout-min,1,31
6700,Zout-opt,1,30
6700,Zuur-opt,x,24
6840,AORO_LIJST,-,36
6840,APBL_LIJST,-,37
6840,AQNBP,-,38
6840,ARBMP,*,39
6840,ASPTT,*,40
6840,ATOE_GROEP,IX,41
6840,AUPMI73_77,  60000,42
6840,AVPMA73_77, 100000,43
6840,AWPMI79_85,100000,44
6840,AXPMA79_85,150000,45
6840,AYTRST_BR,S,46
6840,AZTRST_NBR,WDo,47
6840,BAWINT_GEB,  1,48
6840,BBBROEDGEB,1234,49
6840,BCBRV_NED,*,50
6840,BDPRESENT,1428,51
6840,BEBROEDBIO,e,52
6840,BFBRTYBEG,3,53
6840,BGBRTYEND,9,54
6840,BHBRDUUR,14,55
6840,BIEI_MIN, 2,56
6840,BJEI_NORM, 2,57
6840,BKEI_MAX, 2,58
6840,BLLEG_MIN,2,59
6840,BMLEG_NORM,2,60
6840,BNLEG_MAX,3,61
6840,BONESTH,4,62
6840,BPHOLBROED,-,63
6840,BQKOLBROED,-,64
6840,BRNESTPER, 17,65
6840,Broed-eco1,9,2
6840,Broedvogel,1,1
6840,BSNESTVLIE,-,66
6840,BTGESLRIJP,1,67
6840,BULEEF_MAX,14,68
6840,BVOVERLEV,71,69
6840,BWONVKLEED,2,70
6840,BXGEW_MAN,  206,71
6840,BYGEW_VR, 195,72
6840,BZLENG_MAN,183,73
6840,CALENG_VR,174,74
6840,Nest-pl1,7,4
6840,Nest-pl2,5b,5
6840,Openh-max,3,12
6840,Openh-min,2,11
6840,Openh-opt.,2,10
6840,Pendelaar,x,14
6840,Ter-gem,2,16
6840,Ter-max,4,18
6840,Ter-min,1?,17
6840,Vocht-opt,x,21
6840,Voedsel-eco1,9,6
6840,Voedsel-eco2,3,7
6840,Voedsel-eco2,5,7
6840,Voedsel-eco2,6,7
6840,Voedsel-eco2,7,7
6840,Voedsel-pl1,3,8
6840,Voedsel-pl2,4,9
6840,Voedsel-pl2,5,9
6840,Voedselrijk-opt,x,27
6840,Zout-opt,x?,30
6840,Zuur-opt,x,24
6870,AORO_LIJST,-,36
6870,APBL_LIJST,-,37
6870,AQNBP,-,38
6870,ARBMP,*,39
6870,ASPTT,-,40
6870,ATOE_GROEP,X,41
6870,AUPMI73_77,  40000,42
6870,AVPMA73_77,  50000,43
6870,AWPMI79_85, 35000,44
6870,AXPMA79_85, 50000,45
6870,AYTRST_BR,Z,46
6870,AZTRST_NBR,Do,47
6870,BAWINT_GEB,  3,48
6870,BBBROEDGEB,1234,49
6870,BCBRV_NED,*,50
6870,BDPRESENT,1395,51
6870,BEBROEDBIO,b1b2b3b4,52
6870,BFBRTYBEG,5,53
6870,BGBRTYEND,8,54
6870,BHBRDUUR,13,55
6870,BIEI_MIN, 1,56
6870,BJEI_NORM, 2,57
6870,BKEI_MAX, 2,58
6870,BLLEG_MIN,2,59
6870,BMLEG_NORM,2,60
6870,BNLEG_MAX,2,61
6870,BONESTH,4,62
6870,BPHOLBROED,-,63
6870,BQKOLBROED,-,64
6870,BRNESTPER, 20,65
6870,Broed-eco1,7,2
6870,Broed-eco2,8,3
6870,Broedvogel,1,1
6870,BSNESTVLIE,-,66
6870,BTGESLRIJP,1,67
6870,BULEEF_MAX,13,68
6870,BVOVERLEV,-,69
6870,BWONVKLEED,2,70
6870,BXGEW_MAN,  138,71
6870,BYGEW_VR, 138,72
6870,BZLENG_MAN,178,73
6870,CALENG_VR,173,74
6870,Nest-pl1,5b,4
6870,Nest-pl2,7,5
6870,Openh-max,3?,12
6870,Openh-min,1,11
6870,Openh-opt.,2,10
6870,Pendelaar,x,14
6870,Randvogel,o,13
6870,Ter-gem,2,16
6870,Ter-max,4,18
6870,Ter-min,1,17
6870,Vocht-opt,x,21
6870,Voedsel-eco1,6,6
6870,Voedsel-eco2,3,7
6870,Voedsel-eco2,5,7
6870,Voedsel-pl1,3,8
6870,Voedselrijk-opt,x,27
6870,Zout-opt,x?,30
6870,Zuur-opt,x,24
7120,AORO_LIJST,-,36
7120,APBL_LIJST,-,37
7120,AQNBP,-,38
7120,ARBMP,-,39
7120,ASPTT,-,40
7120,ATOE_GROEP,X,41
7120,AUPMI73_77,      -,42
7120,AVPMA73_77,      -,43
7120,AWPMI79_85,     -,44
7120,AXPMA79_85,     -,45
7120,AYTRST_BR,S,46
7120,AZTRST_NBR,-,47
7120,BAWINT_GEB,  1,48
7120,BBBROEDGEB,1,49
7120,BCBRV_NED,*,50
7120,BDPRESENT,9,51
7120,BEBROEDBIO,b2e,52
7120,BFBRTYBEG,2,53
7120,BGBRTYEND,-,54
7120,BHBRDUUR,26,55
7120,BIEI_MIN, 3,56
7120,BJEI_NORM, 4,57
7120,BKEI_MAX, 6,58
7120,BLLEG_MIN,1,59
7120,BMLEG_NORM,1,60
7120,BNLEG_MAX,1,61
7120,BONESTH,4,62
7120,BPHOLBROED,*,63
7120,BQKOLBROED,-,64
7120,BRNESTPER, 55,65
7120,BSNESTVLIE,-,66
7120,BTGESLRIJP,2,67
7120,BULEEF_MAX,-,68
7120,BVOVERLEV,-,69
7120,BWONVKLEED,0,70
7120,BXGEW_MAN,  112,71
7120,BZLENG_MAN,175,73
7120,CALENG_VR,175,74
7160,AORO_LIJST,-,36
7160,APBL_LIJST,-,37
7160,AQNBP,-,38
7160,ARBMP,-,39
7160,ASPTT,-,40
7160,ATOE_GROEP,X,41
7160,AUPMI73_77,      -,42
7160,AVPMA73_77,      -,43
7160,AWPMI79_85,     -,44
7160,AXPMA79_85,     -,45
7160,AYTRST_BR,-,46
7160,AZTRST_NBR,-,47
7160,BAWINT_GEB,-,48
7160,BBBROEDGEB,234,49
7160,BCBRV_NED,-,50
7160,BDPRESENT,-,51
7160,BEBROEDBIO,b1b2b3,52
7160,BFBRTYBEG,4,53
7160,BGBRTYEND,5,54
7160,BHBRDUUR,13,55
7160,BIEI_MIN,15,56
7160,BJEI_NORM,15,57
7160,BKEI_MAX,16,58
7160,BONESTH,4,62
7160,BPHOLBROED,-,63
7160,BQKOLBROED,-,64
7160,BRNESTPER, 20,65
7160,BSNESTVLIE,-,66
7160,BTGESLRIJP,1,67
7160,BULEEF_MAX,-,68
7160,BVOVERLEV,-,69
7160,BWONVKLEED,14,70
7160,BXGEW_MAN,  175,71
7160,BZLENG_MAN,212,73
7160,CALENG_VR,204,74
7240,AORO_LIJST,-,36
7240,APBL_LIJST,-,37
7240,AQNBP,-,38
7240,ARBMP,*,39
7240,ASPTT,-,40
7240,ATOE_GROEP,X,41
7240,AUPMI73_77,  10000,42
7240,AVPMA73_77,  10000,43
7240,AWPMI79_85, 15000,44
7240,AXPMA79_85, 25000,45
7240,AYTRST_BR,Z,46
7240,AZTRST_NBR,Do,47
7240,BAWINT_GEB,  3,48
7240,BBBROEDGEB,1234,49
7240,BCBRV_NED,*,50
7240,BDPRESENT,1601,51
7240,BEBROEDBIO,a1a2b1b2b,52
7240,BFBRTYBEG,5,53
7240,BGBRTYEND,6,54
7240,BHBRDUUR,12,55
7240,BIEI_MIN, 8,56
7240,BJEI_NORM,10,57
7240,BKEI_MAX,12,58
7240,BONESTH,2,62
7240,BPHOLBROED,-,63
7240,BQKOLBROED,-,64
7240,BRNESTPER, 21,65
7240,Broed-eco1,x,2
7240,Broedvogel,1,1
7240,BSNESTVLIE,-,66
7240,BTGESLRIJP,1,67
7240,BULEEF_MAX,13,68
7240,BVOVERLEV,-,69
7240,BWONVKLEED,7,70
7240,BXGEW_MAN,  117,71
7240,BYGEW_VR, 101,72
7240,BZLENG_MAN,219,73
7240,CALENG_VR,210,74
7240,Nest-pl1,x,4
7240,Openh-opt.,x,10
7240,Ter-gem,3,16
7240,Ter-max,4,18
7240,Ter-min,3,17
7240,Vocht-opt,x,21
7240,Voedsel-eco1,8,6
7240,Voedsel-eco2,x,7
7240,Voedsel-pl1,7,8
7240,Voedsel-pl2,x,9
7240,Voedselrijk-opt,x,27
7240,Zout-opt,x?,30
7240,Zuur-opt,x,24
7350,AORO_LIJST,*,36
7350,APBL_LIJST,-,37
7350,AQNBP,tz,38
7350,ARBMP,-,39
7350,ASPTT,-,40
7350,ATOE_GROEP,IX,41
7350,AUPMI73_77,    200,42
7350,AVPMA73_77,    700,43
7350,AWPMI79_85,   300,44
7350,AXPMA79_85,   500,45
7350,AYTRST_BR,SDe,46
7350,AZTRST_NBR,WDo,47
7350,BAWINT_GEB,  2,48
7350,BBBROEDGEB,134,49
7350,BCBRV_NED,*,50
7350,BDPRESENT,704,51
7350,BEBROEDBIO,c1c2c3e,52
7350,BFBRTYBEG,2,53
7350,BGBRTYEND,8,54
7350,BHBRDUUR,32,55
7350,BIEI_MIN, 3,56
7350,BJEI_NORM, 5,57
7350,BKEI_MAX,11,58
7350,BLLEG_MIN,1,59
7350,BMLEG_NORM,2,60
7350,BNLEG_MAX,2,61
7350,BONESTH,4,62
7350,BPHOLBROED,*,63
7350,BQKOLBROED,-,64
7350,BRNESTPER, 60,65
7350,Broed-eco1,9,2
7350,Broedvogel,1,1
7350,BSNESTVLIE,-,66
7350,BTGESLRIJP,1,67
7350,BULEEF_MAX,18,68
7350,BVOVERLEV,-,69
7350,BWONVKLEED,0,70
7350,BXGEW_MAN,  228,71
7350,BYGEW_VR, 233,72
7350,BZLENG_MAN,285,73
7350,CALENG_VR,285,74
7350,Nest-pl1,10,4
7350,Openh-max,5,12
7350,Openh-min,2,11
7350,Openh-opt.,2,10
7350,Randvogel,o,13
7350,Ter-gem,5,16
7350,Ter-max,6,18
7350,Ter-min,5,17
7350,Vocht-opt,x,21
7350,Voedsel-eco1,3,6
7350,Voedsel-eco2,10,7
7350,Voedsel-eco2,7,7
7350,Voedsel-pl1,3,8
7350,Voedsel-pl2,10,9
7350,Voedsel-pl2,4,9
7350,Voedsel-pl2,5,9
7350,Voedselrijk-max,3,29
7350,Voedselrijk-min,2,28
7350,Voedselrijk-opt,3,27
7350,Zout-opt,x?,30
7350,Zuur-opt,x,24
7440,AORO_LIJST,-,36
7440,APBL_LIJST,-,37
7440,AQNBP,-,38
7440,ARBMP,-,39
7440,ASPTT,-,40
7440,ATOE_GROEP,X,41
7440,AUPMI73_77,      -,42
7440,AVPMA73_77,      -,43
7440,AWPMI79_85,     -,44
7440,AXPMA79_85,     -,45
7440,AYTRST_BR,S,46
7440,AZTRST_NBR,-,47
7440,BAWINT_GEB,  1,48
7440,BBBROEDGEB,1234,49
7440,BCBRV_NED,i,50
7440,BDPRESENT,-,51
7440,BEBROEDBIO,b1b2b4a5,52
7440,BFBRTYBEG,3,53
7440,BGBRTYEND,6,54
7440,BHBRDUUR,34,55
7440,BIEI_MIN, 1,56
7440,BJEI_NORM, 3,57
7440,BKEI_MAX, 6,58
7440,BLLEG_MIN,1,59
7440,BMLEG_NORM,1,60
7440,BNLEG_MAX,1,61
7440,BONESTH,1,62
7440,BPHOLBROED,-,63
7440,BQKOLBROED,-,64
7440,BRNESTPER, 55,65
7440,Broed-eco1,8,2
7440,Broed-eco2,9,3
7440,Broedvogel,2,1
7440,BSNESTVLIE,-,66
7440,BTGESLRIJP,-,67
7440,BULEEF_MAX,21,68
7440,BVOVERLEV,-,69
7440,BWONVKLEED,2,70
7440,BXGEW_MAN, 2185,71
7440,BYGEW_VR,2975,72
7440,BZLENG_MAN,457,73
7440,CALENG_VR,477,74
7440,Nest-pl1,3,4
7440,Nest-pl2,10,5
7440,Nest-pl2,6,5
7440,Nest-pl2,7,5
7440,Openh-max,4,12
7440,Openh-min,1,11
7440,Openh-opt.,2,10
7440,Ter-gem,6?,16
7440,Ter-max,6,18
7440,Ter-min,5,17
7440,Vocht-opt,x,21
7440,Voedsel-eco1,8?,6
7440,Voedsel-eco2,3,7
7440,Voedsel-eco2,4,7
7440,Voedsel-eco2,7,7
7440,Voedsel-pl1,3,8
7440,Voedsel-pl2,4,9
7440,Voedsel-pl2,5,9
7440,Voedselrijk-opt,x,27
7440,Zout-opt,x?,30
7440,Zuur-opt,x,24
7490,AORO_LIJST,*,36
7490,APBL_LIJST,-,37
7490,AQNBP,-,38
7490,ARBMP,-,39
7490,ASPTT,-,40
7490,ATOE_GROEP,IX,41
7490,AUPMI73_77,      -,42
7490,AVPMA73_77,      -,43
7490,AWPMI79_85,     -,44
7490,AXPMA79_85,     -,45
7490,AYTRST_BR,-,46
7490,AZTRST_NBR,-,47
7490,BAWINT_GEB,-,48
7490,BBBROEDGEB,23,49
7490,BCBRV_NED,-,50
7490,BDPRESENT,-,51
7490,BEBROEDBIO,a1a4,52
7490,BFBRTYBEG,5,53
7490,BGBRTYEND,6,54
7490,BHBRDUUR,34,55
7490,BIEI_MIN, 4,56
7490,BJEI_NORM, 6,57
7490,BKEI_MAX,15,58
7490,BLLEG_MIN,1,59
7490,BMLEG_NORM,1,60
7490,BNLEG_MAX,1,61
7490,BONESTH,1,62
7490,BPHOLBROED,-,63
7490,BQKOLBROED,-,64
7490,BRNESTPER, 46,65
7490,BSNESTVLIE,-,66
7490,BTGESLRIJP,-,67
7490,BULEEF_MAX,-,68
7490,BVOVERLEV,-,69
7490,BWONVKLEED,-,70
7490,BXGEW_MAN, 1730,71
7490,BYGEW_VR,2120,72
7490,BZLENG_MAN,416,73
7490,CALENG_VR,451,74
7570,AORO_LIJST,-,36
7570,APBL_LIJST,-,37
7570,AQNBP,-,38
7570,ARBMP,-,39
7570,ASPTT,-,40
7570,ATOE_GROEP,IX,41
7570,AUPMI73_77,   6000,42
7570,AVPMA73_77,   8000,43
7570,AWPMI79_85,  8000,44
7570,AXPMA79_85, 12000,45
7570,AYTRST_BR,S,46
7570,AZTRST_NBR,-,47
7570,BAWINT_GEB,  1,48
7570,BBBROEDGEB,134,49
7570,BCBRV_NED,*,50
7570,BDPRESENT,1089,51
7570,BEBROEDBIO,b4c1c2c3e,52
7570,BFBRTYBEG,3,53
7570,BGBRTYEND,6,54
7570,BHBRDUUR,28,55
7570,BIEI_MIN, 2,56
7570,BJEI_NORM, 4,57
7570,BKEI_MAX, 8,58
7570,BLLEG_MIN,1,59
7570,BMLEG_NORM,1,60
7570,BNLEG_MAX,2,61
7570,BONESTH,4,62
7570,BPHOLBROED,*,63
7570,BQKOLBROED,-,64
7570,BRNESTPER, 33,65
7570,Broed-eco1,9,2
7570,Broed-eco2,4,3
7570,Broed-eco2,7,3
7570,Broedvogel,1,1
7570,BSNESTVLIE,-,66
7570,BTGESLRIJP,1,67
7570,BULEEF_MAX,16,68
7570,BVOVERLEV,65,69
7570,BWONVKLEED,0,70
7570,BXGEW_MAN,  185,71
7570,BYGEW_VR, 198,72
7570,BZLENG_MAN,160,73
7570,CALENG_VR,165,74
7570,Nest-pl1,10,4
7570,Nest-pl2,11,5
7570,Openh-max,4?,12
7570,Openh-min,1,11
7570,Openh-opt.,2,10
7570,Ter-gem,4?,16
7570,Ter-max,5,18
7570,Ter-min,3,17
7570,Vocht-opt,x,21
7570,Voedsel-eco1,3,6
7570,Voedsel-eco2,10,7
7570,Voedsel-pl1,3,8
7570,Voedsel-pl2,4,9
7570,Voedsel-pl2,5,9
7570,Voedselrijk-opt,x,27
7570,Zout-opt,x?,30
7570,Zuur-opt,x,24
7610,AORO_LIJST,-,36
7610,APBL_LIJST,-,37
7610,AQNBP,-,38
7610,ARBMP,*,39
7610,ASPTT,-,40
7610,ATOE_GROEP,X,41
7610,AUPMI73_77,   2500,42
7610,AVPMA73_77,   3000,43
7610,AWPMI79_85,  4000,44
7610,AXPMA79_85,  5500,45
7610,AYTRST_BR,S,46
7610,AZTRST_NBR,-,47
7610,BAWINT_GEB,  1,48
7610,BBBROEDGEB,1234,49
7610,BCBRV_NED,*,50
7610,BDPRESENT,618,51
7610,BEBROEDBIO,b1b2b4,52
7610,BFBRTYBEG,2,53
7610,BGBRTYEND,5,54
7610,BHBRDUUR,29,55
7610,BIEI_MIN, 1,56
7610,BJEI_NORM, 3,57
7610,BKEI_MAX, 7,58
7610,BLLEG_MIN,1,59
7610,BMLEG_NORM,1,60
7610,BNLEG_MAX,1,61
7610,BONESTH,4,62
7610,BPHOLBROED,*,63
7610,BQKOLBROED,-,64
7610,BRNESTPER, 34,65
7610,Broed-eco1,8,2
7610,Broed-eco2,9,3
7610,Broedvogel,1,1
7610,BSNESTVLIE,-,66
7610,BTGESLRIJP,1,67
7610,BULEEF_MAX,18,68
7610,BVOVERLEV,74,69
7610,BWONVKLEED,2,70
7610,BXGEW_MAN,  430,71
7610,BYGEW_VR, 570,72
7610,BZLENG_MAN,277,73
7610,CALENG_VR,283,74
7610,Nest-pl1,6,4
7610,Nest-pl2,10,5
7610,Openh-max,4,12
7610,Openh-min,1,11
7610,Openh-opt.,1,10
7610,Ter-gem,4,16
7610,Ter-max,6?,18
7610,Ter-min,3,17
7610,Vocht-opt,x,21
7610,Voedsel-eco1,8,6
7610,Voedsel-eco2,3,7
7610,Voedsel-eco2,5,7
7610,Voedsel-eco2,7,7
7610,Voedsel-eco2,9,7
7610,Voedsel-pl1,3,8
7610,Voedsel-pl2,5,9
7610,Voedselrijk-opt,x,27
7610,Zout-opt,x?,30
7610,Zuur-opt,x,24
7670,AORO_LIJST,-,36
7670,APBL_LIJST,-,37
7670,AQNBP,-,38
7670,ARBMP,*,39
7670,ASPTT,-,40
7670,ATOE_GROEP,X,41
7670,AUPMI73_77,   4000,42
7670,AVPMA73_77,   5000,43
7670,AWPMI79_85,  7000,44
7670,AXPMA79_85, 10000,45
7670,AYTRST_BR,SDe,46
7670,AZTRST_NBR,WDo,47
7670,BAWINT_GEB, 12,48
7670,BBBROEDGEB,1234,49
7670,BCBRV_NED,*,50
7670,BDPRESENT,1413,51
7670,BEBROEDBIO,b1b2b3,52
7670,BFBRTYBEG,2,53
7670,BGBRTYEND,5,54
7670,BHBRDUUR,28,55
7670,BIEI_MIN, 3,56
7670,BJEI_NORM, 4,57
7670,BKEI_MAX, 8,58
7670,BLLEG_MIN,1,59
7670,BMLEG_NORM,1,60
7670,BNLEG_MAX,2,61
7670,BONESTH,4,62
7670,BPHOLBROED,-,63
7670,BQKOLBROED,-,64
7670,BRNESTPER, 30,65
7670,Broed-eco1,8,2
7670,Broed-eco2,7,3
7670,Broedvogel,1,1
7670,BSNESTVLIE,-,66
7670,BTGESLRIJP,1,67
7670,BULEEF_MAX,28,68
7670,BVOVERLEV,70,69
7670,BWONVKLEED,0,70
7670,BXGEW_MAN,  247,71
7670,BYGEW_VR, 305,72
7670,BZLENG_MAN,289,73
7670,CALENG_VR,295,74
7670,Nest-pl1,7,4
7670,Nest-pl2,3,5
7670,Nest-pl2,5b,5
7670,Openh-max,5,12
7670,Openh-min,1,11
7670,Openh-opt.,2,10
7670,Ter-gem,4,16
7670,Ter-max,5,18
7670,Ter-min,3,17
7670,Vocht-opt,x,21
7670,Voedsel-eco1,8,6
7670,Voedsel-eco2,10,7
7670,Voedsel-eco2,3,7
7670,Voedsel-eco2,7,7
7670,Voedsel-pl1,3,8
7670,Voedsel-pl2,4,9
7670,Voedselrijk-opt,x,27
7670,Zout-opt,x?,30
7670,Zuur-opt,x,24
7680,AORO_LIJST,*,36
7680,APBL_LIJST,-,37
7680,AQNBP,tz,38
7680,ARBMP,-,39
7680,ASPTT,-,40
7680,ATOE_GROEP,IX,41
7680,AUPMI73_77,    130,42
7680,AVPMA73_77,    185,43
7680,AWPMI79_85,   100,44
7680,AXPMA79_85,   200,45
7680,AYTRST_BR,SDe,46
7680,AZTRST_NBR,WDo,47
7680,BAWINT_GEB,  2,48
7680,BBBROEDGEB,1234,49
7680,BCBRV_NED,*,50
7680,BDPRESENT,349,51
7680,BEBROEDBIO,a1a2b3d1,52
7680,BFBRTYBEG,3,53
7680,BGBRTYEND,6,54
7680,BHBRDUUR,26,55
7680,BIEI_MIN, 3,56
7680,BJEI_NORM, 6,57
7680,BKEI_MAX,14,58
7680,BLLEG_MIN,1,59
7680,BMLEG_NORM,1,60
7680,BNLEG_MAX,2,61
7680,BONESTH,1,62
7680,BPHOLBROED,-,63
7680,BQKOLBROED,-,64
7680,BRNESTPER, 25,65
7680,Broed-eco1,3,2
7680,Broed-eco2,4,3
7680,Broed-eco2,5,3
7680,Broed-eco2,6,3
7680,Broedvogel,1,1
7680,BSNESTVLIE,-,66
7680,BTGESLRIJP,1,67
7680,BULEEF_MAX,13,68
7680,BVOVERLEV,-,69
7680,BWONVKLEED,0,70
7680,BXGEW_MAN,  328,71
7680,BYGEW_VR, 395,72
7680,BZLENG_MAN,304,73
7680,CALENG_VR,308,74
7680,Nest-pl1,3,4
7680,Openh-max,5,12
7680,Openh-min,4,11
7680,Openh-opt.,5,10
7680,Ter-gem,4?,16
7680,Ter-max,5,18
7680,Ter-min,3?,17
7680,Vocht-opt,x,21
7680,Voedsel-eco1,3,6
7680,Voedsel-eco2,4,7
7680,Voedsel-eco2,5,7
7680,Voedsel-eco2,6,7
7680,Voedsel-pl1,3,8
7680,Voedselrijk-opt,x,27
7680,Zout-opt,x,30
7680,Zuur-opt,x,24
7700,AORO_LIJST,-,36
7700,APBL_LIJST,-,37
7700,AQNBP,-,38
7700,ARBMP,-,39
7700,ASPTT,-,40
7700,ATOE_GROEP,X,41
7700,AUPMI73_77,      5,42
7700,AVPMA73_77,     10,43
7700,AWPMI79_85,     0,44
7700,AXPMA79_85,     2,45
7700,AYTRST_BR,S,46
7700,AZTRST_NBR,-,47
7700,BAWINT_GEB,  1,48
7700,BBBROEDGEB,1234,49
7700,BCBRV_NED,i,50
7700,BDPRESENT,7,51
7700,BEBROEDBIO,b1,52
7700,BFBRTYBEG,3,53
7700,BGBRTYEND,6,54
7700,BHBRDUUR,31,55
7700,BIEI_MIN, 3,56
7700,BJEI_NORM, 5,57
7700,BKEI_MAX,10,58
7700,BLLEG_MIN,1,59
7700,BMLEG_NORM,1,60
7700,BNLEG_MAX,2,61
7700,BONESTH,4,62
7700,BPHOLBROED,*,63
7700,BQKOLBROED,-,64
7700,BRNESTPER, 32,65
7700,Broed-eco1,8,2
7700,Broedvogel,2,1
7700,BSNESTVLIE,-,66
7700,BTGESLRIJP,1,67
7700,BULEEF_MAX,8,68
7700,BVOVERLEV,-,69
7700,BWONVKLEED,0,70
7700,BXGEW_MAN,  101,71
7700,BYGEW_VR, 167,72
7700,BZLENG_MAN,168,73
7700,CALENG_VR,176,74
7700,Nest-pl1,6,4
7700,Openh-max,1,12
7700,Openh-min,1,11
7700,Openh-opt.,1,10
7700,Ter-gem,3?,16
7700,Ter-max,5?,18
7700,Ter-min,3,17
7700,Vocht-opt,x,21
7700,Voedsel-eco1,8,6
7700,Voedsel-pl1,3,8
7700,Voedsel-pl2,5,9
7700,Voedselrijk-opt,x,27
7700,Zout-opt,x,30
7700,Zuur-opt,x,24
7780,AORO_LIJST,*,36
7780,APBL_LIJST,-,37
7780,AQNBP,tz,38
7780,ARBMP,-,39
7780,ASPTT,-,40
7780,ATOE_GROEP,X,41
7780,AUPMI73_77,   1000,42
7780,AVPMA73_77,   1000,43
7780,AWPMI79_85,   700,44
7780,AXPMA79_85,   850,45
7780,AYTRST_BR,Z,46
7780,AZTRST_NBR,Do,47
7780,BAWINT_GEB,  3,48
7780,BBBROEDGEB,1234,49
7780,BCBRV_NED,*,50
7780,BDPRESENT,256,51
7780,BEBROEDBIO,a1a2b1b2,52
7780,BFBRTYBEG,5,53
7780,BGBRTYEND,8,54
7780,BHBRDUUR,19,55
7780,BIEI_MIN, 2,56
7780,BJEI_NORM, 2,57
7780,BKEI_MAX, 2,58
7780,BLLEG_MIN,1,59
7780,BMLEG_NORM,1,60
7780,BNLEG_MAX,2,61
7780,Bodem1,3,19
7780,Bodem2,2,20
7780,BONESTH,1,62
7780,BPHOLBROED,-,63
7780,BQKOLBROED,-,64
7780,BRNESTPER, 16,65
7780,Broed-eco1,8,2
7780,Broed-eco2,3b,3
7780,Broed-eco2,7,3
7780,Broedvogel,1,1
7780,BSNESTVLIE,*,66
7780,BTGESLRIJP,1,67
7780,BULEEF_MAX,8,68
7780,BVOVERLEV,-,69
7780,BWONVKLEED,0,70
7780,BXGEW_MAN,   62,71
7780,BYGEW_VR,  87,72
7780,BZLENG_MAN,191,73
7780,CALENG_VR,194,74
7780,Nest-pl1,3,4
7780,Openh-max,3,12
7780,Openh-min,2,11
7780,Openh-opt.,2,10
7780,Randvogel,x,13
7780,Ter-gem,4,16
7780,Ter-max,5,18
7780,Ter-min,3,17
7780,Vocht-max,4,23
7780,Vocht-min,2,22
7780,Vocht-opt,4,21
7780,Voedsel-eco1,4,6
7780,Voedsel-eco2,3b,7
7780,Voedsel-eco2,6,7
7780,Voedsel-pl1,8,8
7780,Voedselrijk-max,2,29
7780,Voedselrijk-min,1,28
7780,Voedselrijk-opt,1,27
7780,Zout-opt,x,30
7780,Zuur-opt,x,24
7950,AORO_LIJST,-,36
7950,APBL_LIJST,-,37
7950,AQNBP,-,38
7950,ARBMP,-,39
7950,ASPTT,-,40
7950,ATOE_GROEP,IX,41
7950,AUPMI73_77,  50000,42
7950,AVPMA73_77,  85000,43
7950,AWPMI79_85, 25000,44
7950,AXPMA79_85,100000,45
7950,AYTRST_BR,Z,46
7950,AZTRST_NBR,Do,47
7950,BAWINT_GEB,  3,48
7950,BBBROEDGEB,1234,49
7950,BCBRV_NED,*,50
7950,BDPRESENT,1198,51
7950,BEBROEDBIO,ea5,52
7950,BFBRTYBEG,5,53
7950,BGBRTYEND,7,54
7950,BHBRDUUR,27,55
7950,BIEI_MIN, 2,56
7950,BJEI_NORM, 3,57
7950,BKEI_MAX, 4,58
7950,BLLEG_MIN,1,59
7950,BMLEG_NORM,1,60
7950,BNLEG_MAX,1,61
7950,BONESTH,4,62
7950,BPHOLBROED,*,63
7950,BQKOLBROED,-,64
7950,BRNESTPER, 46,65
7950,Broed-eco1,9,2
7950,Broedvogel,1,1
7950,BSNESTVLIE,-,66
7950,BTGESLRIJP,4,67
7950,BULEEF_MAX,21,68
7950,BVOVERLEV,85,69
7950,BWONVKLEED,7,70
7950,BXGEW_MAN,   43,71
7950,BYGEW_VR,  43,72
7950,BZLENG_MAN,175,73
7950,CALENG_VR,173,74
7950,Kolonievogel,o,15
7950,Nest-pl1,10,4
7950,Openh-max,5,12
7950,Openh-min,2,11
7950,Openh-opt.,4,10
7950,Pendelaar,o,14
7950,Ter-gem,4,16
7950,Ter-max,6?,18
7950,Ter-min,3?,17
7950,Vocht-opt,x,21
7950,Voedsel-eco1,9,6
7950,Voedsel-eco2,1,7
7950,Voedsel-eco2,10,7
7950,Voedsel-eco2,2,7
7950,Voedsel-pl1,8,8
7950,Voedselrijk-opt,x,27
7950,Zout-opt,x,30
