EURING,VARIABELE,WAARDE,VARNR
2670,Voedsel-eco2,7,7
2670,Voedsel-pl1,8,8
2670,Voedsel-pl2,3,9
2670,Voedsel-pl2,5,9
2670,Voedsel-pl2,7?,9
2670,Voedselrijk-opt,x,27
2670,Zout-opt,x,30
2670,Zuur-opt,x,24
2690,AORO_LIJST,-,36
2690,APBL_LIJST,-,37
2690,AQNBP,-,38
2690,ARBMP,-,39
2690,ASPTT,*,40
2690,ATOE_GROEP,V,41
2690,AUPMI73_77,   1200,42
2690,AVPMA73_77,   1200,43
2690,AWPMI79_85,  2000,44
2690,AXPMA79_85,  3000,45
2690,AYTRST_BR,SDe,46
2690,AZTRST_NBR,WDo,47
2690,BAWINT_GEB, 12,48
2690,BBBROEDGEB,1234,49
2690,BCBRV_NED,*,50
2690,BDPRESENT,559,51
2690,BEBROEDBIO,b1,52
2690,BFBRTYBEG,4,53
2690,BGBRTYEND,6,54
2690,BHBRDUUR,33,55
2690,BIEI_MIN, 2,56
2690,BJEI_NORM, 4,57
2690,BKEI_MAX, 7,58
2690,BLLEG_MIN,1,59
2690,BMLEG_NORM,1,60
2690,BNLEG_MAX,1,61
2690,BONESTH,4,62
2690,BPHOLBROED,-,63
2690,BQKOLBROED,-,64
2690,BRNESTPER, 27,65
2690,Broed-eco1,8,2
2690,Broed-eco2,7,3
2690,Broedvogel,1,1
2690,BSNESTVLIE,-,66
2690,BTGESLRIJP,1,67
2690,BULEEF_MAX,16,68
2690,BVOVERLEV,60,69
2690,BWONVKLEED,12,70
2690,BXGEW_MAN,  151,71
2690,BYGEW_VR, 264,72
2690,BZLENG_MAN,201,73
2690,CALENG_VR,239,74
2690,Nest-pl1,7,4
2690,Nest-pl2,5b,5
2690,Openh-max,4,12
2690,Openh-min,1,11
2690,Openh-opt.,2,10
2690,Ter-gem,5?,16
2690,Ter-max,6?,18
2690,Ter-min,4,17
2690,Vocht-opt,x,21
2690,Voedsel-eco1,8,6
2690,Voedsel-eco2,9,7
2690,Voedsel-pl1,5,8
2690,Voedsel-pl2,3,9
2690,Voedsel-pl2,4,9
2690,Voedsel-pl2,7,9
2690,Voedsel-pl2,8,9
2690,Voedselrijk-opt,x,27
2690,Zout-max,3?,32
2690,Zout-min,1,31
2690,Zout-opt,1?,30
2690,Zuur-opt,x,24
2870,AORO_LIJST,-,36
2870,APBL_LIJST,-,37
2870,AQNBP,-,38
2870,ARBMP,*,39
2870,ASPTT,*,40
2870,ATOE_GROEP,V,41
2870,AUPMI73_77,   2000,42
2870,AVPMA73_77,   2500,43
2870,AWPMI79_85,  3500,44
2870,AXPMA79_85,  4500,45
2870,AYTRST_BR,SDe,46
2870,AZTRST_NBR,WDo,47
2870,BAWINT_GEB,  2,48
2870,BBBROEDGEB,1234,49
2870,BCBRV_NED,*,50
2870,BDPRESENT,756,51
2870,BEBROEDBIO,b1b2,52
2870,BFBRTYBEG,3,53
2870,BGBRTYEND,6,54
2870,BHBRDUUR,34,55
2870,BIEI_MIN, 1,56
2870,BJEI_NORM, 3,57
2870,BKEI_MAX, 6,58
2870,BLLEG_MIN,1,59
2870,BMLEG_NORM,1,60
2870,BNLEG_MAX,1,61
2870,BONESTH,4,62
2870,BPHOLBROED,-,63
2870,BQKOLBROED,-,64
2870,BRNESTPER, 52,65
2870,Broed-eco1,8,2
2870,Broedvogel,1,1
2870,BSNESTVLIE,-,66
2870,BTGESLRIJP,2,67
2870,BULEEF_MAX,26,68
2870,BVOVERLEV,81,69
2870,BWONVKLEED,0,70
2870,BXGEW_MAN,  760,71
2870,BYGEW_VR, 959,72
2870,BZLENG_MAN,387,73
2870,CALENG_VR,398,74
2870,Nest-pl1,7,4
2870,Openh-max,5,12
2870,Openh-min,1,11
2870,Openh-opt.,3,10
2870,Ter-gem,5,16
2870,Ter-max,6,18
2870,Ter-min,4,17
2870,Vocht-opt,x,21
2870,Voedsel-eco1,3,6
2870,Voedsel-eco2,4,7
2870,Voedsel-eco2,5,7
2870,Voedsel-eco2,6,7
2870,Voedsel-eco2,8,7
2870,Voedsel-pl1,3,8
2870,Voedsel-pl2,7?,9
2870,Voedsel-pl2,8?,9
2870,Voedselrijk-opt,x,27
2870,Zout-max,3?,32
2870,Zout-min,1,31
2870,Zout-opt,1,30
2870,Zuur-opt,x,24
2900,AORO_LIJST,-,36
2900,APBL_LIJST,-,37
2900,AQNBP,-,38
2900,ARBMP,-,39
2900,ASPTT,-,40
2900,ATOE_GROEP,V,41
2900,AUPMI73_77,      -,42
2900,AVPMA73_77,      -,43
2900,AWPMI79_85,     -,44
2900,AXPMA79_85,     -,45
2900,AYTRST_BR,-,46
2900,AZTRST_NBR,WDo,47
2900,BAWINT_GEB,-,48
2900,BBBROEDGEB,23,49
2900,BCBRV_NED,-,50
2900,BDPRESENT,-,51
2900,BEBROEDBIO,a5b1b2,52
2900,BFBRTYBEG,4,53
2900,BGBRTYEND,6,54
2900,BHBRDUUR,29,55
2900,BIEI_MIN, 2,56
2900,BJEI_NORM, 2,57
2900,BKEI_MAX, 7,58
2900,BLLEG_MIN,1,59
2900,BMLEG_NORM,1,60
2900,BNLEG_MAX,1,61
2900,BONESTH,4,62
2900,BPHOLBROED,-,63
2900,BQKOLBROED,-,64
2900,BRNESTPER, 41,65
2900,BSNESTVLIE,-,66
2900,BTGESLRIJP,2,67
2900,BULEEF_MAX,11,68
2900,BVOVERLEV,-,69
2900,BWONVKLEED,12,70
2900,BXGEW_MAN,  918,71
2900,BYGEW_VR,1286,72
2900,BZLENG_MAN,411,73
2900,CALENG_VR,449,74
2930,AORO_LIJST,-,36
2930,APBL_LIJST,-,37
2930,AQNBP,-,38
2930,ARBMP,-,39
2930,ASPTT,-,40
2930,ATOE_GROEP,V,41
2930,AUPMI73_77,      -,42
2930,AVPMA73_77,      -,43
2930,AWPMI79_85,     -,44
2930,AXPMA79_85,     -,45
2930,AYTRST_BR,-,46
2930,AZTRST_NBR,-,47
2930,BAWINT_GEB,-,48
2930,BBBROEDGEB,34,49
2930,BCBRV_NED,-,50
2930,BDPRESENT,-,51
2930,BEBROEDBIO,d1b1,52
2930,BFBRTYBEG,4,53
2930,BGBRTYEND,5,54
2930,BHBRDUUR,43,55
2930,BIEI_MIN, 1,56
2930,BJEI_NORM, 2,57
2930,BKEI_MAX, 3,58
2930,BLLEG_MIN,1,59
2930,BMLEG_NORM,1,60
2930,BNLEG_MAX,1,61
2930,BONESTH,4,62
2930,BPHOLBROED,-,63
2930,BQKOLBROED,-,64
2930,BRNESTPER, 70,65
2930,BSNESTVLIE,-,66
2930,BTGESLRIJP,5,67
2930,BULEEF_MAX,-,68
2930,BVOVERLEV,-,69
2930,BWONVKLEED,48,70
2930,BXGEW_MAN, 1775,71
2930,BYGEW_VR,2485,72
2930,BZLENG_MAN,496,73
2930,CALENG_VR,525,74
2960,AORO_LIJST,-,36
2960,APBL_LIJST,-,37
2960,AQNBP,-,38
2960,ARBMP,-,39
2960,ASPTT,-,40
2960,ATOE_GROEP,V,41
2960,AUPMI73_77,      -,42
2960,AVPMA73_77,      -,43
2960,AWPMI79_85,     -,44
2960,AXPMA79_85,     -,45
2960,AYTRST_BR,-,46
2960,AZTRST_NBR,-,47
2960,BAWINT_GEB,-,48
2960,BBBROEDGEB,1234,49
2960,BCBRV_NED,-,50
2960,BDPRESENT,-,51
2960,BEBROEDBIO,a5b1,52
2960,BFBRTYBEG,5,53
2960,BGBRTYEND,6,54
2960,BHBRDUUR,44,55
2960,BIEI_MIN, 1,56
2960,BJEI_NORM, 2,57
2960,BKEI_MAX, 3,58
2960,BLLEG_MIN,1,59
2960,BMLEG_NORM,1,60
2960,BNLEG_MAX,1,61
2960,BONESTH,4,62
2960,BPHOLBROED,-,63
2960,BQKOLBROED,-,64
2960,BRNESTPER, 67,65
2960,BSNESTVLIE,-,66
2960,BTGESLRIJP,4,67
2960,BULEEF_MAX,26,68
2960,BVOVERLEV,-,69
2960,BWONVKLEED,36,70
2960,BXGEW_MAN, 2810,71
2960,BYGEW_VR,3575,72
2960,BZLENG_MAN,520,73
2960,CALENG_VR,681,74
2990,AORO_LIJST,-,36
2990,APBL_LIJST,-,37
2990,AQNBP,-,38
2990,ARBMP,-,39
2990,ASPTT,-,40
2990,ATOE_GROEP,V,41
2990,AUPMI73_77,      -,42
2990,AVPMA73_77,      -,43
2990,AWPMI79_85,     -,44
2990,AXPMA79_85,     -,45
2990,AYTRST_BR,-,46
2990,AZTRST_NBR,-,47
2990,BAWINT_GEB,-,48
2990,BBBROEDGEB,4,49
2990,BCBRV_NED,-,50
2990,BDPRESENT,-,51
2990,BEBROEDBIO,a5b1b2,52
2990,BFBRTYBEG,2,53
2990,BGBRTYEND,4,54
2990,BHBRDUUR,40,55
2990,BIEI_MIN, 1,56
2990,BJEI_NORM, 2,57
2990,BKEI_MAX, 3,58
2990,BLLEG_MIN,1,59
2990,BMLEG_NORM,1,60
2990,BNLEG_MAX,1,61
2990,BONESTH,4,62
2990,BPHOLBROED,-,63
2990,BQKOLBROED,-,64
2990,BRNESTPER, 62,65
2990,BSNESTVLIE,-,66
2990,BTGESLRIJP,4,67
2990,BULEEF_MAX,-,68
2990,BVOVERLEV,-,69
2990,BWONVKLEED,6,70
2990,BXGEW_MAN, 1750,71
2990,BYGEW_VR,2150,72
2990,BZLENG_MAN,480,73
2990,CALENG_VR,487,74
3010,AORO_LIJST,-,36
3010,APBL_LIJST,-,37
3010,AQNBP,-,38
3010,ARBMP,-,39
3010,ASPTT,-,40
3010,ATOE_GROEP,V,41
3010,AUPMI73_77,      -,42
3010,AVPMA73_77,      -,43
3010,AWPMI79_85,     -,44
3010,AXPMA79_85,     -,45
3010,AYTRST_BR,-,46
3010,AZTRST_NBR,WDo,47
3010,BAWINT_GEB,123,48
3010,BBBROEDGEB,1234,49
3010,BCBRV_NED,v,50
3010,BDPRESENT,-,51
3010,BEBROEDBIO,b1b2d1a5,52
3010,BFBRTYBEG,4,53
3010,BGBRTYEND,6,54
3010,BHBRDUUR,36,55
3010,BIEI_MIN, 2,56
3010,BJEI_NORM, 3,57
3010,BKEI_MAX, 4,58
3010,BLLEG_MIN,1,59
3010,BMLEG_NORM,1,60
3010,BNLEG_MAX,1,61
3010,BONESTH,4,62
3010,BPHOLBROED,-,63
3010,BQKOLBROED,-,64
3010,BRNESTPER, 51,65
3010,Broed-eco1,8,2
3010,Broedvogel,3,1
3010,BSNESTVLIE,-,66
3010,BTGESLRIJP,2,67
3010,BULEEF_MAX,32,68
3010,BVOVERLEV,81,69
3010,BWONVKLEED,6,70
3010,BXGEW_MAN, 1428,71
3010,BYGEW_VR,1567,72
3010,BZLENG_MAN,469,73
3010,CALENG_VR,495,74
3010,Nest-pl1,7,4
3010,Openh-max,5,12
3010,Openh-min,2,11
3010,Openh-opt.,4?,10
3010,Pendelaar,x,14
3010,Stroming-max,3,35
3010,Stroming-min,1,34
3010,Stroming-opt,1,33
3010,Ter-gem,5,16
3010,Ter-max,6,18
3010,Ter-min,5,17
3010,Vocht-max,4,23
3010,Vocht-min,1,22
3010,Vocht-opt,1,21
3010,Voedsel-eco1,1,6
3010,Voedsel-pl1,1,8
3010,Voedselrijk-max,3,29
3010,Voedselrijk-min,2?,28
3010,Voedselrijk-opt,3,27
3010,Zout-max,5?,32
3010,Zout-min,1,31
3010,Zout-opt,1,30
3010,Zuur-min,2,25
3010,Zuur-opt,x,24
3040,AORO_LIJST,-,36
3040,APBL_LIJST,-,37
3040,AQNBP,-,38
3040,ARBMP,*,39
3040,ASPTT,*,40
3040,ATOE_GROEP,V,41
3040,AUPMI73_77,   5000,42
3040,AVPMA73_77,   6500,43
3040,AWPMI79_85,  5000,44
3040,AXPMA79_85,  7000,45
3040,AYTRST_BR,SDe,46
3040,AZTRST_NBR,WDo,47
3040,BAWINT_GEB,  2,48
3040,BBBROEDGEB,1234,49
3040,BCBRV_NED,*,50
3040,BDPRESENT,1528,51
3040,BEBROEDBIO,b1b2a5,52
3040,BFBRTYBEG,4,53
3040,BGBRTYEND,6,54
3040,BHBRDUUR,29,55
3040,BIEI_MIN, 4,56
3040,BJEI_NORM, 5,57
3040,BKEI_MAX, 9,58
3040,BLLEG_MIN,1,59
3040,BMLEG_NORM,1,60
3040,BNLEG_MAX,1,61
3040,BONESTH,4,62
3040,BPHOLBROED,*,63
3040,BQKOLBROED,-,64
3040,BRNESTPER, 29,65
3040,Broed-eco1,8,2
3040,Broed-eco2,9,3
3040,Broedvogel,1,1
3040,BSNESTVLIE,-,66
3040,BTGESLRIJP,1,67
3040,BULEEF_MAX,17,68
3040,BVOVERLEV,66,69
3040,BWONVKLEED,0,70
3040,BXGEW_MAN,  195,71
3040,BYGEW_VR, 230,72
3040,BZLENG_MAN,246,73
3040,CALENG_VR,256,74
3040,Nest-pl1,7,4
3040,Nest-pl2,10,5
3040,Openh-max,5,12
3040,Openh-min,3,11
3040,Openh-opt.,4,10
3040,Ter-gem,4?,16
3040,Ter-max,6?,18
3040,Ter-min,3,17
3040,Vocht-opt,x,21
3040,Voedsel-eco1,3,6
3040,Voedsel-eco2,4,7
3040,Voedsel-eco2,5,7
3040,Voedsel-eco2,6,7
3040,Voedsel-pl1,3,8
3040,Voedselrijk-max,3,29
3040,Voedselrijk-min,1,28
3040,Voedselrijk-opt,3,27
3040,Zout-max,4?,32
3040,Zout-min,1,31
3040,Zout-opt,1?,30
3040,Zuur-opt,x,24
3070,AORO_LIJST,-,36
3070,APBL_LIJST,-,37
3070,AQNBP,-,38
3070,ARBMP,-,39
3070,ASPTT,-,40
3070,ATOE_GROEP,V,41
3070,AUPMI73_77,      -,42
3070,AVPMA73_77,      -,43
3070,AWPMI79_85,     -,44
3070,AXPMA79_85,     -,45
3070,AYTRST_BR,-,46
3070,AZTRST_NBR,Do,47
3070,BAWINT_GEB,-,48
3070,BBBROEDGEB,234,49
3070,BCBRV_NED,-,50
3070,BDPRESENT,-,51
3070,BEBROEDBIO,b1b2,52
3070,BFBRTYBEG,4,53
3070,BGBRTYEND,6,54
3070,BHBRDUUR,22,55
3070,BIEI_MIN, 2,56
3070,BJEI_NORM, 4,57
3070,BKEI_MAX, 6,58
3070,BLLEG_MIN,1,59
3070,BMLEG_NORM,1,60
3070,BNLEG_MAX,1,61
3070,BONESTH,4,62
3070,BPHOLBROED,-,63
3070,BQKOLBROED,*,64
3070,BRNESTPER, 28,65
3070,BSNESTVLIE,-,66
3070,BTGESLRIJP,5,67
3070,BULEEF_MAX,-,68
3070,BVOVERLEV,-,69
3070,BWONVKLEED,18,70
3070,BXGEW_MAN,  142,71
3070,BYGEW_VR, 164,72
3070,BZLENG_MAN,241,73
3070,CALENG_VR,245,74
3090,AORO_LIJST,-,36
3090,APBL_LIJST,-,37
3090,AQNBP,-,38
3090,ARBMP,-,39
3090,ASPTT,-,40
3090,ATOE_GROEP,V,41
3090,AUPMI73_77,      -,42
3090,AVPMA73_77,      -,43
3090,AWPMI79_85,     -,44
3090,AXPMA79_85,     -,45
3090,AYTRST_BR,-,46
3090,AZTRST_NBR,WDo,47
3090,BAWINT_GEB,-,48
3090,BBBROEDGEB,123,49
3090,BCBRV_NED,-,50
3090,BDPRESENT,-,51
3090,BEBROEDBIO,a1a2d1,52
3090,BFBRTYBEG,4,53
3090,BGBRTYEND,6,54
3090,BHBRDUUR,30,55
3090,BIEI_MIN, 2,56
3090,BJEI_NORM, 4,57
3090,BKEI_MAX, 7,58
3090,BLLEG_MIN,1,59
3090,BMLEG_NORM,1,60
3090,BNLEG_MAX,1,61
3090,BONESTH,1,62
3090,BPHOLBROED,-,63
3090,BQKOLBROED,-,64
3090,BRNESTPER, 30,65
3090,BSNESTVLIE,-,66
3090,BTGESLRIJP,1,67
3090,BULEEF_MAX,11,68
3090,BVOVERLEV,-,69
3090,BWONVKLEED,0,70
3090,BXGEW_MAN,  180,71
3090,BYGEW_VR, 232,72
3090,BZLENG_MAN,198,73
3090,CALENG_VR,214,74
3100,AORO_LIJST,-,36
3100,APBL_LIJST,-,37
3100,AQNBP,-,38
3100,ARBMP,*,39
3100,ASPTT,-,40
3100,ATOE_GROEP,V,41
3100,AUPMI73_77,   1000,42
3100,AVPMA73_77,   1100,43
3100,AWPMI79_85,  1400,44
3100,AXPMA79_85,  1900,45
3100,AYTRST_BR,Z,46
3100,AZTRST_NBR,Do,47
3100,BAWINT_GEB,  3,48
3100,BBBROEDGEB,1234,49
3100,BCBRV_NED,*,50
3100,BDPRESENT,853,51
3100,BEBROEDBIO,b1b2,52
3100,BFBRTYBEG,5,53
3100,BGBRTYEND,6,54
3100,BHBRDUUR,30,55
3100,BIEI_MIN, 2,56
3100,BJEI_NORM, 3,57
3100,BKEI_MAX, 4,58
3100,BLLEG_MIN,1,59
3100,BMLEG_NORM,1,60
3100,BNLEG_MAX,1,61
3100,BONESTH,4,62
3100,BPHOLBROED,-,63
3100,BQKOLBROED,-,64
3100,BRNESTPER, 31,65
3100,Broed-eco1,8,2
3100,Broedvogel,1,1
3100,BSNESTVLIE,-,66
3100,BTGESLRIJP,2,67
3100,BULEEF_MAX,13,68
3100,BVOVERLEV,-,69
3100,BWONVKLEED,12,70
3100,BXGEW_MAN,  200,71
3100,BYGEW_VR, 229,72
3100,BZLENG_MAN,256,73
3100,CALENG_VR,268,74
3100,Nest-pl1,7,4
3100,Openh-max,5?,12
3100,Openh-min,1,11
3100,Openh-opt.,3,10
3100,Ter-gem,5?,16
3100,Ter-max,6?,18
3100,Ter-min,4,17
3100,Vocht-max,4,23
3100,Vocht-min,1,22
3100,Vocht-opt,2,21
3100,Voedsel-eco1,8,6
3100,Voedsel-eco2,1,7
3100,Voedsel-eco2,2,7
3100,Voedsel-eco2,3,7
3100,Voedsel-eco2,4,7
3100,Voedsel-eco2,9,7
3100,Voedsel-pl1,8,8
3100,Voedsel-pl2,3,9
3100,Voedselrijk-opt,x,27
3100,Zout-max,4?,32
3100,Zout-min,1,31
3100,Zout-opt,1?,30
3100,Zuur-opt,x,24
3200,AORO_LIJST,-,36
3200,APBL_LIJST,-,37
3200,AQNBP,-,38
3200,ARBMP,-,39
3200,ASPTT,-,40
3200,ATOE_GROEP,V,41
3200,AUPMI73_77,      0,42
3200,AVPMA73_77,      1,43
3200,AWPMI79_85,     0,44
3200,AXPMA79_85,     1,45
3200,AYTRST_BR,Z,46
3200,AZTRST_NBR,WDo,47
3200,BAWINT_GEB, 12,48
3200,BBBROEDGEB,1234,49
3200,BCBRV_NED,i,50
3200,BDPRESENT,5,51
3200,BEBROEDBIO,a1b1a5,52
3200,BFBRTYBEG,4,53
3200,BGBRTYEND,6,54
3200,BHBRDUUR,28,55
3200,BIEI_MIN, 2,56
3200,BJEI_NORM, 3,57
3200,BKEI_MAX, 6,58
3200,BLLEG_MIN,1,59
3200,BMLEG_NORM,1,60
3200,BNLEG_MAX,1,61
3200,BONESTH,4,62
3200,BPHOLBROED,-,63
3200,BQKOLBROED,-,64
3200,BRNESTPER, 38,65
3200,Broed-eco1,8,2
3200,Broed-eco2,9,3
3200,Broedvogel,2,1
3200,BSNESTVLIE,-,66
3200,BTGESLRIJP,2,67
3200,BULEEF_MAX,17,68
3200,BVOVERLEV,-,69
3200,BWONVKLEED,14,70
3200,BXGEW_MAN,  666,71
3200,BYGEW_VR,1113,72
3200,BZLENG_MAN,307,73
3200,CALENG_VR,353,74
3200,Nest-pl1,7,4
3200,Nest-pl2,10,5
3200,Openh-max,5,12
3200,Openh-min,3,11
3200,Openh-opt.,5,10
3200,Ter-gem,6?,16
3200,Ter-max,6,18
3200,Ter-min,5,17
3200,Vocht-opt,x,21
3200,Voedsel-eco1,3,6
3200,Voedsel-eco2,10,7
3200,Voedsel-pl1,8,8
3200,Voedsel-pl2,3,9
3200,Voedselrijk-opt,x,27
3200,Zout-opt,x,30
3200,Zuur-opt,x,24
3320,AORO_LIJST,*,36
3320,APBL_LIJST,-,37
3320,AQNBP,tz,38
3320,ARBMP,-,39
3320,ASPTT,-,40
3320,ATOE_GROEP,VIII,41
3320,AUPMI73_77,    225,42
3320,AVPMA73_77,    450,43
3320,AWPMI79_85,    74,44
3320,AXPMA79_85,   175,45
3320,AYTRST_BR,S,46
3320,AZTRST_NBR,-,47
3320,BAWINT_GEB,  1,48
3320,BBBROEDGEB,123,49
3320,BCBRV_NED,*,50
3320,BDPRESENT,169,51
3320,BEBROEDBIO,a1,52
3320,BFBRTYBEG,5,53
3320,BGBRTYEND,6,54
3320,BHBRDUUR,25,55
3320,BIEI_MIN, 5,56
3320,BJEI_NORM, 8,57
3320,BKEI_MAX,16,58
3320,BLLEG_MIN,1,59
3320,BMLEG_NORM,1,60
3320,BNLEG_MAX,1,61
3320,Bodem1,3,19
3320,Bodem2,2,20
3320,BONESTH,1,62
3320,BPHOLBROED,-,63
3320,BQKOLBROED,-,64
3320,BRNESTPER, 45,65
3320,Broed-eco1,4,2
3320,Broedvogel,1,1
3320,BSNESTVLIE,*,66
3320,BTGESLRIJP,2,67
3320,BULEEF_MAX,6,68
3320,BVOVERLEV,50,69
3320,BWONVKLEED,0,70
3320,BXGEW_MAN, 1233,71
3320,BYGEW_VR, 942,72
3320,BZLENG_MAN,257,73
3320,CALENG_VR,226,74
3320,Nest-pl1,3,4
3320,Nest-pl2,5,5
3320,Openh-max,5,12
3320,Openh-min,3,11
3320,Openh-opt.,4,10
3320,Pendelaar,x,14
3320,Randvogel,x,13
3320,Ter-gem,3?,16
3320,Ter-max,5,18
3320,Ter-min,3,17
3320,Vocht-opt,x,21
3320,Voedsel-eco1,5,6
3320,Voedsel-eco2,4,7
3320,Voedsel-eco2,6,7
3320,Voedsel-eco2,8,7
3320,Voedsel-pl1,3,8
3320,Voedsel-pl2,4,9
3320,Voedsel-pl2,5,9
3320,Voedselrijk-opt,x,27
3320,Zout-max,1,32
3320,Zout-min,1,31
3320,Zout-opt,1,30
3320,Zuur-opt,x,24
3580,Broed-eco1,3,2
3580,Broed-eco2,4,3
3580,Broed-eco2,5,3
3580,Broed-eco2,6,3
3580,Broed-eco2,7,3
3580,Broedvogel,3,1
3580,Nest-pl1,3,4
3580,Openh-max,5,12
3580,Openh-min,2,11
3580,Openh-opt.,2,10
3580,Randvogel,x,13
3580,Ter-gem,3,16
3580,Ter-max,4?,18
3580,Ter-min,2,17
3580,Vocht-max,4,23
3580,Vocht-min,3,22
3580,Vocht-opt,4,21
3580,Voedsel-eco1,3,6
3580,Voedsel-eco2,4,7
3580,Voedsel-eco2,5,7
3580,Voedsel-eco2,6,7
3580,Voedsel-eco2,7,7
3580,Voedsel-pl1,3,8
3580,Voedsel-pl2,4,9
3580,Voedselrijk-opt,x,27
3580,Zout-max,4,32
3580,Zout-min,1,31
3580,Zout-opt,1,30
3580,Zuur-opt,x,24
3670,AORO_LIJST,*,36
3670,APBL_LIJST,-,37
3670,AQNBP,-,38
3670,ARBMP,*,39
3670,ASPTT,*,40
3670,ATOE_GROEP,VIII,41
3670,AUPMI73_77,  37500,42
3670,AVPMA73_77,  47500,43
3670,AWPMI79_85, 25000,44
3670,AXPMA79_85, 35000,45
3670,AYTRST_BR,S,46
3670,AZTRST_NBR,-,47
3670,BAWINT_GEB,  1,48
3670,BBBROEDGEB,1234,49
3670,BCBRV_NED,*,50
3670,BDPRESENT,1536,51
3670,BEBROEDBIO,c1c2c3a1,52
3670,BFBRTYBEG,5,53
3670,BGBRTYEND,9,54
3670,BHBRDUUR,24,55
3670,BIEI_MIN, 8,56
3670,BJEI_NORM,15,57
3670,BKEI_MAX,24,58
3670,BLLEG_MIN,1,59
3670,BMLEG_NORM,1,60
3670,BNLEG_MAX,1,61
3670,BONESTH,1,62
3670,BPHOLBROED,-,63
3670,BQKOLBROED,-,64
3670,BRNESTPER, 95,65
3670,Broed-eco1,3,2
3670,Broed-eco2,4,3
3670,Broed-eco2,5,3
3670,Broed-eco2,6,3
3670,Broedvogel,1,1
3670,BSNESTVLIE,*,66
3670,BTGESLRIJP,1,67
3670,BULEEF_MAX,7,68
3670,BVOVERLEV,-,69
3670,BWONVKLEED,3,70
3670,BXGEW_MAN,  368,71
3670,BYGEW_VR, 404,72
3670,BZLENG_MAN,158,73
3670,CALENG_VR,156,74
3670,Nest-pl1,3,4
3670,Openh-max,5,12
3670,Openh-min,3,11
3670,Openh-opt.,4,10
3670,Randvogel,x,13
3670,Ter-gem,3,16
3670,Ter-max,4?,18
3670,Ter-min,2,17
3670,Vocht-max,4,23
3670,Vocht-min,2,22
3670,Vocht-opt,3,21
3670,Voedsel-eco1,3,6
3670,Voedsel-eco2,4,7
3670,Voedsel-eco2,5,7
3670,Voedsel-eco2,6,7
3670,Voedsel-pl1,3,8
3670,Voedselrijk-opt,x,27
3670,Zout-max,3?,32
3670,Zout-min,1,31
3670,Zout-opt,1,30
3670,Zuur-opt,x,24
3700,AORO_LIJST,-,36
3700,APBL_LIJST,-,37
3700,AQNBP,-,38
3700,ARBMP,-,39
3700,ASPTT,-,40
3700,ATOE_GROEP,VIII,41
3700,AUPMI73_77,    900,42
3700,AVPMA73_77,   1200,43
3700,AWPMI79_85,  3000,44
3700,AXPMA79_85,  5000,45
3700,AYTRST_BR,Z,46
3700,AZTRST_NBR,Do,47
3700,BAWINT_GEB, 23,48
3700,BBBROEDGEB,1234,49
3700,BCBRV_NED,*,50
3700,BDPRESENT,410,51
3700,BEBROEDBIO,c1c2c3,52
3700,BFBRTYBEG,5,53
3700,BGBRTYEND,8,54
3700,BHBRDUUR,19,55
3700,BIEI_MIN, 6,56
3700,BJEI_NORM,10,57
3700,BKEI_MAX,18,58
3700,BLLEG_MIN,1,59
3700,BMLEG_NORM,1,60
3700,BNLEG_MAX,2,61
3700,BONESTH,1,62
3700,BPHOLBROED,-,63
3700,BQKOLBROED,-,64
3700,BRNESTPER, 40,65
3700,Broed-eco1,6,2
3700,Broed-eco2,3,3
3700,Broed-eco2,4,3
3700,Broed-eco2,5,3
3700,Broedvogel,1,1
3700,BSNESTVLIE,*,66
3700,BTGESLRIJP,1,67
3700,BULEEF_MAX,8,68
3700,BVOVERLEV,-,69
3700,BWONVKLEED,0,70
3700,BXGEW_MAN,   95,71
3700,BYGEW_VR, 103,72
3700,BZLENG_MAN,111,73
3700,CALENG_VR,113,74
3700,Nest-pl1,3,4
3700,Openh-max,5,12
3700,Openh-min,4,11
3700,Openh-opt.,5,10
3700,Ter-gem,3,16
3700,Ter-max,3,18
3700,Ter-min,2?,17
3700,Vocht-max,4,23
3700,Vocht-min,3,22
3700,Vocht-opt,x,21
3700,Voedsel-eco1,6,6
3700,Voedsel-eco2,3,7
3700,Voedsel-eco2,4,7
3700,Voedsel-eco2,5,7
3700,Voedsel-pl1,3,8
3700,Voedselrijk-opt,x,27
3700,Zout-max,2?,32
3700,Zout-min,1,31
3700,Zout-opt,1,30
3700,Zuur-opt,x,24
3940,AORO_LIJST,-,36
3940,APBL_LIJST,-,37
3940,AQNBP,-,38
3940,ARBMP,*,39
3940,ASPTT,*,40
3940,ATOE_GROEP,VIII,41
3940,AUPMI73_77,  50000,42
3940,AVPMA73_77,  75000,43
3940,AWPMI79_85, 25000,44
3940,AXPMA79_85,100000,45
3940,AYTRST_BR,S,46
3940,AZTRST_NBR,-,47
3940,BAWINT_GEB,  1,48
3940,BBBROEDGEB,1234,49
3940,BCBRV_NED,*,50
3940,BDPRESENT,1601,51
3940,BEBROEDBIO,b1b2b3b4a,52
3940,BFBRTYBEG,3,53
3940,BGBRTYEND,6,54
3940,BHBRDUUR,25,55
3940,BIEI_MIN, 7,56
3940,BJEI_NORM,12,57
3940,BKEI_MAX,16,58
3940,BLLEG_MIN,1,59
3940,BMLEG_NORM,1,60
3940,BNLEG_MAX,1,61
3940,BONESTH,1,62
3940,BPHOLBROED,-,63
3940,BQKOLBROED,-,64
