SUBNHLVOLG,SUBNHLCODE,SUBNHLOMS,GROEPNR,GROEPNAAM,REFERENTIE,ONDERGRENS,REF_KLAS,ONDER_KLAS
64.0,13.8,Vochtig Wintereiken-Beukenbos op leemhoudend zand,811.0,Loofhoutvogels,156.0531,51.4975,176.25,58.1625
64.0,13.8,Vochtig Wintereiken-Beukenbos op leemhoudend zand,812.0,Holenbroeders,196.1838,64.7407,237.0,78.21
64.0,13.8,Vochtig Wintereiken-Beukenbos op leemhoudend zand,813.0,Vogels van oud bos,224.2293,73.9957,260.25,85.8825
64.0,13.8,Vochtig Wintereiken-Beukenbos op leemhoudend zand,901.0,Zwarte Roodstaart-groep,58.0646,19.1613,60.0,19.8
64.0,13.8,Vochtig Wintereiken-Beukenbos op leemhoudend zand,911.0,Rode Lijst soorten,2.609,0.861,2.5,0.825
64.0,13.8,Vochtig Wintereiken-Beukenbos op leemhoudend zand,921.0,Roofvogels,3.6969,1.22,3.05,1.0065
64.0,13.8,Vochtig Wintereiken-Beukenbos op leemhoudend zand,999.0,Overige soorten,1.0412,0.3436,1.5,0.495
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,101.0,Dodaars-groep,0.142,0.0469,0.2,0.066
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,200.0,Rietvogels,0.203,0.067,0.2,0.066
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,204.0,Blauwborst-groep,0.203,0.067,0.2,0.066
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,300.0,Pioniervogels,0.142,0.0469,0.2,0.066
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,304.0,Tapuit-groep,0.142,0.0469,0.2,0.066
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,500.0,Weidevogels,0.142,0.0469,0.2,0.066
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,501.0,Zomertaling-groep,0.142,0.0469,0.2,0.066
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,600.0,Struweelvogels,23.528,7.7643,25.4,8.382
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,601.0,Rietgors-groep,0.203,0.067,0.2,0.066
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,602.0,Roodborsttapuit-groep,0.4544,0.15,0.4,0.132
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,603.0,Grasmus-groep,1.5193,0.5014,1.2,0.396
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,604.0,Winterkoning-groep,21.8057,7.1959,24.0,7.92
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,611.0,Zwartkop-groep,21.8057,7.1959,24.0,7.92
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,700.0,Bosrandvogels,13.4357,4.4338,11.45,3.7785
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,702.0,Geelgors-groep,10.9612,3.6172,9.2,3.036
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,703.0,Putter-groep,2.4745,0.8166,2.25,0.7425
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,711.0,Bosrandstruweelvogels,14.9551,4.9352,12.65,4.1745
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,800.0,Bosvogels,174.2167,57.4915,174.2,57.486
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,801.0,Vink-groep,2.4563,0.8106,3.0,0.99
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,802.0,Kruisbek-groep,16.1295,5.3227,15.75,5.1975
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,803.0,Appelvink-groep,23.8262,7.8626,28.5,9.405
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,804.0,Grote Bonte Specht-groep,64.1515,21.17,58.5,19.305
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,805.0,Kleine Bonte Specht-groep,30.0556,9.9183,27.0,8.91
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,806.0,Boomklever-groep,33.4517,11.039,37.5,12.375
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,807.0,Havik-groep,4.146,1.3682,3.95,1.3035
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,808.0,Torenvalk-groep,0.3834,0.1265,0.4,0.132
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,811.0,Loofhoutvogels,87.3334,28.82,93.0,30.69
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,812.0,Holenbroeders,127.6587,42.1274,123.0,40.59
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,813.0,Vogels van oud bos,151.4849,49.99,151.5,49.995
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,901.0,Zwarte Roodstaart-groep,20.3748,6.7237,24.0,7.92
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,911.0,Rode Lijst soorten,3.1521,1.0402,3.0,0.99
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,921.0,Roofvogels,4.5293,1.4947,4.35,1.4355
65.0,13.9,Vochtig Wintereiken-Beukenbos met exoten op leemhoudend zand,999.0,Overige soorten,0.7814,0.2579,0.75,0.2475
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,100.0,Watervogels,0.1396,0.0461,0.2,0.066
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,102.0,Slobeend-groep,0.1396,0.0461,0.2,0.066
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,103.0,Kuifeend-groep,0.1396,0.0461,0.2,0.066
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,104.0,IJsvogel-groep,0.2792,0.0921,0.4,0.132
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,200.0,Rietvogels,0.698,0.2304,0.75,0.2475
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,204.0,Blauwborst-groep,0.698,0.2304,0.75,0.2475
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,600.0,Struweelvogels,81.2258,26.8045,94.7,31.251
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,601.0,Rietgors-groep,0.698,0.2304,0.75,0.2475
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,602.0,Roodborsttapuit-groep,10.2857,3.3943,9.2,3.036
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,603.0,Grasmus-groep,32.692,10.7884,36.95,12.1935
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,604.0,Winterkoning-groep,47.8358,15.7858,57.0,18.81
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,611.0,Zwartkop-groep,47.8358,15.7858,57.0,18.81
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,700.0,Bosrandvogels,13.067,4.3121,14.85,4.9005
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,702.0,Geelgors-groep,6.7957,2.2426,6.95,2.2935
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,703.0,Putter-groep,6.2713,2.0695,7.9,2.607
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,711.0,Bosrandstruweelvogels,45.7589,15.1004,51.8,17.094
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,800.0,Bosvogels,259.7377,85.7134,277.5,91.575
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,801.0,Vink-groep,0.7604,0.2509,0.75,0.2475
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,802.0,Kruisbek-groep,2.4078,0.7946,3.0,0.99
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,803.0,Appelvink-groep,34.9499,11.5335,45.0,14.85
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,804.0,Grote Bonte Specht-groep,90.2514,29.783,90.75,29.9475
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,805.0,Kleine Bonte Specht-groep,60.0596,19.8197,66.0,21.78
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,806.0,Boomklever-groep,65.2162,21.5214,66.0,21.78
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,807.0,Havik-groep,6.0924,2.0105,6.0,1.98
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,808.0,Torenvalk-groep,0.9993,0.3298,0.95,0.3135
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,811.0,Loofhoutvogels,160.2257,52.8745,177.0,58.41
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,812.0,Holenbroeders,215.5273,71.124,222.75,73.5075
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,813.0,Vogels van oud bos,250.4772,82.6575,267.75,88.3575
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,901.0,Zwarte Roodstaart-groep,51.1144,16.8677,55.15,18.1995
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,911.0,Rode Lijst soorten,3.942,1.3009,4.55,1.5015
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,921.0,Roofvogels,7.0917,2.3403,6.95,2.2935
66.0,13.10,Eiken-Haagbeukenbos op natte lemige gronden,999.0,Overige soorten,3.7736,1.2453,3.0,0.99
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,100.0,Watervogels,0.8606,0.284,0.75,0.2475
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,102.0,Slobeend-groep,0.8606,0.284,0.75,0.2475
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,103.0,Kuifeend-groep,0.8606,0.284,0.75,0.2475
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,104.0,IJsvogel-groep,0.8606,0.284,0.75,0.2475
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,600.0,Struweelvogels,42.4194,13.9984,35.25,11.6325
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,602.0,Roodborsttapuit-groep,0.8065,0.2661,0.75,0.2475
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,603.0,Grasmus-groep,8.3871,2.7677,9.0,2.97
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,604.0,Winterkoning-groep,34.0323,11.2306,26.25,8.6625
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,611.0,Zwartkop-groep,34.0323,11.2306,26.25,8.6625
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,700.0,Bosrandvogels,8.0645,2.6613,10.5,3.465
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,702.0,Geelgors-groep,6.4516,2.129,9.0,2.97
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,703.0,Putter-groep,1.6129,0.5323,1.5,0.495
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,711.0,Bosrandstruweelvogels,16.4516,5.429,19.5,6.435
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,800.0,Bosvogels,261.5294,86.3047,315.2,104.016
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,801.0,Vink-groep,1.6129,0.5323,1.5,0.495
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,802.0,Kruisbek-groep,4.8387,1.5968,6.0,1.98
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,803.0,Appelvink-groep,22.4194,7.3984,24.2,7.986
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,804.0,Grote Bonte Specht-groep,74.11,24.4563,87.75,28.9575
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,805.0,Kleine Bonte Specht-groep,60.9677,20.1194,78.0,25.74
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,806.0,Boomklever-groep,91.0484,30.046,111.0,36.63
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,807.0,Havik-groep,6.5323,2.1556,6.75,2.2275
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,808.0,Torenvalk-groep,0.8065,0.2661,0.75,0.2475
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,811.0,Loofhoutvogels,174.4355,57.5637,213.2,70.356
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,812.0,Holenbroeders,226.1261,74.6216,276.75,91.3275
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,813.0,Vogels van oud bos,248.5455,82.02,300.95,99.3135
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,901.0,Zwarte Roodstaart-groep,52.1509,17.2098,60.75,20.0475
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,911.0,Rode Lijst soorten,4.8928,1.6146,6.75,2.2275
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,921.0,Roofvogels,7.3387,2.4218,7.5,2.475
67.0,13.11,Essen-Iepenbos op vochtige basische klei- en zandgrond,999.0,Overige soorten,0.8871,0.2927,0.75,0.2475
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,100.0,Watervogels,0.2549,0.0841,0.2,0.066
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,102.0,Slobeend-groep,0.2549,0.0841,0.2,0.066
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,103.0,Kuifeend-groep,0.2549,0.0841,0.2,0.066
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,104.0,IJsvogel-groep,0.2549,0.0841,0.2,0.066
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,300.0,Pioniervogels,0.0244,0.0081,0.2,0.066
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,304.0,Tapuit-groep,0.0244,0.0081,0.2,0.066
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,600.0,Struweelvogels,78.0253,25.7483,62.25,20.5425
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,602.0,Roodborsttapuit-groep,1.2204,0.4027,1.5,0.495
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,603.0,Grasmus-groep,11.3254,3.7374,10.5,3.465
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,604.0,Winterkoning-groep,66.6999,22.011,51.75,17.0775
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,611.0,Zwartkop-groep,66.6999,22.011,51.75,17.0775
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,700.0,Bosrandvogels,6.2973,2.0781,6.6,2.178
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,702.0,Geelgors-groep,4.5643,1.5062,4.9,1.617
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,703.0,Putter-groep,1.733,0.5719,1.7,0.561
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,711.0,Bosrandstruweelvogels,17.6227,5.8155,17.1,5.643
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,800.0,Bosvogels,156.8694,51.7669,163.15,53.8395
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,801.0,Vink-groep,1.6109,0.5316,1.5,0.495
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,802.0,Kruisbek-groep,1.9526,0.6444,1.5,0.495
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,803.0,Appelvink-groep,30.1684,9.9556,28.5,9.405
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,804.0,Grote Bonte Specht-groep,47.9117,15.8108,54.2,17.886
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,805.0,Kleine Bonte Specht-groep,40.4198,13.3385,42.0,13.86
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,806.0,Boomklever-groep,29.8755,9.8589,30.75,10.1475
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,807.0,Havik-groep,4.9304,1.627,4.7,1.551
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,808.0,Torenvalk-groep,1.0007,0.3302,0.95,0.3135
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,811.0,Loofhoutvogels,100.4638,33.153,101.25,33.4125
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,812.0,Holenbroeders,118.207,39.0083,126.95,41.8935
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,813.0,Vogels van oud bos,148.3754,48.9639,155.45,51.2985
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,901.0,Zwarte Roodstaart-groep,17.2538,5.6937,18.4,6.072
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,911.0,Rode Lijst soorten,1.8658,0.6157,1.9,0.627
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,921.0,Roofvogels,5.9312,1.9573,5.65,1.8645
68.0,13.12,Essen-Iepenbos met exoten op vochtige basische klei- en,999.0,Overige soorten,2.3676,0.7813,3.0,0.99
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,100.0,Watervogels,0.1584,0.0523,0.2,0.066
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,103.0,Kuifeend-groep,0.1584,0.0523,0.2,0.066
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,200.0,Rietvogels,0.7919,0.2613,0.75,0.2475
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,204.0,Blauwborst-groep,0.7919,0.2613,0.75,0.2475
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,600.0,Struweelvogels,103.5981,34.1874,100.15,33.0495
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,601.0,Rietgors-groep,0.7919,0.2613,0.75,0.2475
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,602.0,Roodborsttapuit-groep,12.5232,4.1327,15.2,5.016
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,603.0,Grasmus-groep,38.5811,12.7318,42.4,13.992
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,604.0,Winterkoning-groep,64.225,21.1943,57.0,18.81
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,611.0,Zwartkop-groep,64.225,21.1943,57.0,18.81
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,700.0,Bosrandvogels,7.9027,2.6079,8.1,2.673
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,702.0,Geelgors-groep,5.7016,1.8815,6.2,2.046
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,703.0,Putter-groep,2.2011,0.7264,1.9,0.627
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,711.0,Bosrandstruweelvogels,46.4839,15.3397,50.5,16.665
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,800.0,Bosvogels,256.026,84.4886,319.5,105.435
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,801.0,Vink-groep,0.9503,0.3136,0.75,0.2475
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,802.0,Kruisbek-groep,3.0092,0.993,3.0,0.99
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,803.0,Appelvink-groep,41.9027,13.8279,45.0,14.85
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,804.0,Grote Bonte Specht-groep,86.3723,28.5029,105.75,34.8975
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,805.0,Kleine Bonte Specht-groep,57.5256,18.9834,78.0,25.74
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,806.0,Boomklever-groep,59.3765,19.5943,78.0,25.74
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,807.0,Havik-groep,6.8895,2.2735,9.0,2.97
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,808.0,Torenvalk-groep,0.7919,0.2613,0.75,0.2475
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,811.0,Loofhoutvogels,158.8048,52.4056,201.0,66.33
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,812.0,Holenbroeders,203.2744,67.0806,261.75,86.3775
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,813.0,Vogels van oud bos,245.1771,80.9084,306.75,101.2275
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,901.0,Zwarte Roodstaart-groep,41.0418,13.5438,51.2,16.896
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,911.0,Rode Lijst soorten,3.4843,1.1498,3.4,1.122
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,921.0,Roofvogels,7.6813,2.5348,9.75,3.2175
69.0,13.13,Elzen-Wilgenbos op natte gronden met cultuurinvloed,999.0,Overige soorten,3.7874,1.2499,3.0,0.99
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,100.0,Watervogels,0.2549,0.0841,0.2,0.066
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,102.0,Slobeend-groep,0.2549,0.0841,0.2,0.066
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,103.0,Kuifeend-groep,0.2549,0.0841,0.2,0.066
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,104.0,IJsvogel-groep,0.2549,0.0841,0.2,0.066
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,300.0,Pioniervogels,0.0244,0.0081,0.2,0.066
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,304.0,Tapuit-groep,0.0244,0.0081,0.2,0.066
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,600.0,Struweelvogels,78.0253,25.7483,62.25,20.5425
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,602.0,Roodborsttapuit-groep,1.2204,0.4027,1.5,0.495
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,603.0,Grasmus-groep,11.3254,3.7374,10.5,3.465
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,604.0,Winterkoning-groep,66.6999,22.011,51.75,17.0775
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,611.0,Zwartkop-groep,66.6999,22.011,51.75,17.0775
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,700.0,Bosrandvogels,6.2973,2.0781,6.6,2.178
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,702.0,Geelgors-groep,4.5643,1.5062,4.9,1.617
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,703.0,Putter-groep,1.733,0.5719,1.7,0.561
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,711.0,Bosrandstruweelvogels,17.6227,5.8155,17.1,5.643
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,800.0,Bosvogels,156.8694,51.7669,163.15,53.8395
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,801.0,Vink-groep,1.6109,0.5316,1.5,0.495
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,802.0,Kruisbek-groep,1.9526,0.6444,1.5,0.495
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,803.0,Appelvink-groep,30.1684,9.9556,28.5,9.405
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,804.0,Grote Bonte Specht-groep,47.9117,15.8108,54.2,17.886
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,805.0,Kleine Bonte Specht-groep,40.4198,13.3385,42.0,13.86
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,806.0,Boomklever-groep,29.8755,9.8589,30.75,10.1475
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,807.0,Havik-groep,4.9304,1.627,4.7,1.551
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,808.0,Torenvalk-groep,1.0007,0.3302,0.95,0.3135
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,811.0,Loofhoutvogels,100.4638,33.153,101.25,33.4125
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,812.0,Holenbroeders,118.207,39.0083,126.95,41.8935
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,813.0,Vogels van oud bos,148.3754,48.9639,155.45,51.2985
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,901.0,Zwarte Roodstaart-groep,17.2538,5.6937,18.4,6.072
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,911.0,Rode Lijst soorten,1.8658,0.6157,1.9,0.627
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,921.0,Roofvogels,5.9312,1.9573,5.65,1.8645
70.0,13.14,Esdoorn-Populierenbos op natte gronden met cultuurinvloed,999.0,Overige soorten,2.3676,0.7813,3.0,0.99
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,100.0,Watervogels,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,101.0,Dodaars-groep,1.692,0.5584,1.5,0.495
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,103.0,Kuifeend-groep,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,200.0,Rietvogels,3.3841,1.1168,3.75,1.2375
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,202.0,Rietzanger-groep,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,204.0,Blauwborst-groep,2.5381,0.8376,3.0,0.99
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,211.0,Waterrietvogels,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,300.0,Pioniervogels,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,303.0,Scholekster-groep,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,305.0,Fazant-groep,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,306.0,Kievit-groep,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,400.0,Vogels van open heide,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,401.0,Korhoen-groep,0.846,0.2792,0.75,0.2475
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,500.0,Weidevogels,2.5381,0.8376,2.25,0.7425
71.0,13.15,Elzenbos met exoten op zeer natte veengronden,501.0,Zomertaling-groep,1.692,0.5584,1.5,0.495
