LANDSCHAP,EURING,DREMPEL,CODE
4000,   70,0,K
4000,  120,0,K
4000, 1840,0,K
4000, 3040,0,K
4000, 3100,0,K
4000, 3200,0,K
4000, 3320,0,K
4000, 3670,0,K
4000, 3700,0,K
4000, 4930,0,K
4000, 5170,0,K
4000, 5190,0,K
4000, 5320,0,K
4000, 5410,0,K
4000, 5460,0,K
4000, 5530,0,K
4000, 5820,0,K
4000, 6270,0,K
4000, 7240,0,K
4000, 7680,0,K
4000, 7780,0,K
4000, 9740,0,K
4000, 9760,0,K
4000,10050,0,K
4000,10090,0,K
4000,10110,0,K
4000,10171,0,K
4000,10201,0,K
4000,11060,0,K
4000,11370,0,K
4000,11390,0,K
4000,11460,0,K
4000,12360,0,K
4000,15150,0,K
4000,15200,0,K
4000,16600,0,K
4000,16630,0,K
4000,18570,0,K
4000,18770,0,K
4100,   70,0,K
4100,  120,0,K
4100, 1840,0,K
4100, 3040,0,K
4100, 3100,0,K
4100, 3200,0,K
4100, 3320,0,K
4100, 3670,0,K
4100, 3700,0,K
4100, 4930,0,K
4100, 5170,0,K
4100, 5190,0,K
4100, 5320,0,K
4100, 5410,0,K
4100, 5460,0,K
4100, 5530,0,K
4100, 5820,0,K
4100, 6270,0,K
4100, 7240,0,K
4100, 7680,0,K
4100, 7780,0,K
4100, 9740,0,K
4100, 9760,0,K
4100,10050,0,K
4100,10090,0,K
4100,10110,0,K
4100,10171,0,K
4100,10201,0,K
4100,11060,0,K
4100,11370,0,K
4100,11390,0,K
4100,11460,0,K
4100,12360,0,K
4100,15150,0,K
4100,15200,0,K
4100,16600,0,K
4100,16630,0,K
4100,18570,0,K
4100,18770,0,K
4110,   70,0,K
4110,  120,0,K
4110, 1840,0,K
4110, 3040,0,K
4110, 3100,0,K
4110, 3200,0,K
4110, 3320,0,K
4110, 3670,0,K
4110, 3700,0,K
4110, 4930,0,K
4110, 5170,0,K
4110, 5190,0,K
4110, 5320,0,K
4110, 5410,0,K
4110, 5460,0,K
4110, 5530,0,K
4110, 5820,0,K
4110, 6270,0,K
4110, 7240,0,K
4110, 7680,0,K
4110, 7780,0,K
4110, 9740,0,K
4110, 9760,0,K
4110,10050,0,K
4110,10090,0,K
4110,10110,0,K
4110,10171,0,K
4110,10201,0,K
4110,11060,0,K
4110,11370,0,K
4110,11390,0,K
4110,11460,0,K
4110,12360,0,K
4110,15150,0,K
4110,15200,0,K
4110,16600,0,K
4110,16630,0,K
4110,18570,0,K
4110,18770,0,K
4120,   70,0,K
4120,  120,0,K
4120, 1840,0,K
4120, 3040,0,K
4120, 3100,0,K
4120, 3200,0,K
4120, 3320,0,K
4120, 3670,0,K
4120, 3700,0,K
4120, 4930,0,K
4120, 5170,0,K
4120, 5190,0,K
4120, 5320,0,K
4120, 5410,0,K
4120, 5460,0,K
4120, 5530,0,K
4120, 5820,0,K
4120, 6270,0,K
4120, 7240,0,K
4120, 7680,0,K
4120, 7780,0,K
4120, 9740,0,K
4120, 9760,0,K
4120,10050,0,K
4120,10090,0,K
4120,10110,0,K
4120,10171,0,K
4120,10201,0,K
4120,11060,0,K
4120,11370,0,K
4120,11390,0,K
4120,11460,0,K
4120,12360,0,K
4120,15150,0,K
4120,15200,0,K
4120,16600,0,K
4120,16630,0,K
4120,18570,0,K
4120,18770,0,K
4130,   70,0,K
4130,  120,0,K
4130, 1840,0,K
4130, 3040,0,K
4130, 3100,0,K
4130, 3200,0,K
4130, 3320,0,K
4130, 3670,0,K
4130, 3700,0,K
4130, 4930,0,K
4130, 5170,0,K
4130, 5190,0,K
4130, 5320,0,K
