LANDSCHAP,EURING,DREMPEL,CODE
5700,12510,0,K
5700,12530,0,K
5700,13640,0,K
5700,14900,0,K
5700,16790,0,K
5700,18770,0,K
5712,   70,0,K
5712,   90,0,K
5712,  100,0,K
5712,  120,0,K
5712,  720,0,K
5712,  950,0,K
5712,  980,0,K
5712, 1040,0,K
5712, 1190,0,K
5712, 1210,0,K
5712, 1220,0,K
5712, 1240,0,K
5712, 1340,0,K
5712, 1440,0,K
5712, 1520,0,K
5712, 1610,0,K
5712, 1700,0,K
5712, 1730,0,K
5712, 1790,0,K
5712, 1820,0,K
5712, 1840,0,K
5712, 1860,0,K
5712, 1890,0,K
5712, 1910,0,K
5712, 1940,0,K
5712, 1960,0,K
5712, 1980,0,K
5712, 2020,0,K
5712, 2030,0,K
5712, 2180,0,K
5712, 2210,0,K
5712, 2380,0,K
5712, 2430,0,K
5712, 2600,0,K
5712, 2610,0,K
5712, 2630,0,K
5712, 3010,0,K
5712, 3100,0,K
5712, 4070,0,K
5712, 4080,0,K
5712, 4100,0,K
5712, 4110,0,K
5712, 4210,0,K
5712, 4240,0,K
5712, 4290,0,K
5712, 4330,0,K
5712, 4560,0,K
5712, 4690,0,K
5712, 5190,0,K
5712, 5320,0,K
5712, 5750,0,K
5712, 5780,0,K
5712, 5820,0,K
5712, 6150,0,K
5712, 6260,0,K
5712, 6270,0,K
5712, 7240,0,K
5712, 7680,0,K
5712, 8310,0,K
5712, 9810,0,K
5712,11060,0,K
5712,12200,0,K
5712,12260,0,K
5712,12360,0,K
5712,12380,0,K
5712,12420,0,K
5712,12430,0,K
5712,12500,0,K
5712,12510,0,K
5712,12530,0,K
5712,13640,0,K
5712,14900,0,K
5712,16790,0,K
5712,18770,0,K
5810,   70,0,K
5810,   90,0,K
5810,  100,0,K
5810,  120,0,K
5810,  720,0,K
5810,  950,0,K
5810,  980,0,K
5810, 1040,0,K
5810, 1190,0,K
5810, 1210,0,K
5810, 1220,0,K
5810, 1240,0,K
5810, 1340,0,K
5810, 1440,0,K
5810, 1520,0,K
5810, 1610,0,K
5810, 1700,0,K
5810, 1730,0,K
5810, 1790,0,K
5810, 1820,0,K
5810, 1840,0,K
5810, 1860,0,K
5810, 1890,0,K
5810, 1910,0,K
5810, 1940,0,K
5810, 1960,0,K
5810, 1980,0,K
5810, 2020,0,K
5810, 2030,0,K
5810, 2180,0,K
5810, 2210,0,K
5810, 2380,0,K
5810, 2430,0,K
5810, 2600,0,K
5810, 2610,0,K
5810, 2630,0,K
5810, 3010,0,K
5810, 3100,0,K
5810, 4070,0,K
5810, 4080,0,K
5810, 4100,0,K
5810, 4110,0,K
5810, 4210,0,K
5810, 4240,0,K
5810, 4290,0,K
5810, 4330,0,K
5810, 4560,0,K
5810, 4690,0,K
5810, 5190,0,K
5810, 5320,0,K
5810, 5750,0,K
5810, 5780,0,K
5810, 5820,0,K
5810, 6150,0,K
5810, 6260,0,K
5810, 6270,0,K
5810, 7240,0,K
5810, 7680,0,K
5810, 8310,0,K
5810, 9810,0,K
5810,11060,0,K
5810,12200,0,K
5810,12260,0,K
5810,12360,0,K
5810,12380,0,K
5810,12420,0,K
5810,12430,0,K
5810,12500,0,K
5810,12510,0,K
5810,12530,0,K
5810,13640,0,K
5810,14900,0,K
5810,16790,0,K
5810,18770,0,K
5820,   70,0,K
5820,   90,0,K
5820,  100,0,K
5820,  120,0,K
5820,  720,0,K
5820,  950,0,K
5820,  980,0,K
5820, 1040,0,K
5820, 1190,0,K
5820, 1210,0,K
5820, 1220,0,K
5820, 1240,0,K
5820, 1340,0,K
5820, 1440,0,K
5820, 1520,0,K
5820, 1610,0,K
5820, 1700,0,K
5820, 1730,0,K
5820, 1790,0,K
5820, 1820,0,K
5820, 1840,0,K
5820, 1860,0,K
5820, 1890,0,K
5820, 1910,0,K
5820, 1940,0,K
5820, 1960,0,K
5820, 1980,0,K
5820, 2020,0,K
5820, 2030,0,K
5820, 2180,0,K
5820, 2210,0,K
5820, 2380,0,K
5820, 2430,0,K
5820, 2600,0,K
5820, 2610,0,K
5820, 2630,0,K
5820, 3010,0,K
5820, 3100,0,K
5820, 4070,0,K
5820, 4080,0,K
5820, 4100,0,K
5820, 4110,0,K
5820, 4210,0,K
5820, 4240,0,K
5820, 4290,0,K
5820, 4330,0,K
5820, 4560,0,K
5820, 4690,0,K
5820, 5190,0,K
5820, 5320,0,K
5820, 5750,0,K
5820, 5780,0,K
5820, 5820,0,K
5820, 6150,0,K
5820, 6260,0,K
5820, 6270,0,K
5820, 7240,0,K
5820, 7680,0,K
5820, 8310,0,K
5820, 9810,0,K
5820,11060,0,K
5820,12200,0,K
5820,12260,0,K
5820,12360,0,K
5820,12380,0,K
5820,12420,0,K
5820,12430,0,K
5820,12500,0,K
5820,12510,0,K
5820,12530,0,K
5820,13640,0,K
5820,14900,0,K
5820,16790,0,K
5820,18770,0,K
5890,   70,0,K
5890,   90,0,K
5890,  100,0,K
5890,  120,0,K
5890,  720,0,K
5890,  950,0,K
5890,  980,0,K
5890, 1040,0,K
5890, 1190,0,K
5890, 1210,0,K
5890, 1220,0,K
5890, 1240,0,K
5890, 1340,0,K
5890, 1440,0,K
5890, 1520,0,K
5890, 1610,0,K
5890, 1700,0,K
5890, 1730,0,K
5890, 1790,0,K
5890, 1820,0,K
5890, 1840,0,K
5890, 1860,0,K
5890, 1890,0,K
5890, 1910,0,K
5890, 1940,0,K
5890, 1960,0,K
5890, 1980,0,K
5890, 2020,0,K
5890, 2030,0,K
5890, 2180,0,K
5890, 2210,0,K
5890, 2380,0,K
5890, 2430,0,K
5890, 2600,0,K
5890, 2610,0,K
5890, 2630,0,K
5890, 3010,0,K
5890, 3100,0,K
5890, 4070,0,K
5890, 4080,0,K
5890, 4100,0,K
5890, 4110,0,K
5890, 4210,0,K
5890, 4240,0,K
5890, 4290,0,K
5890, 4330,0,K
5890, 4560,0,K
5890, 4690,0,K
5890, 5190,0,K
5890, 5320,0,K
5890, 5750,0,K
5890, 5780,0,K
5890, 5820,0,K
5890, 6150,0,K
5890, 6260,0,K
5890, 6270,0,K
5890, 7240,0,K
5890, 7680,0,K
5890, 8310,0,K
5890, 9810,0,K
5890,11060,0,K
5890,12200,0,K
5890,12260,0,K
5890,12360,0,K
5890,12380,0,K
5890,12420,0,K
5890,12430,0,K
5890,12500,0,K
5890,12510,0,K
5890,12530,0,K
5890,13640,0,K
5890,14900,0,K
5890,16790,0,K
5890,18770,0,K
5900,   70,0,K
5900,   90,0,K
5900,  100,0,K
5900,  120,0,K
5900,  720,0,K
5900,  950,0,K
5900,  980,0,K
5900, 1040,0,K
5900, 1190,0,K
5900, 1210,0,K
5900, 1220,0,K
5900, 1240,0,K
5900, 1340,0,K
5900, 1440,0,K
5900, 1520,0,K
5900, 1610,0,K
5900, 1700,0,K
5900, 1730,0,K
5900, 1790,0,K
5900, 1820,0,K
5900, 1840,0,K
5900, 1860,0,K
5900, 1890,0,K
5900, 1910,0,K
5900, 1940,0,K
5900, 1960,0,K
5900, 1980,0,K
5900, 2020,0,K
5900, 2030,0,K
5900, 2180,0,K
5900, 2210,0,K
5900, 2380,0,K
5900, 2430,0,K
5900, 2600,0,K
5900, 2610,0,K
5900, 2630,0,K
5900, 3010,0,K
5900, 3100,0,K
5900, 4070,0,K
5900, 4080,0,K
5900, 4100,0,K
5900, 4110,0,K
5900, 4210,0,K
5900, 4240,0,K
5900, 4290,0,K
5900, 4330,0,K
5900, 4560,0,K
5900, 4690,0,K
5900, 5190,0,K
5900, 5320,0,K
5900, 5750,0,K
5900, 5780,0,K
5900, 5820,0,K
5900, 6150,0,K
5900, 6260,0,K
5900, 6270,0,K
5900, 7240,0,K
5900, 7680,0,K
5900, 8310,0,K
5900, 9810,0,K
5900,11060,0,K
5900,12200,0,K
5900,12260,0,K
5900,12360,0,K
5900,12380,0,K
5900,12420,0,K
5900,12430,0,K
5900,12500,0,K
5900,12510,0,K
5900,12530,0,K
5900,13640,0,K
5900,14900,0,K
5900,16790,0,K
5900,18770,0,K
5910,   70,0,K
5910,   90,0,K
5910,  100,0,K
5910,  120,0,K
5910,  720,0,K
5910,  950,0,K
5910,  980,0,K
5910, 1040,0,K
5910, 1190,0,K
5910, 1210,0,K
5910, 1220,0,K
5910, 1240,0,K
5910, 1340,0,K
5910, 1440,0,K
5910, 1520,0,K
5910, 1610,0,K
5910, 1700,0,K
5910, 1730,0,K
5910, 1790,0,K
5910, 1820,0,K
5910, 1840,0,K
5910, 1860,0,K
5910, 1890,0,K
5910, 1910,0,K
5910, 1940,0,K
5910, 1960,0,K
5910, 1980,0,K
5910, 2020,0,K
5910, 2030,0,K
5910, 2180,0,K
5910, 2210,0,K
5910, 2380,0,K
5910, 2430,0,K
5910, 2600,0,K
5910, 2610,0,K
5910, 2630,0,K
5910, 3010,0,K
5910, 3100,0,K
5910, 4070,0,K
5910, 4080,0,K
5910, 4100,0,K
5910, 4110,0,K
5910, 4210,0,K
5910, 4240,0,K
5910, 4290,0,K
5910, 4330,0,K
5910, 4560,0,K
5910, 4690,0,K
5910, 5190,0,K
5910, 5320,0,K
5910, 5750,0,K
5910, 5780,0,K
5910, 5820,0,K
5910, 6150,0,K
5910, 6260,0,K
5910, 6270,0,K
5910, 7240,0,K
5910, 7680,0,K
5910, 8310,0,K
5910, 9810,0,K
5910,11060,0,K
5910,12200,0,K
5910,12260,0,K
5910,12360,0,K
5910,12380,0,K
5910,12420,0,K
5910,12430,0,K
5910,12500,0,K
5910,12510,0,K
5910,12530,0,K
5910,13640,0,K
5910,14900,0,K
5910,16790,0,K
5910,18770,0,K
5920,   70,0,K
5920,   90,0,K
5920,  100,0,K
5920,  120,0,K
5920,  720,0,K
5920,  950,0,K
5920,  980,0,K
5920, 1040,0,K
5920, 1190,0,K
5920, 1210,0,K
5920, 1220,0,K
5920, 1240,0,K
5920, 1340,0,K
5920, 1440,0,K
5920, 1520,0,K
5920, 1610,0,K
5920, 1700,0,K
5920, 1730,0,K
5920, 1790,0,K
5920, 1820,0,K
5920, 1840,0,K
5920, 1860,0,K
5920, 1890,0,K
5920, 1910,0,K
5920, 1940,0,K
5920, 1960,0,K
5920, 1980,0,K
5920, 2020,0,K
5920, 2030,0,K
5920, 2180,0,K
5920, 2210,0,K
5920, 2380,0,K
5920, 2430,0,K
5920, 2600,0,K
5920, 2610,0,K
5920, 2630,0,K
5920, 3010,0,K
5920, 3100,0,K
5920, 4070,0,K
5920, 4080,0,K
5920, 4100,0,K
5920, 4110,0,K
5920, 4210,0,K
5920, 4240,0,K
5920, 4290,0,K
5920, 4330,0,K
5920, 4560,0,K
5920, 4690,0,K
5920, 5190,0,K
5920, 5320,0,K
5920, 5750,0,K
5920, 5780,0,K
5920, 5820,0,K
5920, 6150,0,K
5920, 6260,0,K
5920, 6270,0,K
5920, 7240,0,K
5920, 7680,0,K
5920, 8310,0,K
5920, 9810,0,K
5920,11060,0,K
5920,12200,0,K
5920,12260,0,K
5920,12360,0,K
5920,12380,0,K
5920,12420,0,K
5920,12430,0,K
5920,12500,0,K
5920,12510,0,K
5920,12530,0,K
5920,13640,0,K
5920,14900,0,K
5920,16790,0,K
5920,18770,0,K
5930,   70,0,K
5930,   90,0,K
5930,  100,0,K
5930,  120,0,K
5930,  720,0,K
5930,  950,0,K
5930,  980,0,K
5930, 1040,0,K
5930, 1190,0,K
5930, 1210,0,K
5930, 1220,0,K
5930, 1240,0,K
5930, 1340,0,K
5930, 1440,0,K
5930, 1520,0,K
5930, 1610,0,K
5930, 1700,0,K
5930, 1730,0,K
5930, 1790,0,K
5930, 1820,0,K
5930, 1840,0,K
5930, 1860,0,K
5930, 1890,0,K
5930, 1910,0,K
5930, 1940,0,K
5930, 1960,0,K
5930, 1980,0,K
5930, 2020,0,K
5930, 2030,0,K
5930, 2180,0,K
5930, 2210,0,K
5930, 2380,0,K
5930, 2430,0,K
5930, 2600,0,K
5930, 2610,0,K
5930, 2630,0,K
5930, 3010,0,K
5930, 3100,0,K
5930, 4070,0,K
5930, 4080,0,K
5930, 4100,0,K
5930, 4110,0,K
5930, 4210,0,K
5930, 4240,0,K
5930, 4290,0,K
5930, 4330,0,K
5930, 4560,0,K
5930, 4690,0,K
5930, 5190,0,K
5930, 5320,0,K
5930, 5750,0,K
5930, 5780,0,K
5930, 5820,0,K
5930, 6150,0,K
5930, 6260,0,K
5930, 6270,0,K
5930, 7240,0,K
5930, 7680,0,K
5930, 8310,0,K
5930, 9810,0,K
5930,11060,0,K
5930,12200,0,K
5930,12260,0,K
5930,12360,0,K
5930,12380,0,K
5930,12420,0,K
5930,12430,0,K
5930,12500,0,K
5930,12510,0,K
5930,12530,0,K
5930,13640,0,K
5930,14900,0,K
5930,16790,0,K
5930,18770,0,K
5940,   70,0,K
5940,   90,0,K
5940,  100,0,K
5940,  120,0,K
5940,  720,0,K
5940,  950,0,K
5940,  980,0,K
5940, 1040,0,K
5940, 1190,0,K
5940, 1210,0,K
5940, 1220,0,K
5940, 1240,0,K
5940, 1340,0,K
5940, 1440,0,K
5940, 1520,0,K
5940, 1610,0,K
5940, 1700,0,K
5940, 1730,0,K
5940, 1790,0,K
5940, 1820,0,K
5940, 1840,0,K
5940, 1860,0,K
5940, 1890,0,K
5940, 1910,0,K
5940, 1940,0,K
5940, 1960,0,K
5940, 1980,0,K
5940, 2020,0,K
5940, 2030,0,K
5940, 2180,0,K
5940, 2210,0,K
5940, 2380,0,K
5940, 2430,0,K
5940, 2600,0,K
5940, 2610,0,K
5940, 2630,0,K
5940, 3010,0,K
5940, 3100,0,K
5940, 4070,0,K
5940, 4080,0,K
5940, 4100,0,K
5940, 4110,0,K
5940, 4210,0,K
5940, 4240,0,K
5940, 4290,0,K
5940, 4330,0,K
5940, 4560,0,K
5940, 4690,0,K
5940, 5190,0,K
5940, 5320,0,K
5940, 5750,0,K
5940, 5780,0,K
5940, 5820,0,K
5940, 6150,0,K
5940, 6260,0,K
5940, 6270,0,K
5940, 7240,0,K
5940, 7680,0,K
5940, 8310,0,K
5940, 9810,0,K
5940,11060,0,K
5940,12200,0,K
5940,12260,0,K
5940,12360,0,K
5940,12380,0,K
5940,12420,0,K
5940,12430,0,K
5940,12500,0,K
5940,12510,0,K
5940,12530,0,K
5940,13640,0,K
5940,14900,0,K
5940,16790,0,K
5940,18770,0,K
6000, 1220,0,K
6000, 1340,0,K
6000, 1820,0,K
6000, 1860,0,K
6000, 1910,0,K
6000, 1940,0,K
6000, 3040,0,K
6000, 3670,0,K
6000, 3700,0,K
6000, 4080,0,K
6000, 4210,0,K
6000, 4500,0,K
6000, 4930,0,K
6000, 5170,0,K
6000, 5190,0,K
6000, 5320,0,K
6000, 5410,0,K
6000, 5460,0,K
6000, 6150,0,K
6000, 6270,0,K
6000, 7350,0,K
6000, 7680,0,K
6000, 9760,0,K
6000,10110,0,K
6000,10171,0,K
6000,10201,0,K
6000,11370,0,K
6000,11390,0,K
6000,18820,0,K
6100, 1220,0,K
6100, 1340,0,K
6100, 1820,0,K
6100, 1860,0,K
6100, 1910,0,K
6100, 1940,0,K
6100, 3040,0,K
6100, 3670,0,K
6100, 3700,0,K
6100, 4080,0,K
6100, 4210,0,K
6100, 4500,0,K
6100, 4930,0,K
6100, 5170,0,K
6100, 5190,0,K
6100, 5320,0,K
6100, 5410,0,K
6100, 5460,0,K
6100, 6150,0,K
6100, 6270,0,K
6100, 7350,0,K
6100, 7680,0,K
6100, 9760,0,K
6100,10110,0,K
6100,10171,0,K
6100,10201,0,K
6100,11370,0,K
6100,11390,0,K
6100,18820,0,K
6110, 1220,0,K
6110, 1340,0,K
6110, 1820,0,K
6110, 1860,0,K
6110, 1910,0,K
6110, 1940,0,K
6110, 3040,0,K
6110, 3670,0,K
6110, 3700,0,K
6110, 4080,0,K
6110, 4210,0,K
6110, 4500,0,K
6110, 4930,0,K
6110, 5170,0,K
6110, 5190,0,K
6110, 5320,0,K
6110, 5410,0,K
6110, 5460,0,K
6110, 6150,0,K
6110, 6270,0,K
6110, 7350,0,K
6110, 7680,0,K
6110, 9760,0,K
6110,10110,0,K
6110,10171,0,K
6110,10201,0,K
6110,11370,0,K
6110,11390,0,K
6110,18820,0,K
6120, 1220,0,K
6120, 1340,0,K
6120, 1820,0,K
6120, 1860,0,K
6120, 1910,0,K
6120, 1940,0,K
6120, 3040,0,K
6120, 3670,0,K
6120, 3700,0,K
6120, 4080,0,K
6120, 4210,0,K
6120, 4500,0,K
6120, 4930,0,K
6120, 5170,0,K
6120, 5190,0,K
6120, 5320,0,K
6120, 5410,0,K
6120, 5460,0,K
6120, 6150,0,K
6120, 6270,0,K
6120, 7350,0,K
6120, 7680,0,K
6120, 9760,0,K
6120,10110,0,K
6120,10171,0,K
6120,10201,0,K
6120,11370,0,K
6120,11390,0,K
6120,18820,0,K
6130, 1220,0,K
6130, 1340,0,K
6130, 1820,0,K
6130, 1860,0,K
6130, 1910,0,K
6130, 1940,0,K
6130, 3040,0,K
6130, 3670,0,K
6130, 3700,0,K
6130, 4080,0,K
6130, 4210,0,K
6130, 4500,0,K
6130, 4930,0,K
6130, 5170,0,K
6130, 5190,0,K
6130, 5320,0,K
6130, 5410,0,K
6130, 5460,0,K
6130, 6150,0,K
6130, 6270,0,K
6130, 7350,0,K
6130, 7680,0,K
6130, 9760,0,K
6130,10110,0,K
6130,10171,0,K
6130,10201,0,K
6130,11370,0,K
6130,11390,0,K
6130,18820,0,K
6131, 1220,0,K
6131, 1340,0,K
6131, 1820,0,K
6131, 1860,0,K
6131, 1910,0,K
6131, 1940,0,K
6131, 3040,0,K
6131, 3670,0,K
6131, 3700,0,K
6131, 4080,0,K
6131, 4210,0,K
6131, 4500,0,K
6131, 4930,0,K
6131, 5170,0,K
6131, 5190,0,K
6131, 5320,0,K
6131, 5410,0,K
6131, 5460,0,K
6131, 6150,0,K
6131, 6270,0,K
6131, 7350,0,K
6131, 7680,0,K
6131, 9760,0,K
6131,10110,0,K
6131,10171,0,K
6131,10201,0,K
6131,11370,0,K
6131,11390,0,K
6131,18820,0,K
6132, 1220,0,K
6132, 1340,0,K
6132, 1820,0,K
6132, 1860,0,K
6132, 1910,0,K
6132, 1940,0,K
6132, 3040,0,K
6132, 3670,0,K
6132, 3700,0,K
6132, 4080,0,K
6132, 4210,0,K
6132, 4500,0,K
6132, 4930,0,K
6132, 5170,0,K
6132, 5190,0,K
6132, 5320,0,K
6132, 5410,0,K
6132, 5460,0,K
6132, 6150,0,K
6132, 6270,0,K
6132, 7350,0,K
6132, 7680,0,K
6132, 9760,0,K
6132,10110,0,K
6132,10171,0,K
6132,10201,0,K
6132,11370,0,K
6132,11390,0,K
6132,18820,0,K
6140, 1220,0,K
6140, 1340,0,K
6140, 1820,0,K
6140, 1860,0,K
6140, 1910,0,K
6140, 1940,0,K
6140, 3040,0,K
6140, 3670,0,K
6140, 3700,0,K
6140, 4080,0,K
6140, 4210,0,K
6140, 4500,0,K
6140, 4930,0,K
6140, 5170,0,K
6140, 5190,0,K
6140, 5320,0,K
6140, 5410,0,K
6140, 5460,0,K
6140, 6150,0,K
6140, 6270,0,K
6140, 7350,0,K
6140, 7680,0,K
6140, 9760,0,K
6140,10110,0,K
6140,10171,0,K
6140,10201,0,K
6140,11370,0,K
6140,11390,0,K
6140,18820,0,K
6150, 1220,0,K
6150, 1340,0,K
6150, 1820,0,K
6150, 1860,0,K
6150, 1910,0,K
6150, 1940,0,K
6150, 3040,0,K
6150, 3670,0,K
6150, 3700,0,K
6150, 4080,0,K
6150, 4210,0,K
6150, 4500,0,K
6150, 4930,0,K
6150, 5170,0,K
6150, 5190,0,K
6150, 5320,0,K
6150, 5410,0,K
6150, 5460,0,K
6150, 6150,0,K
6150, 6270,0,K
6150, 7350,0,K
6150, 7680,0,K
6150, 9760,0,K
6150,10110,0,K
6150,10171,0,K
6150,10201,0,K
6150,11370,0,K
6150,11390,0,K
6150,18820,0,K
6160, 1220,0,K
6160, 1340,0,K
6160, 1820,0,K
6160, 1860,0,K
6160, 1910,0,K
6160, 1940,0,K
6160, 3040,0,K
6160, 3670,0,K
6160, 3700,0,K
6160, 4080,0,K
6160, 4210,0,K
6160, 4500,0,K
6160, 4930,0,K
6160, 5170,0,K
6160, 5190,0,K
6160, 5320,0,K
6160, 5410,0,K
6160, 5460,0,K
6160, 6150,0,K
6160, 6270,0,K
6160, 7350,0,K
6160, 7680,0,K
6160, 9760,0,K
6160,10110,0,K
6160,10171,0,K
6160,10201,0,K
6160,11370,0,K
6160,11390,0,K
6160,18820,0,K
6161, 1220,0,K
6161, 1340,0,K
6161, 1820,0,K
6161, 1860,0,K
6161, 1910,0,K
6161, 1940,0,K
6161, 3040,0,K
6161, 3670,0,K
6161, 3700,0,K
6161, 4080,0,K
6161, 4210,0,K
6161, 4500,0,K
6161, 4930,0,K
6161, 5170,0,K
6161, 5190,0,K
6161, 5320,0,K
6161, 5410,0,K
6161, 5460,0,K
6161, 6150,0,K
6161, 6270,0,K
6161, 7350,0,K
6161, 7680,0,K
6161, 9760,0,K
6161,10110,0,K
6161,10171,0,K
6161,10201,0,K
6161,11370,0,K
6161,11390,0,K
6161,18820,0,K
6200, 3040,0,K
6200, 3670,0,K
6200, 3700,0,K
6200, 4210,0,K
6200, 4500,0,K
6200, 4930,0,K
6200, 5410,0,K
6200, 7350,0,K
6200, 9760,0,K
6200,10110,0,K
6200,10171,0,K
6200,10201,0,K
6200,18820,0,K
6210, 3040,0,K
6210, 3670,0,K
6210, 3700,0,K
6210, 4210,0,K
6210, 4500,0,K
6210, 4930,0,K
6210, 5410,0,K
6210, 7350,0,K
6210, 9760,0,K
6210,10110,0,K
6210,10171,0,K
6210,10201,0,K
6210,18820,0,K
6211, 3040,0,K
6211, 3670,0,K
6211, 3700,0,K
6211, 4210,0,K
6211, 4500,0,K
6211, 4930,0,K
6211, 5410,0,K
6211, 7350,0,K
6211, 9760,0,K
6211,10110,0,K
6211,10171,0,K
6211,10201,0,K
6211,18820,0,K
6212, 3040,0,K
6212, 3670,0,K
6212, 3700,0,K
6212, 4210,0,K
6212, 4500,0,K
6212, 4930,0,K
6212, 5410,0,K
6212, 7350,0,K
6212, 9760,0,K
6212,10110,0,K
6212,10171,0,K
6212,10201,0,K
6212,18820,0,K
6220, 3040,0,K
6220, 3670,0,K
6220, 3700,0,K
6220, 4210,0,K
6220, 4500,0,K
6220, 4930,0,K
6220, 5410,0,K
6220, 7350,0,K
6220, 9760,0,K
6220,10110,0,K
6220,10171,0,K
6220,10201,0,K
6220,18820,0,K
6300, 3040,0,K
6300, 3670,0,K
6300, 3700,0,K
6300, 4210,0,K
6300, 4500,0,K
6300, 4930,0,K
6300, 5410,0,K
6300, 7350,0,K
6300, 9760,0,K
6300,10110,0,K
6300,10171,0,K
6300,10201,0,K
6300,18820,0,K
6400, 2390,0,K
6400, 2690,0,K
6400, 2870,0,K
6400, 3040,0,K
6400, 3100,0,K
6400, 3670,0,K
6400, 3700,0,K
6400, 3940,0,K
6400, 5410,0,K
6400, 6700,0,K
6400, 6870,0,K
6400, 7350,0,K
6400, 7570,0,K
6400, 7670,0,K
6400, 8460,0,K
6400, 8480,0,K
6400, 9920,0,K
6400,10010,0,K
6400,10090,0,K
6400,10201,0,K
6400,10840,0,K
6400,11040,0,K
6400,11220,0,K
6400,11370,0,K
6400,11390,0,K
6400,11980,0,K
6400,12020,0,K
6400,12500,0,K
6400,12590,0,K
6400,12740,0,K
6400,12750,0,K
6400,12760,0,K
6400,13350,0,K
6400,14370,0,K
6400,15150,0,K
6400,15200,0,K
6400,15230,0,K
6400,15490,0,K
6400,15630,0,K
6400,15671,0,K
6400,15820,0,K
6400,15980,0,K
6400,16400,0,K
6400,16490,0,K
6400,16530,0,K
6400,16600,0,K
6400,16630,0,K
6400,18570,0,K
6400,18660,0,K
6400,18820,0,K
6420, 2390,0,K
6420, 2690,0,K
6420, 2870,0,K
6420, 3040,0,K
6420, 3100,0,K
6420, 3670,0,K
6420, 3700,0,K
6420, 3940,0,K
6420, 5410,0,K
6420, 6700,0,K
6420, 6870,0,K
6420, 7350,0,K
6420, 7570,0,K
6420, 7670,0,K
6420, 8460,0,K
6420, 8480,0,K
6420, 9920,0,K
6420,10010,0,K
6420,10090,0,K
6420,10201,0,K
6420,10840,0,K
6420,11040,0,K
6420,11220,0,K
6420,11370,0,K
6420,11390,0,K
6420,11980,0,K
6420,12020,0,K
6420,12500,0,K
6420,12590,0,K
6420,12740,0,K
6420,12750,0,K
6420,12760,0,K
6420,13350,0,K
6420,14370,0,K
6420,15150,0,K
6420,15200,0,K
6420,15230,0,K
6420,15490,0,K
6420,15630,0,K
6420,15671,0,K
6420,15820,0,K
6420,15980,0,K
6420,16400,0,K
6420,16490,0,K
6420,16530,0,K
6420,16600,0,K
6420,16630,0,K
6420,18570,0,K
6420,18660,0,K
6420,18820,0,K
6440, 2390,0,K
6440, 2690,0,K
6440, 2870,0,K
6440, 3040,0,K
6440, 3100,0,K
6440, 3670,0,K
6440, 3700,0,K
6440, 3940,0,K
6440, 5410,0,K
6440, 6700,0,K
6440, 6870,0,K
6440, 7350,0,K
6440, 7570,0,K
6440, 7670,0,K
6440, 8460,0,K
6440, 8480,0,K
6440, 9920,0,K
6440,10010,0,K
6440,10090,0,K
6440,10201,0,K
6440,10840,0,K
6440,11040,0,K
6440,11220,0,K
6440,11370,0,K
6440,11390,0,K
6440,11980,0,K
6440,12020,0,K
6440,12500,0,K
6440,12590,0,K
6440,12740,0,K
6440,12750,0,K
6440,12760,0,K
6440,13350,0,K
6440,14370,0,K
6440,15150,0,K
6440,15200,0,K
6440,15230,0,K
6440,15490,0,K
6440,15630,0,K
6440,15671,0,K
6440,15820,0,K
6440,15980,0,K
6440,16400,0,K
6440,16490,0,K
6440,16530,0,K
6440,16600,0,K
6440,16630,0,K
6440,18570,0,K
6440,18660,0,K
6440,18820,0,K
6500, 2390,0,K
6500, 2690,0,K
6500, 2870,0,K
6500, 3040,0,K
6500, 3100,0,K
6500, 3670,0,K
6500, 3700,0,K
6500, 3940,0,K
6500, 5410,0,K
6500, 6700,0,K
6500, 6870,0,K
6500, 7350,0,K
6500, 7570,0,K
6500, 7670,0,K
6500, 8460,0,K
6500, 8480,0,K
6500, 9920,0,K
6500,10010,0,K
6500,10090,0,K
6500,10201,0,K
6500,10840,0,K
6500,11040,0,K
6500,11220,0,K
6500,11370,0,K
6500,11390,0,K
6500,11980,0,K
6500,12020,0,K
6500,12500,0,K
6500,12590,0,K
6500,12740,0,K
6500,12750,0,K
6500,12760,0,K
6500,13350,0,K
6500,14370,0,K
6500,15150,0,K
6500,15200,0,K
6500,15230,0,K
6500,15490,0,K
6500,15630,0,K
6500,15671,0,K
6500,15820,0,K
6500,15980,0,K
6500,16400,0,K
6500,16490,0,K
6500,16530,0,K
6500,16600,0,K
6500,16630,0,K
6500,18570,0,K
6500,18660,0,K
6500,18820,0,K
6600, 2390,0,K
6600, 2690,0,K
6600, 2870,0,K
6600, 3040,0,K
6600, 3100,0,K
6600, 3670,0,K
6600, 3700,0,K
6600, 3940,0,K
6600, 5410,0,K
6600, 6700,0,K
6600, 6870,0,K
6600, 7350,0,K
6600, 7570,0,K
6600, 7670,0,K
6600, 8460,0,K
6600, 8480,0,K
6600, 9920,0,K
6600,10010,0,K
6600,10090,0,K
6600,10201,0,K
6600,10840,0,K
6600,11040,0,K
6600,11220,0,K
6600,11370,0,K
6600,11390,0,K
6600,11980,0,K
6600,12020,0,K
6600,12500,0,K
6600,12590,0,K
6600,12740,0,K
6600,12750,0,K
6600,12760,0,K
6600,13350,0,K
6600,14370,0,K
6600,15150,0,K
6600,15200,0,K
6600,15230,0,K
6600,15490,0,K
6600,15630,0,K
6600,15671,0,K
6600,15820,0,K
