LANDSCHAP,LAND,ECOCODE,DISTRICT,PERIODE,EURING,MEDIAAN,MAX_DICHT,PRESENTIE
4220, NL,,,1990,14420,2,4.5,57
4220, NL,,,1990,14540,6,12.0,0
4220, NL,,,1990,14610,4,9.2,0
4220, NL,,,1990,14620,3,3.7,0
4220, NL,,,1990,14640,5,7.3,0
4220, NL,,,1990,14790,1,2.0,25
4220, NL,,,1990,14870,5,17.7,100
4220, NL,,,1990,15080,1,2.0,16
4220, NL,,,1990,15200,1,1.0,41
4220, NL,,,1990,15390,4,4.8,100
4220, NL,,,1990,15671,1,2.0,62
4220, NL,,,1990,15720,1,1.5,8
4220, NL,,,1990,16360,9,69.6,0
4220, NL,,,1990,16490,1,1.6,40
4220, NL,,,1990,16540,1,1.0,25
4220, NL,,,1990,16600,2,5.3,72
4220, NL,,,1990,16660,2,7.5,16
4220, NL,,,1990,17100,3,6.0,30
4220, NL,,,1990,17170,3,11.3,41
4220, NL,,,1990,18570,5,20.1,100
4300, NL,,,1990, 1820,5,12.7,0
4300, NL,,,1990, 1860,6,12.7,0
4300, NL,,,1990, 1940,4,6.4,0
4300, NL,,,1990, 2030,6,19.1,0
4300, NL,,,1990, 3670,6,25.5,0
4300, NL,,,1990, 4500,6,13.2,0
4300, NL,,,1990, 4690,7,31.8,0
4300, NL,,,1990, 4930,4,6.4,0
4300, NL,,,1990, 5320,5,12.7,0
4300, NL,,,1990, 5460,6,12.7,0
4300, NL,,,1990, 6150,9,151.3,0
4300, NL,,,1990, 7240,4,6.6,0
4300, NL,,,1990, 9760,7,46.1,0
4300, NL,,,1990,10110,8,101.9,0
4300, NL,,,1990,10171,9,184.7,0
4300, NL,,,1990,10201,7,19.1,0
4300, NL,,,1990,12500,7,31.8,0
4300, NL,,,1990,12510,5,12.7,0
4300, NL,,,1990,12750,4,6.6,0
4300, NL,,,1990,16600,7,38.2,0
4300, NL,,,1990,18770,6,19.1,0
5120, NL,,,1990,   70,5,42.2,0
5120, NL,,,1990,   90,5,29.5,0
5120, NL,,,1990,  980,3,8.4,0
5120, NL,,,1990, 1520,5,4.9,0
5120, NL,,,1990, 1700,2,4.9,0
5120, NL,,,1990, 1730,3,8.6,0
5120, NL,,,1990, 1820,4,19.5,0
5120, NL,,,1990, 1840,5,14.6,0
5120, NL,,,1990, 1860,9,84.4,0
5120, NL,,,1990, 1890,2,4.9,0
5120, NL,,,1990, 1910,2,4.9,0
5120, NL,,,1990, 1940,5,9.8,0
5120, NL,,,1990, 1980,3,9.8,0
5120, NL,,,1990, 2030,5,17.1,0
5120, NL,,,1990, 2600,2,4.9,0
5120, NL,,,1990, 3940,5,4.9,0
5120, NL,,,1990, 4070,6,9.8,0
5120, NL,,,1990, 4080,4,4.9,0
5120, NL,,,1990, 4240,8,50.6,0
5120, NL,,,1990, 4290,9,102.4,0
5120, NL,,,1990, 4500,1,2.1,0
5120, NL,,,1990, 5290,1,1.4,0
5120, NL,,,1990, 5820,-9,0.0,0
5120, NL,,,1990, 6270,6,63.4,0
5120, NL,,,1990, 6700,5,12.7,0
5120, NL,,,1990, 7240,3,4.9,0
5120, NL,,,1990, 8760,1,0.7,0
5120, NL,,,1990, 9760,1,0.7,0
5120, NL,,,1990,10090,3,7.1,0
5120, NL,,,1990,10110,1,2.9,0
5120, NL,,,1990,10201,3,4.2,0
5120, NL,,,1990,10660,7,42.2,0
5120, NL,,,1990,10840,6,25.3,0
5120, NL,,,1990,10990,6,21.1,0
5120, NL,,,1990,11060,6,25.3,0
5120, NL,,,1990,11220,1,1.4,0
5120, NL,,,1990,11370,1,1.4,0
5120, NL,,,1990,11390,1,0.7,0
5120, NL,,,1990,11870,7,33.8,0
5120, NL,,,1990,12020,1,0.4,0
5120, NL,,,1990,12360,2,4.9,0
5120, NL,,,1990,12500,5,9.8,0
5120, NL,,,1990,12510,9,333.3,0
5120, NL,,,1990,12590,3,8.4,0
5120, NL,,,1990,12750,1,2.1,0
5120, NL,,,1990,12760,7,46.4,0
5120, NL,,,1990,12770,7,33.8,0
5120, NL,,,1990,13110,7,54.9,0
5120, NL,,,1990,13120,7,21.1,0
5120, NL,,,1990,14370,4,12.7,0
5120, NL,,,1990,14420,5,10.5,0
5120, NL,,,1990,14610,1,0.7,0
5120, NL,,,1990,14620,6,16.9,0
5120, NL,,,1990,14640,5,12.7,0
5120, NL,,,1990,14870,3,8.4,0
5120, NL,,,1990,15390,1,0.7,0
5120, NL,,,1990,15671,1,2.1,0
5120, NL,,,1990,15820,4,4.2,0
5120, NL,,,1990,16360,6,25.3,0
5120, NL,,,1990,16600,1,0.7,0
5120, NL,,,1990,18570,2,3.6,0
5120, NL,,,1990,18770,7,38.0,0
5130, NL,,,1990,   90,7,24.9,0
5130, NL,,,1990,  980,1,2.6,0
5130, NL,,,1990, 1520,2,5.3,0
5130, NL,,,1990, 1610,2,5.3,0
5130, NL,,,1990, 1700,2,5.3,0
5130, NL,,,1990, 1730,1,2.6,0
5130, NL,,,1990, 1820,2,5.3,0
5130, NL,,,1990, 1860,9,65.8,0
5130, NL,,,1990, 1940,3,5.3,0
5130, NL,,,1990, 2030,4,18.4,0
5130, NL,,,1990, 2600,5,7.1,0
5130, NL,,,1990, 3940,6,13.2,0
5130, NL,,,1990, 4070,4,5.3,0
5130, NL,,,1990, 4240,3,10.5,0
5130, NL,,,1990, 4290,8,40.9,0
5130, NL,,,1990, 4930,1,2.6,0
5130, NL,,,1990, 5460,1,2.6,0
5130, NL,,,1990, 6680,1,2.6,0
5130, NL,,,1990, 6700,4,3.6,0
5130, NL,,,1990, 6870,4,23.7,0
5130, NL,,,1990, 7240,4,18.4,0
5130, NL,,,1990, 7610,3,7.9,0
5130, NL,,,1990, 7670,1,2.6,0
5130, NL,,,1990, 8870,1,2.6,0
5130, NL,,,1990,10201,3,1.8,0
5130, NL,,,1990,10660,5,5.3,0
5130, NL,,,1990,10840,3,1.8,0
5130, NL,,,1990,11040,1,2.6,0
5130, NL,,,1990,11060,6,10.5,0
5130, NL,,,1990,11220,1,2.6,0
5130, NL,,,1990,11370,3,1.8,0
5130, NL,,,1990,11870,4,3.6,0
5130, NL,,,1990,12000,3,1.8,0
5130, NL,,,1990,12360,5,7.1,0
5130, NL,,,1990,12430,8,58.7,0
5130, NL,,,1990,12500,7,28.9,0
5130, NL,,,1990,12510,10,138.8,0
5130, NL,,,1990,12530,1,2.6,0
5130, NL,,,1990,12590,3,2.6,0
5130, NL,,,1990,12750,2,5.3,0
5130, NL,,,1990,12760,4,3.6,0
5130, NL,,,1990,13120,5,5.3,0
5130, NL,,,1990,13350,3,10.5,0
5130, NL,,,1990,13640,3,1.8,0
5130, NL,,,1990,14370,2,5.3,0
5130, NL,,,1990,14420,1,2.6,0
5130, NL,,,1990,14620,4,3.6,0
5130, NL,,,1990,14640,4,3.6,0
5130, NL,,,1990,14870,2,5.3,0
5130, NL,,,1990,14900,3,1.8,0
5130, NL,,,1990,15080,2,5.3,0
5130, NL,,,1990,15671,4,5.3,0
5130, NL,,,1990,15820,3,1.8,0
5130, NL,,,1990,15980,3,1.8,0
5130, NL,,,1990,16490,3,5.3,0
5130, NL,,,1990,16530,3,10.5,0
5130, NL,,,1990,18770,9,67.6,0
5200, NL,,,1990,   70,6,21.7,100
5200, NL,,,1990,   90,7,41.3,80
5200, NL,,,1990,  100,4,2.2,0
5200, NL,,,1990,  120,1,0.4,20
5200, NL,,,1990,  720,2,1.3,20
5200, NL,,,1990,  950,3,2.2,40
5200, NL,,,1990, 1220,5,13.1,20
5200, NL,,,1990, 1440,3,3.0,20
5200, NL,,,1990, 1520,3,2.2,20
5200, NL,,,1990, 1610,4,5.9,40
5200, NL,,,1990, 1660,4,4.3,20
5200, NL,,,1990, 1700,1,0.8,20
5200, NL,,,1990, 1730,5,8.7,60
5200, NL,,,1990, 1820,7,34.8,60
5200, NL,,,1990, 1840,6,17.4,40
5200, NL,,,1990, 1860,8,100.0,100
5200, NL,,,1990, 1910,3,2.2,60
5200, NL,,,1990, 1940,7,32.6,100
5200, NL,,,1990, 1980,7,41.3,100
5200, NL,,,1990, 2030,8,87.0,80
5200, NL,,,1990, 2060,6,21.7,20
5200, NL,,,1990, 2600,5,8.7,100
5200, NL,,,1990, 2610,1,0.4,60
5200, NL,,,1990, 3670,1,0.8,20
5200, NL,,,1990, 3940,7,30.4,0
5200, NL,,,1990, 4070,7,32.6,100
5200, NL,,,1990, 4240,7,32.6,60
5200, NL,,,1990, 4290,8,106.5,100
5200, NL,,,1990, 4500,8,89.1,80
5200, NL,,,1990, 4930,7,32.6,80
5200, NL,,,1990, 5190,3,2.2,20
5200, NL,,,1990, 5320,5,8.7,20
5200, NL,,,1990, 5410,1,0.8,60
5200, NL,,,1990, 5460,7,50.0,40
5200, NL,,,1990, 5820,7,56.5,40
5200, NL,,,1990, 5910,3,3.0,20
5200, NL,,,1990, 5920,7,36.3,40
5200, NL,,,1990, 6680,5,8.7,60
5200, NL,,,1990, 6700,7,23.9,0
5200, NL,,,1990, 6870,2,1.3,20
5200, NL,,,1990, 7240,5,6.5,100
5200, NL,,,1990, 7670,2,1.3,40
5200, NL,,,1990, 8560,1,0.4,20
5200, NL,,,1990,10090,2,1.3,40
5200, NL,,,1990,10110,6,17.4,80
5200, NL,,,1990,10201,5,4.3,0
5200, NL,,,1990,10660,8,39.1,0
5200, NL,,,1990,10840,6,8.7,0
5200, NL,,,1990,11040,6,18.2,80
5200, NL,,,1990,11060,5,9.7,60
5200, NL,,,1990,11370,1,0.8,20
5200, NL,,,1990,11390,1,0.8,20
5200, NL,,,1990,11460,3,2.2,40
5200, NL,,,1990,11870,6,8.7,0
5200, NL,,,1990,12000,5,4.3,0
5200, NL,,,1990,12360,6,10.1,80
5200, NL,,,1990,12380,4,3.8,60
5200, NL,,,1990,12430,7,28.3,100
5200, NL,,,1990,12500,6,17.4,100
5200, NL,,,1990,12510,9,126.1,100
5200, NL,,,1990,12590,3,2.2,40
5200, NL,,,1990,12740,5,8.7,80
5200, NL,,,1990,12750,6,8.9,100
5200, NL,,,1990,12760,6,10.9,60
5200, NL,,,1990,12770,4,2.2,60
5200, NL,,,1990,13110,5,5.9,80
5200, NL,,,1990,13120,7,26.1,0
5200, NL,,,1990,13350,4,4.3,40
5200, NL,,,1990,13640,6,26.1,100
5200, NL,,,1990,15080,1,0.4,20
5200, NL,,,1990,15600,7,17.4,0
5200, NL,,,1990,16600,6,19.6,100
5200, NL,,,1990,16630,4,2.5,40
5200, NL,,,1990,16790,4,2.2,0
5200, NL,,,1990,18770,8,63.0,100
5222, NL,,,1990,   70,4,12.0,100
5222, NL,,,1990,   90,5,16.0,80
5222, NL,,,1990,  950,3,10.0,40
5222, NL,,,1990, 1610,3,6.5,40
5222, NL,,,1990, 1730,6,16.0,60
5222, NL,,,1990, 1820,2,4.0,60
5222, NL,,,1990, 1860,6,48.0,100
5222, NL,,,1990, 1910,2,3.3,60
5222, NL,,,1990, 1940,5,24.0,100
5222, NL,,,1990, 1980,5,4.3,100
5222, NL,,,1990, 2030,5,28.0,80
5222, NL,,,1990, 2600,5,8.0,100
5222, NL,,,1990, 2610,4,4.0,60
5222, NL,,,1990, 3940,1,2.2,0
5222, NL,,,1990, 4070,7,36.0,100
5222, NL,,,1990, 4240,2,3.3,60
5222, NL,,,1990, 4290,7,72.0,100
5222, NL,,,1990, 4500,6,10.0,80
5222, NL,,,1990, 4930,6,10.8,80
5222, NL,,,1990, 5410,5,8.0,60
5222, NL,,,1990, 5460,2,3.3,40
5222, NL,,,1990, 5920,4,12.0,40
5222, NL,,,1990, 6680,4,16.7,60
5222, NL,,,1990, 6700,7,23.3,0
5222, NL,,,1990, 7240,5,6.7,100
5222, NL,,,1990, 7670,1,2.2,40
5222, NL,,,1990,10090,2,3.3,40
5222, NL,,,1990,10110,6,20.0,80
5222, NL,,,1990,10660,8,80.0,0
5222, NL,,,1990,10840,5,10.8,0
5222, NL,,,1990,10990,1,2.2,0
5222, NL,,,1990,11040,7,16.7,80
5222, NL,,,1990,11060,5,6.5,60
5222, NL,,,1990,11460,2,3.3,40
5222, NL,,,1990,11870,5,16.7,0
5222, NL,,,1990,12360,6,10.8,80
5222, NL,,,1990,12380,3,8.6,60
5222, NL,,,1990,12430,9,164.0,100
5222, NL,,,1990,12500,6,16.0,100
5222, NL,,,1990,12510,9,208.0,100
5222, NL,,,1990,12740,6,23.3,80
5222, NL,,,1990,12750,7,28.0,100
5222, NL,,,1990,12760,4,20.0,60
5222, NL,,,1990,12770,3,6.7,60
5222, NL,,,1990,13110,4,6.7,80
5222, NL,,,1990,13120,9,100.0,0
5222, NL,,,1990,13640,6,16.0,100
5222, NL,,,1990,14640,6,10.0,0
5222, NL,,,1990,15490,6,10.0,0
5222, NL,,,1990,15671,5,6.7,0
5222, NL,,,1990,16360,1,2.2,0
5222, NL,,,1990,16490,2,4.3,0
5222, NL,,,1990,16600,7,33.3,100
5222, NL,,,1990,18770,8,84.0,100
5310, NL,, 1,1990, 1730,5,4.9,0
5310, NL,, 1,1990, 1860,6,11.1,0
5310, NL,, 1,1990, 2600,6,11.1,0
5310, NL,, 1,1990, 2630,3,1.2,0
5310, NL,, 1,1990, 3940,5,4.9,0
5310, NL,, 1,1990, 4080,3,1.2,0
5310, NL,, 1,1990, 4290,4,3.7,0
5310, NL,, 1,1990, 4500,5,4.9,0
5310, NL,, 1,1990, 4560,4,2.5,0
5310, NL,, 1,1990, 4930,4,2.5,0
5310, NL,, 1,1990, 5320,3,1.2,0
5310, NL,, 1,1990, 5460,7,22.1,0
5310, NL,, 1,1990, 9760,3,1.2,0
5310, NL,, 1,1990,10110,5,6.1,0
5310, NL,, 1,1990,10171,4,3.7,0
5310, NL,, 1,1990,10201,3,1.2,0
5310, NL,, 1,1990,11060,8,43.0,0
5310, NL,, 1,1990,11460,3,1.2,0
5310, NL,, 1,1990,12360,3,1.2,0
5310, NL,, 1,1990,12380,4,3.7,0
5310, NL,, 1,1990,12430,7,20.9,0
5310, NL,, 1,1990,12500,4,2.5,0
5310, NL,, 1,1990,12510,9,111.8,0
5310, NL,, 1,1990,13640,6,11.1,0
5310, NL,, 1,1990,18770,8,63.9,0
5330, NL,,12,1990,   90,5,12.6,75
5330, NL,,12,1990,  950,1,0.3,25
5330, NL,,12,1990, 1610,1,5.1,33
5330, NL,,12,1990, 1700,1,1.8,16
5330, NL,,12,1990, 1730,3,13.6,41
5330, NL,,12,1990, 1820,3,6.8,83
5330, NL,,12,1990, 1840,1,1.6,41
5330, NL,,12,1990, 1860,7,47.7,100
5330, NL,,12,1990, 1910,1,1.8,33
5330, NL,,12,1990, 1940,4,20.5,83
5330, NL,,12,1990, 1980,1,0.3,25
5330, NL,,12,1990, 2030,2,3.3,75
5330, NL,,12,1990, 2600,3,7.4,75
5330, NL,,12,1990, 2870,2,3.7,41
5330, NL,,12,1990, 3040,1,0.3,16
5330, NL,,12,1990, 3100,2,6.8,25
5330, NL,,12,1990, 3940,8,86.4,100
5330, NL,,12,1990, 4070,2,4.5,75
5330, NL,,12,1990, 4080,1,1.0,33
5330, NL,,12,1990, 4240,3,13.7,66
5330, NL,,12,1990, 4290,7,38.8,100
5330, NL,,12,1990, 6680,5,13.6,75
5330, NL,,12,1990, 6700,8,81.8,91
5330, NL,,12,1990, 6840,1,2.0,16
5330, NL,,12,1990, 6870,4,10.0,66
5330, NL,,12,1990, 7240,6,29.5,100
5330, NL,,12,1990, 7610,3,6.4,66
5330, NL,,12,1990, 7670,3,3.3,66
5330, NL,,12,1990, 8310,1,1.3,16
5330, NL,,12,1990, 8560,1,2.3,8
5330, NL,,12,1990, 8760,6,21.1,83
5330, NL,,12,1990, 8870,1,2.1,25
5330, NL,,12,1990, 9920,1,3.5,8
5330, NL,,12,1990,10010,1,4.5,8
5330, NL,,12,1990,10171,1,0.8,33
5330, NL,,12,1990,10201,1,1.6,33
5330, NL,,12,1990,10660,9,279.4,100
5330, NL,,12,1990,10840,7,40.9,100
5330, NL,,12,1990,10990,5,19.5,83
5330, NL,,12,1990,11040,4,7.4,58
5330, NL,,12,1990,11060,8,111.4,100
5330, NL,,12,1990,11210,1,0.3,8
5330, NL,,12,1990,11220,6,32.2,75
5330, NL,,12,1990,11870,8,39.9,100
5330, NL,,12,1990,12000,6,22.7,91
5330, NL,,12,1990,12020,1,0.3,8
5330, NL,,12,1990,12360,4,34.1,75
5330, NL,,12,1990,12370,1,0.9,8
5330, NL,,12,1990,12380,5,23.0,83
5330, NL,,12,1990,12430,4,30.3,66
5330, NL,,12,1990,12500,9,188.6,100
5330, NL,,12,1990,12510,9,177.6,100
5330, NL,,12,1990,12530,1,2.3,33
5330, NL,,12,1990,12590,3,6.9,33
5330, NL,,12,1990,12750,7,27.3,100
5330, NL,,12,1990,12760,8,130.5,100
5330, NL,,12,1990,12770,8,74.4,100
5330, NL,,12,1990,13110,9,252.8,100
5330, NL,,12,1990,13120,10,298.7,100
5330, NL,,12,1990,13350,1,1.0,16
5330, NL,,12,1990,13640,1,0.0,0
5330, NL,,12,1990,14370,3,4.6,58
5330, NL,,12,1990,14400,1,0.4,8
5330, NL,,12,1990,14420,6,28.5,100
5330, NL,,12,1990,14620,7,40.4,100
5330, NL,,12,1990,14640,7,59.1,100
5330, NL,,12,1990,14870,4,11.4,83
5330, NL,,12,1990,15080,3,9.1,41
5330, NL,,12,1990,15390,5,11.9,75
5330, NL,,12,1990,15490,3,8.3,66
5330, NL,,12,1990,15600,1,0.3,8
5330, NL,,12,1990,15671,5,20.2,83
5330, NL,,12,1990,15820,2,3.7,41
5330, NL,,12,1990,15910,1,0.3,8
5330, NL,,12,1990,15980,2,3.8,33
5330, NL,,12,1990,16360,3,4.5,50
5330, NL,,12,1990,16490,4,7.6,83
5330, NL,,12,1990,16530,1,1.0,33
5330, NL,,12,1990,16600,3,6.5,75
5330, NL,,12,1990,18770,8,139.7,100
5332, NL,,12,1990,   70,1,1.4,8
5332, NL,,12,1990,   90,3,12.3,75
5332, NL,,12,1990,  950,1,1.0,25
5332, NL,,12,1990, 1520,1,1.4,8
5332, NL,,12,1990, 1610,4,16.6,33
5332, NL,,12,1990, 1700,2,6.1,16
5332, NL,,12,1990, 1730,2,3.1,41
5332, NL,,12,1990, 1820,5,8.0,83
5332, NL,,12,1990, 1840,1,4.7,41
5332, NL,,12,1990, 1860,8,104.0,100
5332, NL,,12,1990, 1890,1,1.4,8
5332, NL,,12,1990, 1910,3,6.9,33
5332, NL,,12,1990, 1940,6,32.0,83
5332, NL,,12,1990, 1980,1,2.7,25
5332, NL,,12,1990, 2030,5,12.3,75
5332, NL,,12,1990, 2600,6,11.0,75
5332, NL,,12,1990, 2690,1,1.4,8
5332, NL,,12,1990, 2870,1,0.3,41
5332, NL,,12,1990, 3040,1,1.4,16
5332, NL,,12,1990, 3100,1,2.7,25
5332, NL,,12,1990, 3700,1,0.5,8
5332, NL,,12,1990, 3940,7,24.7,100
5332, NL,,12,1990, 4070,4,12.4,75
5332, NL,,12,1990, 4080,4,24.0,33
5332, NL,,12,1990, 4240,4,6.9,66
5332, NL,,12,1990, 4290,8,120.0,100
5332, NL,,12,1990, 4500,3,12.3,8
5332, NL,,12,1990, 4930,5,36.8,16
5332, NL,,12,1990, 5320,1,1.4,8
5332, NL,,12,1990, 5460,5,52.1,16
5332, NL,,12,1990, 6680,3,8.0,75
5332, NL,,12,1990, 6700,5,23.4,91
5332, NL,,12,1990, 6870,2,8.0,66
5332, NL,,12,1990, 7240,6,24.0,100
5332, NL,,12,1990, 7610,1,1.4,66
5332, NL,,12,1990, 7670,1,1.4,66
5332, NL,,12,1990, 8760,4,8.0,83
5332, NL,,12,1990, 8870,1,2.7,25
5332, NL,,12,1990, 9760,1,1.4,8
5332, NL,,12,1990,10171,3,5.5,33
5332, NL,,12,1990,10201,1,3.1,33
5332, NL,,12,1990,10660,8,49.5,100
5332, NL,,12,1990,10840,6,12.3,100
5332, NL,,12,1990,10990,3,5.5,83
5332, NL,,12,1990,11040,1,0.5,58
5332, NL,,12,1990,11060,9,159.1,100
5332, NL,,12,1990,11220,3,6.9,75
5332, NL,,12,1990,11370,1,3.1,8
5332, NL,,12,1990,11870,5,17.9,100
5332, NL,,12,1990,12000,3,6.9,91
5332, NL,,12,1990,12360,4,43.0,75
5332, NL,,12,1990,12380,8,88.1,83
5332, NL,,12,1990,12430,7,56.5,66
5332, NL,,12,1990,12500,9,94.1,100
5332, NL,,12,1990,12510,10,384.0,100
5332, NL,,12,1990,12530,2,6.9,33
5332, NL,,12,1990,12740,1,0.3,8
5332, NL,,12,1990,12750,6,36.8,100
5332, NL,,12,1990,12760,7,56.0,100
5332, NL,,12,1990,12770,5,16.0,100
5332, NL,,12,1990,13110,7,112.0,100
5332, NL,,12,1990,13120,9,208.0,100
5332, NL,,12,1990,13640,2,2.7,25
5332, NL,,12,1990,14370,1,2.7,58
5332, NL,,12,1990,14420,6,16.0,100
5332, NL,,12,1990,14620,6,40.0,100
5332, NL,,12,1990,14640,6,24.0,100
5332, NL,,12,1990,14870,4,16.0,83
5332, NL,,12,1990,15080,1,0.5,41
5332, NL,,12,1990,15390,1,2.7,75
5332, NL,,12,1990,15490,1,1.4,66
5332, NL,,12,1990,15671,3,6.9,83
5332, NL,,12,1990,15820,1,2.4,41
5332, NL,,12,1990,16360,1,2.7,50
5332, NL,,12,1990,16490,3,3.6,83
5332, NL,,12,1990,16530,2,3.1,33
5332, NL,,12,1990,16600,4,4.1,75
5332, NL,,12,1990,18770,9,200.0,100
5400, NL,,,1990,   90,1,2.5,53
5400, NL,,,1990,  720,6,67.5,7
5400, NL,,,1990,  950,3,6.9,46
5400, NL,,,1990, 1520,1,0.0,0
5400, NL,,,1990, 1730,4,8.4,69
5400, NL,,,1990, 1820,4,5.9,84
5400, NL,,,1990, 1840,4,11.3,38
5400, NL,,,1990, 1860,7,38.7,91
5400, NL,,,1990, 1910,1,0.5,53
5400, NL,,,1990, 1940,3,9.2,84
5400, NL,,,1990, 1980,1,0.5,30
5400, NL,,,1990, 2030,2,2.5,61
5400, NL,,,1990, 2600,4,6.7,84
5400, NL,,,1990, 2670,2,2.5,15
5400, NL,,,1990, 2690,1,1.5,7
5400, NL,,,1990, 2870,3,5.0,15
5400, NL,,,1990, 3040,1,2.2,30
5400, NL,,,1990, 3670,1,0.5,15
5400, NL,,,1990, 3940,8,52.0,100
5400, NL,,,1990, 4070,3,4.4,92
5400, NL,,,1990, 4080,2,5.4,23
5400, NL,,,1990, 4240,2,2.0,66
5400, NL,,,1990, 4290,4,17.2,91
5400, NL,,,1990, 4930,2,2.5,53
5400, NL,,,1990, 5190,2,3.4,30
5400, NL,,,1990, 5290,3,4.4,15
5400, NL,,,1990, 5460,1,0.8,30
5400, NL,,,1990, 6680,1,1.0,7
5400, NL,,,1990, 6700,6,15.2,75
5400, NL,,,1990, 6870,5,15.0,30
5400, NL,,,1990, 7240,6,22.1,83
5400, NL,,,1990, 7670,3,2.5,30
5400, NL,,,1990, 7680,1,0.8,23
5400, NL,,,1990, 8760,4,10.0,30
5400, NL,,,1990, 9760,3,2.9,61
5400, NL,,,1990, 9810,3,8.4,7
5400, NL,,,1990,10090,1,2.2,15
5400, NL,,,1990,10110,3,13.4,53
5400, NL,,,1990,10171,2,6.7,38
5400, NL,,,1990,10201,6,10.8,58
5400, NL,,,1990,10660,9,107.5,66
5400, NL,,,1990,10840,6,25.0,50
5400, NL,,,1990,10990,6,12.3,41
5400, NL,,,1990,11040,3,6.4,23
5400, NL,,,1990,11060,6,88.2,84
5400, NL,,,1990,11370,1,0.5,23
5400, NL,,,1990,11870,7,43.1,66
5400, NL,,,1990,12000,7,22.5,33
5400, NL,,,1990,12020,1,1.0,8
5400, NL,,,1990,12360,6,41.2,100
5400, NL,,,1990,12380,4,5.0,92
5400, NL,,,1990,12430,7,102.4,100
5400, NL,,,1990,12500,8,50.1,100
5400, NL,,,1990,12510,9,87.7,100
5400, NL,,,1990,12590,6,20.0,46
5400, NL,,,1990,12740,1,1.5,23
5400, NL,,,1990,12750,7,30.0,84
5400, NL,,,1990,12760,8,102.5,58
5400, NL,,,1990,12770,8,72.5,50
5400, NL,,,1990,13110,8,60.0,58
5400, NL,,,1990,13120,10,227.5,83
5400, NL,,,1990,13640,2,4.9,53
5400, NL,,,1990,14370,3,5.0,33
5400, NL,,,1990,14420,4,14.7,33
5400, NL,,,1990,14620,4,20.0,41
5400, NL,,,1990,14640,7,26.5,58
5400, NL,,,1990,14870,2,5.0,16
5400, NL,,,1990,14900,1,0.5,15
5400, NL,,,1990,15080,2,2.5,23
5400, NL,,,1990,15390,4,5.0,33
5400, NL,,,1990,15490,1,1.7,25
5400, NL,,,1990,15671,4,5.9,75
5400, NL,,,1990,15820,1,0.8,8
5400, NL,,,1990,16360,6,40.0,33
5400, NL,,,1990,16490,6,24.0,50
5400, NL,,,1990,16530,2,5.0,23
5400, NL,,,1990,16600,8,36.3,66
5400, NL,,,1990,16790,3,2.5,16
5400, NL,,,1990,18770,8,88.2,100
5412, NL,,,1990,   70,1,2.5,15
5412, NL,,,1990,   90,4,32.0,53
5412, NL,,,1990,  950,2,3.2,46
5412, NL,,,1990,  980,1,0.3,7
5412, NL,,,1990, 1240,1,0.6,7
5412, NL,,,1990, 1440,1,0.6,7
5412, NL,,,1990, 1520,2,5.3,30
5412, NL,,,1990, 1610,4,44.3,23
5412, NL,,,1990, 1700,1,2.5,23
5412, NL,,,1990, 1730,4,11.0,69
5412, NL,,,1990, 1790,1,0.8,8
5412, NL,,,1990, 1820,5,34.3,84
5412, NL,,,1990, 1840,2,9.2,38
5412, NL,,,1990, 1860,8,232.0,91
5412, NL,,,1990, 1890,1,5.8,7
5412, NL,,,1990, 1910,3,12.5,53
5412, NL,,,1990, 1940,6,53.5,84
5412, NL,,,1990, 1980,4,24.8,30
5412, NL,,,1990, 2030,5,78.1,61
5412, NL,,,1990, 2600,5,11.1,84
5412, NL,,,1990, 3040,2,8.0,30
5412, NL,,,1990, 3100,1,0.8,7
5412, NL,,,1990, 3670,1,4.3,15
5412, NL,,,1990, 3940,6,29.1,100
5412, NL,,,1990, 4070,5,36.0,92
5412, NL,,,1990, 4080,1,5.3,23
5412, NL,,,1990, 4210,1,0.8,7
5412, NL,,,1990, 4240,4,35.1,66
5412, NL,,,1990, 4290,8,106.1,91
5412, NL,,,1990, 4500,4,17.8,30
5412, NL,,,1990, 4560,1,3.3,7
5412, NL,,,1990, 4930,4,106.2,53
5412, NL,,,1990, 5170,1,1.1,15
5412, NL,,,1990, 5190,1,2.4,30
5412, NL,,,1990, 5320,5,104.8,23
5412, NL,,,1990, 5460,4,21.1,30
5412, NL,,,1990, 5820,6,176.7,7
5412, NL,,,1990, 5920,1,3.8,15
5412, NL,,,1990, 6150,1,5.7,15
5412, NL,,,1990, 6700,5,22.2,75
5412, NL,,,1990, 6870,1,1.3,30
5412, NL,,,1990, 7240,5,12.2,83
5412, NL,,,1990, 7670,1,2.6,30
5412, NL,,,1990, 7680,1,0.6,23
5412, NL,,,1990, 8760,2,8.3,30
5412, NL,,,1990, 9760,4,12.0,61
5412, NL,,,1990, 9920,1,0.8,7
5412, NL,,,1990,10110,3,16.2,53
5412, NL,,,1990,10171,2,9.5,38
5412, NL,,,1990,10201,2,2.3,58
5412, NL,,,1990,10660,4,41.9,66
5412, NL,,,1990,10840,3,23.0,50
5412, NL,,,1990,10990,1,2.6,41
5412, NL,,,1990,11040,1,1.3,23
5412, NL,,,1990,11060,6,55.1,84
5412, NL,,,1990,11220,1,7.9,7
5412, NL,,,1990,11370,1,0.3,23
5412, NL,,,1990,11870,4,25.0,66
5412, NL,,,1990,12000,1,1.3,33
5412, NL,,,1990,12360,4,9.3,100
