EURING,SOORT,AANTAL,XX,YY,ID,VAK,AFD,SDT_NO,DIG_OPP,SDT_OPP
6870.0,Zomertortel,1.0,119402,574933,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119405,574761,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119428,574857,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119469,575017,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119538,574744,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119544,574660,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119814,573636,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119849,574472,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119869,573880,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119869,574292,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119887,574077,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119895,573770,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,119904,574005,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,120829,573633,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,120903,573995,,0.0,,,0.0,0.0
6870.0,Zomertortel,1.0,120951,574172,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,110170,561140,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,110358,561431,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,110542,559597,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,110549,558219,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,110875,558305,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,111142,560870,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,111403,557416,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,111451,558454,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,111455,558136,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,111479,560206,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,111868,557907,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,112298,557662,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,114632,570694,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,114684,570238,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,114930,569618,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,115194,569061,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,115323,570442,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,115486,571605,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,116625,571714,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,116668,574049,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,117209,574856,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,117754,575299,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,118013,573611,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,118195,575862,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,118706,574022,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,119131,575591,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,119144,574804,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,119821,573936,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,119972,576947,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,120209,573933,,0.0,,,0.0,0.0
7240.0,Koekoek,1.0,120946,574266,,0.0,,,0.0,0.0
7670.0,Ransuil,1.0,111766,559156,,0.0,,,0.0,0.0
7670.0,Ransuil,1.0,113046,557163,,0.0,,,0.0,0.0
7670.0,Ransuil,1.0,115957,571336,,0.0,,,0.0,0.0
7670.0,Ransuil,1.0,116590,573969,,0.0,,,0.0,0.0
7670.0,Ransuil,1.0,119222,576995,,0.0,,,0.0,0.0
7670.0,Ransuil,1.0,119991,574039,,0.0,,,0.0,0.0
7680.0,Velduil,1.0,111091,560903,,0.0,,,0.0,0.0
7680.0,Velduil,1.0,114312,569532,,0.0,,,0.0,0.0
7680.0,Velduil,1.0,114549,569972,,0.0,,,0.0,0.0
7680.0,Velduil,1.0,115316,569324,,0.0,,,0.0,0.0
7680.0,Velduil,1.0,117530,574550,,0.0,,,0.0,0.0
7680.0,Velduil,1.0,118316,574229,,0.0,,,0.0,0.0
7680.0,Velduil,1.0,118385,575770,,0.0,,,0.0,0.0
7680.0,Velduil,1.0,118421,573876,,0.0,,,0.0,0.0
8760.0,Grote Bonte Specht,1.0,112692,563800,?,0.0,,,2.94318,0.0
9740.0,Boomleeuwerik,1.0,110999,561665,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,109738,559930,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,110035,559519,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,110116,559394,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,110278,559307,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,110398,560190,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,110474,559537,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,110539,559099,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,110882,560268,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,111072,560203,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,111328,560824,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,111472,560393,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,111889,558636,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,111981,558516,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,114624,569778,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,115721,569342,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,115814,568925,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116070,571994,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116137,572965,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116217,572187,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116227,572993,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116248,573067,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116251,572289,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116254,572064,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116325,572360,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116341,572197,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116350,573005,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116359,571775,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116387,572101,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116411,571938,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116418,573119,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116427,572249,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116451,572058,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116485,572335,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116494,571877,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116494,573051,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116501,573239,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116510,572172,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116513,572421,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116531,573340,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116534,571963,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116553,572575,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116578,572178,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116578,573448,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116605,572335,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116621,573116,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116636,572452,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116648,572018,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116648,572615,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116651,573270,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116658,572907,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116676,572243,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116698,572095,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116710,572544,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116713,573697,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116731,572676,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116747,573460,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116768,573310,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116787,572120,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116787,573042,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116842,573442,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116848,573958,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116855,572768,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116895,572538,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116907,573841,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116959,572744,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116962,572375,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,116981,572556,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117027,572670,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117033,573291,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117048,572839,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117076,574054,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117110,573534,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117129,572722,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117138,572624,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117138,573752,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117147,573632,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117165,573205,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117190,572968,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117196,572845,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117199,572728,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117215,573064,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117236,574343,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117252,573546,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117279,573005,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117282,573666,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117298,572762,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117307,574121,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117372,573832,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117390,573648,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117399,574376,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117412,574610,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117421,572885,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117476,573540,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117516,573454,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117526,574410,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117544,573697,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117553,573841,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117609,573390,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117627,574395,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117707,574272,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117781,574140,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117821,573940,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,117910,574204,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,118378,576038,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,118963,573028,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,120500,573283,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,120508,573087,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,120678,573120,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,120678,573401,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,120770,573032,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,120862,573135,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,120870,573364,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,120973,573301,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,121003,573061,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,121084,573471,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,121106,573231,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,121221,573715,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,121239,573390,,0.0,,,0.0,0.0
9760.0,Veldleeuwerik,1.0,121239,573519,,0.0,,,0.0,0.0
9920.0,Boerenzwaluw,1.0,114554,565967,,0.0,,,0.0,0.0
9920.0,Boerenzwaluw,1.0,114554,565999,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109583,559040,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109642,559884,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109669,559669,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109680,560523,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109686,559384,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109686,560426,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109696,560362,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109702,560706,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109750,560319,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109766,560959,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109777,558051,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109799,559459,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109799,561179,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109810,559163,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109810,559658,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109831,559292,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109847,559577,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109858,561410,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109912,559878,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109917,560883,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109923,557889,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109923,560029,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,109966,559819,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110004,561222,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110009,557551,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110020,559712,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110068,557771,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110074,560916,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110101,559335,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110117,560609,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110160,557336,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110160,560394,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110181,557922,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110208,561555,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110214,560862,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110219,558556,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110241,557653,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110246,561690,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110268,559443,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110273,559867,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110322,560163,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110354,560007,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110359,558432,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110376,559443,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110376,560819,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110397,561786,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110403,559308,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110413,557578,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110429,561136,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110456,560953,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110456,561367,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110467,559685,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110505,559830,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110516,561512,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110527,559362,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110527,561614,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110548,557535,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110553,557626,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110570,560985,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110575,558470,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110575,561727,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110586,559196,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110591,560862,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110607,560545,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110624,559244,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110624,561367,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110640,560389,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110672,560690,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110672,560770,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110672,560937,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110672,561147,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110683,559088,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110715,560851,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110726,560039,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110731,557115,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110764,560394,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110769,560217,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110780,557513,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110780,558975,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110818,560948,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110823,561727,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110828,559717,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110850,561104,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110893,560410,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110925,557368,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110925,559212,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110925,560093,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110942,557594,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110958,557508,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110958,561523,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110963,561630,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110985,558792,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110985,560351,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,110996,556997,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111001,558395,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111049,560953,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111055,560179,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111060,559970,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111060,560491,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111066,557465,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111066,561802,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111076,557347,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111087,561174,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111093,560658,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111103,557782,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111103,560303,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111114,556922,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111136,560443,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111136,561050,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111157,561276,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111163,557137,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111184,560770,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111190,557395,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111190,561405,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111217,556933,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111238,560604,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111254,560168,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111254,560937,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111265,560448,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111271,557019,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111297,557395,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111346,560254,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111362,557271,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111362,558384,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111384,560727,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111411,557003,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111411,560598,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111416,558846,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111427,560443,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111492,558346,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111519,556954,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111519,557056,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111529,558825,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111535,557884,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111583,558556,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111621,557293,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111680,557185,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111691,557013,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111691,557863,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111691,558868,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111707,558755,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111723,558303,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111745,557244,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111750,558448,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111756,558653,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111766,557067,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111810,558604,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111826,557218,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111826,557363,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111831,557771,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111882,558362,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111907,557497,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111917,567161,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111925,558527,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,111961,557239,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112009,557658,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112032,558677,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112058,567473,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112067,558586,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112074,557115,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112112,558658,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112138,567559,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112161,558570,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112187,557234,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112271,558645,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112300,558509,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112316,567763,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112338,557207,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112376,567957,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112405,558388,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112413,557046,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112472,557581,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112474,558348,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112489,557196,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112581,568263,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112656,557169,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112766,557073,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,112901,557124,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113005,557052,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113128,557359,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113142,557033,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113254,557279,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113364,557140,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113477,556964,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113622,556884,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113750,556980,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113834,569991,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113894,570220,,0.0,,,0.0,0.0
10110.0,Graspieper,1.0,113973,568924,,0.0,,,0.0,0.0
