LANDSCHAP,EURING,CODE
2310,14420,1
2310,14540,1
2310,14610,1
2310,14620,1
2310,14640,1
2310,14790,2
2310,14860,2
2310,14870,2
2310,14900,2
2310,15080,2
2310,15150,3
2310,15200,3
2310,15230,5
2310,15390,1
2310,15490,1
2310,15600,2
2310,15630,2
2310,15671,1
2310,15673,1
2310,15720,2
2310,15820,1
2310,15910,1
2310,15980,1
2310,16360,1
2310,16380,1
2310,16400,2
2310,16490,2
2310,16530,2
2310,16540,1
2310,16600,2
2310,16630,2
2310,16660,2
2310,16680,2
2310,16790,2
2310,17100,2
2310,17170,2
2310,18570,2
2310,18660,4
2310,18770,1
2310,18820,4
2320,   70,2
2320,   90,1
2320,  100,2
2320,  120,3
2320,  720,2
2320,  950,3
2320,  980,4
2320, 1040,4
2320, 1190,2
2320, 1210,4
2320, 1220,2
2320, 1240,3
2320, 1310,5
2320, 1340,3
2320, 1440,3
2320, 1520,1
2320, 1590,2
2320, 1610,2
2320, 1620,1
2320, 1660,1
2320, 1670,2
2320, 1700,1
2320, 1710,2
2320, 1730,1
2320, 1780,2
2320, 1790,3
2320, 1820,2
2320, 1840,2
2320, 1860,1
2320, 1890,3
2320, 1910,3
2320, 1940,2
2320, 1960,4
2320, 1980,2
2320, 2030,1
2320, 2060,2
2320, 2180,2
2320, 2210,2
2320, 2250,1
2320, 2310,3
2320, 2380,2
2320, 2390,3
2320, 2430,5
2320, 2600,3
2320, 2610,3
2320, 2630,4
2320, 2670,2
2320, 2690,2
2320, 2870,2
2320, 3010,5
2320, 3040,2
2320, 3100,2
2320, 3200,3
2320, 3320,4
2320, 3580,2
2320, 3670,3
2320, 3700,2
2320, 3940,1
2320, 4070,2
2320, 4080,2
2320, 4100,3
2320, 4110,3
2320, 4210,3
2320, 4240,1
2320, 4290,1
2320, 4330,5
2320, 4500,1
2320, 4560,2
2320, 4590,5
2320, 4690,2
2320, 4700,2
2320, 4770,3
2320, 4820,2
2320, 4850,5
2320, 4930,2
2320, 5120,5
2320, 5170,4
2320, 5190,3
2320, 5200,5
2320, 5290,2
2320, 5320,3
2320, 5410,2
2320, 5460,2
2320, 5530,5
2320, 5540,5
2320, 5560,2
2320, 5750,2
2320, 5780,3
2320, 5820,1
2320, 5900,2
2320, 5910,2
2320, 5920,2
2320, 5927,2
2320, 6000,2
2320, 6050,5
2320, 6110,3
2320, 6150,2
2320, 6160,2
2320, 6240,3
2320, 6260,5
2320, 6270,3
2320, 6680,2
2320, 6700,1
2320, 6840,1
2320, 6870,2
2320, 7120,2
2320, 7240,1
2320, 7350,3
2320, 7440,3
2320, 7570,2
2320, 7610,2
2320, 7670,2
2320, 7680,3
2320, 7700,2
2320, 7780,3
2320, 7950,2
2320, 8310,3
2320, 8400,4
2320, 8410,5
2320, 8460,5
2320, 8480,3
2320, 8560,2
2320, 8630,2
2320, 8760,2
2320, 8830,5
2320, 8870,3
2320, 9720,3
2320, 9740,2
2320, 9760,2
2320, 9810,2
2320, 9920,1
2320,10010,2
2320,10050,3
2320,10090,2
2320,10110,1
2320,10171,3
2320,10190,3
2320,10201,1
2320,10500,5
2320,10660,1
2320,10840,1
2320,10990,1
2320,11030,2
2320,11040,2
2320,11060,2
2320,11210,1
2320,11220,2
2320,11370,3
2320,11390,2
2320,11460,2
2320,11860,2
2320,11870,1
2320,11980,2
2320,12000,2
2320,12020,2
2320,12200,2
2320,12260,2
2320,12360,2
2320,12370,2
2320,12380,2
2320,12420,5
2320,12430,1
2320,12500,1
2320,12510,1
2320,12530,3
2320,12590,2
2320,12600,2
2320,12740,2
2320,12750,2
2320,12760,1
2320,12770,1
2320,13070,2
2320,13080,2
2320,13110,1
2320,13120,1
2320,13140,1
2320,13150,2
2320,13350,2
2320,13430,3
2320,13490,2
2320,13640,3
2320,14370,1
2320,14400,2
2320,14420,1
2320,14540,1
2320,14610,1
2320,14620,1
2320,14640,1
2320,14790,2
2320,14860,2
2320,14870,2
2320,14900,2
2320,15080,2
2320,15150,3
2320,15200,3
2320,15230,5
2320,15390,1
2320,15490,1
2320,15600,2
2320,15630,2
2320,15671,1
2320,15673,1
2320,15720,2
2320,15820,1
2320,15910,1
2320,15980,1
2320,16360,1
2320,16380,1
2320,16400,2
2320,16490,2
2320,16530,2
2320,16540,1
2320,16600,2
2320,16630,2
2320,16660,2
2320,16680,2
2320,16790,2
2320,17100,2
2320,17170,2
2320,18570,2
2320,18660,4
2320,18770,1
2320,18820,4
2330,   70,2
2330,   90,1
2330,  100,2
2330,  120,3
2330,  720,2
2330,  950,3
2330,  980,4
2330, 1040,4
2330, 1190,2
2330, 1210,4
2330, 1220,2
2330, 1240,3
2330, 1310,5
2330, 1340,3
2330, 1440,3
2330, 1520,1
2330, 1590,2
2330, 1610,2
2330, 1620,1
2330, 1660,1
2330, 1670,2
2330, 1700,1
2330, 1710,2
2330, 1730,1
2330, 1780,2
2330, 1790,3
2330, 1820,2
2330, 1840,2
2330, 1860,1
2330, 1890,3
2330, 1910,3
2330, 1940,2
2330, 1960,4
2330, 1980,2
2330, 2030,1
2330, 2060,2
2330, 2180,2
2330, 2210,2
2330, 2250,1
2330, 2310,3
2330, 2380,2
2330, 2390,3
2330, 2430,5
2330, 2600,3
2330, 2610,3
2330, 2630,4
2330, 2670,2
2330, 2690,2
2330, 2870,2
2330, 3010,5
2330, 3040,2
2330, 3100,2
2330, 3200,3
2330, 3320,4
2330, 3580,2
2330, 3670,3
2330, 3700,2
2330, 3940,1
2330, 4070,2
2330, 4080,2
2330, 4100,3
2330, 4110,3
2330, 4210,3
2330, 4240,1
2330, 4290,1
2330, 4330,5
2330, 4500,1
2330, 4560,2
2330, 4590,5
2330, 4690,2
2330, 4700,2
2330, 4770,3
2330, 4820,2
2330, 4850,5
2330, 4930,2
2330, 5120,5
2330, 5170,4
2330, 5190,3
2330, 5200,5
2330, 5290,2
2330, 5320,3
2330, 5410,2
2330, 5460,2
2330, 5530,5
2330, 5540,5
2330, 5560,2
2330, 5750,2
2330, 5780,3
2330, 5820,1
2330, 5900,2
2330, 5910,2
2330, 5920,2
2330, 5927,2
2330, 6000,2
2330, 6050,5
2330, 6110,3
2330, 6150,2
2330, 6160,2
2330, 6240,3
2330, 6260,5
2330, 6270,3
2330, 6680,2
2330, 6700,1
2330, 6840,1
2330, 6870,2
2330, 7120,2
2330, 7240,1
2330, 7350,3
2330, 7440,3
2330, 7570,2
2330, 7610,2
2330, 7670,2
2330, 7680,3
2330, 7700,2
2330, 7780,3
2330, 7950,2
2330, 8310,3
2330, 8400,4
2330, 8410,5
2330, 8460,5
2330, 8480,3
2330, 8560,2
2330, 8630,2
2330, 8760,2
2330, 8830,5
2330, 8870,3
2330, 9720,3
2330, 9740,2
2330, 9760,2
2330, 9810,2
2330, 9920,1
2330,10010,2
2330,10050,3
2330,10090,2
2330,10110,1
2330,10171,3
2330,10190,3
2330,10201,1
2330,10500,5
2330,10660,1
2330,10840,1
2330,10990,1
2330,11030,2
2330,11040,2
2330,11060,2
2330,11210,1
2330,11220,2
2330,11370,3
2330,11390,2
2330,11460,2
2330,11860,2
2330,11870,1
2330,11980,2
2330,12000,2
2330,12020,2
2330,12200,2
2330,12260,2
2330,12360,2
2330,12370,2
2330,12380,2
2330,12420,5
2330,12430,1
2330,12500,1
2330,12510,1
2330,12530,3
2330,12590,2
2330,12600,2
2330,12740,2
2330,12750,2
2330,12760,1
2330,12770,1
2330,13070,2
2330,13080,2
2330,13110,1
2330,13120,1
2330,13140,1
2330,13150,2
2330,13350,2
2330,13430,3
2330,13490,2
2330,13640,3
2330,14370,1
2330,14400,2
2330,14420,1
2330,14540,1
2330,14610,1
2330,14620,1
2330,14640,1
2330,14790,2
2330,14860,2
2330,14870,2
2330,14900,2
2330,15080,2
2330,15150,3
2330,15200,3
2330,15230,5
2330,15390,1
2330,15490,1
2330,15600,2
2330,15630,2
2330,15671,1
2330,15673,1
2330,15720,2
2330,15820,1
2330,15910,1
2330,15980,1
2330,16360,1
2330,16380,1
2330,16400,2
2330,16490,2
2330,16530,2
2330,16540,1
2330,16600,2
2330,16630,2
2330,16660,2
2330,16680,2
2330,16790,2
2330,17100,2
2330,17170,2
2330,18570,2
2330,18660,4
2330,18770,1
2330,18820,4
2340,   70,2
2340,   90,1
2340,  100,2
2340,  120,3
2340,  720,2
2340,  950,3
2340,  980,4
2340, 1040,4
2340, 1190,2
2340, 1210,4
2340, 1220,2
2340, 1240,3
2340, 1310,5
2340, 1340,3
2340, 1440,3
2340, 1520,1
2340, 1590,2
2340, 1610,2
2340, 1620,1
2340, 1660,1
2340, 1670,2
2340, 1700,1
2340, 1710,2
2340, 1730,1
2340, 1780,2
2340, 1790,3
2340, 1820,2
2340, 1840,2
2340, 1860,1
2340, 1890,3
2340, 1910,3
2340, 1940,2
2340, 1960,4
2340, 1980,2
2340, 2030,1
2340, 2060,2
2340, 2180,2
2340, 2210,2
2340, 2250,1
2340, 2310,3
2340, 2380,2
2340, 2390,3
2340, 2430,5
2340, 2600,3
2340, 2610,3
2340, 2630,4
2340, 2670,2
2340, 2690,2
2340, 2870,2
2340, 3010,5
2340, 3040,2
2340, 3100,2
2340, 3200,3
2340, 3320,4
2340, 3580,2
2340, 3670,3
2340, 3700,2
2340, 3940,1
2340, 4070,2
2340, 4080,2
2340, 4100,3
2340, 4110,3
2340, 4210,3
2340, 4240,1
2340, 4290,1
2340, 4330,5
2340, 4500,1
2340, 4560,2
2340, 4590,5
2340, 4690,2
2340, 4700,2
2340, 4770,3
2340, 4820,2
2340, 4850,5
2340, 4930,2
2340, 5120,5
2340, 5170,4
2340, 5190,3
2340, 5200,5
2340, 5290,2
2340, 5320,3
2340, 5410,2
2340, 5460,2
2340, 5530,5
2340, 5540,5
2340, 5560,2
2340, 5750,2
2340, 5780,3
2340, 5820,1
2340, 5900,2
2340, 5910,2
2340, 5920,2
2340, 5927,2
2340, 6000,2
2340, 6050,5
2340, 6110,3
2340, 6150,2
2340, 6160,2
2340, 6240,3
2340, 6260,5
2340, 6270,3
2340, 6680,2
2340, 6700,1
2340, 6840,1
2340, 6870,2
2340, 7120,2
2340, 7240,1
2340, 7350,3
2340, 7440,3
2340, 7570,2
2340, 7610,2
2340, 7670,2
2340, 7680,3
2340, 7700,2
2340, 7780,3
2340, 7950,2
2340, 8310,3
2340, 8400,4
2340, 8410,5
2340, 8460,5
2340, 8480,3
2340, 8560,2
2340, 8630,2
2340, 8760,2
2340, 8830,5
2340, 8870,3
2340, 9720,3
2340, 9740,2
2340, 9760,2
2340, 9810,2
2340, 9920,1
2340,10010,2
2340,10050,3
2340,10090,2
2340,10110,1
2340,10171,3
2340,10190,3
2340,10201,1
2340,10500,5
2340,10660,1
2340,10840,1
2340,10990,1
2340,11030,2
2340,11040,2
2340,11060,2
2340,11210,1
2340,11220,2
2340,11370,3
2340,11390,2
2340,11460,2
2340,11860,2
2340,11870,1
2340,11980,2
2340,12000,2
2340,12020,2
2340,12200,2
2340,12260,2
2340,12360,2
2340,12370,2
2340,12380,2
2340,12420,5
2340,12430,1
2340,12500,1
2340,12510,1
2340,12530,3
2340,12590,2
2340,12600,2
2340,12740,2
2340,12750,2
2340,12760,1
2340,12770,1
2340,13070,2
2340,13080,2
2340,13110,1
2340,13120,1
2340,13140,1
2340,13150,2
2340,13350,2
2340,13430,3
2340,13490,2
2340,13640,3
2340,14370,1
2340,14400,2
2340,14420,1
2340,14540,1
2340,14610,1
2340,14620,1
2340,14640,1
2340,14790,2
2340,14860,2
2340,14870,2
2340,14900,2
2340,15080,2
2340,15150,3
2340,15200,3
2340,15230,5
2340,15390,1
2340,15490,1
2340,15600,2
2340,15630,2
2340,15671,1
2340,15673,1
2340,15720,2
2340,15820,1
2340,15910,1
2340,15980,1
2340,16360,1
2340,16380,1
2340,16400,2
2340,16490,2
2340,16530,2
2340,16540,1
2340,16600,2
2340,16630,2
2340,16660,2
2340,16680,2
2340,16790,2
2340,17100,2
2340,17170,2
2340,18570,2
2340,18660,4
2340,18770,1
2340,18820,4
2350,   70,2
2350,   90,1
2350,  100,2
2350,  120,3
2350,  720,2
2350,  950,3
2350,  980,4
2350, 1040,4
2350, 1190,2
2350, 1210,4
2350, 1220,2
2350, 1240,3
2350, 1310,5
2350, 1340,3
2350, 1440,3
2350, 1520,1
2350, 1590,2
2350, 1610,2
2350, 1620,1
2350, 1660,1
2350, 1670,2
2350, 1700,1
2350, 1710,2
2350, 1730,1
2350, 1780,2
2350, 1790,3
2350, 1820,2
2350, 1840,2
2350, 1860,1
2350, 1890,3
2350, 1910,3
2350, 1940,2
2350, 1960,4
2350, 1980,2
2350, 2030,1
2350, 2060,2
2350, 2180,2
2350, 2210,2
2350, 2250,1
2350, 2310,3
2350, 2380,2
2350, 2390,3
2350, 2430,5
2350, 2600,3
2350, 2610,3
2350, 2630,4
2350, 2670,2
2350, 2690,2
2350, 2870,2
2350, 3010,5
2350, 3040,2
2350, 3100,2
2350, 3200,3
2350, 3320,4
2350, 3580,2
2350, 3670,3
2350, 3700,2
2350, 3940,1
2350, 4070,2
2350, 4080,2
2350, 4100,3
2350, 4110,3
2350, 4210,3
2350, 4240,1
2350, 4290,1
2350, 4330,5
2350, 4500,1
2350, 4560,2
2350, 4590,5
2350, 4690,2
2350, 4700,2
2350, 4770,3
2350, 4820,2
2350, 4850,5
2350, 4930,2
2350, 5120,5
2350, 5170,4
2350, 5190,3
2350, 5200,5
2350, 5290,2
2350, 5320,3
2350, 5410,2
2350, 5460,2
2350, 5530,5
2350, 5540,5
2350, 5560,2
2350, 5750,2
2350, 5780,3
2350, 5820,1
2350, 5900,2
2350, 5910,2
2350, 5920,2
2350, 5927,2
2350, 6000,2
2350, 6050,5
2350, 6110,3
2350, 6150,2
2350, 6160,2
2350, 6240,3
2350, 6260,5
2350, 6270,3
2350, 6680,2
2350, 6700,1
2350, 6840,1
2350, 6870,2
2350, 7120,2
2350, 7240,1
2350, 7350,3
2350, 7440,3
2350, 7570,2
2350, 7610,2
2350, 7670,2
2350, 7680,3
2350, 7700,2
2350, 7780,3
2350, 7950,2
2350, 8310,3
2350, 8400,4
2350, 8410,5
2350, 8460,5
2350, 8480,3
2350, 8560,2
2350, 8630,2
2350, 8760,2
2350, 8830,5
2350, 8870,3
2350, 9720,3
2350, 9740,2
2350, 9760,2
2350, 9810,2
2350, 9920,1
2350,10010,2
2350,10050,3
2350,10090,2
2350,10110,1
2350,10171,3
2350,10190,3
2350,10201,1
2350,10500,5
2350,10660,1
2350,10840,1
2350,10990,1
2350,11030,2
2350,11040,2
2350,11060,2
2350,11210,1
2350,11220,2
2350,11370,3
2350,11390,2
2350,11460,2
2350,11860,2
2350,11870,1
2350,11980,2
2350,12000,2
2350,12020,2
2350,12200,2
2350,12260,2
2350,12360,2
2350,12370,2
2350,12380,2
2350,12420,5
2350,12430,1
2350,12500,1
2350,12510,1
2350,12530,3
2350,12590,2
2350,12600,2
2350,12740,2
2350,12750,2
2350,12760,1
2350,12770,1
2350,13070,2
2350,13080,2
2350,13110,1
2350,13120,1
2350,13140,1
2350,13150,2
2350,13350,2
2350,13430,3
2350,13490,2
2350,13640,3
2350,14370,1
2350,14400,2
2350,14420,1
2350,14540,1
2350,14610,1
2350,14620,1
2350,14640,1
2350,14790,2
2350,14860,2
2350,14870,2
2350,14900,2
2350,15080,2
2350,15150,3
2350,15200,3
2350,15230,5
2350,15390,1
2350,15490,1
2350,15600,2
2350,15630,2
2350,15671,1
2350,15673,1
2350,15720,2
2350,15820,1
2350,15910,1
2350,15980,1
2350,16360,1
2350,16380,1
2350,16400,2
2350,16490,2
2350,16530,2
2350,16540,1
2350,16600,2
2350,16630,2
2350,16660,2
2350,16680,2
2350,16790,2
2350,17100,2
2350,17170,2
2350,18570,2
2350,18660,4
2350,18770,1
2350,18820,4
3000,   70,2
3000,   90,1
3000,  100,2
3000,  120,3
3000,  720,2
3000,  950,3
3000,  980,4
3000, 1040,4
3000, 1190,2
3000, 1210,4
3000, 1220,2
3000, 1240,3
3000, 1310,5
3000, 1340,3
3000, 1440,3
3000, 1520,1
3000, 1590,2
3000, 1610,2
3000, 1620,1
3000, 1660,1
3000, 1670,2
3000, 1700,1
3000, 1710,2
3000, 1730,1
3000, 1780,2
3000, 1790,3
3000, 1820,2
3000, 1840,2
3000, 1860,1
3000, 1890,3
3000, 1910,3
3000, 1940,2
3000, 1960,4
3000, 1980,2
3000, 2030,1
3000, 2060,2
3000, 2180,2
3000, 2210,2
3000, 2250,1
3000, 2310,3
3000, 2380,2
3000, 2390,3
3000, 2430,5
3000, 2600,3
3000, 2610,3
3000, 2630,4
3000, 2670,2
3000, 2690,2
3000, 2870,2
3000, 3010,5
3000, 3040,2
3000, 3100,2
3000, 3200,3
3000, 3320,4
3000, 3580,2
3000, 3670,3
3000, 3700,2
3000, 3940,1
3000, 4070,2
3000, 4080,2
3000, 4100,3
3000, 4110,3
3000, 4210,3
3000, 4240,1
3000, 4290,1
3000, 4330,5
3000, 4500,1
3000, 4560,2
3000, 4590,5
3000, 4690,2
3000, 4700,2
3000, 4770,3
3000, 4820,2
3000, 4850,5
3000, 4930,2
3000, 5120,5
3000, 5170,4
3000, 5190,3
3000, 5200,5
3000, 5290,2
3000, 5320,3
3000, 5410,2
3000, 5460,3
3000, 5530,5
3000, 5540,5
3000, 5560,2
3000, 5750,2
3000, 5780,3
3000, 5820,1
3000, 5900,2
3000, 5910,2
3000, 5920,2
3000, 5927,2
3000, 6000,2
3000, 6050,5
3000, 6110,3
3000, 6150,2
3000, 6160,2
3000, 6240,3
3000, 6260,5
3000, 6270,3
3000, 6680,2
3000, 6700,1
3000, 6840,1
3000, 6870,2
3000, 7120,2
3000, 7240,1
3000, 7350,3
3000, 7440,3
3000, 7570,2
3000, 7610,2
3000, 7670,2
3000, 7680,3
3000, 7700,2
3000, 7780,3
3000, 7950,2
3000, 8310,3
3000, 8400,4
3000, 8410,5
3000, 8460,5
3000, 8480,3
3000, 8560,2
3000, 8630,2
3000, 8760,2
3000, 8830,5
3000, 8870,3
3000, 9720,3
3000, 9740,2
3000, 9760,1
3000, 9810,2
3000, 9920,1
3000,10010,2
3000,10050,3
3000,10090,1
3000,10110,1
3000,10171,3
3000,10190,3
3000,10201,1
3000,10500,5
3000,10660,1
3000,10840,1
3000,10990,1
3000,11030,2
3000,11040,2
3000,11060,2
3000,11210,1
3000,11220,2
3000,11370,3
3000,11390,2
3000,11460,2
3000,11860,2
3000,11870,1
3000,11980,2
3000,12000,2
3000,12020,2
3000,12200,2
3000,12260,2
3000,12360,2
3000,12370,2
3000,12380,2
3000,12420,5
3000,12430,1
3000,12500,1
3000,12510,1
3000,12530,3
3000,12590,2
3000,12600,2
3000,12740,2
3000,12750,2
3000,12760,1
3000,12770,1
3000,13070,2
3000,13080,2
3000,13110,1
3000,13120,1
3000,13140,1
3000,13150,2
3000,13350,2
3000,13430,3
3000,13490,2
3000,13640,3
3000,14370,1
3000,14400,2
3000,14420,1
3000,14540,1
3000,14610,1
3000,14620,1
3000,14640,1
3000,14790,2
3000,14860,2
3000,14870,2
3000,14900,2
3000,15080,2
3000,15150,3
3000,15200,3
3000,15230,5
3000,15390,1
3000,15490,1
3000,15600,2
3000,15630,2
3000,15671,1
3000,15673,1
3000,15720,2
3000,15820,1
3000,15910,1
3000,15980,1
3000,16360,1
3000,16380,1
3000,16400,2
3000,16490,2
3000,16530,2
3000,16540,1
3000,16600,2
3000,16630,2
3000,16660,2
3000,16680,2
3000,16790,2
3000,17100,2
3000,17170,2
3000,18570,2
3000,18660,4
3000,18770,1
3000,18820,4
3200,   70,2
3200,   90,1
3200,  100,2
3200,  120,3
3200,  720,2
3200,  950,3
3200,  980,4
3200, 1040,4
3200, 1190,2
3200, 1210,4
3200, 1220,2
3200, 1240,3
3200, 1310,5
3200, 1340,3
3200, 1440,3
3200, 1520,1
3200, 1590,2
3200, 1610,2
3200, 1620,1
3200, 1660,1
3200, 1670,2
3200, 1700,1
3200, 1710,2
3200, 1730,1
3200, 1780,2
3200, 1790,3
3200, 1820,2
3200, 1840,2
3200, 1860,1
3200, 1890,3
3200, 1910,3
3200, 1940,2
3200, 1960,4
3200, 1980,2
3200, 2030,1
3200, 2060,2
3200, 2180,2
3200, 2210,2
3200, 2250,1
3200, 2310,3
3200, 2380,2
3200, 2390,3
3200, 2430,5
3200, 2600,3
3200, 2610,3
3200, 2630,4
3200, 2670,2
3200, 2690,2
3200, 2870,2
3200, 3010,5
3200, 3040,2
3200, 3100,2
3200, 3200,3
3200, 3320,4
3200, 3580,2
3200, 3670,3
3200, 3700,2
3200, 3940,1
3200, 4070,2
3200, 4080,2
3200, 4100,3
3200, 4110,3
3200, 4210,3
3200, 4240,1
3200, 4290,1
3200, 4330,5
3200, 4500,1
3200, 4560,2
3200, 4590,5
3200, 4690,2
3200, 4700,2
3200, 4770,3
3200, 4820,2
3200, 4850,5
3200, 4930,2
3200, 5120,5
3200, 5170,4
3200, 5190,3
3200, 5200,5
3200, 5290,2
3200, 5320,3
3200, 5410,2
3200, 5460,3
3200, 5530,5
3200, 5540,5
3200, 5560,2
3200, 5750,2
3200, 5780,3
3200, 5820,1
3200, 5900,2
3200, 5910,2
3200, 5920,2
3200, 5927,2
3200, 6000,2
3200, 6050,5
3200, 6110,3
3200, 6150,2
3200, 6160,2
3200, 6240,3
3200, 6260,5
3200, 6270,3
3200, 6680,2
3200, 6700,1
3200, 6840,1
3200, 6870,2
3200, 7120,2
3200, 7240,1
3200, 7350,3
3200, 7440,3
3200, 7570,2
3200, 7610,2
3200, 7670,2
3200, 7680,3
3200, 7700,2
3200, 7780,3
3200, 7950,2
3200, 8310,3
3200, 8400,4
3200, 8410,5
3200, 8460,5
3200, 8480,3
3200, 8560,2
3200, 8630,2
3200, 8760,2
3200, 8830,5
3200, 8870,3
3200, 9720,3
3200, 9740,2
3200, 9760,1
3200, 9810,2
3200, 9920,1
3200,10010,2
3200,10050,3
3200,10090,1
3200,10110,1
3200,10171,3
3200,10190,3
3200,10201,1
3200,10500,5
3200,10660,1
3200,10840,1
3200,10990,1
3200,11030,2
3200,11040,2
3200,11060,2
3200,11210,1
3200,11220,2
3200,11370,3
3200,11390,2
3200,11460,2
3200,11860,2
3200,11870,1
3200,11980,2
3200,12000,2
3200,12020,2
3200,12200,2
3200,12260,2
3200,12360,2
3200,12370,2
3200,12380,2
3200,12420,5
3200,12430,1
3200,12500,1
3200,12510,1
3200,12530,3
3200,12590,2
3200,12600,2
3200,12740,2
3200,12750,2
3200,12760,1
3200,12770,1
3200,13070,2
3200,13080,2
3200,13110,1
3200,13120,1
3200,13140,1
3200,13150,2
3200,13350,2
3200,13430,3
3200,13490,2
3200,13640,3
3200,14370,1
3200,14400,2
3200,14420,1
3200,14540,1
3200,14610,1
3200,14620,1
3200,14640,1
3200,14790,2
3200,14860,2
3200,14870,2
3200,14900,2
3200,15080,2
3200,15150,3
3200,15200,3
3200,15230,5
3200,15390,1
3200,15490,1
3200,15600,2
3200,15630,2
3200,15671,1
3200,15673,1
3200,15720,2
3200,15820,1
3200,15910,1
3200,15980,1
3200,16360,1
3200,16380,1
3200,16400,2
3200,16490,2
3200,16530,2
3200,16540,1
3200,16600,2
3200,16630,2
3200,16660,2
3200,16680,2
3200,16790,2
3200,17100,2
3200,17170,2
3200,18570,2
3200,18660,4
3200,18770,1
3200,18820,4
3400,   70,2
3400,   90,1
3400,  100,2
3400,  120,3
3400,  720,2
3400,  950,3
3400,  980,4
3400, 1040,4
3400, 1190,2
3400, 1210,4
3400, 1220,2
3400, 1240,3
3400, 1310,5
3400, 1340,3
3400, 1440,3
3400, 1520,1
3400, 1590,2
3400, 1610,2
3400, 1620,1
3400, 1660,1
3400, 1670,2
3400, 1700,1
3400, 1710,2
3400, 1730,1
3400, 1780,2
3400, 1790,3
3400, 1820,2
3400, 1840,2
3400, 1860,1
3400, 1890,3
3400, 1910,3
3400, 1940,2
3400, 1960,4
3400, 1980,2
3400, 2030,1
3400, 2060,2
3400, 2180,2
3400, 2210,2
3400, 2250,1
3400, 2310,3
3400, 2380,2
3400, 2390,3
3400, 2430,5
3400, 2600,3
3400, 2610,3
3400, 2630,4
3400, 2670,2
3400, 2690,2
3400, 2870,2
3400, 3010,5
3400, 3040,2
3400, 3100,2
3400, 3200,3
3400, 3320,4
3400, 3580,2
3400, 3670,3
3400, 3700,2
3400, 3940,1
3400, 4070,2
3400, 4080,2
3400, 4100,3
3400, 4110,3
3400, 4210,3
3400, 4240,1
3400, 4290,1
3400, 4330,5
3400, 4500,1
3400, 4560,2
3400, 4590,5
3400, 4690,2
3400, 4700,2
3400, 4770,3
3400, 4820,2
3400, 4850,5
3400, 4930,2
3400, 5120,5
3400, 5170,4
3400, 5190,3
3400, 5200,5
3400, 5290,2
3400, 5320,3
3400, 5410,2
3400, 5460,3
3400, 5530,5
3400, 5540,5
3400, 5560,2
3400, 5750,2
3400, 5780,3
3400, 5820,1
3400, 5900,2
3400, 5910,2
3400, 5920,2
3400, 5927,2
3400, 6000,2
3400, 6050,5
3400, 6110,3
3400, 6150,2
3400, 6160,2
3400, 6240,3
3400, 6260,5
3400, 6270,3
3400, 6680,2
3400, 6700,1
3400, 6840,1
3400, 6870,2
3400, 7120,2
3400, 7240,1
3400, 7350,3
3400, 7440,3
3400, 7570,2
3400, 7610,2
3400, 7670,2
3400, 7680,3
3400, 7700,2
3400, 7780,3
3400, 7950,2
3400, 8310,3
3400, 8400,4
3400, 8410,5
3400, 8460,5
3400, 8480,3
3400, 8560,2
3400, 8630,2
3400, 8760,2
3400, 8830,5
3400, 8870,3
3400, 9720,3
3400, 9740,2
3400, 9760,1
3400, 9810,2
3400, 9920,1
3400,10010,2
3400,10050,3
3400,10090,1
3400,10110,1
3400,10171,3
3400,10190,3
3400,10201,1
3400,10500,5
3400,10660,1
3400,10840,1
3400,10990,1
3400,11030,2
3400,11040,2
3400,11060,2
3400,11210,1
3400,11220,2
3400,11370,3
3400,11390,2
3400,11460,2
3400,11860,2
3400,11870,1
3400,11980,2
3400,12000,2
3400,12020,2
3400,12200,2
3400,12260,2
3400,12360,2
3400,12370,2
3400,12380,2
3400,12420,5
3400,12430,1
3400,12500,1
3400,12510,1
3400,12530,3
3400,12590,2
3400,12600,2
3400,12740,2
3400,12750,2
3400,12760,1
3400,12770,1
3400,13070,2
3400,13080,2
3400,13110,1
3400,13120,1
3400,13140,1
3400,13150,2
3400,13350,2
3400,13430,3
3400,13490,2
3400,13640,3
3400,14370,1
3400,14400,2
3400,14420,1
3400,14540,1
3400,14610,1
3400,14620,1
3400,14640,1
3400,14790,2
3400,14860,2
3400,14870,2
3400,14900,2
3400,15080,2
3400,15150,3
3400,15200,3
3400,15230,5
3400,15390,1
3400,15490,1
3400,15600,2
3400,15630,2
3400,15671,1
3400,15673,1
3400,15720,2
3400,15820,1
3400,15910,1
3400,15980,1
3400,16360,1
3400,16380,1
3400,16400,2
3400,16490,2
3400,16530,2
3400,16540,1
3400,16600,2
3400,16630,2
3400,16660,2
3400,16680,2
3400,16790,2
3400,17100,2
3400,17170,2
3400,18570,2
3400,18660,4
3400,18770,1
3400,18820,4
3600,   70,2
3600,   90,1
3600,  100,2
3600,  120,3
3600,  720,2
3600,  950,3
3600,  980,4
3600, 1040,4
3600, 1190,2
3600, 1210,4
3600, 1220,2
3600, 1240,3
3600, 1310,5
3600, 1340,3
3600, 1440,3
3600, 1520,1
3600, 1590,2
3600, 1610,2
3600, 1620,1
3600, 1660,1
3600, 1670,2
3600, 1700,1
3600, 1710,2
3600, 1730,1
3600, 1780,2
3600, 1790,3
3600, 1820,2
3600, 1840,2
3600, 1860,1
3600, 1890,3
3600, 1910,3
3600, 1940,2
3600, 1960,4
3600, 1980,2
