LANDSCHAP,EURING,CODE
7208, 8310,3
7208, 8400,4
7208, 8410,5
7208, 8460,5
7208, 8480,3
7208, 8560,2
7208, 8630,2
7208, 8760,2
7208, 8830,5
7208, 8870,3
7208, 9720,3
7208, 9740,2
7208, 9760,1
7208, 9810,2
7208, 9920,1
7208,10010,2
7208,10050,3
7208,10090,1
7208,10110,1
7208,10171,2
7208,10190,3
7208,10201,1
7208,10500,5
7208,10660,1
7208,10840,1
7208,10990,1
7208,11030,2
7208,11040,2
7208,11060,2
7208,11210,1
7208,11220,2
7208,11370,3
7208,11390,2
7208,11460,2
7208,11860,2
7208,11870,1
7208,11980,2
7208,12000,2
7208,12020,2
7208,12200,2
7208,12260,2
7208,12360,2
7208,12370,2
7208,12380,2
7208,12420,5
7208,12430,1
7208,12500,2
7208,12510,1
7208,12530,3
7208,12590,2
7208,12600,2
7208,12740,2
7208,12750,2
7208,12760,1
7208,12770,1
7208,13070,2
7208,13080,2
7208,13110,1
7208,13120,1
7208,13140,1
7208,13150,2
7208,13350,2
7208,13430,3
7208,13490,2
7208,13640,3
7208,14370,1
7208,14400,2
7208,14420,1
7208,14540,1
7208,14610,1
7208,14620,1
7208,14640,1
7208,14790,2
7208,14860,2
7208,14870,2
7208,14900,2
7208,15080,2
7208,15150,3
7208,15200,3
7208,15230,5
7208,15390,1
7208,15490,1
7208,15600,2
7208,15630,2
7208,15671,1
7208,15673,1
7208,15720,2
7208,15820,1
7208,15910,1
7208,15980,2
7208,16360,1
7208,16380,1
7208,16400,2
7208,16490,2
7208,16530,2
7208,16540,1
7208,16600,2
7208,16630,2
7208,16660,2
7208,16680,2
7208,16790,2
7208,17100,2
7208,17170,2
7208,18570,2
7208,18660,4
7208,18770,1
7208,18820,4
7209,   70,2
7209,   90,1
7209,  100,2
7209,  120,3
7209,  720,2
7209,  950,3
7209,  980,4
7209, 1040,4
7209, 1190,2
7209, 1210,4
7209, 1220,2
7209, 1240,3
7209, 1310,5
7209, 1340,3
7209, 1440,3
7209, 1520,1
7209, 1590,2
7209, 1610,2
7209, 1620,1
7209, 1660,1
7209, 1670,2
7209, 1700,1
7209, 1710,2
7209, 1730,1
7209, 1780,2
7209, 1790,3
7209, 1820,2
7209, 1840,2
7209, 1860,1
7209, 1890,3
7209, 1910,3
7209, 1940,2
7209, 1960,4
7209, 1980,2
7209, 2030,1
7209, 2060,2
7209, 2180,2
7209, 2210,2
7209, 2250,1
7209, 2310,3
7209, 2380,2
7209, 2390,3
7209, 2430,5
7209, 2600,3
7209, 2610,3
7209, 2630,4
7209, 2670,2
7209, 2690,2
7209, 2870,2
7209, 3010,5
7209, 3040,2
7209, 3100,2
7209, 3200,3
7209, 3320,4
7209, 3580,2
7209, 3670,2
7209, 3700,2
7209, 3940,1
7209, 4070,2
7209, 4080,2
7209, 4100,3
7209, 4110,3
7209, 4210,3
7209, 4240,1
7209, 4290,1
7209, 4330,5
7209, 4500,1
7209, 4560,2
7209, 4590,5
7209, 4690,2
7209, 4700,2
7209, 4770,3
7209, 4820,2
7209, 4850,5
7209, 4930,2
7209, 5120,5
7209, 5170,4
7209, 5190,3
7209, 5200,5
7209, 5290,2
7209, 5320,2
7209, 5410,2
7209, 5460,2
7209, 5530,5
7209, 5540,5
7209, 5560,2
7209, 5750,2
7209, 5780,3
7209, 5820,1
7209, 5900,2
7209, 5910,2
7209, 5920,2
7209, 5927,2
7209, 6000,2
7209, 6050,5
7209, 6110,3
7209, 6150,2
7209, 6160,2
7209, 6240,3
7209, 6260,5
7209, 6270,3
7209, 6680,2
7209, 6700,1
7209, 6840,1
7209, 6870,2
7209, 7120,2
7209, 7240,1
7209, 7350,3
7209, 7440,3
7209, 7570,2
7209, 7610,2
7209, 7670,2
7209, 7680,3
7209, 7700,2
7209, 7780,3
7209, 7950,2
7209, 8310,3
7209, 8400,4
7209, 8410,5
7209, 8460,5
7209, 8480,3
7209, 8560,2
7209, 8630,2
7209, 8760,2
7209, 8830,5
7209, 8870,3
7209, 9720,3
7209, 9740,2
7209, 9760,1
7209, 9810,2
7209, 9920,1
7209,10010,2
7209,10050,3
7209,10090,1
7209,10110,1
7209,10171,2
7209,10190,3
7209,10201,1
7209,10500,5
7209,10660,1
7209,10840,1
7209,10990,1
7209,11030,2
7209,11040,2
7209,11060,2
7209,11210,1
7209,11220,2
7209,11370,3
7209,11390,2
7209,11460,2
7209,11860,2
7209,11870,1
7209,11980,2
7209,12000,2
7209,12020,2
7209,12200,2
7209,12260,2
7209,12360,2
7209,12370,2
7209,12380,2
7209,12420,5
7209,12430,1
7209,12500,2
7209,12510,1
7209,12530,3
7209,12590,2
7209,12600,2
7209,12740,2
7209,12750,2
7209,12760,1
7209,12770,1
7209,13070,2
7209,13080,2
7209,13110,1
7209,13120,1
7209,13140,1
7209,13150,2
7209,13350,2
7209,13430,3
7209,13490,2
7209,13640,3
7209,14370,1
7209,14400,2
7209,14420,1
7209,14540,1
7209,14610,1
7209,14620,1
7209,14640,1
7209,14790,2
7209,14860,2
7209,14870,2
7209,14900,2
7209,15080,2
7209,15150,3
7209,15200,3
7209,15230,5
7209,15390,1
7209,15490,1
7209,15600,2
7209,15630,2
7209,15671,1
7209,15673,1
7209,15720,2
7209,15820,1
7209,15910,1
7209,15980,2
7209,16360,1
7209,16380,1
7209,16400,2
7209,16490,2
7209,16530,2
7209,16540,1
7209,16600,2
7209,16630,2
7209,16660,2
7209,16680,2
7209,16790,2
7209,17100,2
7209,17170,2
7209,18570,2
7209,18660,4
7209,18770,1
7209,18820,4
7210,   70,2
7210,   90,1
7210,  100,2
7210,  120,3
7210,  720,2
7210,  950,3
7210,  980,4
7210, 1040,4
7210, 1190,2
7210, 1210,4
7210, 1220,2
7210, 1240,3
7210, 1310,5
7210, 1340,3
7210, 1440,3
7210, 1520,1
7210, 1590,2
7210, 1610,2
7210, 1620,1
7210, 1660,1
7210, 1670,2
7210, 1700,1
7210, 1710,2
7210, 1730,1
7210, 1780,2
7210, 1790,3
7210, 1820,2
7210, 1840,2
7210, 1860,1
7210, 1890,3
7210, 1910,3
7210, 1940,2
7210, 1960,4
7210, 1980,2
7210, 2030,1
7210, 2060,2
7210, 2180,2
7210, 2210,2
7210, 2250,1
7210, 2310,3
7210, 2380,2
7210, 2390,3
7210, 2430,5
7210, 2600,3
7210, 2610,3
7210, 2630,4
7210, 2670,2
7210, 2690,2
7210, 2870,2
7210, 3010,5
7210, 3040,2
7210, 3100,2
7210, 3200,3
7210, 3320,4
7210, 3580,2
7210, 3670,2
7210, 3700,2
7210, 3940,1
7210, 4070,2
7210, 4080,2
7210, 4100,3
7210, 4110,3
7210, 4210,3
7210, 4240,1
7210, 4290,1
7210, 4330,5
7210, 4500,1
7210, 4560,2
7210, 4590,5
7210, 4690,2
7210, 4700,2
7210, 4770,3
7210, 4820,2
7210, 4850,5
7210, 4930,2
7210, 5120,5
7210, 5170,4
7210, 5190,3
7210, 5200,5
7210, 5290,2
7210, 5320,2
7210, 5410,2
7210, 5460,2
7210, 5530,5
7210, 5540,5
7210, 5560,2
7210, 5750,2
7210, 5780,3
7210, 5820,1
7210, 5900,2
7210, 5910,2
7210, 5920,2
7210, 5927,2
7210, 6000,2
7210, 6050,5
7210, 6110,3
7210, 6150,2
7210, 6160,2
7210, 6240,3
7210, 6260,5
7210, 6270,3
7210, 6680,2
7210, 6700,1
7210, 6840,1
7210, 6870,2
7210, 7120,2
7210, 7240,1
7210, 7350,3
7210, 7440,3
7210, 7570,2
7210, 7610,2
7210, 7670,2
7210, 7680,3
7210, 7700,2
7210, 7780,3
7210, 7950,2
7210, 8310,3
7210, 8400,4
7210, 8410,5
7210, 8460,5
7210, 8480,3
7210, 8560,2
7210, 8630,2
7210, 8760,2
7210, 8830,5
7210, 8870,3
7210, 9720,3
7210, 9740,2
7210, 9760,1
7210, 9810,2
7210, 9920,1
7210,10010,2
7210,10050,3
7210,10090,1
7210,10110,1
7210,10171,2
7210,10190,3
7210,10201,1
7210,10500,5
7210,10660,1
7210,10840,1
7210,10990,1
7210,11030,2
7210,11040,2
7210,11060,2
7210,11210,1
7210,11220,2
7210,11370,3
7210,11390,2
7210,11460,2
7210,11860,2
7210,11870,1
7210,11980,2
7210,12000,2
7210,12020,2
7210,12200,2
7210,12260,2
7210,12360,2
7210,12370,2
7210,12380,2
7210,12420,5
7210,12430,1
7210,12500,2
7210,12510,1
7210,12530,3
7210,12590,2
7210,12600,2
7210,12740,2
7210,12750,2
7210,12760,1
7210,12770,1
7210,13070,2
7210,13080,2
7210,13110,1
7210,13120,1
7210,13140,1
7210,13150,2
7210,13350,2
7210,13430,3
7210,13490,2
7210,13640,3
7210,14370,1
7210,14400,2
7210,14420,1
7210,14540,1
7210,14610,1
7210,14620,1
7210,14640,1
7210,14790,2
7210,14860,2
7210,14870,2
7210,14900,2
7210,15080,2
7210,15150,3
7210,15200,3
7210,15230,5
7210,15390,1
7210,15490,1
7210,15600,2
7210,15630,2
7210,15671,1
7210,15673,1
7210,15720,2
7210,15820,1
7210,15910,1
7210,15980,2
7210,16360,1
7210,16380,1
7210,16400,2
7210,16490,2
7210,16530,2
7210,16540,1
7210,16600,2
7210,16630,2
7210,16660,2
7210,16680,2
7210,16790,2
7210,17100,2
7210,17170,2
7210,18570,2
7210,18660,4
7210,18770,1
7210,18820,4
7211,   70,2
7211,   90,1
7211,  100,2
7211,  120,3
7211,  720,2
7211,  950,3
7211,  980,4
7211, 1040,4
7211, 1190,2
7211, 1210,4
7211, 1220,2
7211, 1240,3
7211, 1310,5
7211, 1340,3
7211, 1440,3
7211, 1520,1
7211, 1590,2
7211, 1610,2
7211, 1620,1
7211, 1660,1
7211, 1670,2
7211, 1700,1
7211, 1710,2
7211, 1730,1
7211, 1780,2
7211, 1790,3
7211, 1820,2
7211, 1840,2
7211, 1860,1
7211, 1890,3
7211, 1910,3
7211, 1940,2
7211, 1960,4
7211, 1980,2
7211, 2030,1
7211, 2060,2
7211, 2180,2
7211, 2210,2
7211, 2250,1
7211, 2310,3
7211, 2380,2
7211, 2390,3
7211, 2430,5
7211, 2600,3
7211, 2610,3
7211, 2630,4
7211, 2670,2
7211, 2690,2
7211, 2870,2
7211, 3010,5
7211, 3040,2
7211, 3100,2
7211, 3200,3
7211, 3320,4
7211, 3580,2
7211, 3670,2
7211, 3700,2
7211, 3940,1
7211, 4070,2
7211, 4080,2
7211, 4100,3
7211, 4110,3
7211, 4210,3
7211, 4240,1
7211, 4290,1
7211, 4330,5
7211, 4500,1
7211, 4560,2
7211, 4590,5
7211, 4690,2
7211, 4700,2
7211, 4770,3
7211, 4820,2
7211, 4850,5
7211, 4930,2
7211, 5120,5
7211, 5170,4
7211, 5190,3
7211, 5200,5
7211, 5290,2
7211, 5320,2
7211, 5410,2
7211, 5460,2
7211, 5530,5
7211, 5540,5
7211, 5560,2
7211, 5750,2
7211, 5780,3
7211, 5820,1
7211, 5900,2
7211, 5910,2
7211, 5920,2
7211, 5927,2
7211, 6000,2
7211, 6050,5
7211, 6110,3
7211, 6150,2
7211, 6160,2
7211, 6240,3
7211, 6260,5
7211, 6270,3
7211, 6680,2
7211, 6700,1
7211, 6840,1
7211, 6870,2
7211, 7120,2
7211, 7240,1
7211, 7350,3
7211, 7440,3
7211, 7570,2
7211, 7610,2
7211, 7670,2
7211, 7680,3
7211, 7700,2
7211, 7780,3
7211, 7950,2
7211, 8310,3
7211, 8400,4
7211, 8410,5
7211, 8460,5
7211, 8480,3
7211, 8560,2
7211, 8630,2
7211, 8760,2
7211, 8830,5
7211, 8870,3
7211, 9720,3
7211, 9740,2
7211, 9760,1
7211, 9810,2
7211, 9920,1
7211,10010,2
7211,10050,3
7211,10090,1
7211,10110,1
7211,10171,2
7211,10190,3
7211,10201,1
7211,10500,5
7211,10660,1
7211,10840,1
7211,10990,1
7211,11030,2
7211,11040,2
7211,11060,2
7211,11210,1
7211,11220,2
7211,11370,3
7211,11390,2
7211,11460,2
7211,11860,2
7211,11870,1
7211,11980,2
7211,12000,2
7211,12020,2
7211,12200,2
7211,12260,2
7211,12360,2
7211,12370,2
7211,12380,2
7211,12420,5
7211,12430,1
7211,12500,2
7211,12510,1
7211,12530,3
7211,12590,2
7211,12600,2
7211,12740,2
7211,12750,2
7211,12760,1
7211,12770,1
7211,13070,2
7211,13080,2
7211,13110,1
7211,13120,1
7211,13140,1
7211,13150,2
7211,13350,2
7211,13430,3
7211,13490,2
7211,13640,3
7211,14370,1
7211,14400,2
7211,14420,1
7211,14540,1
7211,14610,1
7211,14620,1
7211,14640,1
7211,14790,2
7211,14860,2
7211,14870,2
7211,14900,2
7211,15080,2
7211,15150,3
7211,15200,3
7211,15230,5
7211,15390,1
7211,15490,1
7211,15600,2
7211,15630,2
7211,15671,1
7211,15673,1
7211,15720,2
7211,15820,1
7211,15910,1
7211,15980,2
7211,16360,1
7211,16380,1
7211,16400,2
7211,16490,2
7211,16530,2
7211,16540,1
7211,16600,2
7211,16630,2
7211,16660,2
7211,16680,2
7211,16790,2
7211,17100,2
7211,17170,2
7211,18570,2
7211,18660,4
7211,18770,1
7211,18820,4
7212,   70,2
7212,   90,1
7212,  100,2
7212,  120,3
7212,  720,2
7212,  950,3
7212,  980,4
7212, 1040,4
7212, 1190,2
7212, 1210,4
7212, 1220,2
7212, 1240,3
7212, 1310,5
7212, 1340,3
7212, 1440,3
7212, 1520,1
7212, 1590,2
7212, 1610,2
7212, 1620,1
7212, 1660,1
7212, 1670,2
7212, 1700,1
7212, 1710,2
7212, 1730,1
7212, 1780,2
7212, 1790,3
7212, 1820,2
7212, 1840,2
7212, 1860,1
7212, 1890,3
7212, 1910,3
7212, 1940,2
7212, 1960,4
7212, 1980,2
7212, 2030,1
7212, 2060,2
7212, 2180,2
7212, 2210,2
7212, 2250,1
7212, 2310,3
7212, 2380,2
7212, 2390,3
7212, 2430,5
7212, 2600,3
7212, 2610,3
7212, 2630,4
7212, 2670,2
7212, 2690,2
7212, 2870,2
7212, 3010,5
7212, 3040,2
7212, 3100,2
7212, 3200,3
7212, 3320,4
7212, 3580,2
7212, 3670,2
7212, 3700,2
7212, 3940,1
7212, 4070,2
7212, 4080,2
7212, 4100,3
7212, 4110,3
7212, 4210,3
7212, 4240,1
7212, 4290,1
7212, 4330,5
7212, 4500,1
7212, 4560,2
7212, 4590,5
7212, 4690,2
7212, 4700,2
7212, 4770,3
7212, 4820,2
7212, 4850,5
7212, 4930,2
7212, 5120,5
7212, 5170,4
7212, 5190,3
7212, 5200,5
7212, 5290,2
7212, 5320,2
7212, 5410,2
7212, 5460,2
7212, 5530,5
7212, 5540,5
7212, 5560,2
7212, 5750,2
7212, 5780,3
7212, 5820,1
7212, 5900,2
7212, 5910,2
7212, 5920,2
7212, 5927,2
7212, 6000,2
7212, 6050,5
7212, 6110,3
7212, 6150,2
7212, 6160,2
7212, 6240,3
7212, 6260,5
7212, 6270,3
7212, 6680,2
7212, 6700,1
7212, 6840,1
7212, 6870,2
7212, 7120,2
7212, 7240,1
7212, 7350,3
7212, 7440,3
7212, 7570,2
7212, 7610,2
7212, 7670,2
7212, 7680,3
7212, 7700,2
7212, 7780,3
7212, 7950,2
7212, 8310,3
7212, 8400,4
7212, 8410,5
7212, 8460,5
7212, 8480,3
7212, 8560,2
7212, 8630,2
7212, 8760,2
7212, 8830,5
7212, 8870,3
7212, 9720,3
7212, 9740,2
7212, 9760,1
7212, 9810,2
7212, 9920,1
7212,10010,2
7212,10050,3
7212,10090,1
7212,10110,1
7212,10171,2
7212,10190,3
7212,10201,1
7212,10500,5
7212,10660,1
7212,10840,1
7212,10990,1
7212,11030,2
7212,11040,2
7212,11060,2
7212,11210,1
7212,11220,2
7212,11370,3
7212,11390,2
7212,11460,2
7212,11860,2
7212,11870,1
7212,11980,2
7212,12000,2
7212,12020,2
7212,12200,2
7212,12260,2
7212,12360,2
7212,12370,2
7212,12380,2
7212,12420,5
7212,12430,1
7212,12500,2
7212,12510,1
7212,12530,3
7212,12590,2
7212,12600,2
7212,12740,2
7212,12750,2
7212,12760,1
7212,12770,1
7212,13070,2
7212,13080,2
7212,13110,1
7212,13120,1
7212,13140,1
7212,13150,2
7212,13350,2
7212,13430,3
7212,13490,2
7212,13640,3
7212,14370,1
7212,14400,2
7212,14420,1
7212,14540,1
7212,14610,1
7212,14620,1
7212,14640,1
7212,14790,2
7212,14860,2
7212,14870,2
7212,14900,2
7212,15080,2
7212,15150,3
7212,15200,3
7212,15230,5
7212,15390,1
7212,15490,1
7212,15600,2
7212,15630,2
7212,15671,1
7212,15673,1
7212,15720,2
7212,15820,1
7212,15910,1
7212,15980,2
7212,16360,1
7212,16380,1
7212,16400,2
7212,16490,2
7212,16530,2
7212,16540,1
7212,16600,2
7212,16630,2
7212,16660,2
7212,16680,2
7212,16790,2
7212,17100,2
7212,17170,2
7212,18570,2
7212,18660,4
7212,18770,1
7212,18820,4
7214,   70,2
7214,   90,1
7214,  100,2
7214,  120,3
7214,  720,2
7214,  950,3
7214,  980,4
7214, 1040,4
7214, 1190,2
7214, 1210,4
7214, 1220,2
7214, 1240,3
7214, 1310,5
7214, 1340,3
7214, 1440,3
7214, 1520,1
7214, 1590,2
7214, 1610,2
7214, 1620,1
7214, 1660,1
7214, 1670,2
7214, 1700,1
7214, 1710,2
7214, 1730,1
7214, 1780,2
7214, 1790,3
7214, 1820,2
7214, 1840,2
7214, 1860,1
7214, 1890,3
7214, 1910,3
7214, 1940,2
7214, 1960,4
7214, 1980,2
7214, 2030,1
7214, 2060,2
7214, 2180,2
7214, 2210,2
7214, 2250,1
7214, 2310,3
7214, 2380,2
7214, 2390,3
7214, 2430,5
7214, 2600,3
7214, 2610,3
7214, 2630,4
7214, 2670,2
7214, 2690,2
7214, 2870,2
7214, 3010,5
7214, 3040,2
7214, 3100,2
7214, 3200,3
7214, 3320,4
7214, 3580,2
7214, 3670,2
7214, 3700,2
7214, 3940,1
7214, 4070,2
7214, 4080,2
7214, 4100,3
7214, 4110,3
7214, 4210,3
7214, 4240,1
7214, 4290,1
7214, 4330,5
7214, 4500,1
7214, 4560,2
7214, 4590,5
7214, 4690,2
7214, 4700,2
7214, 4770,3
7214, 4820,2
7214, 4850,5
7214, 4930,2
7214, 5120,5
7214, 5170,4
7214, 5190,3
7214, 5200,5
7214, 5290,2
7214, 5320,2
7214, 5410,2
7214, 5460,2
7214, 5530,5
7214, 5540,5
7214, 5560,2
7214, 5750,2
7214, 5780,3
7214, 5820,1
7214, 5900,2
7214, 5910,2
7214, 5920,2
7214, 5927,2
7214, 6000,2
7214, 6050,5
7214, 6110,3
7214, 6150,2
7214, 6160,2
7214, 6240,3
7214, 6260,5
7214, 6270,3
7214, 6680,2
7214, 6700,1
7214, 6840,1
7214, 6870,2
7214, 7120,2
7214, 7240,1
7214, 7350,3
7214, 7440,3
7214, 7570,2
7214, 7610,2
7214, 7670,2
7214, 7680,3
7214, 7700,2
7214, 7780,3
7214, 7950,2
7214, 8310,3
7214, 8400,4
7214, 8410,5
7214, 8460,5
7214, 8480,3
7214, 8560,2
7214, 8630,2
7214, 8760,2
7214, 8830,5
7214, 8870,3
7214, 9720,3
7214, 9740,2
7214, 9760,1
7214, 9810,2
7214, 9920,1
7214,10010,2
7214,10050,3
7214,10090,1
7214,10110,1
7214,10171,2
7214,10190,3
7214,10201,1
7214,10500,5
7214,10660,1
7214,10840,1
7214,10990,1
7214,11030,2
7214,11040,2
7214,11060,2
7214,11210,1
7214,11220,2
7214,11370,3
7214,11390,2
7214,11460,2
7214,11860,2
7214,11870,1
7214,11980,2
7214,12000,2
7214,12020,2
7214,12200,2
7214,12260,2
7214,12360,2
7214,12370,2
7214,12380,2
7214,12420,5
7214,12430,1
7214,12500,2
7214,12510,1
7214,12530,3
7214,12590,2
7214,12600,2
7214,12740,2
7214,12750,2
7214,12760,1
7214,12770,1
7214,13070,2
7214,13080,2
7214,13110,1
7214,13120,1
7214,13140,1
7214,13150,2
7214,13350,2
7214,13430,3
7214,13490,2
7214,13640,3
7214,14370,1
7214,14400,2
7214,14420,1
7214,14540,1
7214,14610,1
7214,14620,1
7214,14640,1
7214,14790,2
7214,14860,2
7214,14870,2
7214,14900,2
7214,15080,2
7214,15150,3
7214,15200,3
7214,15230,5
7214,15390,1
7214,15490,1
7214,15600,2
7214,15630,2
7214,15671,1
7214,15673,1
7214,15720,2
7214,15820,1
7214,15910,1
7214,15980,2
7214,16360,1
7214,16380,1
7214,16400,2
7214,16490,2
7214,16530,2
7214,16540,1
7214,16600,2
7214,16630,2
7214,16660,2
7214,16680,2
7214,16790,2
7214,17100,2
7214,17170,2
7214,18570,2
7214,18660,4
7214,18770,1
7214,18820,4
7217,   70,2
7217,   90,1
7217,  100,2
7217,  120,3
7217,  720,2
7217,  950,3
7217,  980,4
7217, 1040,4
7217, 1190,2
7217, 1210,4
7217, 1220,2
7217, 1240,3
7217, 1310,5
7217, 1340,3
7217, 1440,3
7217, 1520,1
7217, 1590,2
7217, 1610,2
7217, 1620,1
7217, 1660,1
7217, 1670,2
7217, 1700,1
7217, 1710,2
7217, 1730,1
7217, 1780,2
7217, 1790,3
7217, 1820,2
7217, 1840,2
7217, 1860,1
7217, 1890,3
7217, 1910,3
7217, 1940,2
7217, 1960,4
7217, 1980,2
7217, 2030,1
7217, 2060,2
7217, 2180,2
7217, 2210,2
7217, 2250,1
7217, 2310,3
7217, 2380,2
7217, 2390,3
7217, 2430,5
7217, 2600,3
7217, 2610,3
7217, 2630,4
7217, 2670,2
7217, 2690,2
7217, 2870,2
7217, 3010,5
7217, 3040,2
7217, 3100,2
7217, 3200,3
7217, 3320,4
7217, 3580,2
7217, 3670,2
7217, 3700,2
7217, 3940,1
7217, 4070,2
7217, 4080,2
7217, 4100,3
7217, 4110,3
7217, 4210,3
7217, 4240,1
7217, 4290,1
7217, 4330,5
7217, 4500,1
7217, 4560,2
7217, 4590,5
7217, 4690,2
7217, 4700,2
7217, 4770,3
7217, 4820,2
7217, 4850,5
7217, 4930,2
7217, 5120,5
7217, 5170,4
7217, 5190,3
7217, 5200,5
7217, 5290,2
7217, 5320,2
7217, 5410,2
7217, 5460,2
7217, 5530,5
7217, 5540,5
7217, 5560,2
7217, 5750,2
7217, 5780,3
7217, 5820,1
7217, 5900,2
7217, 5910,2
7217, 5920,2
7217, 5927,2
7217, 6000,2
7217, 6050,5
7217, 6110,3
7217, 6150,2
7217, 6160,2
7217, 6240,3
7217, 6260,5
7217, 6270,3
7217, 6680,2
7217, 6700,1
7217, 6840,1
7217, 6870,2
7217, 7120,2
7217, 7240,1
7217, 7350,3
7217, 7440,3
7217, 7570,2
7217, 7610,2
7217, 7670,2
7217, 7680,3
7217, 7700,2
7217, 7780,3
7217, 7950,2
7217, 8310,3
7217, 8400,4
7217, 8410,5
7217, 8460,5
7217, 8480,3
7217, 8560,2
7217, 8630,2
7217, 8760,2
7217, 8830,5
7217, 8870,3
7217, 9720,3
7217, 9740,2
7217, 9760,1
7217, 9810,2
7217, 9920,1
7217,10010,2
7217,10050,3
7217,10090,1
7217,10110,1
7217,10171,2
7217,10190,3
7217,10201,1
7217,10500,5
7217,10660,1
7217,10840,1
7217,10990,1
7217,11030,2
7217,11040,2
7217,11060,2
7217,11210,1
7217,11220,2
7217,11370,3
7217,11390,2
7217,11460,2
7217,11860,2
7217,11870,1
7217,11980,2
7217,12000,2
7217,12020,2
7217,12200,2
7217,12260,2
7217,12360,2
7217,12370,2
7217,12380,2
7217,12420,5
7217,12430,1
7217,12500,2
7217,12510,1
7217,12530,3
7217,12590,2
7217,12600,2
7217,12740,2
7217,12750,2
7217,12760,1
7217,12770,1
7217,13070,2
7217,13080,2
7217,13110,1
7217,13120,1
7217,13140,1
7217,13150,2
7217,13350,2
7217,13430,3
7217,13490,2
7217,13640,3
7217,14370,1
7217,14400,2
7217,14420,1
7217,14540,1
7217,14610,1
7217,14620,1
7217,14640,1
7217,14790,2
7217,14860,2
7217,14870,2
7217,14900,2
7217,15080,2
7217,15150,3
7217,15200,3
7217,15230,5
7217,15390,1
7217,15490,1
7217,15600,2
7217,15630,2
7217,15671,1
7217,15673,1
7217,15720,2
7217,15820,1
7217,15910,1
7217,15980,2
7217,16360,1
7217,16380,1
7217,16400,2
7217,16490,2
7217,16530,2
7217,16540,1
7217,16600,2
7217,16630,2
7217,16660,2
7217,16680,2
7217,16790,2
7217,17100,2
7217,17170,2
7217,18570,2
7217,18660,4
7217,18770,1
7217,18820,4
7218,   70,2
7218,   90,1
7218,  100,2
7218,  120,3
7218,  720,2
7218,  950,3
7218,  980,4
7218, 1040,4
7218, 1190,2
7218, 1210,4
7218, 1220,2
7218, 1240,3
7218, 1310,5
7218, 1340,3
7218, 1440,3
7218, 1520,1
7218, 1590,2
7218, 1610,2
7218, 1620,1
7218, 1660,1
7218, 1670,2
7218, 1700,1
7218, 1710,2
7218, 1730,1
7218, 1780,2
7218, 1790,3
7218, 1820,2
7218, 1840,2
7218, 1860,1
7218, 1890,3
7218, 1910,3
7218, 1940,2
7218, 1960,4
7218, 1980,2
7218, 2030,1
7218, 2060,2
7218, 2180,2
7218, 2210,2
7218, 2250,1
7218, 2310,3
7218, 2380,2
7218, 2390,3
7218, 2430,5
7218, 2600,3
7218, 2610,3
7218, 2630,4
7218, 2670,2
7218, 2690,2
7218, 2870,2
7218, 3010,5
7218, 3040,2
7218, 3100,2
7218, 3200,3
7218, 3320,4
7218, 3580,2
7218, 3670,2
7218, 3700,2
7218, 3940,1
7218, 4070,2
7218, 4080,2
7218, 4100,3
7218, 4110,3
7218, 4210,3
7218, 4240,1
7218, 4290,1
7218, 4330,5
7218, 4500,1
7218, 4560,2
7218, 4590,5
7218, 4690,2
7218, 4700,2
7218, 4770,3
7218, 4820,2
7218, 4850,5
7218, 4930,2
7218, 5120,5
7218, 5170,4
7218, 5190,3
7218, 5200,5
7218, 5290,2
7218, 5320,2
7218, 5410,2
7218, 5460,2
7218, 5530,5
7218, 5540,5
7218, 5560,2
7218, 5750,2
7218, 5780,3
7218, 5820,1
7218, 5900,2
7218, 5910,2
7218, 5920,2
7218, 5927,2
7218, 6000,2
7218, 6050,5
7218, 6110,3
7218, 6150,2
7218, 6160,2
7218, 6240,3
7218, 6260,5
7218, 6270,3
7218, 6680,2
7218, 6700,1
7218, 6840,1
7218, 6870,2
7218, 7120,2
7218, 7240,1
7218, 7350,3
7218, 7440,3
7218, 7570,2
7218, 7610,2
7218, 7670,2
7218, 7680,3
7218, 7700,2
7218, 7780,3
7218, 7950,2
7218, 8310,3
7218, 8400,4
7218, 8410,5
7218, 8460,5
7218, 8480,3
7218, 8560,2
7218, 8630,2
7218, 8760,2
7218, 8830,5
7218, 8870,3
7218, 9720,3
7218, 9740,2
7218, 9760,1
7218, 9810,2
7218, 9920,1
7218,10010,2
7218,10050,3
7218,10090,1
7218,10110,1
7218,10171,2
7218,10190,3
7218,10201,1
7218,10500,5
7218,10660,1
7218,10840,1
7218,10990,1
7218,11030,2
7218,11040,2
7218,11060,2
7218,11210,1
7218,11220,2
7218,11370,3
7218,11390,2
7218,11460,2
7218,11860,2
7218,11870,1
7218,11980,2
7218,12000,2
7218,12020,2
7218,12200,2
7218,12260,2
7218,12360,2
7218,12370,2
7218,12380,2
7218,12420,5
7218,12430,1
7218,12500,2
7218,12510,1
7218,12530,3
7218,12590,2
7218,12600,2
7218,12740,2
7218,12750,2
7218,12760,1
7218,12770,1
7218,13070,2
7218,13080,2
7218,13110,1
7218,13120,1
7218,13140,1
7218,13150,2
7218,13350,2
7218,13430,3
7218,13490,2
7218,13640,3
7218,14370,1
7218,14400,2
7218,14420,1
7218,14540,1
7218,14610,1
7218,14620,1
7218,14640,1
7218,14790,2
7218,14860,2
7218,14870,2
7218,14900,2
